date,CH4_mean,CO_mean,NMHC_mean,PM25_mean,THC_mean
2012-07-11,190.75,6.0,19.292,14.583,210.042
2012-07-12,181.083,3.826,13.625,11.792,194.708
2012-07-13,191.261,6.375,19.826,21.5,211.087
2012-07-14,186.625,6.958,18.875,15.667,205.5
2012-07-15,181.208,6.083,8.208,9.875,189.417
2012-07-16,181.375,4.958,7.458,5.917,188.833
2012-07-17,182.75,3.958,11.917,8.667,194.667
2012-07-18,183.0,3.917,10.542,10.5,193.542
2012-07-19,182.0,5.773,10.087,10.167,192.087
2012-07-20,182.826,5.542,15.87,10.208,198.696
2012-07-21,190.708,7.667,24.083,15.625,214.792
2012-07-22,188.833,5.333,11.875,11.25,200.708
2012-07-23,190.875,7.375,15.958,16.083,206.833
2012-07-24,189.792,8.167,18.125,17.875,207.917
2012-07-25,190.13,6.957,21.478,26.583,211.609
2012-07-26,189.667,7.435,16.208,26.417,205.875
2012-07-27,187.174,4.958,16.391,24.625,203.565
2012-07-28,185.125,4.708,13.208,33.083,198.333
2012-07-29,185.333,5.0,11.917,43.083,197.25
2012-07-30,180.375,4.542,10.625,17.042,191.0
2012-07-31,181.583,5.458,15.542,12.25,197.125
2012-08-01,181.217,5.0,15.174,11.083,196.391
2012-08-02,180.625,3.217,17.167,10.458,197.792
2012-08-03,183.783,6.875,23.957,13.292,207.739
2012-08-04,181.375,5.333,16.958,10.167,198.333
2012-08-05,178.583,4.583,13.958,7.0,192.542
2012-08-06,181.0,4.583,18.375,10.625,199.375
2012-08-07,180.739,6.304,18.087,14.5,198.826
2012-08-08,184.75,5.833,13.333,14.042,198.083
2012-08-09,187.0,4.913,22.833,15.708,209.833
2012-08-10,187.435,5.375,17.609,22.958,205.043
2012-08-11,183.417,2.75,9.833,14.125,193.25
2012-08-12,185.542,4.792,11.792,12.375,197.333
2012-08-13,182.583,2.125,7.417,19.708,190.0
2012-08-14,183.708,7.125,8.625,10.417,192.333
2012-08-15,188.583,5.25,12.458,7.792,201.042
2012-08-16,182.478,3.227,12.652,5.417,195.13
2012-08-17,180.435,6.375,13.652,13.708,194.087
2012-08-18,184.583,6.5,24.5,17.458,209.083
2012-08-19,182.208,5.167,13.375,6.167,195.583
2012-08-20,184.375,5.5,16.083,10.458,200.458
2012-08-21,184.042,5.208,14.542,10.708,198.583
2012-08-22,184.25,5.792,15.542,10.25,199.792
2012-08-23,181.625,5.348,15.833,9.792,197.458
2012-08-24,185.045,6.522,17.727,11.0,202.773
2012-08-25,184.417,4.542,16.75,10.208,201.167
2012-08-26,182.542,3.583,11.875,8.25,194.417
2012-08-27,184.167,5.542,17.125,10.5,201.292
2012-08-28,185.375,4.375,17.0,9.583,202.375
2012-08-29,185.667,4.333,16.167,7.333,201.833
2012-08-30,179.333,5.609,13.917,9.792,193.25
2012-08-31,183.952,3.739,16.571,8.417,200.524
2012-09-01,182.792,5.917,16.292,10.625,199.083
2012-09-02,185.083,4.708,13.917,10.083,199.0
2012-09-03,185.696,3.833,14.783,9.958,200.478
2012-09-04,190.522,5.565,21.87,14.25,212.391
2012-09-05,185.917,5.417,19.708,14.0,205.625
2012-09-06,187.667,6.696,26.5,18.708,214.167
2012-09-07,187.217,5.292,20.696,17.167,207.913
2012-09-08,191.542,5.167,17.417,13.958,208.958
2012-09-09,189.125,4.708,14.0,7.5,203.125
2012-09-10,190.292,6.125,17.917,10.625,208.208
2012-09-11,187.375,7.333,21.458,12.333,208.833
2012-09-12,189.565,6.087,16.739,12.167,206.304
2012-09-13,189.042,5.913,18.5,18.417,207.542
2012-09-14,189.435,7.75,28.261,22.583,217.696
2012-09-15,187.5,6.583,22.333,14.833,209.833
2012-09-16,185.458,5.167,16.25,6.958,201.708
2012-09-17,185.833,2.917,14.417,5.125,200.25
2012-09-18,192.25,7.542,25.833,11.792,218.083
2012-09-19,193.87,5.217,16.261,19.542,210.13
2012-09-20,192.083,5.87,20.125,23.75,212.208
2012-09-21,190.565,5.708,18.696,21.583,209.261
2012-09-22,190.167,5.667,15.083,19.083,205.25
2012-09-23,189.292,5.708,11.208,15.833,200.5
2012-09-24,186.708,7.833,18.208,14.375,204.917
2012-09-25,188.667,6.042,20.0,12.75,208.667
2012-09-26,189.042,5.917,16.0,12.875,205.042
2012-09-27,188.458,6.13,20.0,13.583,208.458
2012-09-28,190.524,5.609,21.714,15.25,212.238
2012-09-29,194.125,7.042,21.375,27.625,215.5
2012-09-30,187.292,4.667,11.5,15.583,198.792
2012-10-01,187.625,6.583,18.583,10.667,206.208
2012-10-02,189.5,6.125,16.167,10.333,205.667
2012-10-03,188.125,6.375,17.042,11.417,205.167
2012-10-04,189.087,6.909,13.522,11.875,202.609
2012-10-05,188.609,5.792,16.391,11.458,205.0
2012-10-06,190.917,6.458,18.167,15.917,209.083
2012-10-07,189.25,4.792,9.25,10.75,198.5
2012-10-08,191.917,5.5,15.542,8.833,207.458
2012-10-09,189.083,5.583,14.667,12.667,203.75
2012-10-10,192.125,5.417,19.417,14.583,211.542
2012-10-11,191.909,6.955,21.545,23.333,213.455
2012-10-12,189.826,5.625,16.652,12.292,206.478
2012-10-13,194.375,6.833,21.708,13.958,216.083
2012-10-14,195.625,7.25,19.875,23.667,215.5
2012-10-15,194.25,7.625,24.0,28.708,218.25
2012-10-16,194.478,7.522,22.739,25.208,217.217
2012-10-17,192.333,6.875,21.667,16.25,214.0
2012-10-18,189.917,6.739,16.5,14.208,206.417
2012-10-19,190.696,6.583,17.435,14.0,208.13
2012-10-20,197.833,7.042,24.833,17.75,222.667
2012-10-21,199.458,7.833,23.917,28.25,223.375
2012-10-22,196.583,5.667,21.333,24.125,217.917
2012-10-23,192.125,6.375,17.208,12.375,209.333
2012-10-24,193.739,8.0,22.13,17.458,215.87
2012-10-25,198.75,7.304,34.292,19.167,233.042
2012-10-26,196.957,8.5,30.087,22.917,227.043
2012-10-27,195.208,7.417,23.542,21.083,218.75
2012-10-28,192.792,6.208,18.0,11.083,210.792
2012-10-29,190.375,7.25,17.417,14.75,207.792
2012-10-30,193.417,7.25,26.958,16.458,220.375
2012-10-31,191.708,6.875,26.917,15.5,218.625
2012-11-01,194.583,6.87,20.25,18.208,214.833
2012-11-02,191.455,6.957,11.909,15.375,203.364
2012-11-03,191.958,6.375,11.333,17.25,203.292
2012-11-04,196.458,6.667,18.917,16.583,215.375
2012-11-05,195.917,7.5,25.792,19.833,221.708
2012-11-06,198.348,7.696,24.087,21.542,222.435
2012-11-07,197.042,7.625,17.875,23.542,214.917
2012-11-08,194.667,8.174,23.417,30.625,218.083
2012-11-09,194.435,7.792,22.435,28.292,216.87
2012-11-10,194.0,6.792,18.125,19.333,212.125
2012-11-11,193.458,5.042,15.458,6.583,208.917
2012-11-12,194.417,7.833,18.875,22.417,213.292
2012-11-13,196.458,8.292,25.792,22.125,222.25
2012-11-14,192.083,6.083,11.542,14.75,203.625
2012-11-15,194.292,8.13,19.042,11.667,213.333
2012-11-16,198.955,7.0,31.545,12.609,230.5
2012-11-17,195.0,8.708,28.0,13.292,223.0
2012-11-18,191.583,6.333,11.417,14.167,203.0
2012-11-19,195.917,7.208,23.667,18.125,219.583
2012-11-20,192.417,8.208,19.625,25.625,212.042
2012-11-21,192.952,7.0,21.667,15.375,214.619
2012-11-22,199.833,10.043,44.167,22.75,244.0
2012-11-23,193.87,7.75,21.261,19.542,215.13
2012-11-24,193.083,5.667,12.833,10.25,205.917
2012-11-25,199.833,7.625,23.542,11.167,223.375
2012-11-26,193.5,7.792,21.833,14.125,215.333
2012-11-27,193.667,6.458,13.167,13.167,206.833
2012-11-28,202.75,9.958,37.5,17.667,240.25
2012-11-29,211.043,13.227,66.304,31.292,277.348
2012-11-30,196.087,8.208,26.348,22.167,222.435
2012-12-01,193.625,6.25,14.25,10.667,207.875
2012-12-02,194.0,5.625,12.375,9.625,206.375
2012-12-03,198.696,9.478,34.174,18.333,232.87
2012-12-04,194.792,7.25,18.792,17.625,213.583
2012-12-05,197.292,7.542,20.708,16.417,218.0
2012-12-06,193.667,6.87,14.083,13.042,207.75
2012-12-07,197.043,6.667,22.478,14.875,219.522
2012-12-08,194.25,7.167,17.208,17.958,211.458
2012-12-09,191.583,4.5,8.042,11.708,199.625
2012-12-10,192.708,7.292,12.667,9.875,205.375
2012-12-11,196.227,9.391,22.864,12.625,219.091
2012-12-12,199.708,9.125,30.25,13.208,229.958
2012-12-13,199.5,9.087,31.625,14.958,231.125
2012-12-14,201.696,10.25,43.304,22.625,245.0
2012-12-15,197.708,9.083,32.208,18.542,229.917
2012-12-16,193.333,7.292,15.458,13.292,208.792
2012-12-17,198.625,11.708,29.917,23.917,228.542
2012-12-18,194.875,9.833,25.708,20.167,220.583
2012-12-19,191.5,7.208,15.458,10.125,206.958
2012-12-20,198.217,9.773,26.957,13.783,225.174
2012-12-21,197.217,8.875,28.652,17.208,225.87
2012-12-22,191.833,7.833,18.0,11.542,209.833
2012-12-23,193.917,6.958,12.5,18.208,206.417
2012-12-24,193.625,7.25,12.375,12.333,206.0
2012-12-25,196.292,10.5,21.417,19.042,217.708
2012-12-26,192.667,8.167,12.375,14.583,205.042
2012-12-27,197.783,7.636,26.261,12.958,224.043
2012-12-28,198.435,9.125,29.435,15.917,227.87
2012-12-29,200.667,9.042,29.833,11.125,230.5
2012-12-30,198.083,7.5,20.667,8.583,218.75
2012-12-31,192.417,4.792,7.625,9.208,200.042
2013-01-01,202.208,6.458,10.083,31.25,212.292
2013-01-02,194.708,5.304,4.083,17.083,198.792
2013-01-03,202.125,5.667,11.042,14.375,213.167
2013-01-04,200.542,6.708,10.708,16.083,211.25
2013-01-05,197.75,5.25,7.375,8.375,205.125
2013-01-06,200.292,7.458,15.375,11.833,215.667
2013-01-07,201.913,8.833,31.826,18.5,233.739
2013-01-08,197.458,7.917,27.542,18.042,225.0
2013-01-09,191.818,6.045,8.591,8.045,200.409
2013-01-10,194.417,6.333,10.25,8.792,204.667
2013-01-11,198.708,8.125,16.75,20.0,215.458
2013-01-12,199.542,6.667,12.167,24.542,211.708
2013-01-13,195.417,5.667,7.333,16.458,202.75
2013-01-14,197.0,7.542,19.13,14.667,216.13
2013-01-15,196.0,6.875,19.75,14.208,215.75
2013-01-16,196.739,7.955,20.783,13.125,217.522
2013-01-17,198.958,7.667,20.167,13.917,219.125
2013-01-18,200.042,7.583,16.417,28.583,216.458
2013-01-19,195.208,4.875,6.5,8.417,201.708
2013-01-20,202.0,8.708,25.958,22.167,227.958
2013-01-21,200.238,9.545,19.714,27.542,219.952
2013-01-22,197.25,7.833,14.958,18.875,212.208
2013-01-23,202.542,8.625,26.333,21.833,228.875
2013-01-24,208.708,10.417,38.083,26.333,246.792
2013-01-25,212.565,12.542,43.435,34.208,256.0
2013-01-26,196.542,6.0,11.167,17.25,207.708
2013-01-27,196.167,6.167,16.75,14.625,212.917
2013-01-28,201.391,7.833,32.522,23.087,233.913
2013-01-29,201.474,8.045,37.474,27.0,238.947
2013-01-30,207.583,10.167,50.458,29.958,258.042
2013-01-31,197.958,7.542,18.292,27.208,216.25
2013-02-01,203.25,9.208,35.167,22.125,238.417
2013-02-02,203.083,8.792,33.083,31.083,236.167
2013-02-03,204.125,10.958,43.875,35.5,248.0
2013-02-04,192.435,4.708,7.174,3.792,199.609
2013-02-05,192.375,5.043,8.417,8.042,200.792
2013-02-06,193.917,6.208,12.0,10.917,205.917
2013-02-07,191.364,4.364,9.455,10.318,200.818
2013-02-08,191.792,5.208,10.583,6.667,202.375
2013-02-09,191.917,4.75,7.333,5.083,199.25
2013-02-10,195.75,5.875,11.208,12.375,206.958
2013-02-11,192.652,3.542,6.0,5.708,198.652
2013-02-12,193.125,6.125,13.875,11.042,207.0
2013-02-13,192.955,5.762,12.182,8.625,205.136
2013-02-14,194.708,6.542,18.208,13.542,212.917
2013-02-15,192.125,6.083,7.625,7.792,199.75
2013-02-16,193.583,5.583,7.583,24.75,201.167
2013-02-17,197.167,7.792,17.625,33.458,214.792
2013-02-18,192.13,4.375,8.304,14.333,200.435
2013-02-19,191.875,4.375,7.667,13.125,199.542
2013-02-20,195.087,6.773,14.478,18.25,209.565
2013-02-21,196.167,7.958,15.542,21.417,211.708
2013-02-22,193.917,6.083,9.125,14.833,203.042
2013-02-23,196.792,5.667,12.958,16.292,209.75
2013-02-24,199.542,7.792,22.583,20.333,222.125
2013-02-25,204.609,9.708,33.565,50.042,238.174
2013-02-26,202.25,10.375,26.708,59.333,228.958
2013-02-27,195.909,8.591,22.5,28.0,218.409
2013-02-28,197.833,7.0,16.292,29.75,214.125
2013-03-01,196.5,8.0,17.25,35.875,213.75
2013-03-02,193.125,5.5,7.542,11.875,200.667
2013-03-03,193.583,4.708,8.333,9.25,201.917
2013-03-04,196.217,6.417,19.739,15.708,215.957
2013-03-05,192.125,6.458,14.333,15.042,206.458
2013-03-06,192.571,5.409,7.762,13.792,200.333
2013-03-07,193.5,5.667,9.25,13.625,202.75
2013-03-08,193.083,4.583,6.917,13.75,200.0
2013-03-09,193.458,5.042,9.833,21.042,203.292
2013-03-10,191.25,5.792,7.208,11.125,198.458
2013-03-11,194.826,4.625,15.087,13.667,209.913
2013-03-12,203.417,8.167,32.792,25.375,236.208
2013-03-13,195.783,8.087,27.87,27.615,223.652
2013-03-14,190.609,5.696,7.783,10.417,198.391
2013-03-15,196.125,5.292,11.5,20.792,207.625
2013-03-16,203.333,7.958,22.708,36.958,226.042
2013-03-17,201.833,8.167,22.208,48.833,224.042
2013-03-18,205.174,9.75,31.739,40.333,236.913
2013-03-19,193.75,6.1,10.8,22.25,204.55
2013-03-20,193.667,7.583,19.958,14.542,213.625
2013-03-21,191.583,4.542,5.875,6.292,197.458
2013-03-22,195.792,4.875,13.333,11.375,209.125
2013-03-23,198.667,5.583,17.5,22.583,216.167
2013-03-24,201.25,7.917,21.958,40.833,223.208
2013-03-25,201.652,5.708,21.783,32.958,223.435
2013-03-26,201.458,9.652,39.875,30.958,241.333
2013-03-27,204.333,6.292,25.444,21.333,229.778
2013-03-28,197.222,6.304,27.444,34.917,224.667
2013-03-29,197.083,6.625,32.208,23.042,229.292
2013-03-30,189.208,5.417,19.292,10.167,208.5
2013-03-31,190.333,4.667,15.875,17.25,206.208
2013-04-01,198.333,6.833,25.25,19.375,223.583
2013-04-02,197.958,8.167,32.375,24.875,230.333
2013-04-03,191.652,7.261,14.217,21.083,205.87
2013-04-04,199.625,7.652,31.25,27.25,230.875
2013-04-05,197.478,7.75,25.783,25.625,223.261
2013-04-06,190.708,7.083,21.208,13.208,211.917
2013-04-07,187.708,4.625,7.792,5.5,195.5
2013-04-08,193.917,5.25,14.917,14.75,208.833
2013-04-09,196.917,7.583,24.833,26.25,221.75
2013-04-10,192.913,5.826,11.826,19.25,204.739
2013-04-11,195.5,5.652,12.417,21.417,207.917
2013-04-12,196.087,6.917,18.696,21.583,214.783
2013-04-13,195.042,5.833,15.542,18.083,210.583
2013-04-14,196.208,5.042,12.667,27.458,208.875
2013-04-15,192.792,5.458,15.167,26.875,207.958
2013-04-16,194.217,6.087,18.478,29.667,212.696
2013-04-17,193.167,7.75,18.042,29.708,211.208
2013-04-18,192.792,5.913,25.167,25.083,217.958
2013-04-19,191.304,4.292,7.957,17.292,199.261
2013-04-20,193.167,5.667,12.125,16.542,205.292
2013-04-21,191.042,3.833,6.792,5.042,197.833
2013-04-22,194.083,5.5,17.875,16.333,211.958
2013-04-23,197.5,7.0,24.958,20.5,222.458
2013-04-24,195.364,8.583,29.955,18.417,225.318
2013-04-25,195.5,6.478,31.333,23.958,226.833
2013-04-26,193.65,8.917,14.4,34.318,208.05
2013-04-27,194.917,5.5,14.083,21.125,209.0
2013-04-28,195.5,6.417,14.208,19.333,209.708
2013-04-29,196.0,6.292,16.333,22.25,212.333
2013-04-30,194.208,6.792,18.542,21.708,212.75
2013-05-01,189.667,5.25,14.25,12.25,203.917
2013-05-02,190.042,5.625,12.375,8.667,202.417
2013-05-03,190.826,4.043,11.739,9.25,202.565
2013-05-04,191.875,4.708,14.417,13.0,206.292
2013-05-05,193.458,5.625,12.125,25.458,205.583
2013-05-06,194.042,6.083,15.208,28.5,209.25
2013-05-07,188.375,4.167,9.5,12.542,197.875
2013-05-08,191.542,3.875,23.083,13.25,214.625
2013-05-09,195.292,6.917,30.0,19.208,225.292
2013-05-10,198.818,9.5,43.727,32.217,242.545
2013-05-11,195.917,8.083,31.417,23.75,227.333
2013-05-12,195.375,6.667,17.417,20.875,212.792
2013-05-13,195.583,5.75,22.333,24.125,217.917
2013-05-14,194.667,6.833,26.75,24.958,221.417
2013-05-15,191.25,4.875,12.417,14.542,203.667
2013-05-16,189.682,5.0,12.591,31.25,202.273
2013-05-17,190.13,4.826,12.913,16.292,203.043
2013-05-18,192.208,5.167,15.375,17.458,207.583
2013-05-19,190.25,4.708,12.458,10.667,202.708
2013-05-20,189.167,4.542,24.708,11.125,213.875
2013-05-21,192.333,5.833,22.5,29.875,214.833
2013-05-22,195.417,7.875,24.125,43.417,219.542
2013-05-23,190.667,5.292,14.125,21.583,204.792
2013-05-24,196.0,6.045,24.095,17.958,220.095
2013-05-25,195.5,5.958,17.917,22.083,213.417
2013-05-26,193.208,3.583,10.333,15.417,203.542
2013-05-27,193.042,5.167,17.125,19.583,210.167
2013-05-28,191.458,5.542,18.667,12.167,210.125
2013-05-29,191.208,6.917,24.083,12.958,215.292
2013-05-30,192.455,6.217,18.545,30.417,211.0
2013-05-31,194.478,6.304,21.522,24.958,216.0
2013-06-01,194.0,4.958,17.167,17.042,211.167
2013-06-02,194.042,4.5,12.417,18.375,206.458
2013-06-03,192.792,6.208,17.333,23.708,210.125
2013-06-04,192.458,4.542,18.625,18.708,211.083
2013-06-05,193.208,5.042,16.875,18.667,210.083
2013-06-06,192.696,6.591,22.13,22.136,214.826
2013-06-07,189.522,5.458,16.13,23.0,205.652
2013-06-08,190.583,5.625,15.75,22.917,206.333
2013-06-09,190.917,5.625,13.542,17.208,204.458
2013-06-10,189.417,5.0,15.917,16.208,205.333
2013-06-11,187.375,5.0,16.208,8.833,203.583
2013-06-12,183.708,5.083,19.792,8.458,203.5
2013-06-13,186.391,3.636,17.478,14.417,203.87
2013-06-14,185.913,5.5,15.565,17.542,201.478
2013-06-15,187.458,6.625,19.917,19.75,207.375
2013-06-16,185.625,4.708,11.417,11.375,197.042
2013-06-17,183.875,4.792,14.083,20.458,197.958
2013-06-18,183.125,3.583,13.583,23.167,196.708
2013-06-19,182.667,4.208,18.708,15.667,201.375
2013-06-20,195.5,5.0,22.417,11.583,217.917
2013-06-21,195.238,5.952,21.667,13.917,216.905
2013-06-22,193.375,4.792,15.417,13.958,208.792
2013-06-23,197.583,6.75,14.792,19.667,212.375
2013-06-24,193.417,6.708,20.292,24.458,213.708
2013-06-25,195.0,5.292,20.292,20.75,215.292
2013-06-26,191.5,7.208,25.042,12.292,216.542
2013-06-27,195.591,6.5,24.909,16.792,220.5
2013-06-28,191.696,6.25,18.696,18.0,210.391
2013-06-29,190.5,4.875,12.292,13.042,202.792
2013-06-30,192.208,4.25,9.833,11.625,202.042
2013-07-01,190.708,3.792,12.292,11.417,203.0
2013-07-02,191.667,4.458,13.417,11.25,205.083
2013-07-03,189.667,4.167,13.917,8.792,203.583
2013-07-04,197.19,6.4,32.095,19.2,229.286
2013-07-05,182.87,5.167,16.87,15.458,199.739
2013-07-06,182.875,4.542,14.208,13.875,197.083
2013-07-07,187.5,3.708,19.333,13.042,206.833
2013-07-08,184.208,3.167,15.917,21.042,200.125
2013-07-09,183.75,3.875,18.583,29.75,202.333
2013-07-10,184.875,3.833,16.542,37.167,201.417
2013-07-11,184.773,3.182,14.864,29.542,199.636
2013-07-12,183.304,3.833,13.522,17.875,196.826
2013-07-13,183.25,4.042,16.625,14.0,199.875
2013-07-14,188.208,5.0,18.333,15.25,206.542
2013-07-15,185.25,4.375,14.167,10.292,199.417
2013-07-16,186.208,6.625,22.833,17.083,209.042
2013-07-17,185.875,5.583,13.667,17.5,199.542
2013-07-18,185.682,6.455,16.364,24.5,202.045
2013-07-19,186.043,5.292,14.522,11.833,200.565
2013-07-20,191.375,4.333,15.083,12.25,206.458
2013-07-21,188.875,5.292,14.292,17.833,203.167
2013-07-22,187.042,5.25,18.625,21.375,205.667
2013-07-23,186.5,3.708,25.125,25.375,211.625
2013-07-24,185.292,6.25,19.125,28.542,204.417
2013-07-25,185.375,3.783,17.292,29.5,202.667
2013-07-26,190.714,6.609,17.714,39.042,208.429
2013-07-27,193.875,5.375,17.125,36.792,211.0
2013-07-28,196.042,5.417,16.833,37.042,212.875
2013-07-29,189.083,7.25,17.167,23.25,206.25
2013-07-30,187.125,3.833,18.625,26.708,205.75
2013-07-31,197.625,8.583,31.0,39.125,228.625
2013-08-01,189.833,5.174,25.167,28.583,215.0
2013-08-02,190.571,6.304,16.667,27.0,207.238
2013-08-03,189.083,5.5,14.25,11.625,203.333
2013-08-04,189.208,5.375,14.75,19.083,203.958
2013-08-05,179.667,4.917,13.333,14.542,193.0
2013-08-06,188.167,6.125,22.625,23.292,210.792
2013-08-07,190.375,6.958,24.875,28.25,215.25
2013-08-08,191.333,5.909,30.762,34.417,222.095
2013-08-09,187.783,4.708,16.522,40.792,204.304
2013-08-10,189.417,6.417,15.125,42.333,204.542
2013-08-11,194.875,5.833,16.375,44.292,211.25
2013-08-12,191.083,6.042,15.792,33.583,206.875
2013-08-13,192.458,6.0,14.167,28.708,206.625
2013-08-14,194.409,5.333,14.091,28.5,208.5
2013-08-15,,5.0,,40.042,
2013-08-16,,6.042,,33.542,
2013-08-17,,7.125,,24.0,
2013-08-18,,3.375,,13.417,
2013-08-19,,3.375,,10.833,
2013-08-20,,3.542,,6.417,
2013-08-21,,3.292,,7.375,
2013-08-22,,4.045,,10.167,
2013-08-23,,4.5,,12.375,
2013-08-24,,3.583,,7.125,
2013-08-25,,5.083,,9.083,
2013-08-26,,6.167,,15.833,
2013-08-27,,7.417,,13.708,
2013-08-28,,6.667,,22.125,
2013-08-29,,8.682,,28.292,
2013-08-30,,5.958,,16.833,
2013-08-31,,2.25,,11.417,
2013-09-01,,6.042,,13.917,
2013-09-02,,7.708,,13.333,
2013-09-03,,6.375,,12.708,
2013-09-04,,5.833,,9.167,
2013-09-05,,5.045,,9.864,
2013-09-06,,6.25,,10.917,
2013-09-07,,6.167,,12.25,
2013-09-08,,6.083,,8.917,
2013-09-09,,5.917,,12.333,
2013-09-10,,7.0,,16.417,
2013-09-11,,5.833,,18.708,
2013-09-12,,5.227,,27.875,
2013-09-13,,7.458,,39.625,
2013-09-14,,7.167,,27.417,
2013-09-15,,2.5,,3.917,
2013-09-16,,3.5,,5.542,
2013-09-17,,5.917,,12.25,
2013-09-18,,6.042,,15.25,
2013-09-19,,5.864,,18.792,
2013-09-20,,5.792,,20.167,
2013-09-21,,5.542,,19.417,
2013-09-22,,5.583,,21.5,
2013-09-23,,4.833,,22.208,
2013-09-24,,7.0,,18.75,
2013-09-25,,5.533,,18.167,
2013-09-26,,4.571,,7.042,
2013-09-27,,5.5,,11.042,
2013-09-28,,5.5,,12.417,
2013-09-29,,3.375,,10.083,
2013-09-30,,6.25,,17.833,
2013-10-01,,5.583,,19.167,
2013-10-02,,6.25,,19.083,
2013-10-03,,5.0,,16.455,
2013-10-04,,6.208,,18.0,
2013-10-05,,4.833,,16.75,
2013-10-06,,3.708,,8.083,
2013-10-07,,5.167,,11.125,
2013-10-08,,6.583,,15.083,
2013-10-09,,3.792,,9.75,
2013-10-10,,4.545,,13.958,
2013-10-11,,2.333,,9.167,
2013-10-12,,5.75,,28.25,
2013-10-13,,4.542,,10.458,
2013-10-14,,5.042,,15.125,
2013-10-15,,5.125,,13.667,
2013-10-16,,4.417,,7.958,
2013-10-17,,5.227,,10.833,
2013-10-18,,6.25,,13.375,
2013-10-19,,5.667,,15.167,
2013-10-20,,4.542,,6.333,
2013-10-21,,6.833,,12.708,
2013-10-22,,6.083,,11.375,
2013-10-23,,5.042,,10.25,
2013-10-24,,4.5,,9.083,
2013-10-25,,5.458,,8.917,
2013-10-26,,5.958,,13.542,
2013-10-27,,5.458,,17.667,
2013-10-28,,6.833,,22.125,
2013-10-29,,7.292,,19.333,
2013-10-30,,7.333,,27.5,
2013-10-31,,8.304,,28.75,
2013-11-01,,7.217,,25.25,
2013-11-02,,8.917,,27.75,
2013-11-03,,9.417,,39.125,
2013-11-04,,8.083,,21.083,
2013-11-05,,8.458,,28.417,
2013-11-06,,8.957,,30.125,
2013-11-07,,8.913,,27.708,
2013-11-08,,8.292,,30.25,
2013-11-09,,6.833,,17.583,
2013-11-10,,4.542,,13.917,
2013-11-11,188.714,6.167,19.214,9.167,207.929
2013-11-12,191.261,6.125,18.957,10.333,210.217
2013-11-13,191.75,5.708,20.042,8.083,211.792
2013-11-14,199.333,8.182,36.714,17.5,236.048
2013-11-15,194.917,8.75,38.292,17.583,233.208
2013-11-16,198.458,9.333,39.0,24.333,237.458
2013-11-17,197.125,7.625,25.125,31.25,222.25
2013-11-18,192.5,5.208,14.5,14.458,207.0
2013-11-19,192.783,6.583,17.174,12.0,209.957
2013-11-20,193.542,6.708,16.583,17.625,210.125
2013-11-21,195.696,6.682,21.304,16.583,217.0
2013-11-22,195.667,8.083,21.833,18.458,217.5
2013-11-23,195.292,6.625,18.792,13.292,214.083
2013-11-24,206.583,9.583,34.0,26.25,240.583
2013-11-25,197.125,8.708,26.75,22.125,223.875
2013-11-26,192.818,5.875,13.455,12.167,206.273
2013-11-27,195.125,5.625,23.167,15.208,218.292
2013-11-28,193.045,5.682,9.591,11.833,202.636
2013-11-29,196.542,6.458,17.25,11.0,213.792
2013-11-30,198.833,7.875,23.833,17.375,222.667
2013-12-01,200.75,7.792,26.375,21.667,227.125
2013-12-02,204.182,10.583,39.455,31.417,243.636
2013-12-03,200.696,9.333,43.478,27.375,244.174
2013-12-04,200.591,9.818,34.318,28.818,234.909
2013-12-05,200.5,9.833,36.292,28.458,236.792
2013-12-06,203.417,11.458,35.542,43.208,238.958
2013-12-07,195.042,7.667,14.458,18.625,209.5
2013-12-08,194.542,6.083,11.667,9.833,206.208
2013-12-09,198.917,8.167,27.375,18.542,226.292
2013-12-10,193.783,7.542,9.304,12.75,203.087
2013-12-11,194.292,6.478,9.417,15.875,203.708
2013-12-12,195.591,5.136,9.0,11.833,204.591
2013-12-13,199.875,8.167,22.833,15.875,222.708
2013-12-14,193.042,4.5,3.875,11.625,196.917
2013-12-15,192.583,4.958,3.792,15.292,196.375
2013-12-16,191.958,6.667,7.708,12.792,199.667
2013-12-17,192.217,6.5,12.739,14.25,204.957
2013-12-18,192.333,5.864,13.286,10.542,205.619
2013-12-19,196.762,7.19,22.524,14.125,219.286
2013-12-20,194.417,5.542,4.917,12.292,199.333
2013-12-21,192.542,6.125,8.25,7.958,200.792
2013-12-22,191.333,5.25,3.708,8.958,195.042
2013-12-23,192.042,5.875,7.042,10.208,199.083
2013-12-24,194.0,6.958,15.87,14.625,209.87
2013-12-25,194.792,7.609,20.875,20.208,215.667
2013-12-26,197.739,9.0,31.13,22.083,228.87
2013-12-27,195.792,8.458,14.167,16.417,209.958
2013-12-28,194.958,6.125,7.458,10.583,202.417
2013-12-29,194.625,5.083,5.625,10.417,200.25
2013-12-30,199.875,7.708,13.958,19.125,213.833
2013-12-31,203.174,9.25,14.304,28.125,217.478
2014-01-01,194.833,3.958,4.667,5.625,199.5
2014-01-02,195.75,3.826,4.583,7.625,200.333
2014-01-03,201.333,5.125,10.458,8.708,211.792
2014-01-04,207.208,6.792,16.292,14.542,223.5
2014-01-05,206.083,10.208,25.792,30.708,231.875
2014-01-06,201.522,8.625,21.609,26.042,223.13
2014-01-07,194.292,6.083,10.875,10.958,205.167
