date,CH4_mean,CO_mean,NMHC_mean,NO2_mean,NOX_mean,NO_mean,PM25_mean,SO2_mean,THC_mean
2011-01-01,195.083,4.542,16.458,18.913,24.739,5.826,14.292,1.652,211.542
2011-01-02,190.833,3.458,12.042,7.5,9.625,2.125,10.0,1.917,202.875
2011-01-03,190.792,4.625,12.583,18.292,24.833,6.542,16.417,2.667,203.375
2011-01-04,190.792,4.125,11.083,13.375,19.583,6.208,18.958,3.875,201.875
2011-01-05,194.682,3.87,13.182,20.833,32.333,11.5,7.478,1.167,207.864
2011-01-06,199.333,4.792,16.375,34.542,69.125,34.583,13.75,1.75,215.708
2011-01-07,195.417,2.167,7.75,5.792,7.583,1.792,5.5,1.0,203.167
2011-01-08,198.25,3.542,11.375,19.652,27.0,7.348,6.208,1.13,209.625
2011-01-09,200.458,4.375,13.5,21.417,30.083,8.667,16.0,2.292,213.958
2011-01-10,201.0,6.391,18.708,41.25,83.917,42.667,28.958,3.708,219.708
2011-01-11,194.0,3.792,9.583,22.0,44.333,22.333,19.792,3.125,203.583
2011-01-12,196.667,3.875,11.5,26.958,61.0,34.042,7.333,1.708,208.167
2011-01-13,198.25,5.083,15.208,34.0,82.25,48.25,16.333,2.75,213.458
2011-01-14,197.542,5.542,11.625,28.083,53.75,25.667,30.167,4.625,209.167
2011-01-15,197.708,4.167,14.208,18.652,27.391,8.739,12.625,1.478,211.917
2011-01-16,194.958,2.417,8.25,9.125,10.292,1.167,8.708,1.0,203.208
2011-01-17,200.045,3.739,14.636,22.5,52.083,29.583,10.75,1.417,214.682
2011-01-18,202.042,5.125,21.542,38.583,70.958,32.375,13.667,1.095,223.583
2011-01-19,198.208,4.0,15.542,26.333,37.542,11.208,9.292,1.0,213.75
2011-01-20,192.708,2.625,7.417,10.917,12.167,1.25,4.625,1.0,200.125
2011-01-21,196.125,3.333,10.583,18.958,21.208,2.25,8.625,1.0,206.708
2011-01-22,196.5,4.5,13.875,25.565,38.783,13.217,9.917,2.478,210.375
2011-01-23,193.167,3.5,8.833,18.125,37.417,19.292,3.792,1.292,202.0
2011-01-24,192.375,3.261,8.083,23.708,50.417,26.708,6.542,1.083,200.458
2011-01-25,194.167,4.292,9.125,26.042,56.125,30.083,15.333,2.125,203.292
2011-01-26,196.625,3.833,11.083,28.75,52.458,23.708,8.292,1.333,207.708
2011-01-27,198.375,5.625,12.542,36.333,72.667,36.333,23.542,4.375,210.917
2011-01-28,197.042,4.0,9.417,20.375,32.125,11.75,17.792,2.708,206.458
2011-01-29,196.833,2.542,7.083,5.565,6.609,1.043,5.458,1.0,203.917
2011-01-30,199.545,4.292,13.591,29.458,58.208,28.75,8.0,1.478,213.136
2011-01-31,197.25,3.826,11.75,28.75,52.583,23.833,7.917,1.417,209.0
2011-02-01,201.25,5.083,15.208,32.333,65.625,33.292,15.625,2.583,216.458
2011-02-02,193.375,2.917,7.708,16.625,31.667,15.042,6.542,1.0,201.083
2011-02-03,199.583,4.708,14.042,30.75,53.167,22.417,11.875,1.667,213.625
2011-02-04,194.696,4.625,9.739,26.792,47.708,20.917,19.25,3.583,204.435
2011-02-05,200.167,5.333,11.083,26.348,36.217,9.87,33.75,4.957,211.25
2011-02-06,201.5,5.458,17.25,30.292,39.375,9.083,26.375,2.417,218.75
2011-02-07,197.261,5.87,17.739,37.625,77.167,39.542,15.174,2.043,215.0
2011-02-08,189.458,3.458,8.792,24.292,49.042,24.75,9.458,1.375,198.25
2011-02-09,191.583,4.417,10.042,29.792,63.792,34.0,11.958,1.875,201.625
2011-02-10,194.333,4.167,12.208,29.875,53.333,23.458,12.625,2.208,206.542
2011-02-11,192.0,3.667,8.304,18.333,27.792,9.458,10.0,1.667,200.304
2011-02-12,193.75,3.583,10.542,13.217,18.087,4.87,10.917,1.565,204.292
2011-02-13,196.958,4.417,15.5,26.208,30.75,4.542,15.833,1.0,212.458
2011-02-14,203.542,6.043,25.0,39.458,83.875,44.417,18.125,1.167,228.542
2011-02-15,200.292,4.958,18.208,24.958,57.417,32.458,15.458,1.417,218.5
2011-02-16,192.458,3.917,12.125,29.667,63.167,33.5,10.667,2.125,204.583
