date,CH4_mean,CO_mean,HUM_max,HUM_mean,HUM_min,NMHC_mean,NO2_mean,NOX_mean,NO_mean,PM25_mean,RAIN_sum,TEMP_max,TEMP_mean,TEMP_min,THC_mean
2011-01-01,188.43478260869566,6.666666666666667,94.0,73.29166666666667,49.0,12.565217391304348,22.217391304347824,41.78260869565217,19.565217391304348,,0,97.0,53.458333333333336,-4.0,201.0
2011-01-02,188.70833333333334,5.625,99.0,80.58333333333333,60.0,8.666666666666666,15.958333333333334,22.083333333333332,6.125,,3,70.0,42.375,24.0,197.375
2011-01-03,187.91666666666666,5.5,91.0,71.375,56.0,8.916666666666666,16.291666666666668,21.208333333333332,4.916666666666667,,0,59.0,38.666666666666664,4.0,196.83333333333334
2011-01-04,188.95833333333334,5.75,95.0,72.75,34.0,9.166666666666666,22.041666666666668,31.291666666666668,9.25,,0,64.0,25.541666666666668,-4.0,198.125
2011-01-05,186.20833333333334,4.875,93.0,80.29166666666667,62.0,9.541666666666666,30.041666666666668,64.79166666666667,34.75,,0,59.0,25.625,-6.0,195.75
2011-01-06,186.45833333333334,4.869565217391305,99.0,65.58333333333333,38.0,10.0,40.958333333333336,98.875,57.916666666666664,,0,88.0,45.125,-3.0,196.45833333333334
2011-01-07,188.16666666666666,4.208333333333333,86.0,72.08333333333333,55.0,7.541666666666667,28.25,55.041666666666664,26.791666666666668,,0,60.0,38.375,20.0,195.70833333333334
2011-01-08,187.47826086956522,5.083333333333333,91.0,71.91666666666667,43.0,8.91304347826087,25.434782608695652,54.0,28.565217391304348,,0,69.0,31.541666666666668,-5.0,196.3913043478261
2011-01-09,189.16666666666666,5.666666666666667,95.0,77.625,52.0,11.458333333333334,27.583333333333332,56.166666666666664,28.583333333333332,,0,101.0,47.333333333333336,15.0,200.625
2011-01-10,189.79166666666666,8.0,100.0,77.83333333333333,50.0,15.958333333333334,45.875,165.20833333333334,119.33333333333333,,0,94.0,42.166666666666664,-5.0,205.75
2011-01-11,187.95833333333334,5.083333333333333,83.0,67.875,44.0,8.375,34.291666666666664,68.91666666666667,34.625,,0,88.0,45.166666666666664,4.0,196.33333333333334
2011-01-12,187.2608695652174,4.521739130434782,84.0,69.16666666666667,49.0,9.347826086956522,34.208333333333336,65.95833333333333,31.75,,0,53.0,22.75,0.0,196.6086956521739
2011-01-13,187.41666666666666,5.416666666666667,96.0,69.20833333333333,43.0,10.458333333333334,39.333333333333336,107.5,68.16666666666667,,0,87.0,41.75,-1.0,197.875
2011-01-14,189.45833333333334,6.5,92.0,72.83333333333333,59.0,10.125,28.916666666666668,50.458333333333336,21.541666666666668,,0,72.0,43.583333333333336,16.0,199.58333333333334
2011-01-15,190.2608695652174,5.916666666666667,94.0,75.58333333333333,54.0,10.565217391304348,25.82608695652174,61.130434782608695,35.30434782608695,,0,72.0,41.916666666666664,9.0,200.82608695652175
2011-01-16,187.41666666666666,3.9583333333333335,97.0,71.08333333333333,59.0,6.541666666666667,27.083333333333332,47.458333333333336,20.375,,0,51.0,44.083333333333336,30.0,193.95833333333334
2011-01-17,186.125,4.5,93.0,66.125,45.0,8.166666666666666,34.958333333333336,87.625,52.666666666666664,,0,83.0,42.458333333333336,-10.0,194.29166666666666
2011-01-18,189.33333333333334,6.375,97.0,71.75,42.0,17.458333333333332,45.125,142.125,97.0,,0,98.0,32.75,-22.0,206.79166666666666
2011-01-19,187.41666666666666,5.708333333333333,100.0,88.29166666666667,68.0,13.583333333333334,46.0,144.70833333333334,98.70833333333333,,25,80.0,49.041666666666664,23.0,201.0
2011-01-20,184.54166666666666,5.3478260869565215,100.0,97.8695652173913,89.0,8.916666666666666,48.791666666666664,120.91666666666667,72.125,,5,86.0,66.6086956521739,47.0,193.45833333333334
2011-01-21,184.75,5.208333333333333,100.0,99.33333333333333,89.0,7.958333333333333,39.333333333333336,89.41666666666667,50.083333333333336,,9,83.0,64.375,41.0,192.70833333333334
2011-01-22,186.91304347826087,5.833333333333333,100.0,91.16666666666667,67.0,10.521739130434783,30.26086956521739,69.82608695652173,39.56521739130435,,0,112.0,65.20833333333333,22.0,197.43478260869566
2011-01-23,187.66666666666666,4.25,100.0,88.91666666666667,53.0,7.916666666666667,32.541666666666664,59.75,27.208333333333332,,3,100.0,51.708333333333336,17.0,195.58333333333334
2011-01-24,187.375,3.7916666666666665,78.0,63.666666666666664,52.0,6.583333333333333,34.041666666666664,61.583333333333336,27.541666666666668,,0,49.0,19.083333333333332,1.0,193.95833333333334
2011-01-25,189.625,4.625,77.0,60.583333333333336,35.0,6.583333333333333,34.333333333333336,59.791666666666664,25.458333333333332,,0,51.0,12.083333333333334,-12.0,196.20833333333334
2011-01-26,189.20833333333334,4.391304347826087,82.0,64.79166666666667,50.0,8.708333333333334,33.36842105263158,64.57894736842105,31.210526315789473,,0,45.0,8.041666666666666,-26.0,197.91666666666666
2011-01-27,190.70833333333334,5.875,91.0,71.41666666666667,53.0,9.666666666666666,37.130434782608695,87.47826086956522,50.34782608695652,,0,61.0,19.791666666666668,-11.0,200.375
2011-01-28,189.95833333333334,5.291666666666667,95.0,75.91666666666667,54.0,8.25,33.916666666666664,68.25,34.333333333333336,,0,76.0,28.791666666666668,-3.0,198.20833333333334
2011-01-29,188.52173913043478,4.875,100.0,78.83333333333333,53.0,7.086956521739131,26.869565217391305,58.82608695652174,31.956521739130434,,0,48.0,17.083333333333332,-7.0,195.6086956521739
2011-01-30,189.375,5.541666666666667,100.0,85.25,57.0,9.416666666666666,40.541666666666664,111.0,70.45833333333333,,0,54.0,14.416666666666666,-10.0,198.79166666666666
2011-01-31,186.83333333333334,4.583333333333333,90.0,70.70833333333333,43.0,7.875,43.083333333333336,115.875,72.79166666666667,,0,63.0,13.125,-20.0,194.70833333333334
2011-02-01,188.16666666666666,5.291666666666667,95.0,65.0,38.0,9.25,54.375,156.0,101.625,,0,70.0,24.083333333333332,-26.0,197.41666666666666
2011-02-02,187.95833333333334,3.739130434782609,85.0,66.29166666666667,42.0,4.916666666666667,30.0,49.208333333333336,19.208333333333332,,0,23.0,-10.416666666666666,-36.0,192.875
2011-02-03,189.79166666666666,6.625,94.0,69.91666666666667,45.0,10.166666666666666,49.0,145.71428571428572,96.71428571428571,,0,43.0,-6.833333333333333,-59.0,199.95833333333334
2011-02-04,189.16666666666666,7.208333333333333,96.0,65.41666666666667,35.0,9.5,44.666666666666664,130.25,85.58333333333333,,0,72.0,24.5,-17.0,198.66666666666666
2011-02-05,190.56521739130434,6.875,87.0,63.291666666666664,41.0,9.73913043478261,34.91304347826087,70.30434782608695,35.391304347826086,,0,76.0,42.5,-16.0,200.30434782608697
2011-02-06,190.25,7.0,100.0,94.58333333333333,80.0,15.041666666666666,34.25,73.04166666666667,38.791666666666664,,11,90.0,66.54166666666667,38.0,205.29166666666666
2011-02-07,187.125,6.0,100.0,90.25,73.0,9.958333333333334,44.208333333333336,96.41666666666667,52.208333333333336,,23,99.0,76.95833333333333,45.0,197.08333333333334
2011-02-08,186.25,3.7916666666666665,84.0,57.875,34.0,6.333333333333333,35.125,60.875,25.75,,0,51.0,21.708333333333332,-17.0,192.58333333333334
2011-02-09,187.41666666666666,4.826086956521739,87.0,60.291666666666664,38.0,6.208333333333333,37.375,77.125,39.75,,0,54.0,9.291666666666666,-38.0,193.625
2011-02-10,187.0,4.541666666666667,81.0,64.125,48.0,7.291666666666667,38.5,83.125,44.625,,0,59.0,23.5,-14.0,194.29166666666666
2011-02-11,187.0,5.041666666666667,95.0,70.04166666666667,45.0,7.25,31.083333333333332,67.66666666666667,36.583333333333336,,0,63.0,26.916666666666668,-15.0,194.25
2011-02-12,187.56521739130434,5.125,97.0,75.20833333333333,47.0,6.608695652173913,26.08695652173913,45.34782608695652,19.26086956521739,,0,67.0,19.333333333333332,-14.0,194.17391304347825
2011-02-13,188.375,5.291666666666667,100.0,90.54166666666667,62.0,9.666666666666666,38.916666666666664,80.16666666666667,41.25,,14,47.0,30.958333333333332,-2.0,198.04166666666666
2011-02-14,188.45833333333334,5.833333333333333,100.0,100.0,100.0,13.166666666666666,40.208333333333336,94.04166666666667,53.833333333333336,,11,67.0,52.083333333333336,31.0,201.625
2011-02-15,188.375,5.583333333333333,100.0,91.66666666666667,80.0,10.458333333333334,41.833333333333336,124.5,82.66666666666667,,0,68.0,36.25,4.0,198.83333333333334
2011-02-16,186.33333333333334,4.739130434782608,90.0,71.66666666666667,49.0,8.458333333333334,41.375,96.54166666666667,55.166666666666664,,0,74.0,25.958333333333332,-5.0,194.79166666666666
2011-02-17,185.83333333333334,4.0,89.0,64.08333333333333,40.0,6.5,30.5,54.875,24.375,,0,67.0,25.833333333333332,-4.0,192.33333333333334
2011-02-18,188.0,4.25,97.0,78.58333333333333,56.0,6.791666666666667,26.875,48.333333333333336,21.458333333333332,,1,37.0,1.0833333333333333,-32.0,194.79166666666666
2011-02-19,189.2173913043478,5.583333333333333,99.0,79.04166666666667,45.0,9.347826086956522,29.434782608695652,67.17391304347827,37.73913043478261,,0,67.0,1.875,-49.0,198.56521739130434
2011-02-20,189.16666666666666,6.666666666666667,99.0,73.875,42.0,12.791666666666666,45.416666666666664,139.08333333333334,93.66666666666667,,0,85.0,16.416666666666668,-33.0,201.95833333333334
2011-02-21,188.625,7.333333333333333,92.0,74.25,56.0,15.958333333333334,48.208333333333336,132.95833333333334,84.75,,0,78.0,36.458333333333336,-18.0,204.58333333333334
2011-02-22,187.29166666666666,5.333333333333333,100.0,83.125,47.0,10.875,41.0,72.58333333333333,31.583333333333332,,12,106.0,71.125,21.0,198.16666666666666
2011-02-23,186.54166666666666,5.130434782608695,100.0,93.08333333333333,67.0,10.875,30.875,49.166666666666664,18.291666666666668,,15,127.0,99.08333333333333,71.0,197.41666666666666
2011-02-24,186.75,5.125,84.0,65.125,42.0,7.75,37.375,68.41666666666667,31.041666666666668,,0,114.0,74.79166666666667,40.0,194.5
2011-02-25,187.54166666666666,5.666666666666667,100.0,92.70833333333333,78.0,10.166666666666666,40.666666666666664,78.91666666666667,38.25,,3,79.0,58.416666666666664,40.0,197.70833333333334
2011-02-26,188.2173913043478,4.166666666666667,100.0,77.29166666666667,52.0,6.130434782608695,20.73913043478261,33.65217391304348,12.91304347826087,,0,50.0,30.833333333333332,-9.0,194.34782608695653
2011-02-27,189.70833333333334,4.375,95.0,75.66666666666667,50.0,7.708333333333333,33.875,70.70833333333333,36.833333333333336,,0,49.0,10.875,-25.0,197.41666666666666
2011-02-28,190.0,4.75,98.0,69.66666666666667,39.0,9.208333333333334,27.333333333333332,60.166666666666664,32.833333333333336,,0,76.0,25.5,-36.0,199.20833333333334
2011-03-01,190.25,7.043478260869565,100.0,86.79166666666667,62.0,19.958333333333332,45.666666666666664,128.04166666666666,82.375,,0,140.0,79.20833333333333,14.0,210.20833333333334
2011-03-02,189.45833333333334,5.875,100.0,96.29166666666667,79.0,18.916666666666668,43.125,103.875,60.75,,6,106.0,90.66666666666667,75.0,208.375
2011-03-03,187.95833333333334,4.833333333333333,86.0,68.66666666666667,49.0,7.25,35.458333333333336,56.5,21.041666666666668,,0,105.0,76.79166666666667,37.0,195.20833333333334
2011-03-04,187.91304347826087,4.416666666666667,100.0,88.58333333333333,50.0,7.739130434782608,24.043478260869566,36.608695652173914,12.565217391304348,,12,92.0,66.95833333333333,24.0,195.65217391304347
2011-03-05,188.625,5.166666666666667,100.0,100.0,100.0,13.166666666666666,26.708333333333332,45.583333333333336,18.875,,34,123.0,105.45833333333333,91.0,201.79166666666666
2011-03-06,191.95833333333334,8.416666666666666,100.0,90.79166666666667,75.0,22.166666666666668,44.291666666666664,116.0,71.70833333333333,,14,164.0,126.95833333333333,106.0,214.125
2011-03-07,189.5,6.291666666666667,92.0,74.125,54.0,10.416666666666666,31.666666666666668,61.25,29.583333333333332,,0,121.0,95.25,59.0,199.91666666666666
2011-03-08,189.0,6.565217391304348,88.0,68.20833333333333,50.0,9.347826086956522,43.75,99.25,55.5,,0,135.0,87.66666666666667,46.0,198.34782608695653
2011-03-09,187.54166666666666,6.333333333333333,100.0,93.875,68.0,8.666666666666666,52.75,101.70833333333333,48.958333333333336,,16,78.0,63.125,54.0,196.20833333333334
2011-03-10,186.83333333333334,4.666666666666667,97.0,75.70833333333333,57.0,7.083333333333333,33.541666666666664,55.958333333333336,22.416666666666668,,0,92.0,67.70833333333333,40.0,193.91666666666666
2011-03-11,188.2608695652174,4.5,97.0,71.75,42.0,7.434782608695652,24.217391304347824,38.95652173913044,14.73913043478261,,0,88.0,38.916666666666664,-4.0,195.69565217391303
2011-03-12,189.16666666666666,4.333333333333333,90.0,77.20833333333333,59.0,7.625,32.458333333333336,55.666666666666664,23.208333333333332,,1,54.0,20.208333333333332,-8.0,196.79166666666666
2011-03-13,188.875,3.9166666666666665,90.0,70.83333333333333,47.0,7.291666666666667,36.041666666666664,65.70833333333333,29.666666666666668,,0,66.0,28.125,-2.0,196.16666666666666
2011-03-14,189.375,5.0,99.0,61.625,22.0,9.791666666666666,43.041666666666664,97.70833333333333,54.666666666666664,,0,108.0,42.833333333333336,-23.0,199.16666666666666
2011-03-15,188.875,5.217391304347826,93.0,68.125,33.0,10.041666666666666,43.625,115.5,71.875,,0,94.0,44.458333333333336,2.0,198.91666666666666
2011-03-16,190.125,5.75,92.0,60.291666666666664,24.0,14.791666666666666,42.375,88.83333333333333,46.458333333333336,,0,114.0,54.541666666666664,-13.0,204.91666666666666
2011-03-17,189.25,6.791666666666667,100.0,98.75,86.0,21.875,37.583333333333336,79.66666666666667,42.083333333333336,,16,142.0,105.29166666666667,70.0,211.125
2011-03-18,191.17391304347825,8.041666666666666,100.0,99.04166666666667,91.0,16.782608695652176,34.91304347826087,80.3913043478261,45.47826086956522,,6,135.0,106.16666666666667,66.0,207.95652173913044
2011-03-19,187.91666666666666,3.9166666666666665,100.0,75.04166666666667,52.0,7.375,29.041666666666668,56.708333333333336,27.666666666666668,,1,77.0,54.291666666666664,10.0,195.29166666666666
2011-03-20,189.0,4.333333333333333,98.0,68.20833333333333,39.0,8.458333333333334,32.625,58.208333333333336,25.583333333333332,,0,114.0,54.416666666666664,-13.0,197.45833333333334
2011-03-21,188.5,4.583333333333333,90.0,63.375,29.0,8.875,42.041666666666664,89.79166666666667,47.75,,0,116.0,59.708333333333336,14.0,197.375
2011-03-22,189.75,5.434782608695652,96.0,65.95833333333333,39.0,12.416666666666666,43.166666666666664,99.95833333333333,56.791666666666664,,0,144.0,82.875,5.0,202.16666666666666
2011-03-23,186.58333333333334,4.625,100.0,97.20833333333333,74.0,10.958333333333334,36.291666666666664,59.333333333333336,23.041666666666668,,37,122.0,91.16666666666667,67.0,197.54166666666666
2011-03-24,188.125,6.0,100.0,83.83333333333333,62.0,9.875,33.625,52.541666666666664,18.916666666666668,,5,122.0,93.33333333333333,47.0,198.0
2011-03-25,189.95652173913044,4.458333333333333,97.0,66.95833333333333,36.0,7.086956521739131,21.26086956521739,29.391304347826086,8.130434782608695,,1,100.0,57.583333333333336,29.0,197.04347826086956
2011-03-26,190.66666666666666,4.416666666666667,100.0,83.375,51.0,8.625,31.875,53.75,21.875,,1,73.0,38.25,10.0,199.29166666666666
2011-03-27,192.5,6.0,100.0,70.45833333333333,40.0,12.041666666666666,52.833333333333336,131.83333333333334,79.0,,0,133.0,67.08333333333333,-1.0,204.54166666666666
2011-03-28,189.25,5.583333333333333,98.0,66.625,35.0,10.083333333333334,48.375,98.54166666666667,50.166666666666664,,0,151.0,94.08333333333333,29.0,199.33333333333334
2011-03-29,190.16666666666666,5.217391304347826,100.0,56.125,13.0,11.75,46.625,104.33333333333333,57.708333333333336,,0,172.0,92.58333333333333,15.0,201.91666666666666
