date,HUM_max,HUM_mean,HUM_min,NO2_mean,NOX_mean,NO_mean,PM25_mean,RAIN_sum,SO2_mean,TEMP_max,TEMP_mean,TEMP_min
2011-02-10,64.0,49.542,37.0,17.417,21.625,4.208,,0,0.167,59.0,28.583,-3.0
2011-02-11,73.0,56.875,41.0,12.625,13.667,1.042,,0,0.25,64.0,33.0,4.0
2011-02-12,78.0,61.792,39.0,10.261,10.783,0.522,,0,0.0,69.0,28.292,-4.0
2011-02-13,99.0,81.25,55.0,26.958,33.375,6.417,,12,0.0,47.0,36.25,12.0
2011-02-14,96.0,94.167,90.0,32.208,50.625,18.417,,11,0.0,65.0,56.0,46.0
2011-02-15,98.0,79.417,63.0,21.583,34.833,13.25,,0,0.0,70.0,41.083,17.0
2011-02-16,69.0,53.125,38.0,19.75,22.625,2.875,,0,0.458,61.0,32.583,6.0
2011-02-17,66.0,49.667,32.0,8.833,9.792,0.958,,0,0.0,70.0,30.375,4.0
2011-02-18,89.0,63.542,43.0,9.375,10.208,0.833,,0,0.0,30.0,6.375,-17.0
2011-02-19,84.0,64.708,36.0,17.783,20.348,2.565,,0,0.25,61.0,11.0,-33.0
2011-02-20,84.0,58.0,32.0,28.25,42.292,14.042,,0,0.565,78.0,28.25,-16.0
2011-02-21,74.0,60.208,49.0,41.5,73.292,31.792,,0,1.5,75.0,44.125,1.0
2011-02-22,97.0,68.5,42.0,22.708,25.292,2.583,,12,0.458,109.0,78.0,40.0
2011-02-23,99.0,81.083,52.0,14.958,19.333,4.375,,16,0.167,126.0,103.25,79.0
2011-02-24,64.0,49.708,32.0,10.304,10.783,0.478,,0,0.435,118.0,80.292,52.0
2011-02-25,93.0,77.292,63.0,20.458,23.625,3.167,,2,0.0,78.0,62.958,52.0
2011-02-26,89.0,63.667,45.0,7.0,7.167,0.167,,0,0.0,52.0,36.75,5.0
2011-02-27,84.0,61.5,40.0,13.261,13.826,0.565,,0,0.0,49.0,18.5,-5.0
2011-02-28,84.0,55.833,33.0,20.875,27.125,6.25,,0,0.0,75.0,34.792,-17.0
2011-03-01,91.0,71.208,48.0,39.25,63.667,24.417,,0,0.917,137.0,86.417,32.0
2011-03-02,100.0,85.042,66.0,26.625,49.167,22.542,,5,0.292,108.0,95.583,77.0
2011-03-03,67.0,52.208,35.0,6.583,6.583,0.0,,0,0.0,111.0,82.167,57.0
2011-03-04,94.0,75.292,47.0,8.375,8.375,0.0,,8,0.0,95.0,72.667,42.0
2011-03-05,100.0,95.208,87.0,21.792,30.0,8.208,,42,0.0,127.0,108.292,94.0
2011-03-06,100.0,82.208,61.0,33.25,67.875,34.625,,12,1.375,165.0,129.0,112.0
2011-03-07,73.0,57.917,42.0,13.583,14.208,0.625,,0,0.0,118.0,100.458,69.0
2011-03-08,72.0,54.708,38.0,14.125,14.917,0.792,,0,0.0,139.0,92.042,57.0
2011-03-09,93.0,80.542,54.0,16.375,17.042,0.667,,14,0.0,82.0,67.0,57.0
2011-03-10,76.0,60.917,44.0,7.625,7.875,0.25,,0,0.0,97.0,72.542,47.0
2011-03-11,84.0,56.708,37.0,9.083,9.792,0.708,,1,0.5,96.0,45.833,12.0
2011-03-12,77.0,63.958,49.0,8.917,9.292,0.375,,1,0.0,51.0,24.833,3.0
2011-03-13,78.0,59.125,39.0,14.583,15.792,1.208,,0,0.0,60.0,31.917,5.0
2011-03-14,84.0,54.583,30.0,32.292,45.333,13.042,,0,1.0,100.0,47.417,-6.0
2011-03-15,80.0,56.458,28.0,23.958,32.833,8.875,,0,0.625,91.0,52.5,19.0
2011-03-16,72.0,48.25,22.0,33.208,44.083,10.875,,0,0.083,120.0,66.458,8.0
2011-03-17,99.0,89.583,65.0,28.167,37.5,9.333,,14,0.0,147.0,112.5,82.0
2011-03-18,98.0,91.792,85.0,26.417,35.583,9.167,,5,1.042,127.0,110.292,82.0
2011-03-19,93.0,58.917,40.0,10.292,10.833,0.542,,1,0.0,81.0,58.375,24.0
2011-03-20,80.0,55.208,36.0,21.5,24.875,3.375,,0,0.958,102.0,55.25,3.0
2011-03-21,77.0,52.125,24.0,14.75,16.0,1.25,,0,0.375,111.0,64.542,26.0
2011-03-22,78.0,53.87,37.0,38.542,60.625,22.083,,0,2.917,136.0,86.417,23.0
2011-03-23,100.0,88.083,49.0,21.917,22.625,0.708,,34,0.042,114.0,95.167,72.0
2011-03-24,99.0,66.958,45.0,10.083,10.125,0.042,,6,0.25,125.0,98.583,65.0
2011-03-25,77.0,50.958,28.0,4.917,4.958,0.042,,0,0.042,103.0,64.167,39.0
2011-03-26,80.0,65.458,41.0,14.25,16.0,1.75,,0,0.0,86.0,48.125,18.0
2011-03-27,74.0,55.125,38.0,25.75,30.042,4.292,,0,1.75,122.0,74.042,27.0
2011-03-28,84.0,57.75,33.0,26.417,36.917,10.5,,1,0.917,153.0,94.125,46.0
2011-03-29,88.0,44.917,11.0,20.625,26.417,5.792,,0,0.958,160.0,103.708,33.0
2011-03-30,77.0,56.583,47.0,20.25,25.333,5.083,,0,1.917,181.0,136.958,78.0
2011-03-31,98.0,79.958,53.0,9.375,9.375,0.0,,25,0.417,155.0,100.375,33.0
2011-04-01,64.0,45.292,18.0,18.0,19.625,1.625,,0,1.222,185.0,119.917,41.0
2011-04-02,82.0,58.333,32.0,27.125,32.5,5.375,,0,1.375,180.0,115.5,63.0
2011-04-03,58.0,48.75,40.0,4.708,4.708,0.0,,0,0.0,100.0,68.708,51.0
2011-04-04,59.0,43.917,24.0,8.87,9.087,0.217,,0,0.0,125.0,79.708,38.0
2011-04-05,52.0,39.417,28.0,18.458,20.083,1.625,,0,0.375,164.0,101.667,42.0
2011-04-06,76.0,50.292,26.0,29.583,36.167,6.583,,0,0.542,181.0,119.0,41.0
2011-04-07,73.0,60.292,48.0,22.667,31.292,8.625,,0,0.292,189.0,149.75,104.0
2011-04-08,94.0,76.867,65.0,15.478,15.87,0.391,,9,0.217,170.0,151.267,145.0
2011-04-09,,,,9.5,9.75,0.25,,0,0.0,,,
2011-04-10,,,,14.958,15.458,0.5,,0,0.875,,,
2011-04-11,79.0,62.111,56.0,22.696,27.783,5.087,,0,1.292,104.0,84.333,70.0
2011-04-12,73.0,49.667,30.0,21.375,24.583,3.208,,0,0.292,142.0,99.542,55.0
2011-04-13,66.0,43.917,23.0,33.667,45.792,12.125,,0,0.958,186.0,126.75,60.0
2011-04-14,75.0,50.125,17.0,33.083,40.917,7.833,,0,3.0,216.0,150.0,83.0
2011-04-15,82.0,69.375,56.0,15.208,15.5,0.292,,0,2.375,183.0,162.5,151.0
2011-04-16,92.0,63.958,41.0,13.667,20.958,7.292,,0,0.208,181.0,133.875,72.0
2011-04-17,68.0,43.708,20.0,9.708,9.75,0.042,,0,0.125,188.0,119.5,46.0
2011-04-18,89.0,69.167,43.0,15.292,15.833,0.542,,7,0.13,199.0,139.833,101.0
2011-04-19,98.0,73.125,43.0,12.458,13.042,0.583,,5,0.0,133.0,99.75,81.0
2011-04-20,85.0,66.625,45.0,11.167,12.833,1.667,,0,0.0,122.0,92.667,61.0
2011-04-21,88.0,55.458,26.0,28.875,40.25,11.375,,0,0.875,183.0,119.083,46.0
2011-04-22,99.0,82.583,54.0,40.792,50.75,9.958,,12,0.0,151.0,130.5,108.0
2011-04-23,99.0,89.167,73.0,21.125,23.875,2.75,,38,0.0,152.0,126.875,87.0
2011-04-24,89.0,60.708,31.0,15.792,16.833,1.042,,0,0.083,167.0,112.708,62.0
2011-04-25,88.0,58.625,30.0,19.792,25.583,5.792,,2,0.043,173.0,123.625,71.0
2011-04-26,80.0,63.667,41.0,21.25,33.625,12.375,,0,1.083,210.0,159.167,99.0
2011-04-27,98.0,81.25,65.0,11.375,11.958,0.583,,7,1.125,211.0,180.833,127.0
2011-04-28,99.0,75.417,42.0,13.783,14.13,0.348,,1,0.391,166.0,127.167,87.0
2011-04-29,91.0,59.208,37.0,18.0,20.208,2.208,,0,1.208,170.0,128.208,74.0
2011-04-30,84.0,58.25,32.0,13.75,15.667,1.917,,0,0.833,217.0,169.458,103.0
2011-05-01,97.0,81.042,61.0,12.0,12.75,0.75,,12,0.0,187.0,167.083,146.0
2011-05-02,81.0,44.833,29.0,15.5,17.042,1.542,,0,0.238,218.0,172.542,126.0
2011-05-03,66.0,50.583,34.0,22.292,23.583,1.292,,0,0.417,203.0,160.833,121.0
2011-05-04,79.0,52.458,36.0,13.917,15.708,1.792,,0,1.208,212.0,165.625,114.0
2011-05-05,67.0,48.25,29.0,8.5,8.5,0.0,,0,0.167,223.0,165.5,118.0
2011-05-06,80.0,60.292,39.0,16.125,17.708,1.583,,0,0.125,226.0,178.0,119.0
2011-05-07,95.0,65.625,42.0,5.833,5.833,0.0,,0,0.208,252.0,202.833,176.0
2011-05-08,95.0,61.417,36.0,7.5,7.875,0.375,,0,0.458,260.0,210.542,164.0
2011-05-09,79.0,52.792,26.0,13.208,14.125,0.917,,0,0.391,262.0,209.333,144.0
2011-05-10,98.0,90.167,80.0,9.75,11.875,2.125,,11,0.875,237.0,220.792,209.0
2011-05-11,98.0,96.083,93.0,14.542,19.667,5.125,,71,0.042,227.0,214.417,200.0
2011-05-12,98.0,87.083,66.0,16.458,18.25,1.792,,20,0.0,224.0,210.292,194.0
2011-05-13,85.0,46.625,25.0,8.087,8.304,0.217,,0,0.522,226.0,199.583,160.0
2011-05-14,60.0,36.417,26.0,11.708,11.958,0.25,,0,1.333,240.0,192.875,153.0
2011-05-15,52.0,35.667,24.0,11.875,12.75,0.875,,0,0.875,234.0,189.25,118.0
2011-05-16,69.0,54.917,32.0,11.292,12.375,1.083,,0,1.652,242.0,201.208,162.0
2011-05-17,81.0,62.125,35.0,19.292,22.167,2.875,,0,1.875,238.0,187.417,140.0
2011-05-18,88.0,52.167,29.0,30.458,38.083,7.625,,0,1.167,241.0,183.875,122.0
2011-05-19,70.0,56.208,37.0,22.958,27.667,4.708,,0,1.417,249.0,197.667,138.0
2011-05-20,84.0,65.708,28.0,10.542,12.708,2.167,,0,1.042,261.0,210.0,162.0
2011-05-21,91.0,75.125,61.0,9.417,11.917,2.5,,0,0.417,260.0,224.667,179.0
2011-05-22,95.0,72.417,39.0,4.25,4.333,0.083,,16,0.417,222.0,197.25,156.0
2011-05-23,99.0,83.667,67.0,8.417,8.792,0.375,,42,0.0,161.0,148.708,137.0
2011-05-24,98.0,70.958,42.0,12.167,12.917,0.75,,25,0.042,222.0,175.917,139.0
2011-05-25,91.0,60.042,34.0,25.875,32.667,6.792,,0,1.542,262.0,200.042,144.0
2011-05-26,91.0,64.875,44.0,16.375,18.083,1.708,,3,0.667,228.0,198.167,174.0
2011-05-27,99.0,76.542,62.0,8.917,8.958,0.042,,6,0.0,193.0,176.167,167.0
2011-05-28,98.0,90.917,78.0,15.125,16.5,1.375,,16,0.0,203.0,192.792,174.0
2011-05-29,98.0,92.75,73.0,6.792,7.042,0.25,,145,0.0,204.0,191.583,167.0
2011-05-30,88.0,69.917,58.0,5.13,5.391,0.261,,17,0.0,199.0,176.667,161.0
2011-05-31,78.0,60.417,42.0,11.25,11.792,0.542,,0,0.167,221.0,184.208,146.0
2011-06-01,97.0,83.375,69.0,14.0,14.792,0.792,,18,0.0,196.0,177.208,167.0
2011-06-02,92.0,74.75,56.0,14.917,18.292,3.375,,1,0.417,227.0,193.917,171.0
2011-06-03,90.0,67.083,43.0,21.458,30.542,9.083,,0,1.208,257.0,211.417,165.0
2011-06-04,87.0,68.208,49.0,16.708,21.542,4.833,,0,1.833,263.0,223.542,183.0
2011-06-05,87.0,72.0,55.0,11.375,12.083,0.708,,0,1.5,242.0,217.25,189.0
2011-06-06,90.0,59.875,40.0,19.792,21.833,2.042,,0,0.87,263.0,218.542,165.0
2011-06-07,78.0,60.833,43.0,23.75,28.833,5.083,,0,0.5,253.0,218.875,189.0
2011-06-08,91.0,70.208,47.0,14.167,14.583,0.417,,3,1.625,261.0,218.208,181.0
2011-06-09,89.0,75.417,57.0,9.417,10.208,0.792,,0,0.792,259.0,230.583,211.0
2011-06-10,99.0,84.0,69.0,14.375,16.417,2.042,,24,1.75,243.0,226.625,205.0
2011-06-11,98.0,79.083,54.0,8.75,9.25,0.5,,49,0.0,239.0,221.375,198.0
2011-06-12,96.0,79.75,57.0,14.833,15.625,0.792,,14,0.5,238.0,207.292,186.0
2011-06-13,94.0,72.458,45.0,15.958,16.875,0.917,,0,1.565,248.0,215.792,194.0
2011-06-14,91.0,58.583,34.0,12.583,13.208,0.625,,1,0.208,262.0,224.292,193.0
2011-06-15,71.0,49.75,28.0,20.875,25.458,4.583,,0,0.042,267.0,219.375,172.0
2011-06-16,98.0,87.292,73.0,20.625,26.667,6.042,,24,0.0,210.0,193.833,181.0
2011-06-17,98.0,75.167,52.0,15.217,16.217,1.0,,6,0.304,258.0,220.167,184.0
2011-06-18,98.0,89.125,71.0,25.833,29.417,3.583,,5,0.583,237.0,216.667,207.0
2011-06-19,98.0,80.375,56.0,13.875,15.042,1.167,,3,0.75,252.0,225.875,213.0
2011-06-20,98.0,89.833,76.0,16.125,20.167,4.042,,15,0.043,238.0,223.708,211.0
2011-06-21,98.0,79.917,59.0,15.583,20.417,4.833,,16,1.5,278.0,246.25,221.0
2011-06-22,90.0,75.042,59.0,12.333,23.625,11.292,,0,2.0,288.0,259.083,220.0
2011-06-23,96.0,79.458,60.0,3.75,6.417,2.667,,0,0.708,298.0,267.042,244.0
2011-06-24,90.0,77.417,59.0,4.0,6.583,2.583,,0,0.917,300.0,274.375,257.0
2011-06-25,87.0,71.292,57.0,3.375,5.875,2.5,,0,0.583,313.0,284.667,264.0
2011-06-26,96.0,69.583,48.0,3.333,5.75,2.417,,8,0.25,316.0,280.417,255.0
2011-06-27,85.0,74.875,60.0,5.625,8.583,2.958,,0,0.957,297.0,277.667,266.0
2011-06-28,92.0,71.042,52.0,4.542,7.208,2.667,,0,0.542,311.0,281.958,260.0
2011-06-29,90.0,64.75,45.0,15.5,26.417,10.917,,0,3.042,341.0,291.583,244.0
2011-06-30,84.0,65.0,46.0,19.917,29.625,9.708,,0,1.875,333.0,289.167,257.0
2011-07-01,98.0,81.625,67.0,21.0,34.25,13.25,,4,1.875,268.0,255.708,247.0
2011-07-02,89.0,70.667,52.0,14.5,18.292,3.792,,0,1.208,303.0,270.5,246.0
2011-07-03,88.0,75.958,55.0,10.083,12.542,2.458,,0,1.417,301.0,269.208,243.0
2011-07-04,99.0,81.417,65.0,8.409,9.909,1.5,,16,1.864,294.0,268.625,234.0
2011-07-05,98.0,67.458,38.0,16.458,17.625,1.167,,0,1.333,309.0,270.708,239.0
2011-07-06,98.0,73.083,38.0,15.833,17.583,1.75,,10,1.125,308.0,259.792,232.0
2011-07-07,99.0,95.375,87.0,10.667,14.625,3.958,,43,1.083,265.0,251.583,235.0
2011-07-08,88.0,72.125,57.0,4.792,6.833,2.042,,0,1.375,313.0,284.75,263.0
2011-07-09,76.0,60.917,44.0,3.375,4.958,1.583,,0,0.417,326.0,293.042,270.0
2011-07-10,83.0,58.708,39.0,6.125,9.75,3.625,,0,0.792,338.0,292.208,253.0
2011-07-11,82.0,65.167,46.0,7.917,14.0,6.083,,0,0.261,323.0,286.125,250.0
2011-07-12,94.0,82.208,63.0,12.083,27.667,15.583,,3,0.708,293.0,263.833,241.0
2011-07-13,94.0,67.458,51.0,7.792,17.417,9.625,,1,0.375,311.0,273.667,232.0
2011-07-14,85.0,61.25,37.0,11.375,20.75,9.375,,0,1.042,326.0,280.333,242.0
2011-07-15,85.0,60.25,35.0,18.167,27.292,9.125,,0,1.458,331.0,284.792,238.0
2011-07-16,81.0,62.333,44.0,19.625,26.875,7.25,,0,2.458,344.0,289.875,241.0
2011-07-17,88.0,63.0,44.0,9.333,11.208,1.875,,0,0.25,345.0,298.208,245.0
2011-07-18,98.0,87.5,72.0,5.5,7.125,1.625,,32,0.0,285.0,271.708,260.0
2011-07-19,98.0,82.458,70.0,5.478,6.913,1.435,,28,0.0,277.0,265.333,247.0
2011-07-20,75.0,69.0,59.0,4.5,4.958,0.458,,0,0.0,312.0,285.292,266.0
2011-07-21,76.0,70.208,61.0,6.625,7.25,0.625,,0,0.0,282.0,262.833,246.0
2011-07-22,96.0,78.708,62.0,15.75,18.875,3.125,,0,1.25,266.0,244.125,221.0
2011-07-23,89.0,67.917,49.0,12.5,15.5,3.0,,0,1.875,307.0,263.417,231.0
2011-07-24,85.0,66.25,44.0,9.417,10.125,0.708,,0,1.125,306.0,261.417,215.0
2011-07-25,84.0,70.75,55.0,8.75,9.875,1.125,,0,0.565,294.0,268.25,252.0
2011-07-26,90.0,72.375,51.0,12.167,17.167,5.0,,0,1.0,306.0,269.958,235.0
2011-07-27,84.0,77.708,66.0,6.792,9.542,2.75,,0,1.875,287.0,270.375,262.0
2011-07-28,97.0,79.417,58.0,14.208,20.667,6.458,,2,1.833,312.0,274.708,250.0
2011-07-29,96.0,73.958,52.0,18.917,28.583,9.667,,0,1.958,318.0,277.25,243.0
2011-07-30,82.0,72.042,56.0,12.542,20.167,7.625,,1,0.917,306.0,275.75,253.0
2011-07-31,91.0,69.125,47.0,8.958,9.333,0.375,,0,0.417,313.0,276.167,239.0
2011-08-01,90.0,68.75,52.0,7.652,8.174,0.522,,0,0.0,315.0,276.958,251.0
2011-08-02,81.0,68.458,53.0,8.417,9.0,0.583,,0,0.042,312.0,276.792,249.0
2011-08-03,88.0,64.375,42.0,10.833,12.083,1.25,,0,1.0,329.0,287.25,251.0
2011-08-04,75.0,60.417,45.0,7.0,9.0,2.0,,0,0.458,331.0,293.292,254.0
2011-08-05,100.0,83.292,61.0,11.125,13.792,2.667,,28,0.125,298.0,270.125,253.0
2011-08-06,97.0,69.792,47.0,7.792,14.417,6.625,,0,0.208,317.0,280.292,255.0
2011-08-07,86.0,65.042,47.0,7.042,13.25,6.208,,0,0.958,327.0,285.625,243.0
2011-08-08,83.0,67.375,44.0,13.708,19.583,5.875,,0,1.87,337.0,289.958,256.0
2011-08-09,87.0,68.0,49.0,23.375,31.833,8.458,,0,3.667,347.0,297.792,252.0
2011-08-10,90.0,69.542,53.0,18.375,24.208,5.833,,0,3.208,340.0,297.708,260.0
2011-08-11,85.0,68.417,53.0,16.75,21.75,5.0,,0,1.958,328.0,296.75,269.0
2011-08-12,84.0,70.417,54.0,12.292,13.583,1.292,,3,1.25,329.0,294.417,267.0
2011-08-13,90.0,65.75,44.0,9.167,9.875,0.708,,0,1.25,353.0,300.792,262.0
2011-08-14,87.0,72.417,54.0,5.292,5.667,0.375,,0,2.958,327.0,292.542,267.0
2011-08-15,95.0,73.417,48.0,7.375,8.375,1.0,,0,2.783,333.0,290.833,263.0
2011-08-16,87.0,73.292,51.0,8.25,8.958,0.708,,0,2.25,331.0,293.125,268.0
2011-08-17,87.0,76.167,58.0,9.458,11.542,2.083,,0,2.125,324.0,293.167,265.0
2011-08-18,97.0,80.792,58.0,10.875,14.625,3.75,,0,2.25,324.0,289.25,264.0
2011-08-19,98.0,69.208,52.0,7.391,7.826,0.435,,2,0.609,299.0,276.458,257.0
2011-08-20,100.0,81.833,55.0,11.292,11.667,0.375,,1,0.125,277.0,245.792,225.0
2011-08-21,100.0,91.292,77.0,10.708,11.25,0.542,,12,0.042,256.0,237.042,228.0
2011-08-22,97.0,72.875,49.0,17.833,21.458,3.625,,4,0.826,295.0,259.583,221.0
2011-08-23,99.0,80.167,59.0,14.792,25.0,10.208,,4,1.083,294.0,264.958,240.0
2011-08-24,93.0,68.167,40.0,11.125,25.625,14.5,,0,0.875,333.0,285.333,242.0
2011-08-25,97.0,74.542,53.0,10.167,19.333,9.167,,1,0.792,306.0,277.708,258.0
2011-08-26,97.0,81.0,49.0,14.667,22.125,7.458,,17,0.542,320.0,269.458,246.0
2011-08-27,100.0,79.917,49.0,12.458,17.292,4.833,,19,0.083,325.0,269.958,246.0
2011-08-28,96.0,68.083,39.0,10.917,13.542,2.625,,0,1.125,336.0,285.167,243.0
2011-08-29,89.0,60.208,39.0,10.167,12.875,2.708,,0,0.783,342.0,291.75,241.0
2011-08-30,76.0,56.083,43.0,12.75,14.0,1.25,,0,0.583,335.0,296.125,255.0
2011-08-31,88.0,67.375,55.0,8.458,9.125,0.667,,1,0.542,325.0,286.458,265.0
2011-09-01,99.0,81.208,64.0,6.958,8.625,1.667,,18,0.0,302.0,276.25,257.0
2011-09-02,90.0,74.333,61.0,4.667,4.958,0.292,,5,0.0,292.0,280.125,267.0
2011-09-03,100.0,86.708,69.0,4.083,4.083,0.0,,130,0.0,278.0,258.458,217.0
2011-09-04,100.0,98.25,93.0,7.958,8.167,0.208,,101,0.0,250.0,238.083,214.0
2011-09-05,100.0,82.417,66.0,14.304,18.348,4.043,,4,0.0,267.0,242.208,211.0
2011-09-06,79.0,57.375,34.0,12.833,14.625,1.792,,0,0.0,274.0,232.708,195.0
2011-09-07,84.0,55.083,26.0,28.25,37.375,9.125,,0,1.5,289.0,223.542,171.0
2011-09-08,84.0,57.25,31.0,26.292,34.0,7.708,,0,1.375,303.0,241.458,177.0
2011-09-09,93.0,68.5,51.0,14.875,20.583,5.708,,0,0.583,310.0,270.875,235.0
2011-09-10,93.0,71.75,47.0,10.917,20.083,9.167,,0,0.583,320.0,275.708,234.0
2011-09-11,90.0,68.208,42.0,8.708,12.625,3.917,,0,0.5,332.0,281.458,254.0
2011-09-12,89.0,66.833,39.0,13.958,20.042,6.083,,0,0.87,322.0,273.5,230.0
2011-09-13,93.0,69.417,46.0,17.083,29.375,12.292,,0,1.0,321.0,276.083,236.0
2011-09-14,93.0,68.5,39.0,18.833,26.375,7.542,,0,1.417,338.0,281.458,236.0
2011-09-15,90.0,67.208,47.0,12.917,19.042,6.125,,0,0.375,329.0,283.083,240.0
2011-09-16,99.0,77.208,56.0,7.542,9.708,2.167,,5,0.0,313.0,274.042,253.0
2011-09-17,100.0,85.917,52.0,9.25,14.125,4.875,,11,0.292,307.0,264.75,251.0
2011-09-18,97.0,71.75,46.0,6.417,12.792,6.375,,0,0.292,314.0,274.458,241.0
2011-09-19,99.0,79.833,67.0,5.667,7.208,1.542,,18,1.13,291.0,249.0,207.0
2011-09-20,100.0,93.875,81.0,9.458,9.75,0.292,,77,0.0,222.0,213.208,206.0
2011-09-21,100.0,88.583,70.0,5.667,5.958,0.292,,67,0.0,242.0,222.833,207.0
2011-09-22,87.0,67.167,49.0,8.458,9.083,0.625,,3,0.0,226.0,200.625,169.0
2011-09-23,77.0,57.417,34.0,10.958,11.625,0.667,,0,0.0,237.0,184.458,145.0
2011-09-24,84.0,59.625,38.0,11.25,12.125,0.875,,0,0.0,238.0,188.0,137.0
2011-09-25,84.0,67.25,53.0,12.625,13.25,0.625,,0,0.417,253.0,208.042,155.0
2011-09-26,86.0,68.375,57.0,17.0,21.292,4.292,,0,0.739,232.0,210.792,186.0
2011-09-27,90.0,61.583,28.0,15.409,21.318,5.909,,0,0.0,276.0,218.458,168.0
2011-09-28,85.0,62.708,38.0,23.792,28.958,5.167,,0,0.667,268.0,217.917,172.0
2011-09-29,87.0,68.875,48.0,18.458,30.083,11.625,,0,1.458,265.0,224.75,175.0
2011-09-30,97.0,81.625,73.0,9.739,10.696,0.957,,2,0.87,260.0,233.083,200.0
2011-10-01,75.0,56.125,36.0,6.875,7.583,0.708,,0,0.0,215.0,187.583,156.0
2011-10-02,75.0,59.75,44.0,8.5,9.625,1.125,,0,0.083,205.0,170.833,141.0
2011-10-03,69.0,55.875,44.0,,,,,0,0.0,201.0,164.125,137.0
2011-10-04,82.0,53.042,23.0,37.143,47.857,10.714,,0,0.0,225.0,167.917,114.0
2011-10-05,100.0,90.083,71.0,22.875,29.833,6.958,,15,0.125,198.0,173.875,153.0
