date,NO2_mean,NOX_mean,NO_mean,PM25_mean
2011-01-01,18.875,31.292,12.417,
2011-01-02,11.25,19.458,8.208,
2011-01-03,16.292,27.833,11.542,
2011-01-04,12.083,22.667,10.583,
2011-01-05,31.292,67.917,36.625,
2011-01-06,33.391,83.391,50.0,
2011-01-07,24.25,55.25,31.0,
2011-01-08,24.0,50.167,26.167,
2011-01-09,25.042,47.625,22.583,
2011-01-10,41.875,114.167,72.292,
2011-01-11,23.826,57.13,33.304,
2011-01-12,35.5,90.0,54.5,
2011-01-13,27.0,76.375,49.375,
2011-01-14,31.708,68.833,37.125,
2011-01-15,20.833,37.125,16.292,
2011-01-16,24.458,61.75,37.292,
2011-01-17,35.375,86.875,51.5,
2011-01-18,40.0,105.708,65.708,
2011-01-19,37.458,98.5,61.042,
2011-01-20,31.182,76.864,45.682,
2011-01-21,32.875,67.583,34.708,
2011-01-22,29.0,54.333,25.333,
2011-01-23,20.625,51.75,31.125,
2011-01-24,19.708,48.5,28.792,
2011-01-25,22.696,55.174,32.478,
2011-01-26,27.167,64.167,37.0,
2011-01-27,38.167,90.542,52.375,
2011-01-28,31.125,71.917,40.792,
2011-01-29,17.542,35.583,18.042,
2011-01-30,37.292,98.417,61.125,
2011-01-31,36.875,99.208,62.333,
2011-02-01,29.05,92.25,63.2,
2011-02-02,14.292,35.0,20.708,
2011-02-03,29.833,74.875,45.042,
2011-02-04,27.875,61.833,33.958,
2011-02-05,24.625,41.208,16.583,
2011-02-06,38.0,82.583,44.583,
2011-02-07,36.333,87.625,51.292,
2011-02-08,16.208,39.917,23.708,
2011-02-09,18.435,38.696,20.261,
2011-02-10,31.375,74.333,42.958,
2011-02-11,21.208,38.167,16.958,
2011-02-12,22.417,41.75,19.333,
2011-02-13,39.0,92.833,53.833,
2011-02-14,40.136,98.273,58.136,
2011-02-15,33.833,92.083,58.25,
2011-02-16,33.125,80.375,47.25,
2011-02-17,23.0,58.125,35.125,
2011-02-18,20.375,47.958,27.583,
2011-02-19,22.625,43.042,20.417,
2011-02-20,39.125,99.625,60.5,
2011-02-21,53.217,146.261,93.043,
2011-02-22,39.208,79.208,40.0,
2011-02-23,35.25,84.708,49.458,
2011-02-24,30.208,67.208,37.0,
2011-02-25,32.542,68.167,35.625,
2011-02-26,15.458,29.125,13.667,
2011-02-27,28.375,67.542,39.167,
2011-02-28,35.708,83.625,47.917,
2011-03-01,49.375,119.833,70.458,
2011-03-02,39.455,102.545,63.091,
2011-03-03,23.208,50.625,27.417,
2011-03-04,16.417,29.0,12.583,
2011-03-05,32.833,75.792,42.958,
2011-03-06,41.5,110.833,69.333,
2011-03-07,33.5,73.591,40.091,
2011-03-08,30.083,67.375,37.292,
2011-03-09,36.375,76.792,40.417,
2011-03-10,25.25,52.875,27.625,
2011-03-11,17.542,30.792,13.25,
2011-03-12,20.25,47.167,26.917,
2011-03-13,31.042,72.25,41.208,
2011-03-14,42.708,101.958,59.25,
2011-03-15,37.167,87.292,50.125,
2011-03-16,43.5,93.792,50.292,
2011-03-17,44.583,99.458,54.875,
2011-03-18,39.167,100.917,61.75,
2011-03-19,23.792,56.917,33.125,
2011-03-20,24.292,47.375,23.083,
2011-03-21,30.333,64.292,33.958,
2011-03-22,46.583,100.125,53.542,
2011-03-23,32.545,62.091,29.545,
2011-03-24,14.833,22.667,7.833,
2011-03-25,8.25,12.167,3.917,
2011-03-26,22.333,45.042,22.708,
2011-03-27,32.091,64.318,32.227,
2011-03-28,26.5,56.292,29.792,
2011-03-29,24.375,50.375,26.0,
2011-03-30,24.542,47.917,23.375,
2011-03-31,16.5,30.917,14.417,
2011-04-01,39.708,70.0,30.292,
2011-04-02,32.833,60.042,27.208,
2011-04-03,13.333,25.5,12.167,
2011-04-04,28.304,66.174,37.87,
2011-04-05,36.708,73.208,36.5,
2011-04-06,34.417,60.542,26.125,
2011-04-07,35.625,72.208,36.583,
2011-04-08,36.292,64.542,28.25,
2011-04-09,21.708,44.458,22.75,
2011-04-10,26.25,37.542,11.292,
2011-04-11,35.375,67.125,31.75,
2011-04-12,38.542,77.958,39.417,
2011-04-13,44.227,88.364,44.136,
2011-04-14,37.792,66.375,28.583,
2011-04-15,35.708,55.458,19.75,
2011-04-16,25.75,57.792,32.042,
2011-04-17,21.083,32.417,11.333,
2011-04-18,32.478,58.957,26.478,
2011-04-19,25.792,48.75,22.958,
2011-04-20,23.75,52.042,28.292,
2011-04-21,35.042,70.833,35.792,
2011-04-22,51.625,98.292,46.667,
2011-04-23,34.833,65.167,30.333,
2011-04-24,22.167,33.667,11.5,
2011-04-25,35.542,69.917,34.375,
2011-04-26,30.318,60.682,30.364,
2011-04-27,25.708,41.25,15.542,
2011-04-28,28.583,50.667,22.083,
2011-04-29,22.875,37.208,14.333,
2011-04-30,26.0,45.042,19.042,
2011-05-01,22.542,34.792,12.25,
2011-05-02,28.375,53.625,25.25,
2011-05-03,32.667,48.917,16.25,
2011-05-04,23.083,35.375,12.292,
2011-05-05,18.75,26.708,7.958,
2011-05-06,27.208,48.125,20.917,
2011-05-07,11.958,17.333,5.375,
2011-05-08,14.375,19.833,5.458,
2011-05-09,25.833,43.167,17.333,
2011-05-10,19.091,38.591,19.5,
2011-05-11,24.292,51.292,27.0,
2011-05-12,29.458,55.458,26.0,
2011-05-13,21.292,36.458,15.167,
2011-05-14,21.542,31.833,10.292,
2011-05-15,15.417,23.0,7.583,
2011-05-16,29.478,47.391,17.913,
2011-05-17,34.375,55.917,21.542,
2011-05-18,41.25,67.792,26.542,
2011-05-19,29.625,52.792,23.167,
2011-05-20,21.333,35.458,14.125,
2011-05-21,15.042,26.917,11.875,
2011-05-22,11.083,18.167,7.083,
2011-05-23,27.375,59.167,31.792,
2011-05-24,28.708,56.542,27.833,
2011-05-25,36.75,70.0,33.25,
2011-05-26,24.478,42.783,18.304,
2011-05-27,17.652,28.609,10.957,
2011-05-28,25.542,44.333,18.792,
2011-05-29,13.042,24.708,11.667,
2011-05-30,15.292,30.208,14.917,
2011-05-31,26.792,53.833,27.042,
2011-06-01,23.375,41.917,18.542,
2011-06-02,24.478,45.565,21.087,
2011-06-03,30.542,65.958,35.417,
2011-06-04,19.375,35.458,16.083,
2011-06-05,19.083,25.958,6.875,
2011-06-06,37.708,63.083,25.375,
2011-06-07,29.318,54.636,25.318,
2011-06-08,29.208,47.167,17.958,
2011-06-09,20.708,36.333,15.625,
2011-06-10,29.208,47.75,18.542,
2011-06-11,23.625,43.542,19.917,
2011-06-12,24.167,34.792,10.625,
2011-06-13,31.083,52.083,21.0,
2011-06-14,29.652,61.087,31.435,
2011-06-15,29.458,56.667,27.208,
2011-06-16,28.417,54.792,26.375,
2011-06-17,38.292,64.708,26.417,
2011-06-18,33.5,55.25,21.75,
2011-06-19,21.667,34.042,12.375,
2011-06-20,28.565,51.522,22.957,
2011-06-21,21.625,42.083,20.458,
2011-06-22,19.458,47.0,27.542,
2011-06-23,8.375,21.583,13.208,
2011-06-24,7.875,21.667,13.792,
2011-06-25,5.542,16.0,10.458,
2011-06-26,4.292,12.0,7.708,
2011-06-27,3.739,12.0,8.261,
2011-06-28,3.542,9.833,6.292,
2011-06-29,8.5,19.417,10.917,
2011-06-30,9.667,20.875,11.208,
2011-07-01,14.182,30.773,16.591,
2011-07-02,16.5,32.625,16.125,
2011-07-03,8.375,14.083,5.708,
2011-07-04,17.818,29.409,11.591,
2011-07-05,29.375,45.542,16.167,
2011-07-06,26.042,45.917,19.875,
2011-07-07,18.083,42.083,24.0,
2011-07-08,11.227,26.636,15.409,
2011-07-09,9.25,22.583,13.333,
2011-07-10,9.25,19.875,10.625,
2011-07-11,13.375,36.208,22.833,
2011-07-12,18.261,58.609,40.348,
2011-07-13,15.125,51.5,36.375,
2011-07-14,13.833,34.292,20.458,
2011-07-15,24.167,57.25,33.083,
2011-07-16,27.375,48.417,21.042,
2011-07-17,12.792,22.125,9.333,
2011-07-18,9.917,26.208,16.292,
2011-07-19,9.304,23.391,14.087,
2011-07-20,14.042,34.458,20.417,
2011-07-21,22.167,53.708,31.542,
2011-07-22,29.667,59.208,29.542,
2011-07-23,21.583,38.75,17.167,
2011-07-24,14.125,22.208,8.083,
2011-07-25,18.87,31.217,12.348,
2011-07-26,21.125,43.708,22.583,
2011-07-27,13.5,29.458,15.958,
2011-07-28,18.875,38.042,19.167,
2011-07-29,28.125,56.5,28.375,
2011-07-30,24.458,50.542,26.083,
2011-07-31,14.5,21.5,7.0,
2011-08-01,14.5,25.5,11.0,
2011-08-02,14.952,27.238,12.286,
2011-08-03,19.417,41.625,22.208,
