date,HUM_max,HUM_mean,HUM_min,NO2_mean,NOX_mean,NO_mean,RAIN_sum,SO2_mean,TEMP_max,TEMP_mean,TEMP_min
2011-01-01,79.0,71.5,54.0,16.304347826086957,20.043478260869566,3.739130434782609,0,2.260869565217391,103.0,67.5,28.0
2011-01-02,91.0,69.5,56.0,7.958333333333333,9.333333333333334,1.375,0,2.375,84.0,62.125,49.0
2011-01-03,77.0,62.458333333333336,53.0,12.166666666666666,13.666666666666666,1.5,0,3.3333333333333335,75.0,61.041666666666664,40.0
2011-01-04,81.0,59.75,30.0,9.208333333333334,10.541666666666666,1.3333333333333333,0,5.083333333333333,66.0,47.458333333333336,28.0
2011-01-05,86.0,72.66666666666667,57.0,23.541666666666668,37.375,13.833333333333334,0,1.2916666666666667,68.0,42.25,13.0
2011-01-06,94.0,66.54166666666667,47.0,28.041666666666668,53.208333333333336,25.166666666666668,0,2.0833333333333335,95.0,58.416666666666664,20.0
2011-01-07,77.0,66.29166666666667,51.0,15.25,21.791666666666668,6.541666666666667,0,1.0,73.0,52.833333333333336,42.0
2011-01-08,79.0,65.41666666666667,54.0,17.695652173913043,23.0,5.304347826086956,0,1.1304347826086956,76.0,53.125,31.0
2011-01-09,82.0,71.375,56.0,23.0,32.041666666666664,9.041666666666666,0,2.2916666666666665,99.0,65.04166666666667,37.0
2011-01-10,94.0,73.0,48.0,32.666666666666664,56.333333333333336,23.666666666666668,0,3.7916666666666665,105.0,68.83333333333333,28.0
2011-01-11,69.0,58.68181818181818,44.0,12.166666666666666,15.708333333333334,3.5416666666666665,0,3.3333333333333335,92.0,62.77272727272727,19.0
2011-01-12,73.0,65.29166666666667,55.0,23.916666666666668,37.125,13.208333333333334,0,1.5833333333333333,60.0,39.083333333333336,17.0
2011-01-13,80.0,61.166666666666664,42.0,22.875,41.375,18.5,0,3.2083333333333335,93.0,62.375,31.0
2011-01-14,71.0,63.5,57.0,20.708333333333332,25.458333333333332,4.75,0,4.75,83.0,64.66666666666667,48.0
2011-01-15,83.0,67.29166666666667,53.0,19.52173913043478,26.695652173913043,7.173913043478261,0,2.0,80.0,61.75,34.0
2011-01-16,77.0,64.33333333333333,55.0,19.708333333333332,30.75,11.041666666666666,0,1.1666666666666667,60.0,55.416666666666664,49.0
2011-01-17,94.0,66.75,42.0,27.708333333333332,49.875,22.166666666666668,0,1.4166666666666667,91.0,57.958333333333336,31.0
2011-01-18,84.0,62.75,41.0,39.291666666666664,75.04166666666667,35.75,0,1.75,98.0,55.875,9.0
2011-01-19,100.0,79.29166666666667,59.0,34.166666666666664,61.416666666666664,27.25,19,1.7916666666666667,80.0,62.5,53.0
