date,CH4_mean,CO_mean,HUM_max,HUM_mean,HUM_min,NMHC_mean,NO2_mean,NOX_mean,NO_mean,PM25_mean,RAIN_sum,SO2_mean,TEMP_max,TEMP_mean,TEMP_min,THC_mean
2011-01-15,191.625,4.375,69.0,56.25,43.0,12.917,17.042,21.583,4.542,,0,1.583,84.0,62.833,33.0,204.542
2011-01-16,189.174,3.391,60.0,51.917,45.0,11.087,13.696,15.783,2.087,,0,1.174,64.0,58.708,51.0,200.261
2011-01-17,194.667,4.609,74.0,53.875,31.0,21.208,26.375,39.333,12.958,,0,1.417,102.0,61.042,32.0,215.875
2011-01-18,197.917,5.417,73.0,50.333,29.0,30.0,35.917,61.875,25.958,,0,1.042,108.0,59.917,9.0,227.917
2011-01-19,195.0,5.042,87.0,67.333,50.0,25.958,34.667,58.208,23.542,,25,1.167,83.0,64.708,57.0,220.958
2011-01-20,188.042,3.667,87.0,75.792,65.0,15.917,21.042,24.333,3.292,,2,1.0,100.0,81.25,58.0,203.958
2011-01-21,189.458,4.208,87.0,80.375,68.0,17.333,24.333,29.0,4.667,,10,1.0,93.0,79.625,67.0,206.792
2011-01-22,192.667,4.667,89.0,74.667,62.0,18.75,25.542,33.917,8.375,,1,1.833,107.0,79.542,45.0,211.417
2011-01-23,189.25,3.375,69.0,58.333,40.0,10.583,11.083,13.125,2.042,,0,1.125,112.0,77.25,39.0,199.833
2011-01-24,188.045,2.955,55.0,45.083,34.0,9.273,12.0,14.174,2.174,,0,1.0,66.0,37.917,23.0,197.318
2011-01-25,190.917,4.125,56.0,44.375,32.0,11.833,18.25,23.083,4.833,,0,1.875,65.0,30.958,8.0,202.75
2011-01-26,192.167,3.625,63.0,46.458,35.0,12.208,17.083,21.167,4.083,,0,1.208,68.0,28.667,-6.0,204.375
2011-01-27,195.375,5.083,65.0,50.875,40.0,15.042,26.542,32.875,6.333,,0,3.208,83.0,45.5,5.0,210.417
2011-01-28,193.792,4.625,67.0,53.667,37.0,13.417,18.333,21.083,2.75,,0,2.042,88.0,51.333,27.0,207.208
2011-01-29,192.625,3.417,75.0,59.167,37.0,12.167,12.333,14.083,1.75,,0,1.0,71.0,36.917,19.0,204.792
2011-01-30,197.043,4.913,72.0,61.917,46.0,16.696,24.87,33.174,8.304,,0,1.217,73.0,38.042,14.0,213.739
2011-01-31,194.417,5.087,73.0,52.083,30.0,16.0,26.375,39.375,13.0,,0,1.208,75.0,36.25,4.0,210.417
2011-02-01,194.167,5.083,74.0,48.083,24.0,16.083,20.667,39.542,18.875,,0,2.167,93.0,46.417,6.0,210.25
2011-02-02,189.0,2.917,60.0,46.417,26.0,4.875,9.083,10.25,1.167,,0,1.0,48.0,11.625,-11.0,193.875
2011-02-03,195.583,4.667,72.0,51.125,32.0,11.542,24.792,32.542,7.75,,0,1.667,56.0,16.583,-33.0,207.125
2011-02-04,191.625,4.25,67.0,44.375,27.0,7.708,15.875,19.208,3.333,,0,3.167,77.0,51.708,26.0,199.333
2011-02-05,196.625,5.292,62.0,47.5,31.0,11.375,21.042,24.625,3.583,,0,4.292,90.0,60.083,20.0,208.0
2011-02-06,196.043,5.913,92.0,77.583,59.0,19.522,32.435,44.217,11.783,,11,2.652,98.0,75.5,51.0,215.565
2011-02-07,196.583,5.417,93.0,76.25,50.0,16.583,26.625,35.125,8.5,,25,1.417,103.0,87.833,61.0,213.167
2011-02-08,191.773,3.182,59.0,43.625,28.0,7.5,10.364,12.045,1.682,,0,0.958,69.0,38.333,1.0,199.273
2011-02-09,194.875,3.833,63.0,47.125,31.0,8.417,17.583,20.75,3.167,,0,1.875,62.0,27.708,-4.0,203.292
2011-02-10,195.625,4.208,59.0,49.792,38.0,12.583,24.042,31.792,7.75,,0,2.125,68.0,38.875,2.0,208.208
2011-02-11,193.875,3.625,62.0,51.375,40.0,9.833,14.5,16.958,2.458,,0,1.458,71.0,46.625,17.0,203.708
2011-02-12,196.0,4.25,65.0,52.125,33.0,10.792,13.792,15.667,1.875,,0,1.083,94.0,46.125,18.0,206.792
2011-02-13,199.0,4.955,87.0,71.667,49.0,16.913,31.522,40.174,8.652,,12,1.045,59.0,44.5,28.0,215.913
2011-02-14,197.833,6.667,90.0,86.917,83.0,31.542,38.0,65.083,27.083,,11,0.958,74.0,61.083,45.0,229.375
2011-02-15,195.917,6.208,93.0,75.292,59.0,26.5,28.708,53.625,24.917,,0,1.167,78.0,51.042,29.0,222.417
2011-02-16,191.304,4.042,67.0,51.667,39.0,13.261,23.292,28.75,5.458,,0,1.542,74.0,43.417,15.0,204.565
2011-02-17,189.958,3.5,62.0,47.125,27.0,9.042,14.167,16.917,2.75,,0,1.542,78.0,42.167,16.0,199.0
2011-02-18,191.833,2.917,73.0,54.708,33.0,8.375,8.75,9.708,0.958,,0,0.917,60.0,21.333,-1.0,200.208
2011-02-19,196.167,3.875,76.0,60.833,40.0,11.958,17.708,21.125,3.417,,0,1.25,72.0,24.5,-21.0,208.125
2011-02-20,200.042,5.167,76.0,54.708,35.0,18.792,30.917,43.208,12.292,,0,1.458,83.0,41.042,-4.0,218.833
2011-02-21,205.875,8.667,67.0,57.208,45.0,46.75,50.583,103.875,53.292,,0,4.833,86.0,55.0,14.0,252.625
2011-02-22,192.727,5.13,88.0,60.75,37.0,16.636,28.13,32.174,4.043,,7,1.826,118.0,87.458,53.0,209.364
2011-02-23,191.708,5.833,91.0,78.125,52.0,16.833,25.333,40.708,15.375,,18,1.667,125.0,106.167,85.0,208.542
2011-02-24,190.75,4.125,66.0,47.75,29.0,8.0,13.125,14.25,1.125,,0,1.542,132.0,91.042,63.0,198.75
2011-02-25,193.208,5.042,83.0,69.75,59.0,12.667,24.0,29.083,5.083,,3,1.25,89.0,74.0,65.0,205.875
2011-02-26,189.417,3.167,74.0,55.75,39.0,5.583,8.375,9.167,0.792,,0,0.792,74.0,50.958,18.0,195.0
2011-02-27,193.208,3.5,76.0,56.083,31.0,7.333,13.292,15.083,1.792,,0,1.0,74.0,30.667,11.0,200.542
2011-02-28,194.737,4.125,72.0,47.75,24.0,18.579,25.208,31.0,5.792,,0,1.042,93.0,47.833,-7.0,213.316
2011-03-01,197.667,5.792,77.0,65.0,52.0,28.583,40.792,62.5,21.708,,0,2.167,141.0,97.5,51.0,226.25
2011-03-02,193.625,5.5,92.0,75.917,62.0,24.25,33.458,55.458,22.0,,5,1.708,115.0,105.125,86.0,217.875
2011-03-03,189.833,3.583,66.0,50.667,32.0,11.125,12.833,14.042,1.208,,0,1.042,129.0,93.167,69.0,200.958
2011-03-04,191.5,3.583,86.0,69.917,48.0,10.833,11.792,13.042,1.25,,8,1.0,98.0,78.333,52.0,202.333
2011-03-05,191.409,5.304,93.0,87.917,82.0,19.409,27.522,42.609,15.087,,47,1.783,130.0,109.917,98.0,210.818
2011-03-06,201.083,7.458,94.0,78.042,60.0,26.792,34.25,63.875,29.625,,10,3.25,167.0,131.542,112.0,227.875
2011-03-07,196.333,5.792,75.0,54.625,41.0,12.25,18.083,20.292,2.208,,0,2.042,131.0,112.083,84.0,208.583
2011-03-08,196.625,5.833,68.0,52.125,34.0,13.667,21.542,25.417,3.875,,0,1.917,147.0,101.625,67.0,210.292
2011-03-09,195.167,5.125,84.0,75.125,52.0,13.875,23.958,26.625,2.667,,19,1.167,91.0,73.75,63.0,209.042
2011-03-10,193.375,3.625,79.0,57.167,43.0,9.333,13.333,14.458,1.125,,0,1.125,108.0,82.583,59.0,202.708
2011-03-11,193.542,3.375,65.0,49.0,30.0,7.708,10.458,11.75,1.292,,0,1.458,95.0,59.042,26.0,201.25
2011-03-12,193.952,3.0,74.0,52.833,34.0,6.143,8.955,10.136,1.182,,1,1.0,79.0,41.875,17.0,200.095
2011-03-13,192.333,3.25,65.0,52.042,36.0,8.5,13.292,14.792,1.5,,0,1.208,77.0,45.583,20.0,200.833
2011-03-14,197.583,4.792,71.0,49.167,30.0,17.0,32.708,43.75,11.042,,0,2.458,94.0,58.625,11.0,214.583
2011-03-15,195.125,4.625,65.0,46.958,25.0,17.167,23.667,32.208,8.542,,0,1.75,113.0,68.917,33.0,212.292
2011-03-16,196.625,4.708,64.0,40.667,17.0,20.0,35.875,44.167,8.292,,0,1.5,131.0,81.75,18.0,216.625
2011-03-17,196.625,5.708,90.0,82.042,57.0,25.792,36.292,50.125,13.833,,12,1.667,153.0,120.542,95.0,222.417
2011-03-18,203.583,7.875,92.0,84.75,74.0,27.042,32.167,54.542,22.375,,4,3.25,128.0,116.792,96.0,230.625
2011-03-19,188.783,2.875,79.0,52.792,33.0,7.87,10.208,11.542,1.333,,0,1.0,104.0,76.042,40.0,196.652
2011-03-20,194.045,3.682,64.0,49.75,33.0,11.455,20.917,24.542,3.625,,0,1.875,107.0,69.208,24.0,205.5
2011-03-21,192.762,3.381,65.0,43.875,21.0,10.286,17.095,18.619,1.524,,0,1.348,125.0,79.583,39.0,203.048
2011-03-22,198.875,5.958,63.0,50.208,34.0,23.292,41.75,61.042,19.292,,0,4.542,131.0,95.917,35.0,222.167
2011-03-23,189.833,4.125,93.0,80.958,48.0,15.875,27.792,30.917,3.125,,33,0.958,118.0,102.833,81.0,205.708
2011-03-24,189.708,4.917,89.0,67.5,50.0,10.25,16.833,18.417,1.583,,10,1.917,129.0,103.208,74.0,199.958
2011-03-25,191.458,3.458,65.0,46.458,30.0,6.875,8.625,9.5,0.875,,0,1.25,113.0,77.125,51.0,198.333
2011-03-26,194.864,3.826,71.0,57.25,36.0,10.545,18.522,20.478,1.957,,0,1.087,86.0,60.917,30.0,205.409
2011-03-27,198.667,5.208,69.0,50.958,31.0,17.208,34.458,42.833,8.375,,0,2.917,134.0,85.625,33.0,215.875
2011-03-28,200.833,6.417,73.0,53.292,25.0,25.417,30.0,50.042,20.042,,0,2.5,156.0,105.042,62.0,226.25
2011-03-29,194.667,4.417,74.0,43.042,14.0,15.417,28.708,33.833,5.125,,0,2.792,165.0,110.208,48.0,210.083
2011-03-30,197.125,5.375,69.0,48.333,36.0,20.458,36.125,53.083,16.958,,0,3.292,197.0,146.792,90.0,217.583
2011-03-31,189.0,4.167,91.0,71.708,49.0,10.958,18.833,20.583,1.75,,20,1.292,164.0,113.5,48.0,199.958
2011-04-01,191.708,4.625,63.0,44.625,15.0,15.792,27.708,33.75,6.042,,0,2.875,188.0,130.875,58.0,207.5
2011-04-02,193.25,5.25,71.0,53.792,39.0,18.958,28.958,37.417,8.458,,0,3.583,179.0,123.875,74.0,212.208
2011-04-03,187.833,2.458,54.0,38.958,29.0,5.792,5.708,6.458,0.75,,0,1.0,113.0,78.292,57.0,193.625
2011-04-04,190.167,2.708,54.0,34.667,14.0,8.25,11.125,12.708,1.583,,0,1.0,146.0,92.208,45.0,198.417
2011-04-05,191.5,3.609,48.0,32.5,20.0,11.591,19.87,23.174,3.304,,0,1.5,167.0,109.542,56.0,203.091
2011-04-06,193.792,3.792,64.0,45.708,19.0,17.333,25.208,30.0,4.792,,0,2.458,188.0,128.167,56.0,211.125
2011-04-07,196.708,4.833,62.0,52.167,39.0,22.917,32.375,47.083,14.708,,0,3.0,201.0,159.125,113.0,219.625
2011-04-08,193.333,4.375,94.0,76.0,52.0,14.833,29.792,34.083,4.292,,25,2.125,177.0,154.792,146.0,208.167
2011-04-09,187.833,3.917,94.0,71.542,50.0,14.25,16.542,21.5,4.958,,17,1.125,190.0,153.542,132.0,202.083
2011-04-10,192.375,4.458,71.0,43.75,24.0,12.5,18.458,19.417,0.958,,0,2.208,179.0,147.083,99.0,204.875
2011-04-11,193.087,5.0,70.0,48.667,25.0,15.174,23.435,28.391,4.957,,0,2.739,183.0,120.833,79.0,208.261
2011-04-12,193.708,3.75,63.0,44.375,32.0,15.5,19.917,22.542,2.625,,0,1.833,144.0,110.208,68.0,209.208
2011-04-13,196.25,5.042,62.0,43.958,13.0,24.542,30.5,40.083,9.583,,0,3.375,200.0,139.125,69.0,220.792
2011-04-14,191.542,4.583,68.0,45.917,20.0,18.375,25.292,30.083,4.792,,0,4.708,225.0,159.0,94.0,209.917
2011-04-15,189.375,4.542,72.0,64.208,52.0,18.792,25.833,27.875,2.042,,1,4.458,195.0,170.667,155.0,208.167
2011-04-16,190.333,4.25,89.0,57.875,36.0,17.667,18.042,22.167,4.125,,0,1.917,183.0,146.75,85.0,208.0
2011-04-17,189.292,2.875,57.0,39.792,22.0,11.458,11.25,12.167,0.917,,0,1.583,183.0,130.958,70.0,200.75
2011-04-18,189.792,3.833,85.0,65.042,41.0,16.125,21.792,24.833,3.042,,7,1.833,218.0,147.875,112.0,205.917
2011-04-19,190.667,3.417,84.0,65.333,38.0,8.292,14.667,16.292,1.625,,2,1.375,145.0,113.667,98.0,198.958
2011-04-20,191.087,3.174,69.0,56.458,43.0,8.435,12.174,13.391,1.217,,0,0.739,138.0,110.042,83.0,199.522
2011-04-21,195.833,4.208,74.0,53.875,23.0,17.875,26.333,32.917,6.583,,0,2.875,195.0,132.708,62.0,213.708
2011-04-22,199.167,6.208,90.0,74.083,51.0,37.292,44.0,60.042,16.042,,10,1.667,161.0,140.625,122.0,236.458
2011-04-23,194.167,4.75,94.0,83.375,71.0,21.542,26.917,35.125,8.208,,42,0.792,153.0,134.5,104.0,215.708
2011-04-24,193.917,4.042,86.0,59.667,30.0,12.75,16.875,18.875,2.0,,0,1.542,180.0,129.0,74.0,206.667
2011-04-25,196.0,4.652,78.0,58.375,38.0,16.409,27.091,34.727,7.636,,2,1.913,168.0,130.625,87.0,212.409
2011-04-26,190.792,4.25,69.0,57.708,40.0,17.208,25.583,30.917,5.333,,0,2.25,225.0,170.417,110.0,208.0
2011-04-27,189.167,4.75,89.0,73.375,54.0,12.917,23.75,28.292,4.542,,8,2.458,240.0,189.667,135.0,202.083
2011-04-28,188.75,4.083,87.0,68.75,44.0,12.208,16.125,17.792,1.667,,0,1.917,179.0,139.375,109.0,200.958
2011-04-29,190.792,3.75,79.0,57.0,34.0,11.542,15.958,18.083,2.125,,0,2.375,186.0,140.542,88.0,202.333
2011-04-30,193.042,4.417,67.0,51.5,32.0,16.75,22.583,25.583,3.0,,0,2.292,227.0,180.083,122.0,209.792
2011-05-01,191.458,4.208,90.0,77.125,60.0,16.542,20.167,22.625,2.458,,7,1.667,193.0,174.792,153.0,208.0
2011-05-02,191.458,4.333,80.0,43.917,24.0,12.708,15.75,18.333,2.583,,0,1.25,219.0,182.958,135.0,204.167
2011-05-03,194.75,5.0,63.0,45.042,29.0,16.958,23.208,25.167,1.958,,0,2.5,204.0,171.125,139.0,211.708
2011-05-04,193.458,5.25,67.0,47.5,29.0,14.125,17.25,20.5,3.25,,0,3.208,219.0,174.417,128.0,207.583
2011-05-05,189.708,3.167,59.0,41.792,19.0,10.083,11.042,11.667,0.625,,0,2.167,233.0,177.583,129.0,199.792
2011-05-06,191.375,3.875,63.0,52.917,33.0,15.25,21.0,23.167,2.167,,0,1.792,239.0,189.042,136.0,206.625
2011-05-07,185.667,2.792,90.0,59.75,31.0,9.75,9.083,9.792,0.708,,1,1.375,263.0,207.958,178.0,195.417
2011-05-08,186.5,3.0,89.0,59.667,31.0,9.542,10.609,12.304,1.696,,1,2.708,264.0,215.375,176.0,196.042
2011-05-09,189.583,4.042,76.0,51.958,23.0,13.292,17.167,19.292,2.125,,0,2.375,259.0,214.917,166.0,202.875
2011-05-10,181.542,2.667,94.0,87.875,73.0,10.25,15.833,25.75,9.917,,9,3.208,250.0,216.292,203.0,191.792
2011-05-11,183.364,3.565,95.0,93.792,86.0,14.545,18.864,29.682,10.818,,67,1.478,222.0,206.0,195.0,197.909
2011-05-12,185.958,3.542,95.0,85.083,64.0,18.833,19.833,24.417,4.583,,22,0.708,229.0,208.583,193.0,204.792
2011-05-13,186.292,3.875,87.0,51.5,29.0,10.833,17.958,20.5,2.542,,0,2.667,229.0,204.208,180.0,197.125
2011-05-14,188.208,3.542,60.0,37.5,21.0,10.292,15.042,16.25,1.208,,0,2.708,244.0,202.708,166.0,198.5
2011-05-15,190.875,3.5,54.0,38.0,20.0,11.958,14.125,15.917,1.792,,0,2.333,243.0,198.292,132.0,202.833
2011-05-16,192.708,4.0,67.0,53.167,35.0,12.708,20.333,23.375,3.042,,0,3.083,241.0,208.417,177.0,205.417
2011-05-17,190.5,4.391,75.0,55.333,30.0,13.318,20.043,22.391,2.348,,0,3.304,249.0,201.625,159.0,203.818
2011-05-18,195.292,5.292,74.0,47.375,23.0,19.208,29.25,34.0,4.75,,0,3.667,251.0,200.208,138.0,214.5
2011-05-19,192.0,4.792,60.0,52.042,41.0,17.833,23.917,28.583,4.667,,0,2.917,261.0,211.375,162.0,209.833
2011-05-20,187.125,3.625,73.0,60.0,41.0,8.375,14.042,15.625,1.583,,0,2.542,249.0,216.5,189.0,195.5
2011-05-21,184.708,3.375,79.0,67.958,55.0,9.917,13.708,16.792,3.083,,0,2.5,267.0,233.125,200.0,194.625
2011-05-22,183.542,3.0,90.0,67.583,43.0,6.958,7.875,9.417,1.542,,25,1.417,231.0,205.792,165.0,190.5
2011-05-23,187.609,3.542,93.0,80.0,64.0,12.304,13.478,15.174,1.696,,49,0.348,172.0,155.0,140.0,199.913
2011-05-24,188.125,3.5,92.0,69.125,43.0,15.292,18.458,19.833,1.375,,26,1.292,242.0,184.458,141.0,203.417
2011-05-25,191.75,4.042,77.0,56.75,36.0,20.958,26.792,29.708,2.917,,0,2.375,257.0,203.042,156.0,212.708
2011-05-26,189.0,3.417,82.0,55.5,33.0,15.667,18.417,19.667,1.25,,3,1.667,248.0,209.208,180.0,204.667
2011-05-27,187.292,3.208,90.0,69.458,54.0,14.917,13.417,14.167,0.75,,8,0.708,201.0,184.083,171.0,202.208
2011-05-28,189.333,4.292,93.0,88.5,83.0,19.083,20.5,23.375,2.875,,20,0.583,203.0,193.25,176.0,208.417
2011-05-29,184.042,3.542,95.0,89.25,78.0,15.375,9.833,11.292,1.458,,119,0.0,200.0,190.25,168.0,199.417
2011-05-30,183.609,2.783,81.0,68.125,55.0,10.391,6.261,6.739,0.478,,13,0.0,218.0,184.833,168.0,194.0
2011-05-31,185.708,3.417,75.0,58.875,44.0,16.0,14.167,15.0,0.833,,0,0.875,240.0,193.125,155.0,201.708
2011-06-01,188.417,3.917,92.0,79.292,65.0,21.083,19.083,22.0,2.917,,29,0.75,209.0,183.667,168.0,209.5
2011-06-02,187.417,3.917,88.0,75.333,58.0,17.583,18.083,21.75,3.667,,4,1.208,244.0,201.375,171.0,205.0
2011-06-03,190.458,4.708,85.0,67.792,45.0,24.125,23.25,28.292,5.042,,0,1.917,261.0,221.458,182.0,214.583
2011-06-04,186.0,4.0,77.0,65.667,48.0,15.583,15.625,17.458,1.833,,0,2.375,272.0,233.458,210.0,201.583
2011-06-05,185.083,3.375,80.0,68.667,55.0,13.667,14.917,16.333,1.417,,0,2.75,246.0,221.542,200.0,198.75
2011-06-06,191.043,5.261,78.0,55.875,35.0,18.13,27.87,30.565,2.696,,0,3.522,272.0,228.333,176.0,209.174
2011-06-07,191.333,5.792,69.0,55.833,40.0,22.0,27.333,31.792,4.458,,0,2.125,257.0,229.958,210.0,213.333
2011-06-08,186.125,3.625,82.0,67.0,47.0,11.875,18.917,20.083,1.167,,3,1.875,270.0,222.833,187.0,198.0
2011-06-09,183.625,3.333,84.0,72.458,56.0,9.25,15.458,17.375,1.917,,0,1.833,266.0,235.0,212.0,192.875
2011-06-10,188.292,4.542,94.0,78.625,64.0,13.667,21.958,25.125,3.167,,20,2.042,251.0,232.125,209.0,201.958
2011-06-11,185.167,4.292,95.0,77.875,56.0,12.833,15.625,18.208,2.583,,45,1.125,251.0,226.333,210.0,198.0
2011-06-12,191.708,5.292,93.0,75.458,53.0,16.5,18.083,19.792,1.708,,19,1.167,246.0,213.917,195.0,208.208
2011-06-13,191.087,5.043,91.0,72.833,56.0,13.261,21.0,23.217,2.217,,1,1.87,245.0,220.208,193.0,204.348
2011-06-14,187.5,4.333,83.0,56.083,32.0,15.833,15.583,17.125,1.542,,0,1.333,278.0,235.0,209.0,203.333
2011-06-15,188.458,3.75,69.0,47.458,25.0,19.375,18.958,22.125,3.167,,0,1.792,282.0,232.542,189.0,207.833
2011-06-16,189.5,4.25,93.0,79.875,69.0,19.083,18.875,21.542,2.667,,24,1.0,221.0,203.667,183.0,208.583
2011-06-17,189.208,4.625,94.0,73.625,55.0,17.208,23.458,25.417,1.958,,5,1.583,262.0,224.208,186.0,206.417
2011-06-18,192.5,5.792,94.0,86.25,71.0,24.875,26.125,29.708,3.583,,11,1.333,243.0,221.333,211.0,217.375
2011-06-19,195.625,5.833,93.0,80.375,60.0,20.875,18.25,21.583,3.333,,4,1.417,260.0,230.333,212.0,216.5
2011-06-20,190.792,5.417,93.0,87.083,73.0,23.458,26.0,35.042,9.042,,23,1.125,248.0,226.542,212.0,214.25
2011-06-21,184.458,4.333,93.0,77.042,58.0,17.417,20.292,27.208,6.917,,7,1.5,289.0,251.125,221.0,201.875
2011-06-22,180.455,3.696,85.0,73.042,61.0,21.227,17.864,26.364,8.5,,0,2.826,293.0,265.417,238.0,201.682
2011-06-23,175.958,2.792,90.0,74.208,59.0,16.333,9.667,17.792,8.125,,0,1.75,305.0,273.417,247.0,192.292
2011-06-24,176.083,2.417,84.0,72.792,60.0,16.167,9.5,18.708,9.208,,0,1.792,311.0,278.542,250.0,192.25
2011-06-25,176.125,2.417,87.0,69.917,54.0,15.208,8.875,16.917,8.042,,0,1.542,319.0,287.75,257.0,191.333
2011-06-26,180.125,3.25,90.0,65.375,45.0,16.083,8.875,15.25,6.375,,7,1.625,333.0,289.958,258.0,196.208
2011-06-27,180.833,2.958,75.0,63.333,52.0,14.042,9.708,17.125,7.417,,0,1.667,311.0,291.0,270.0,194.875
2011-06-28,174.708,2.348,85.0,65.875,51.0,12.833,10.208,17.917,7.708,,0,1.958,321.0,290.0,259.0,187.542
2011-06-29,179.417,2.875,76.0,62.0,41.0,13.333,18.792,24.917,6.125,,0,3.417,348.0,297.833,266.0,192.75
2011-06-30,182.727,4.348,76.0,60.292,43.0,16.227,26.957,35.217,8.261,,0,4.478,335.0,296.333,266.0,198.955
2011-07-01,182.417,3.875,89.0,76.583,65.0,16.125,23.125,34.333,11.208,,4,3.708,278.0,261.458,249.0,198.542
2011-07-02,183.167,4.167,84.0,69.833,57.0,16.333,21.333,29.5,8.167,,0,2.833,296.0,272.042,251.0,199.5
2011-07-03,180.833,4.208,82.0,70.875,51.0,14.417,14.167,16.083,1.917,,0,2.542,312.0,276.458,255.0,195.25
2011-07-04,176.435,3.391,91.0,75.458,61.0,13.043,14.087,19.478,5.391,,14,2.217,299.0,272.042,237.0,189.478
2011-07-05,186.333,4.292,91.0,68.292,51.0,14.333,20.625,23.875,3.25,,1,2.583,301.0,273.417,239.0,200.667
2011-07-06,188.625,4.375,89.0,66.792,37.0,17.333,19.417,22.083,2.667,,4,1.375,317.0,269.333,246.0,205.958
2011-07-07,177.833,3.958,93.0,90.917,87.0,11.583,15.5,27.458,11.958,,40,1.667,258.0,249.75,234.0,189.417
2011-07-08,175.417,2.917,91.0,73.083,55.0,12.417,11.417,21.375,9.958,,0,2.5,329.0,287.917,254.0,187.833
2011-07-09,175.583,2.917,75.0,61.083,46.0,11.5,9.5,15.0,5.5,,0,2.042,337.0,300.25,275.0,187.083
2011-07-10,178.083,3.083,79.0,58.083,32.0,13.042,,,,,0,1.75,354.0,300.083,272.0,191.125
2011-07-11,178.087,2.625,77.0,61.25,43.0,9.522,8.3,12.4,4.1,,0,1.609,341.0,296.875,274.0,187.609
2011-07-12,181.667,3.625,86.0,73.292,55.0,15.792,14.625,29.75,15.125,,3,2.25,302.0,272.292,249.0,197.458
2011-07-13,178.625,2.75,80.0,63.375,50.0,14.375,13.0,24.667,11.667,,0,2.174,323.0,282.875,244.0,193.0
2011-07-14,175.625,2.375,72.0,58.833,36.0,11.208,10.75,15.958,5.208,,0,2.0,330.0,290.375,266.0,186.833
2011-07-15,178.625,2.875,73.0,54.917,27.0,13.708,18.75,24.583,5.833,,0,2.417,334.0,296.625,256.0,192.333
2011-07-16,177.0,3.292,75.0,58.75,42.0,14.083,19.417,23.417,4.0,,0,3.542,345.0,298.125,267.0,191.083
2011-07-17,176.417,2.5,76.0,54.75,38.0,11.625,10.042,12.125,2.083,,0,1.583,354.0,309.625,267.0,188.042
2011-07-18,175.125,2.042,89.0,79.083,64.0,10.75,7.375,11.5,4.125,,28,1.0,290.0,276.333,263.0,185.875
2011-07-19,174.583,1.833,86.0,75.0,67.0,12.042,7.708,11.333,3.625,,29,0.708,279.0,269.542,246.0,186.625
2011-07-20,173.182,2.25,73.0,63.208,53.0,11.773,7.217,9.174,1.957,,0,0.174,323.0,293.958,273.0,184.955
2011-07-21,179.625,2.792,69.0,63.625,57.0,12.583,9.167,11.667,2.5,,0,0.125,290.0,271.708,256.0,192.208
2011-07-22,183.208,3.625,79.0,72.583,64.0,13.125,16.333,21.625,5.292,,0,1.583,275.0,251.833,233.0,196.333
2011-07-23,182.208,3.5,75.0,62.417,45.0,13.208,13.542,15.25,1.708,,0,2.125,311.0,272.583,247.0,195.417
2011-07-24,183.792,3.125,73.0,60.458,44.0,13.583,11.75,13.625,1.875,,0,1.667,305.0,271.667,231.0,197.375
2011-07-25,187.5,3.708,72.0,64.583,51.0,14.875,16.25,19.208,2.958,,0,1.708,311.0,278.708,260.0,202.375
2011-07-26,182.136,3.292,76.0,65.167,49.0,12.955,16.391,20.826,4.435,,0,1.682,317.0,280.708,250.0,195.091
2011-07-27,176.25,2.583,74.0,67.0,56.0,8.458,11.125,17.542,6.417,,0,2.292,308.0,282.375,270.0,184.708
