date,HUM_max,HUM_mean,HUM_min,NO2_mean,NOX_mean,NO_mean,RAIN_sum,SO2_mean,TEMP_max,TEMP_mean,TEMP_min
2011-01-01,91.0,74.75,56.0,11.73913043478261,14.608695652173912,2.869565217391304,0,1.8695652173913044,95.0,49.5,-6.0
2011-01-02,100.0,80.375,62.0,6.708333333333333,7.708333333333333,1.0,2,2.0416666666666665,55.0,32.5,13.0
2011-01-03,89.0,72.91666666666667,62.0,9.583333333333334,11.25,1.6666666666666667,0,2.7916666666666665,44.0,28.25,-8.0
2011-01-04,98.0,74.04166666666667,33.0,7.666666666666667,8.666666666666666,1.0,0,4.166666666666667,46.0,14.5,-15.0
2011-01-05,98.0,84.58333333333333,68.0,14.791666666666666,18.458333333333332,3.6666666666666665,0,1.0,44.0,13.958333333333334,-17.0
2011-01-06,99.0,68.33333333333333,43.0,19.625,33.875,14.25,0,1.0,79.0,33.916666666666664,-11.0
2011-01-07,93.0,78.83333333333333,61.0,11.791666666666666,13.125,1.3333333333333333,0,1.0,48.0,24.666666666666668,2.0
2011-01-08,90.0,74.08333333333333,48.0,8.73913043478261,11.130434782608695,2.391304347826087,0,1.0,62.0,22.5,-2.0
2011-01-09,98.0,79.91666666666667,57.0,16.875,26.125,9.25,0,1.625,81.0,36.833333333333336,3.0
2011-01-10,98.0,76.20833333333333,50.0,23.375,44.708333333333336,21.333333333333332,0,2.3333333333333335,93.0,36.75,-6.0
2011-01-11,89.0,71.625,44.0,13.291666666666666,19.541666666666668,6.25,0,2.625,74.0,32.541666666666664,-12.0
2011-01-12,89.0,72.75,53.0,16.75,22.583333333333332,5.833333333333333,0,1.0434782608695652,42.0,9.708333333333334,-16.0
2011-01-13,91.0,68.16666666666667,47.0,19.833333333333332,32.541666666666664,12.708333333333334,0,1.9583333333333333,70.0,33.166666666666664,-4.0
2011-01-14,88.0,73.58333333333333,58.0,16.041666666666668,18.125,2.0833333333333335,0,3.5416666666666665,66.0,35.208333333333336,10.0
2011-01-15,91.0,76.25,57.0,14.173913043478262,18.869565217391305,4.695652173913044,0,1.0,59.0,33.25,3.0
2011-01-16,99.0,75.25,64.0,13.208333333333334,14.5,1.2916666666666667,0,1.0,39.0,31.291666666666668,21.0
2011-01-17,88.0,68.41666666666667,50.0,13.041666666666666,14.583333333333334,1.5416666666666667,0,1.0,65.0,30.208333333333332,-14.0
2011-01-18,93.0,68.29166666666667,40.0,27.583333333333332,42.333333333333336,14.75,0,1.0,103.0,32.833333333333336,-23.0
2011-01-19,100.0,87.04166666666667,64.0,31.833333333333332,76.125,44.291666666666664,24,1.0,58.0,39.916666666666664,20.0
2011-01-20,100.0,96.6086956521739,88.0,18.375,20.0,1.625,4,1.0,71.0,56.43478260869565,40.0
2011-01-21,100.0,97.20833333333333,84.0,12.958333333333334,14.625,1.6666666666666667,10,1.0,70.0,54.708333333333336,28.0
2011-01-22,100.0,87.54166666666667,67.0,13.173913043478262,15.73913043478261,2.5652173913043477,0,1.0,102.0,57.625,13.0
2011-01-23,100.0,85.54166666666667,54.0,14.458333333333334,17.583333333333332,3.125,1,1.0,80.0,39.625,4.0
2011-01-24,76.0,63.625,52.0,9.458333333333334,11.583333333333334,2.125,0,1.0,31.0,4.041666666666667,-12.0
2011-01-25,79.0,61.291666666666664,39.0,12.958333333333334,16.0,3.0416666666666665,0,1.7916666666666667,32.0,-2.75,-26.0
2011-01-26,84.0,64.375,45.0,13.391304347826088,17.0,3.608695652173913,0,1.125,33.0,-4.875,-42.0
2011-01-27,79.0,65.95833333333333,53.0,19.217391304347824,22.695652173913043,3.4782608695652173,0,3.0833333333333335,47.0,10.625,-21.0
2011-01-28,94.0,75.70833333333333,53.0,17.833333333333332,23.0,5.166666666666667,0,2.25,67.0,16.041666666666668,-10.0
2011-01-29,98.0,78.58333333333333,53.0,9.91304347826087,12.26086956521739,2.347826086956522,0,1.0,39.0,3.75,-18.0
2011-01-30,97.0,84.91666666666667,58.0,18.791666666666668,25.041666666666668,6.25,0,1.125,38.0,1.3333333333333333,-25.0
2011-01-31,85.0,67.08333333333333,42.0,14.875,18.958333333333332,4.083333333333333,0,1.0833333333333333,52.0,3.7083333333333335,-25.0
2011-02-01,87.0,56.25,36.0,12.875,17.083333333333332,4.208333333333333,0,2.9583333333333335,54.0,23.875,-19.0
2011-02-02,90.0,67.58333333333333,41.0,12.0,14.35,2.35,0,1.0,2.0,-24.791666666666668,-49.0
2011-02-03,91.0,67.875,45.0,15.952380952380953,26.761904761904763,10.80952380952381,0,1.3333333333333333,24.0,-15.125,-76.0
2011-02-04,84.0,59.833333333333336,37.0,13.791666666666666,17.541666666666668,3.75,0,3.1666666666666665,61.0,21.125,-11.0
2011-02-05,81.0,58.875,39.0,11.304347826086957,12.826086956521738,1.5217391304347827,0,4.913043478260869,77.0,36.041666666666664,-17.0
2011-02-06,100.0,90.41666666666667,74.0,19.583333333333332,25.541666666666668,5.958333333333333,9,3.0,93.0,61.5,32.0
2011-02-07,100.0,88.75,70.0,20.083333333333332,31.083333333333332,11.0,24,1.4583333333333333,88.0,65.20833333333333,30.0
2011-02-08,83.0,58.041666666666664,34.0,10.041666666666666,12.083333333333334,2.0416666666666665,0,1.0833333333333333,39.0,6.416666666666667,-31.0
2011-02-09,80.0,60.916666666666664,40.0,13.565217391304348,18.08695652173913,4.521739130434782,0,1.1666666666666667,33.0,-5.333333333333333,-41.0
2011-02-10,82.0,64.04166666666667,48.0,19.208333333333332,26.25,7.041666666666667,0,1.3333333333333333,47.0,10.416666666666666,-26.0
2011-02-11,89.0,70.04166666666667,46.0,12.625,14.75,2.125,0,1.1666666666666667,54.0,15.625,-25.0
2011-02-12,89.0,72.5,47.0,9.869565217391305,11.608695652173912,1.7391304347826086,0,1.0869565217391304,53.0,9.75,-31.0
2011-02-13,100.0,85.625,59.0,25.958333333333332,38.416666666666664,12.458333333333334,14,1.25,42.0,26.25,-6.0
2011-02-14,100.0,99.41666666666667,95.0,27.75,38.708333333333336,10.958333333333334,11,1.0,59.0,44.375,27.0
2011-02-15,100.0,92.54166666666667,79.0,24.208333333333332,68.45833333333333,44.25,0,1.2083333333333333,56.0,25.375,-12.0
2011-02-16,92.0,70.91666666666667,46.0,16.833333333333332,20.083333333333332,3.25,0,1.5416666666666667,66.0,14.541666666666666,-20.0
2011-02-17,80.0,60.625,39.0,11.208333333333334,13.958333333333334,2.75,0,1.2083333333333333,56.0,15.083333333333334,-14.0
2011-02-18,98.0,79.625,59.0,9.375,10.666666666666666,1.2916666666666667,2,1.0,18.0,-12.458333333333334,-41.0
2011-02-19,93.0,75.20833333333333,48.0,11.391304347826088,14.782608695652174,3.391304347826087,0,1.391304347826087,57.0,-4.75,-55.0
2011-02-20,95.0,69.04166666666667,40.0,17.416666666666668,29.125,11.708333333333334,0,1.1666666666666667,75.0,11.458333333333334,-46.0
2011-02-21,87.0,71.25,56.0,28.75,54.833333333333336,26.083333333333332,0,3.2916666666666665,66.0,28.25,-23.0
2011-02-22,100.0,80.29166666666667,50.0,14.666666666666666,16.583333333333332,1.9166666666666667,9,1.625,93.0,62.0,18.0
2011-02-23,100.0,94.45833333333333,69.0,18.166666666666668,23.166666666666668,5.0,14,1.125,106.0,90.04166666666667,58.0
2011-02-24,91.0,68.58333333333333,46.0,10.541666666666666,11.666666666666666,1.125,1,1.7916666666666667,102.0,59.708333333333336,19.0
2011-02-25,100.0,92.70833333333333,83.0,21.291666666666668,28.5,7.208333333333333,3,1.0416666666666667,66.0,46.375,29.0
2011-02-26,100.0,78.45833333333333,58.0,8.521739130434783,9.652173913043478,1.1304347826086956,0,1.0,36.0,17.625,-22.0
2011-02-27,93.0,76.70833333333333,52.0,14.25,16.0,1.75,0,1.0,40.0,-0.2916666666666667,-26.0
