date,CH4_mean,CO_mean,NMHC_mean,NO2_mean,NOX_mean,NO_mean,PM25_mean,SO2_mean,THC_mean
2014-09-12,189.95833333333334,3.25,11.875,26.25,45.0,18.75,9.958333333333334,,201.83333333333334
2014-09-13,189.625,2.75,11.291666666666666,16.625,25.416666666666668,8.791666666666666,6.625,,200.91666666666666
2014-09-14,188.6818181818182,2.7083333333333335,12.227272727272727,10.347826086956522,13.956521739130435,3.608695652173913,7.041666666666667,,200.9090909090909
2014-09-15,189.54166666666666,2.875,13.125,14.333333333333334,19.5,5.166666666666667,11.041666666666666,,202.66666666666666
2014-09-16,190.29166666666666,3.4782608695652173,14.291666666666666,24.125,38.541666666666664,14.416666666666666,16.0,,204.58333333333334
2014-09-17,189.20833333333334,2.625,14.083333333333334,23.5,40.0,16.5,12.375,,203.29166666666666
2014-09-18,190.29166666666666,2.4583333333333335,11.875,22.666666666666668,37.333333333333336,14.666666666666666,9.166666666666666,,202.16666666666666
2014-09-19,192.45833333333334,3.3333333333333335,13.625,31.625,58.166666666666664,26.541666666666668,11.166666666666666,,206.08333333333334
2014-09-20,191.75,3.2083333333333335,14.125,23.333333333333332,40.291666666666664,16.958333333333332,9.125,,205.875
2014-09-21,191.8181818181818,2.5416666666666665,12.272727272727273,14.130434782608695,18.130434782608695,4.0,12.5,,204.0909090909091
2014-09-22,189.4090909090909,2.5652173913043477,10.818181818181818,21.791666666666668,35.208333333333336,13.416666666666666,11.956521739130435,,200.22727272727272
2014-09-23,190.95833333333334,2.625,12.208333333333334,16.166666666666668,21.333333333333332,5.166666666666667,14.791666666666666,,203.16666666666666
2014-09-24,193.41666666666666,3.6666666666666665,18.583333333333332,29.5,45.041666666666664,15.541666666666666,17.291666666666668,,212.0
2014-09-25,187.625,2.625,12.25,20.916666666666668,34.25,13.333333333333334,9.541666666666666,,199.875
2014-09-26,189.375,3.0416666666666665,10.958333333333334,24.208333333333332,37.291666666666664,13.083333333333334,11.125,,200.33333333333334
2014-09-27,191.04166666666666,3.25,12.833333333333334,22.666666666666668,31.166666666666668,8.5,11.916666666666666,,203.875
2014-09-28,189.63636363636363,2.875,10.545454545454545,12.347826086956522,15.608695652173912,3.260869565217391,13.625,,200.1818181818182
2014-09-29,191.04166666666666,3.7083333333333335,11.291666666666666,25.125,37.375,12.25,25.5,,202.33333333333334
2014-09-30,191.54166666666666,3.5416666666666665,11.291666666666666,25.416666666666668,39.958333333333336,14.541666666666666,24.541666666666668,,202.83333333333334
2014-10-01,189.91666666666666,3.0833333333333335,10.208333333333334,23.541666666666668,37.125,13.583333333333334,13.708333333333334,,200.125
2014-10-02,189.3913043478261,3.0869565217391304,12.695652173913043,27.0,40.416666666666664,13.416666666666666,20.666666666666668,,202.08695652173913
2014-10-03,189.45833333333334,3.4166666666666665,12.708333333333334,20.875,37.708333333333336,16.833333333333332,18.583333333333332,,202.16666666666666
2014-10-04,189.125,3.0833333333333335,9.791666666666666,14.75,21.25,6.5,13.583333333333334,,198.91666666666666
2014-10-05,188.5909090909091,2.5833333333333335,9.863636363636363,7.869565217391305,10.391304347826088,2.5217391304347827,8.166666666666666,,198.45454545454547
2014-10-06,186.45833333333334,2.125,7.958333333333333,15.083333333333334,24.041666666666668,8.958333333333334,5.541666666666667,,194.41666666666666
2014-10-07,190.0909090909091,2.6956521739130435,8.454545454545455,24.041666666666668,40.25,16.208333333333332,8.791666666666666,,198.54545454545453
2014-10-08,190.20833333333334,3.0416666666666665,10.708333333333334,25.958333333333332,44.208333333333336,18.25,12.0,,200.91666666666666
2014-10-09,190.08333333333334,3.125,11.833333333333334,27.125,44.541666666666664,17.416666666666668,11.75,,201.91666666666666
2014-10-10,188.29166666666666,2.9583333333333335,10.875,24.125,40.75,16.625,12.625,,199.16666666666666
2014-10-11,188.25,3.1666666666666665,9.333333333333334,15.958333333333334,22.958333333333332,7.0,18.458333333333332,,197.58333333333334
2014-10-12,188.8181818181818,2.9166666666666665,10.5,10.347826086956522,12.91304347826087,2.5652173913043477,19.458333333333332,,199.3181818181818
2014-10-13,186.91666666666666,2.125,9.083333333333334,8.25,10.791666666666666,2.5416666666666665,6.041666666666667,,196.0
2014-10-14,188.33333333333334,2.5,8.125,20.666666666666668,31.875,11.208333333333334,7.291666666666667,,196.45833333333334
2014-10-15,190.66666666666666,2.8333333333333335,9.208333333333334,26.666666666666668,48.125,21.458333333333332,7.791666666666667,,199.875
2014-10-16,191.33333333333334,3.391304347826087,12.0,21.75,35.916666666666664,14.166666666666666,15.130434782608695,,203.33333333333334
2014-10-17,192.875,3.9583333333333335,11.791666666666666,28.458333333333332,44.833333333333336,16.375,16.5,,204.66666666666666
2014-10-18,193.70833333333334,3.7083333333333335,12.208333333333334,23.875,36.583333333333336,12.708333333333334,12.916666666666666,,205.91666666666666
2014-10-19,192.77272727272728,3.5416666666666665,12.272727272727273,15.91304347826087,19.652173913043477,3.739130434782609,12.666666666666666,,205.04545454545453
2014-10-20,191.79166666666666,4.083333333333333,14.833333333333334,32.291666666666664,55.708333333333336,23.416666666666668,13.833333333333334,,206.625
2014-10-21,190.1304347826087,3.4782608695652173,15.043478260869565,24.09090909090909,47.59090909090909,23.5,13.583333333333334,,205.17391304347825
2014-10-22,188.5,3.2916666666666665,11.958333333333334,23.458333333333332,38.875,15.416666666666666,7.916666666666667,,200.45833333333334
2014-10-23,189.0,2.75,8.833333333333334,21.333333333333332,35.708333333333336,14.375,8.5,,197.83333333333334
2014-10-24,192.125,4.083333333333333,14.75,32.291666666666664,53.291666666666664,21.0,12.208333333333334,,206.875
2014-10-25,193.79166666666666,5.166666666666667,19.041666666666668,30.916666666666668,49.625,18.708333333333332,19.208333333333332,,212.83333333333334
2014-10-26,193.45454545454547,4.083333333333333,14.909090909090908,20.695652173913043,26.47826086956522,5.782608695652174,19.291666666666668,,208.36363636363637
2014-10-27,191.91666666666666,4.0,12.0,26.083333333333332,43.75,17.666666666666668,18.75,,203.91666666666666
2014-10-28,194.3181818181818,3.6956521739130435,11.318181818181818,29.26086956521739,52.47826086956522,23.217391304347824,14.217391304347826,,205.63636363636363
2014-10-29,196.29166666666666,3.6666666666666665,13.458333333333334,27.208333333333332,48.333333333333336,21.125,17.541666666666668,,209.75
2014-10-30,195.29166666666666,3.7083333333333335,15.208333333333334,35.208333333333336,56.708333333333336,21.5,14.5,,210.5
2014-10-31,195.08333333333334,4.291666666666667,17.041666666666668,36.666666666666664,63.916666666666664,27.25,22.5,,212.125
2014-11-01,192.875,4.125,16.125,29.375,51.166666666666664,21.791666666666668,9.375,,209.0
2014-11-02,195.0909090909091,4.041666666666667,15.227272727272727,17.08695652173913,27.391304347826086,10.304347826086957,13.75,,210.3181818181818
2014-11-03,191.70833333333334,2.9583333333333335,7.833333333333333,14.875,20.125,5.25,13.291666666666666,,199.54166666666666
2014-11-04,193.54166666666666,3.3333333333333335,9.916666666666666,27.916666666666668,51.333333333333336,23.416666666666668,11.958333333333334,,203.45833333333334
2014-11-05,193.75,3.5416666666666665,12.5,30.208333333333332,55.083333333333336,24.875,12.041666666666666,,206.25
2014-11-06,190.125,3.1739130434782608,9.791666666666666,25.625,44.625,19.0,10.041666666666666,,199.91666666666666
2014-11-07,192.375,3.4583333333333335,8.583333333333334,25.708333333333332,39.041666666666664,13.333333333333334,22.5,,200.95833333333334
