date,CO_mean,NO2_mean,NOX_mean,NO_mean,PM25_mean
2011-01-01,4.792,13.0,21.083,8.083,
2011-01-02,3.0,8.0,10.625,2.625,
2011-01-03,3.208,8.292,11.625,3.333,
2011-01-04,3.261,6.542,8.708,2.167,
2011-01-05,4.917,16.826,27.13,10.304,
2011-01-06,4.583,15.75,27.75,12.0,
2011-01-07,4.875,18.75,32.583,13.833,
2011-01-08,3.583,8.708,13.333,4.625,
2011-01-09,5.125,16.875,28.5,11.625,
2011-01-10,5.625,14.375,26.167,11.792,
2011-01-11,4.217,11.25,19.208,7.958,
2011-01-12,4.083,16.13,28.261,12.13,
2011-01-13,5.542,15.458,29.25,13.792,
2011-01-14,5.167,12.75,21.0,8.25,
2011-01-15,3.708,9.167,12.833,3.667,
2011-01-16,5.833,17.833,36.083,18.25,
2011-01-17,5.208,17.167,34.667,17.5,
2011-01-18,4.304,12.167,22.375,10.208,
2011-01-19,5.208,13.609,30.304,16.696,
2011-01-20,5.458,18.583,39.083,20.5,
2011-01-21,5.5,18.792,40.833,22.042,
2011-01-22,2.875,7.625,10.542,2.917,
2011-01-23,4.125,11.167,14.5,3.333,
2011-01-24,3.458,11.542,16.792,5.25,
2011-01-25,3.435,8.75,13.833,5.083,
2011-01-26,3.667,13.348,20.87,7.522,
2011-01-27,5.583,18.833,30.042,11.208,
2011-01-28,4.167,14.042,20.167,6.125,
2011-01-29,4.667,14.75,19.042,4.292,
2011-01-30,5.5,21.0,35.75,14.75,
2011-01-31,4.583,15.875,24.292,8.417,
2011-02-01,4.571,12.304,17.652,5.348,
2011-02-02,3.167,7.957,10.696,2.739,
2011-02-03,4.583,17.542,27.0,9.458,
2011-02-04,4.25,15.208,22.333,7.125,
2011-02-05,6.25,18.0,27.75,9.75,
2011-02-06,9.583,16.733,36.733,20.0,
2011-02-07,8.25,16.0,39.105,23.105,
2011-02-08,2.739,6.708,9.5,2.792,
2011-02-09,3.917,12.75,18.0,5.25,
2011-02-10,3.958,15.625,24.833,9.208,
2011-02-11,3.458,11.958,16.958,5.0,
2011-02-12,3.667,9.375,12.167,2.792,
2011-02-13,5.25,18.042,32.708,14.667,
2011-02-14,7.125,19.565,46.696,27.13,
2011-02-15,5.739,15.292,26.208,10.917,
2011-02-16,3.75,12.792,19.708,6.917,
2011-02-17,4.0,13.375,21.833,8.458,
2011-02-18,3.583,11.833,15.875,4.042,
2011-02-19,3.375,10.708,14.375,3.667,
2011-02-20,4.292,14.958,22.625,7.667,
2011-02-21,5.667,20.087,33.348,13.261,
2011-02-22,5.696,18.042,27.625,9.583,
2011-02-23,7.292,20.25,40.25,20.0,
2011-02-24,4.75,14.333,19.458,5.125,
2011-02-25,5.375,17.292,27.542,10.25,
2011-02-26,3.167,7.917,9.833,1.917,
2011-02-27,3.708,12.042,15.958,3.917,
2011-02-28,4.125,14.0,20.609,6.609,
