date,CO_mean,NO2_mean,NOX_mean,NO_mean,SPM_mean
2011-01-01,5.333,22.042,29.417,7.375,11.208
2011-01-02,5.042,11.333,14.292,2.958,9.292
2011-01-03,5.375,16.917,21.875,4.958,18.958
2011-01-04,5.217,14.304,17.783,3.478,21.583
2011-01-05,4.0,10.542,12.625,2.083,6.417
2011-01-06,4.75,20.917,26.667,5.75,14.833
2011-01-07,3.667,10.083,12.542,2.458,2.875
2011-01-08,4.375,16.292,21.625,5.333,4.833
2011-01-09,5.5,21.542,31.667,10.125,15.958
2011-01-10,7.478,31.0,70.0,39.0,29.609
2011-01-11,4.652,9.615,11.923,2.308,20.458
2011-01-12,4.542,23.913,33.522,9.609,5.667
2011-01-13,5.708,23.304,30.435,7.13,15.833
2011-01-14,6.375,21.13,29.696,8.565,31.208
2011-01-15,4.542,13.696,17.174,3.478,9.417
2011-01-16,5.042,25.87,41.696,15.826,10.458
2011-01-17,5.167,28.652,51.043,22.391,12.042
2011-01-18,6.522,41.435,77.609,36.174,12.417
2011-01-19,5.75,37.391,65.826,28.435,8.583
2011-01-20,5.167,33.609,49.696,16.087,6.708
2011-01-21,5.708,34.087,59.043,24.957,11.167
2011-01-22,5.5,27.435,44.13,16.696,10.708
2011-01-23,4.542,14.957,19.739,4.783,5.417
2011-01-24,3.958,16.261,20.261,4.0,7.958
2011-01-25,4.826,23.261,33.174,9.913,13.875
2011-01-26,3.696,13.773,16.955,3.182,7.125
2011-01-27,5.75,22.409,28.318,5.909,21.625
2011-01-28,4.625,15.5,19.583,4.083,17.958
2011-01-29,3.833,12.458,16.125,3.667,5.417
2011-01-30,4.75,22.958,33.833,10.875,7.375
2011-01-31,4.583,21.375,28.5,7.125,9.125
2011-02-01,5.261,23.042,30.25,7.208,17.208
2011-02-02,3.75,12.0,14.583,2.583,5.667
2011-02-03,5.167,22.348,31.478,9.13,10.167
2011-02-04,5.5,20.417,25.708,5.292,19.458
2011-02-05,5.875,20.208,26.5,6.292,34.125
2011-02-06,7.318,41.095,71.19,30.095,25.522
2011-02-07,6.792,31.292,60.667,29.375,16.25
2011-02-08,4.043,16.5,20.667,4.167,9.167
2011-02-09,4.875,19.583,26.208,6.625,10.208
2011-02-10,4.458,20.609,27.087,6.478,10.208
2011-02-11,4.292,17.125,22.0,4.875,8.208
2011-02-12,4.417,16.958,21.167,4.208,10.417
2011-02-13,6.0,36.292,61.708,25.417,12.375
2011-02-14,7.542,43.917,111.333,67.417,16.167
2011-02-15,6.565,35.042,92.792,57.75,17.917
2011-02-16,4.25,24.0,33.625,9.625,9.792
2011-02-17,4.458,19.826,25.913,6.087,10.75
2011-02-18,3.75,13.917,17.625,3.708,3.792
2011-02-19,4.542,18.833,25.167,6.333,8.0
2011-02-20,4.917,27.375,38.167,10.792,9.167
2011-02-21,8.417,46.917,120.75,73.833,30.0
2011-02-22,5.75,34.091,49.273,15.182,21.952
2011-02-23,6.4,32.125,52.042,19.917,15.737
2011-02-24,5.696,27.304,32.435,5.13,27.292
2011-02-25,6.435,35.25,56.375,21.125,24.667
2011-02-26,3.261,7.25,7.458,0.208,9.0
2011-02-27,4.087,17.042,21.125,4.083,8.75
2011-02-28,4.826,30.125,40.25,10.125,8.875
2011-03-01,7.5,50.375,104.667,54.292,22.25
2011-03-02,6.458,35.87,73.739,37.87,18.5
2011-03-03,4.125,15.375,18.083,2.708,18.125
2011-03-04,4.75,21.792,26.333,4.542,13.125
2011-03-05,6.167,36.708,77.083,40.375,11.083
2011-03-06,8.083,38.042,94.917,56.875,18.542
2011-03-07,6.227,26.409,35.5,9.091,29.652
2011-03-08,6.917,34.652,47.13,12.478,26.042
2011-03-09,7.0,47.958,72.375,24.417,19.875
2011-03-10,4.167,15.375,17.708,2.333,10.042
2011-03-11,3.917,14.217,16.087,1.87,13.917
2011-03-12,4.0,15.75,18.583,2.833,7.625
2011-03-13,4.208,24.167,30.875,6.708,8.875
2011-03-14,5.261,31.043,42.696,11.652,12.333
2011-03-15,4.583,17.833,19.583,1.75,17.042
2011-03-16,6.25,39.917,59.125,19.208,14.042
2011-03-17,9.042,50.522,106.609,56.087,24.333
2011-03-18,9.875,38.625,84.167,45.542,26.333
2011-03-19,3.875,13.042,16.125,3.083,4.5
2011-03-20,4.583,26.087,33.348,7.261,13.5
2011-03-21,4.182,19.545,21.818,2.273,14.542
2011-03-22,6.958,48.208,86.5,38.292,25.375
2011-03-23,5.75,45.174,66.435,21.261,11.0
2011-03-24,6.583,24.5,29.333,4.833,16.167
2011-03-25,4.625,15.583,17.833,2.25,13.833
2011-03-26,4.208,16.667,19.208,2.542,11.5
2011-03-27,4.708,26.208,30.083,3.875,18.792
2011-03-28,5.478,27.958,33.333,5.375,31.25
2011-03-29,5.0,30.458,37.0,6.542,19.0
2011-03-30,5.625,34.652,56.652,22.0,16.667
2011-03-31,4.333,19.875,23.5,3.625,14.625
2011-04-01,6.292,38.875,53.792,14.917,31.417
2011-04-02,6.625,31.625,39.417,7.792,34.375
2011-04-03,3.625,11.348,12.565,1.217,9.875
2011-04-04,3.917,18.875,22.208,3.333,9.042
2011-04-05,5.0,35.958,44.625,8.667,15.75
2011-04-06,5.13,38.043,48.652,10.609,19.792
2011-04-07,5.0,29.792,39.0,9.208,13.625
2011-04-08,5.435,37.087,48.739,11.652,28.696
2011-04-09,6.083,36.348,60.565,24.217,18.292
2011-04-10,5.625,25.375,28.833,3.458,31.875
2011-04-11,5.875,28.5,37.5,9.0,27.833
2011-04-12,4.875,26.208,29.417,3.208,27.708
2011-04-13,5.696,34.583,48.5,13.917,29.75
2011-04-14,5.75,43.042,55.792,12.75,38.958
2011-04-15,6.375,37.583,48.667,11.083,35.083
2011-04-16,5.542,21.913,36.348,14.435,34.5
2011-04-17,4.292,20.417,22.667,2.25,14.208
2011-04-18,5.167,28.25,35.083,6.833,20.167
2011-04-19,4.917,22.75,25.917,3.167,11.0
2011-04-20,4.348,16.208,18.625,2.417,7.125
2011-04-21,5.458,31.542,44.5,12.958,16.5
2011-04-22,7.304,47.522,74.826,27.304,23.667
2011-04-23,5.042,30.957,41.783,10.826,24.583
2011-04-24,4.583,23.125,26.542,3.417,21.167
2011-04-25,5.042,29.292,32.292,3.0,24.292
2011-04-26,5.083,31.208,40.417,9.208,29.917
2011-04-27,5.0,24.818,30.0,5.182,33.727
2011-04-28,5.083,23.792,27.833,4.042,22.458
2011-04-29,5.208,23.583,26.125,2.542,14.583
2011-04-30,5.292,31.217,36.174,4.957,23.25
2011-05-01,5.125,28.875,35.875,7.0,28.167
2011-05-02,5.25,28.958,33.625,4.667,102.792
2011-05-03,6.125,37.917,51.292,13.375,132.208
2011-05-04,6.174,25.417,29.542,4.125,87.667
2011-05-05,4.792,26.0,29.5,3.5,23.083
