date,CH4_mean,CO_mean,NMHC_mean,NO2_mean,NOX_mean,NO_mean,PM25_mean,THC_mean
2011-01-01,205.087,9.125,29.391,28.708,49.292,20.583,19.292,234.478
2011-01-02,200.913,6.391,20.696,17.739,37.652,19.913,11.083,221.609
2011-01-03,192.13,5.958,12.043,17.667,28.792,11.125,8.208,204.174
2011-01-04,195.0,6.292,12.522,18.208,32.625,14.417,16.958,207.522
2011-01-05,193.909,5.409,15.318,31.409,84.227,52.818,8.696,209.227
2011-01-06,194.783,6.25,22.565,45.833,133.375,87.542,13.792,217.348
2011-01-07,193.609,5.25,14.957,29.333,77.208,47.875,7.042,208.565
2011-01-08,196.913,5.875,20.739,25.292,54.458,29.167,8.333,217.652
2011-01-09,196.478,6.13,21.957,32.591,83.955,51.364,15.667,218.435
2011-01-10,198.783,7.5,28.739,47.458,150.667,103.208,23.75,227.522
2011-01-11,197.174,6.583,25.826,37.5,111.375,73.875,17.792,223.0
2011-01-12,194.13,5.667,17.87,38.833,112.167,73.333,9.833,212.0
2011-01-13,197.304,7.167,28.087,41.875,145.042,103.167,16.792,225.391
2011-01-14,194.783,6.667,15.826,26.417,65.833,39.417,11.958,210.609
2011-01-15,193.696,5.875,14.087,23.0,49.208,26.208,9.958,207.783
2011-01-16,194.6,6.238,20.1,43.318,134.045,90.727,14.174,214.7
2011-01-17,194.696,6.25,22.174,47.875,159.458,111.583,17.458,216.87
2011-01-18,202.652,10.333,52.217,58.542,199.167,140.625,31.708,254.87
2011-01-19,200.478,9.458,54.087,61.708,227.208,165.5,30.875,254.565
2011-01-20,193.696,6.875,31.217,48.708,146.167,97.458,16.625,224.913
2011-01-21,194.0,6.792,24.739,38.958,96.083,57.125,13.333,218.739
2011-01-22,192.957,5.625,17.87,27.083,56.25,29.167,7.75,210.826
2011-01-23,194.636,5.727,17.727,37.545,108.045,70.5,8.217,212.364
2011-01-24,192.652,5.333,14.913,37.5,118.458,80.958,7.708,207.565
2011-01-25,194.5,5.833,15.667,40.5,129.333,88.833,11.667,210.167
2011-01-26,193.364,5.625,15.682,36.375,115.125,78.75,8.083,209.045
2011-01-27,196.913,6.625,25.0,38.25,106.0,67.75,15.333,221.913
2011-01-28,194.609,6.375,15.87,33.542,75.667,42.125,15.583,210.478
2011-01-29,194.391,5.542,12.565,21.458,42.708,21.25,6.208,206.957
2011-01-30,194.545,6.174,18.182,42.238,143.81,101.571,8.522,212.727
2011-01-31,194.217,5.75,19.652,43.542,132.25,88.708,9.917,213.87
2011-02-01,198.13,6.958,30.043,39.458,127.583,88.125,15.375,228.174
2011-02-02,194.043,5.375,15.348,35.333,108.125,72.792,9.083,209.391
2011-02-03,198.87,7.708,31.0,48.958,153.958,105.0,15.625,229.87
2011-02-04,199.652,7.542,27.478,32.625,77.333,44.708,19.792,227.13
2011-02-05,195.783,6.25,16.13,23.25,35.917,12.667,21.833,211.913
2011-02-06,199.2,8.955,37.35,49.429,163.286,113.857,28.091,236.55
2011-02-07,197.13,7.583,25.174,43.042,137.25,94.208,15.0,222.304
2011-02-08,191.783,4.75,12.609,27.0,82.042,55.042,7.125,204.391
2011-02-09,192.087,5.167,14.174,34.542,91.625,57.083,8.25,206.261
2011-02-10,193.13,5.542,17.609,36.25,97.5,61.25,11.542,210.739
2011-02-11,192.522,5.417,13.13,23.917,50.958,27.042,9.375,205.652
2011-02-12,192.957,5.458,12.13,19.917,38.917,19.0,9.5,205.087
2011-02-13,193.905,6.348,20.524,42.636,107.273,64.636,13.391,214.429
2011-02-14,202.826,9.083,42.826,50.625,182.083,131.458,19.417,245.652
2011-02-15,203.174,7.917,34.913,44.125,147.208,103.083,23.292,238.087
2011-02-16,196.87,5.333,16.478,38.708,104.917,66.208,9.958,213.348
2011-02-17,194.696,5.353,15.087,33.636,93.091,59.455,8.087,209.783
2011-02-18,197.174,5.417,13.304,23.25,50.917,27.667,7.958,210.478
2011-02-19,197.957,5.833,13.217,22.458,43.583,21.125,9.5,211.174
2011-02-20,198.957,6.227,19.783,42.545,119.045,76.5,11.727,218.739
2011-02-21,198.348,6.792,29.261,50.833,161.333,110.5,17.375,227.609
2011-02-22,197.522,6.208,22.478,47.333,97.875,50.542,26.875,220.0
2011-02-23,198.87,7.75,28.87,43.5,123.708,80.208,28.833,227.739
2011-02-24,199.522,7.5,28.826,52.25,112.667,60.417,31.292,228.348
2011-02-25,200.087,7.083,25.739,36.792,83.917,47.125,26.333,225.826
2011-02-26,196.391,5.208,11.391,18.208,33.375,15.167,8.458,207.783
2011-02-27,196.739,5.091,13.348,36.364,91.727,55.364,12.105,210.087
2011-02-28,197.174,5.583,19.478,42.75,86.708,43.958,12.667,216.652
2011-03-01,199.435,7.083,30.739,55.125,134.25,79.125,21.25,230.174
2011-03-02,201.739,8.5,42.435,43.0,125.125,82.125,23.25,244.174
2011-03-03,196.174,5.333,15.0,25.917,50.5,24.583,10.083,211.174
2011-03-04,201.652,8.125,25.391,37.833,73.042,35.208,24.375,227.043
2011-03-05,205.905,9.857,50.619,60.048,192.905,132.857,20.045,256.524
2011-03-06,203.0,8.625,47.739,49.667,152.333,102.667,18.083,250.739
2011-03-07,200.652,6.833,20.391,42.833,98.708,55.875,26.208,221.043
2011-03-08,200.304,7.667,22.87,53.25,131.833,78.583,25.333,223.174
2011-03-09,197.304,6.625,20.391,48.75,118.917,70.167,17.125,217.696
2011-03-10,196.043,5.333,14.609,26.25,53.583,27.333,8.125,210.652
2011-03-11,194.826,4.833,10.174,17.542,31.0,13.458,7.042,205.0
2011-03-12,196.632,5.045,17.158,34.474,87.053,52.579,7.565,213.789
2011-03-13,196.957,4.833,22.826,36.458,93.375,56.917,11.25,219.783
2011-03-14,198.0,6.375,31.957,48.25,118.0,69.75,14.542,229.957
