date,CH4_mean,CO_mean,NMHC_mean,NO2_mean,NOX_mean,NO_mean,SPM_mean,THC_mean
2011-01-01,190.47826086956522,5.166666666666667,18.217391304347824,19.458333333333332,34.833333333333336,15.375,8.291666666666666,208.69565217391303
2011-01-02,188.56521739130434,3.260869565217391,12.434782608695652,8.304347826086957,11.869565217391305,3.5652173913043477,9.041666666666666,201.0
2011-01-03,187.43478260869566,3.75,14.173913043478262,11.125,19.583333333333332,8.458333333333334,7.291666666666667,201.6086956521739
2011-01-04,190.8181818181818,3.9130434782608696,10.045454545454545,9.173913043478262,13.521739130434783,4.3478260869565215,25.818181818181817,200.86363636363637
2011-01-05,190.08695652173913,3.3333333333333335,11.08695652173913,19.041666666666668,38.041666666666664,19.0,6.833333333333333,201.17391304347825
2011-01-06,188.65217391304347,3.8333333333333335,21.391304347826086,37.958333333333336,92.0,54.041666666666664,9.375,210.04347826086956
2011-01-07,190.2608695652174,2.8333333333333335,15.0,23.166666666666668,54.625,31.458333333333332,5.083333333333333,205.2608695652174
2011-01-08,188.7391304347826,2.75,11.130434782608695,15.458333333333334,28.25,12.791666666666666,4.375,199.8695652173913
2011-01-09,189.2608695652174,4.043478260869565,17.52173913043478,21.82608695652174,48.17391304347826,26.347826086956523,11.625,206.7826086956522
2011-01-10,188.7826086956522,4.458333333333333,20.304347826086957,35.583333333333336,98.25,62.666666666666664,14.833333333333334,209.08695652173913
2011-01-11,189.65217391304347,3.875,19.043478260869566,30.75,79.58333333333333,48.833333333333336,16.708333333333332,208.69565217391303
2011-01-12,189.08695652173913,3.0,14.130434782608695,27.25,70.41666666666667,43.166666666666664,4.5,203.2173913043478
2011-01-13,190.04347826086956,5.083333333333333,25.47826086956522,43.65217391304348,166.17391304347825,122.52173913043478,15.130434782608695,215.52173913043478
2011-01-14,191.56521739130434,4.458333333333333,18.043478260869566,22.25,49.041666666666664,26.791666666666668,14.333333333333334,209.6086956521739
