date,HUM_max,HUM_mean,HUM_min,NO2_mean,NOX_mean,NO_mean,SO2_mean,SPM_mean,TEMP_max,TEMP_mean,TEMP_min
2015-11-02,94.0,83.54166666666667,61.0,25.833333333333332,45.125,19.291666666666668,2.6666666666666665,16.625,141.0,129.41666666666666,113.0
2015-11-03,96.0,56.291666666666664,13.0,16.291666666666668,29.708333333333332,13.416666666666666,3.0833333333333335,11.083333333333334,209.0,155.125,103.0
2015-11-04,83.0,59.875,26.0,25.208333333333332,38.583333333333336,13.375,4.416666666666667,16.375,218.0,157.875,117.0
2015-11-05,89.0,66.79166666666667,27.0,26.458333333333332,44.083333333333336,17.625,3.9583333333333335,27.291666666666668,224.0,162.33333333333334,110.0
2015-11-06,88.0,67.54166666666667,30.0,24.25,37.75,13.5,4.583333333333333,34.625,240.0,177.45833333333334,129.0
2015-11-07,86.0,63.166666666666664,37.0,23.041666666666668,37.041666666666664,14.0,4.166666666666667,30.75,208.0,179.25,146.0
2015-11-08,99.0,91.54166666666667,68.0,16.136363636363637,20.90909090909091,4.7727272727272725,2.3636363636363638,25.5,176.0,159.83333333333334,153.0
2015-11-09,99.0,96.70833333333333,89.0,28.541666666666668,60.541666666666664,32.0,2.2916666666666665,39.25,204.0,182.5,161.0
2015-11-10,99.0,63.375,33.0,17.208333333333332,27.625,10.416666666666666,3.2083333333333335,11.083333333333334,241.0,188.875,148.0
2015-11-11,61.0,39.041666666666664,1.0,15.75,21.791666666666668,6.041666666666667,3.7916666666666665,30.541666666666668,207.0,157.75,124.0
2015-11-12,84.0,56.125,37.0,25.166666666666668,38.333333333333336,13.166666666666666,4.333333333333333,28.045454545454547,190.0,148.66666666666666,121.0
2015-11-13,86.0,63.666666666666664,46.0,24.791666666666668,38.791666666666664,14.0,3.1666666666666665,28.041666666666668,178.0,153.20833333333334,115.0
2015-11-14,98.0,78.04166666666667,49.0,10.583333333333334,13.833333333333334,3.25,1.9583333333333333,13.0,187.0,168.58333333333334,154.0
2015-11-15,99.0,74.33333333333333,41.0,9.791666666666666,13.416666666666666,3.625,2.9166666666666665,11.666666666666666,231.0,178.75,157.0
2015-11-16,86.0,63.666666666666664,39.0,25.083333333333332,39.833333333333336,14.75,3.8333333333333335,15.5,217.0,170.95833333333334,121.0
