date,CH4_mean,CO_mean,HUM_max,HUM_mean,HUM_min,NMHC_mean,NO2_mean,NOX_mean,NO_mean,PM25_mean,SPM_mean,TEMP_max,TEMP_mean,TEMP_min,THC_mean
2011-01-01,197.75,4.708333333333333,81.0,63.5,38.0,16.833333333333332,16.916666666666668,29.791666666666668,12.875,,27.208333333333332,88.0,39.791666666666664,4.0,214.58333333333334
2011-01-02,191.25,2.6666666666666665,88.0,66.20833333333333,37.0,11.458333333333334,9.666666666666666,16.625,6.958333333333333,,14.208333333333334,100.0,50.958333333333336,28.0,202.70833333333334
2011-01-03,190.2608695652174,2.5833333333333335,75.0,59.083333333333336,46.0,11.26086956521739,13.333333333333334,21.25,7.916666666666667,,14.75,79.0,53.958333333333336,30.0,201.52173913043478
2011-01-04,189.17391304347825,3.2916666666666665,81.0,53.25,31.0,10.043478260869565,12.041666666666666,23.041666666666668,11.0,,25.75,82.0,50.875,21.0,199.2173913043478
2011-01-05,192.69565217391303,2.3043478260869565,96.0,76.75,47.0,9.26086956521739,24.0,54.69565217391305,30.695652173913043,,15.083333333333334,64.0,30.958333333333332,13.0,201.95652173913044
2011-01-06,194.75,3.5833333333333335,83.0,67.75,49.0,13.041666666666666,36.541666666666664,121.83333333333333,85.29166666666667,,25.0,85.0,51.166666666666664,20.0,207.79166666666666
2011-01-07,193.08695652173913,2.2083333333333335,79.0,55.208333333333336,34.0,8.391304347826088,20.625,55.916666666666664,35.291666666666664,,13.791666666666666,82.0,46.125,19.0,201.47826086956522
2011-01-08,195.25,2.375,77.0,54.5,32.0,9.416666666666666,17.791666666666668,35.166666666666664,17.375,,16.916666666666668,85.0,40.166666666666664,-2.0,204.66666666666666
2011-01-09,193.91666666666666,2.7083333333333335,76.0,62.291666666666664,51.0,10.666666666666666,24.5,65.91666666666667,41.416666666666664,,20.083333333333332,96.0,52.958333333333336,18.0,204.58333333333334
2011-01-10,194.47619047619048,4.041666666666667,85.0,67.83333333333333,46.0,13.761904761904763,39.125,131.375,92.25,,31.666666666666668,103.0,62.458333333333336,26.0,208.23809523809524
2011-01-11,193.0,3.125,84.0,57.375,44.0,11.833333333333334,26.083333333333332,87.41666666666667,61.333333333333336,,25.583333333333332,93.0,60.625,16.0,204.83333333333334
2011-01-12,192.0952380952381,2.9130434782608696,73.0,46.666666666666664,32.0,11.571428571428571,34.21739130434783,106.21739130434783,72.0,,19.0,73.0,32.125,-1.0,203.66666666666666
2011-01-13,192.7391304347826,3.5416666666666665,80.0,61.5,39.0,14.391304347826088,29.208333333333332,94.66666666666667,65.45833333333333,,21.916666666666668,100.0,51.625,8.0,207.1304347826087
2011-01-14,192.08695652173913,3.2916666666666665,78.0,64.04166666666667,47.0,11.304347826086957,21.875,59.708333333333336,37.833333333333336,,20.666666666666668,78.0,56.291666666666664,44.0,203.3913043478261
2011-01-15,191.08695652173913,2.7083333333333335,84.0,66.54166666666667,47.0,10.73913043478261,16.666666666666668,37.291666666666664,20.625,,17.625,86.0,57.333333333333336,35.0,201.82608695652175
2011-01-16,191.1304347826087,3.0,81.0,50.791666666666664,37.0,11.08695652173913,30.833333333333332,92.58333333333333,61.75,,22.541666666666668,68.0,51.041666666666664,37.0,202.2173913043478
2011-01-17,191.08695652173913,3.0,87.0,61.916666666666664,32.0,12.869565217391305,35.708333333333336,106.625,70.91666666666667,,21.5,91.0,50.5,14.0,203.95652173913044
2011-01-18,194.5,4.208333333333333,83.0,62.666666666666664,45.0,18.083333333333332,41.208333333333336,132.41666666666666,91.20833333333333,,32.666666666666664,106.0,45.916666666666664,-5.0,212.58333333333334
2011-01-19,190.95454545454547,3.869565217391304,97.0,74.16666666666667,45.0,15.727272727272727,37.78260869565217,119.78260869565217,82.0,,28.583333333333332,86.0,51.541666666666664,22.0,206.6818181818182
2011-01-20,188.08333333333334,3.25,97.0,92.83333333333333,84.0,13.625,36.083333333333336,98.95833333333333,62.875,,18.583333333333332,101.0,76.45833333333333,53.0,201.70833333333334
2011-01-21,188.52173913043478,3.375,97.0,92.75,85.0,12.695652173913043,30.166666666666668,80.75,50.583333333333336,,17.75,92.0,78.16666666666667,70.0,201.2173913043478
2011-01-22,188.08333333333334,2.4166666666666665,96.0,74.66666666666667,45.0,10.083333333333334,19.791666666666668,42.5,22.708333333333332,,16.208333333333332,129.0,83.29166666666667,46.0,198.16666666666666
2011-01-23,189.30434782608697,3.0416666666666665,87.0,68.16666666666667,46.0,10.173913043478262,31.75,94.95833333333333,63.208333333333336,,14.083333333333334,106.0,77.375,41.0,199.47826086956522
2011-01-24,188.625,2.4166666666666665,77.0,56.75,40.0,7.916666666666667,27.166666666666668,80.08333333333333,52.916666666666664,,16.416666666666668,66.0,41.541666666666664,22.0,196.54166666666666
2011-01-25,188.65217391304347,2.625,67.0,48.75,35.0,7.826086956521739,22.958333333333332,54.708333333333336,31.75,,16.5,59.0,34.083333333333336,16.0,196.47826086956522
2011-01-26,191.7391304347826,2.391304347826087,92.0,73.95833333333333,52.0,8.826086956521738,29.0,79.26086956521739,50.26086956521739,,13.75,43.0,19.75,5.0,200.56521739130434
2011-01-27,193.20833333333334,3.3333333333333335,86.0,66.33333333333333,52.0,10.333333333333334,36.875,108.625,71.75,,17.833333333333332,68.0,31.875,3.0,203.54166666666666
2011-01-28,192.95454545454547,3.375,87.0,70.04166666666667,49.0,10.590909090909092,28.416666666666668,66.25,37.833333333333336,,23.291666666666668,74.0,37.666666666666664,10.0,203.54545454545453
2011-01-29,193.0909090909091,2.4583333333333335,74.0,54.416666666666664,33.0,9.045454545454545,17.75,36.833333333333336,19.083333333333332,,13.458333333333334,67.0,26.375,0.0,202.13636363636363
