date,CH4_mean,HUM_max,HUM_mean,HUM_min,NMHC_mean,NO2_mean,NOX_mean,NO_mean,PM25_mean,TEMP_max,TEMP_mean,TEMP_min,THC_mean
2011-01-01,199.3913043478261,75.0,59.208333333333336,37.0,20.782608695652176,20.375,31.583333333333332,11.208333333333334,,82.0,38.25,-1.0,220.17391304347825
2011-01-02,195.7826086956522,85.0,65.45833333333333,38.0,13.521739130434783,10.347826086956522,14.565217391304348,4.217391304347826,,105.0,49.333333333333336,18.0,209.30434782608697
2011-01-03,192.65217391304347,72.0,57.333333333333336,38.0,11.217391304347826,11.291666666666666,14.375,3.0833333333333335,,83.0,50.458333333333336,20.0,203.8695652173913
2011-01-04,195.2608695652174,77.0,57.125,30.0,10.565217391304348,8.541666666666666,11.0,2.4583333333333335,,85.0,44.75,11.0,205.82608695652175
2011-01-05,193.52173913043478,89.0,68.29166666666667,43.0,10.565217391304348,12.25,16.541666666666668,4.291666666666667,,69.0,30.75,7.0,204.08695652173913
2011-01-06,195.43478260869566,76.0,62.458333333333336,48.0,17.73913043478261,22.5,38.875,16.375,,91.0,46.708333333333336,19.0,213.17391304347825
2011-01-07,193.2173913043478,80.0,55.416666666666664,35.0,8.73913043478261,11.791666666666666,15.083333333333334,3.2916666666666665,,82.0,43.0,13.0,201.95652173913044
2011-01-08,192.7826086956522,73.0,51.166666666666664,29.0,11.695652173913043,13.541666666666666,19.291666666666668,5.75,,93.0,37.791666666666664,-3.0,204.47826086956522
2011-01-09,193.7826086956522,76.0,61.041666666666664,46.0,13.652173913043478,13.391304347826088,15.869565217391305,2.4782608695652173,,100.0,49.291666666666664,16.0,207.43478260869566
2011-01-10,196.2173913043478,81.0,65.25,45.0,20.52173913043478,26.458333333333332,48.875,22.416666666666668,,104.0,55.833333333333336,10.0,216.7391304347826
2011-01-11,194.2608695652174,76.0,59.916666666666664,46.0,17.73913043478261,17.041666666666668,30.583333333333332,13.541666666666666,,93.0,55.416666666666664,14.0,212.0
2011-01-12,192.95,64.0,45.625,31.0,12.15,17.59090909090909,26.318181818181817,8.727272727272727,,78.0,29.458333333333332,0.0,205.1
2011-01-13,194.95652173913044,82.0,60.833333333333336,39.0,20.17391304347826,20.0,36.791666666666664,16.791666666666668,,102.0,48.208333333333336,0.0,215.1304347826087
2011-01-14,193.8695652173913,74.0,62.291666666666664,42.0,9.565217391304348,9.333333333333334,11.083333333333334,1.75,,93.0,56.166666666666664,35.0,203.43478260869566
2011-01-15,192.65217391304347,78.0,65.79166666666667,48.0,8.782608695652174,9.291666666666666,10.5,1.2083333333333333,,85.0,54.208333333333336,34.0,201.43478260869566
2011-01-16,193.30434782608697,74.0,49.75,40.0,10.869565217391305,18.52173913043478,22.869565217391305,4.3478260869565215,,63.0,46.583333333333336,31.0,204.17391304347825
2011-01-17,192.30434782608697,83.0,57.166666666666664,31.0,13.826086956521738,17.666666666666668,24.583333333333332,6.916666666666667,,103.0,53.25,23.0,206.1304347826087
2011-01-18,196.17391304347825,79.0,59.166666666666664,39.0,28.26086956521739,31.25,56.708333333333336,25.458333333333332,,102.0,43.375,-12.0,224.43478260869566
2011-01-19,195.82608695652175,91.0,72.41666666666667,46.0,36.21739130434783,31.105263157894736,49.31578947368421,18.210526315789473,,76.0,44.791666666666664,15.0,232.04347826086956
2011-01-20,191.43478260869566,92.0,87.375,80.0,23.956521739130434,24.708333333333332,33.208333333333336,8.5,,99.0,70.58333333333333,47.0,215.3913043478261
2011-01-21,191.43478260869566,91.0,86.95833333333333,80.0,22.869565217391305,21.666666666666668,26.541666666666668,4.875,,89.0,73.70833333333333,62.0,214.30434782608697
2011-01-22,189.82608695652175,90.0,70.08333333333333,50.0,12.217391304347826,10.5,12.458333333333334,1.9583333333333333,,124.0,78.79166666666667,43.0,202.04347826086956
2011-01-23,193.2608695652174,79.0,65.66666666666667,39.0,12.608695652173912,14.782608695652174,19.695652173913043,4.913043478260869,,119.0,74.45833333333333,41.0,205.8695652173913
2011-01-24,191.95652173913044,73.0,55.666666666666664,38.0,9.304347826086957,10.416666666666666,12.208333333333334,1.7916666666666667,,69.0,37.791666666666664,9.0,201.2608695652174
