date,CO_mean,HUM_max,HUM_mean,HUM_min,NO2_mean,NOX_mean,NO_mean,SO2_mean,SPM_mean,TEMP_max,TEMP_mean,TEMP_min
2011-01-01,5.333333333333333,74.0,60.416666666666664,40.0,23.208333333333332,45.125,21.916666666666668,1.125,18.916666666666668,95.0,45.5,6.0
2011-01-02,3.6666666666666665,95.0,68.83333333333333,41.0,15.043478260869565,33.08695652173913,18.043478260869566,0.13043478260869565,12.666666666666666,100.0,52.666666666666664,22.0
2011-01-03,4.291666666666667,77.0,61.541666666666664,48.0,22.666666666666668,43.583333333333336,20.916666666666668,0.0,7.083333333333333,83.0,51.541666666666664,20.0
2011-01-04,4.166666666666667,84.0,65.66666666666667,35.0,21.625,45.166666666666664,23.541666666666668,0.625,18.458333333333332,79.0,43.5,14.0
2011-01-05,4.75,92.0,70.91666666666667,42.0,35.041666666666664,94.54166666666667,59.5,0.041666666666666664,10.833333333333334,66.0,30.166666666666668,-2.0
2011-01-06,4.958333333333333,92.0,71.04166666666667,58.0,43.5,148.33333333333334,104.83333333333333,0.5,17.75,72.0,43.416666666666664,9.0
2011-01-07,4.708333333333333,96.0,61.833333333333336,34.0,32.083333333333336,114.70833333333333,82.625,0.0,8.083333333333334,79.0,43.166666666666664,11.0
2011-01-08,4.458333333333333,75.0,54.416666666666664,33.0,25.625,58.25,32.625,0.0,8.75,85.0,37.625,-5.0
2011-01-09,5.260869565217392,89.0,68.5,51.0,31.217391304347824,79.95652173913044,48.73913043478261,0.6521739130434783,17.25,91.0,47.833333333333336,17.0
2011-01-10,7.125,87.0,71.66666666666667,47.0,43.75,164.33333333333334,120.58333333333333,1.125,32.5,109.0,57.541666666666664,11.0
2011-01-11,5.625,84.0,69.70833333333333,50.0,37.458333333333336,141.875,104.41666666666667,0.4583333333333333,22.708333333333332,79.0,53.208333333333336,19.0
2011-01-12,4.625,71.0,50.041666666666664,33.0,39.708333333333336,130.54166666666666,90.83333333333333,0.375,11.833333333333334,74.0,32.708333333333336,-7.0
2011-01-13,5.55,90.0,67.08333333333333,50.0,40.57142857142857,146.38095238095238,105.80952380952381,0.47368421052631576,19.375,88.0,47.083333333333336,13.0
2011-01-14,5.875,94.0,72.45833333333333,43.0,31.416666666666668,104.45833333333333,73.04166666666667,0.6666666666666666,18.916666666666668,80.0,51.916666666666664,27.0
2011-01-15,5.166666666666667,89.0,74.95833333333333,54.0,23.625,56.25,32.625,0.0,18.0,80.0,46.916666666666664,16.0
2011-01-16,5.5,63.0,52.75,43.0,42.40909090909091,155.95454545454547,113.54545454545455,1.0869565217391304,17.875,70.0,52.5,35.0
