date,HUM_max,HUM_mean,HUM_min,NO2_mean,NOX_mean,NO_mean,PM25_mean,SO2_mean,TEMP_max,TEMP_mean,TEMP_min
2011-01-01,68.0,53.583333333333336,39.0,25.916666666666668,37.041666666666664,11.125,,2.3333333333333335,76.0,42.666666666666664,6.0
2011-01-02,81.0,62.583333333333336,37.0,14.173913043478262,21.217391304347824,7.043478260869565,,2.1739130434782608,90.0,49.25,28.0
2011-01-03,64.0,54.75,41.0,15.083333333333334,18.458333333333332,3.375,,2.0,70.0,50.958333333333336,30.0
2011-01-04,72.0,54.791666666666664,37.0,15.083333333333334,17.958333333333332,2.875,,4.041666666666667,70.0,45.75,15.0
2011-01-05,84.0,66.29166666666667,42.0,19.181818181818183,24.272727272727273,5.090909090909091,,2.0454545454545454,57.0,29.708333333333332,12.0
2011-01-06,83.0,63.458333333333336,55.0,25.791666666666668,35.958333333333336,10.166666666666666,,2.375,67.0,41.666666666666664,16.0
2011-01-07,87.0,56.708333333333336,36.0,16.208333333333332,20.166666666666668,3.9583333333333335,,2.0,65.0,40.416666666666664,20.0
2011-01-08,63.0,48.916666666666664,35.0,16.125,19.666666666666668,3.5416666666666665,,2.0833333333333335,74.0,39.125,8.0
2011-01-09,76.0,62.625,53.0,19.130434782608695,24.391304347826086,5.260869565217392,,3.217391304347826,78.0,44.791666666666664,16.0
2011-01-10,79.0,64.70833333333333,50.0,29.583333333333332,41.875,12.291666666666666,,3.5217391304347827,94.0,57.875,21.0
2011-01-11,74.0,61.333333333333336,47.0,22.608695652173914,34.65217391304348,12.043478260869565,,3.6666666666666665,75.0,52.875,16.0
2011-01-12,64.0,45.5,34.0,19.291666666666668,23.916666666666668,4.625,,1.7,59.0,27.333333333333332,-2.0
2011-01-13,79.0,60.791666666666664,48.0,24.375,39.125,14.75,,2.1666666666666665,78.0,43.291666666666664,15.0
2011-01-14,84.0,66.54166666666667,47.0,15.291666666666666,19.666666666666668,4.375,,2.4583333333333335,73.0,48.375,28.0
2011-01-15,85.0,69.58333333333333,52.0,14.25,17.541666666666668,3.2916666666666665,,1.7083333333333333,71.0,47.041666666666664,27.0
2011-01-16,74.0,50.375,42.0,25.130434782608695,31.782608695652176,6.6521739130434785,,2.4782608695652173,60.0,45.375,32.0
2011-01-17,83.0,57.208333333333336,34.0,23.5,29.875,6.375,,1.8333333333333333,86.0,49.833333333333336,28.0
2011-01-18,73.0,57.083333333333336,46.0,37.26086956521739,65.8695652173913,28.608695652173914,,3.869565217391304,90.0,49.833333333333336,4.0
2011-01-19,95.0,71.33333333333333,47.0,38.583333333333336,69.29166666666667,30.708333333333332,,3.5,75.0,49.916666666666664,33.0
2011-01-20,99.0,90.375,80.0,29.125,39.333333333333336,10.208333333333334,,1.125,92.0,68.08333333333333,47.0
2011-01-21,97.0,89.875,81.0,26.75,33.333333333333336,6.583333333333333,,1.2916666666666667,83.0,71.33333333333333,64.0
2011-01-22,90.0,71.08333333333333,48.0,15.041666666666666,17.875,2.8333333333333335,,1.4583333333333333,116.0,77.625,49.0
2011-01-23,80.0,67.5,48.0,18.434782608695652,25.52173913043478,7.086956521739131,,1.4782608695652173,100.0,67.625,35.0
2011-01-24,71.0,55.416666666666664,41.0,16.208333333333332,19.125,2.9166666666666665,,1.4166666666666667,54.0,33.041666666666664,14.0
2011-01-25,69.0,50.625,38.0,15.521739130434783,18.652173913043477,3.130434782608696,,1.6521739130434783,48.0,28.583333333333332,8.0
2011-01-26,86.0,73.04166666666667,49.0,15.916666666666666,20.375,4.458333333333333,,1.375,37.0,13.958333333333334,0.0
2011-01-27,82.0,69.95833333333333,56.0,21.958333333333332,27.291666666666668,5.333333333333333,,2.2083333333333335,54.0,27.25,10.0
2011-01-28,91.0,71.25,52.0,18.5,21.375,2.875,,2.2083333333333335,55.0,27.583333333333332,12.0
2011-01-29,63.0,46.458333333333336,31.0,11.416666666666666,13.0,1.5833333333333333,,1.125,58.0,22.125,1.0
2011-01-30,80.0,57.583333333333336,41.0,19.869565217391305,24.652173913043477,4.782608695652174,,1.5217391304347827,50.0,20.875,0.0
2011-01-31,86.0,72.20833333333333,55.0,23.583333333333332,28.625,5.041666666666667,,1.875,40.0,19.458333333333332,0.0
2011-04-01,62.0,38.166666666666664,15.0,31.083333333333332,38.25,7.166666666666667,,2.875,168.0,108.41666666666667,43.0
2011-04-02,56.0,44.833333333333336,30.0,22.333333333333332,27.0,4.666666666666667,,1.8333333333333333,178.0,116.08333333333333,74.0
2011-04-03,49.0,35.333333333333336,25.0,8.625,11.125,2.5,,1.5,115.0,78.625,55.0
2011-04-04,52.0,29.708333333333332,13.0,11.565217391304348,14.08695652173913,2.5217391304347827,,0.8695652173913043,149.0,88.625,35.0
2011-04-05,61.0,33.083333333333336,16.0,18.791666666666668,22.541666666666668,3.75,,1.6666666666666667,171.0,106.29166666666667,49.0
2011-04-06,70.0,48.541666666666664,22.0,28.434782608695652,35.47826086956522,7.043478260869565,,2.5217391304347827,197.0,130.95833333333334,65.0
2011-04-07,66.0,53.25,34.0,26.708333333333332,36.708333333333336,10.0,,2.4583333333333335,192.0,150.33333333333334,108.0
2011-04-08,91.0,70.91666666666667,54.0,18.875,21.75,2.875,,1.5416666666666667,180.0,159.79166666666666,144.0
2011-04-09,98.0,75.16666666666667,48.0,14.666666666666666,19.041666666666668,4.375,,1.375,183.0,149.91666666666666,118.0
2011-04-10,70.0,41.333333333333336,19.0,12.5,15.041666666666666,2.5416666666666665,,2.5833333333333335,199.0,146.04166666666666,95.0
2011-04-11,68.0,49.875,26.0,20.565217391304348,26.608695652173914,6.043478260869565,,2.782608695652174,184.0,126.0,85.0
2011-04-12,42.0,24.791666666666668,17.0,13.125,16.083333333333332,2.9583333333333335,,1.4166666666666667,152.0,107.70833333333333,65.0
2011-04-13,48.0,34.625,22.0,37.0,44.77272727272727,7.7727272727272725,,4.181818181818182,200.0,134.54166666666666,64.0
2011-04-14,59.0,38.833333333333336,21.0,33.708333333333336,41.458333333333336,7.75,,4.25,231.0,164.0,94.0
2011-04-15,79.0,54.25,35.0,31.75,37.5,5.75,,4.166666666666667,211.0,164.375,135.0
2011-04-16,84.0,59.75,41.0,15.166666666666666,18.125,2.9583333333333335,,1.75,183.0,139.45833333333334,79.0
2011-04-17,73.0,49.0,26.0,10.416666666666666,13.25,2.8333333333333335,,1.75,181.0,124.91666666666667,68.0
2011-04-18,95.0,70.08333333333333,47.0,21.695652173913043,27.043478260869566,5.3478260869565215,,2.4347826086956523,184.0,143.125,90.0
2011-04-19,97.0,73.33333333333333,50.0,14.291666666666666,17.666666666666668,3.375,,0.9583333333333334,139.0,101.04166666666667,81.0
2011-04-20,76.0,61.125,43.0,9.565217391304348,11.695652173913043,2.130434782608696,,0.9130434782608695,147.0,108.5,86.0
2011-04-21,76.0,54.82608695652174,25.0,23.416666666666668,29.083333333333332,5.666666666666667,,2.7083333333333335,200.0,129.65217391304347,67.0
2011-04-22,90.0,69.41666666666667,59.0,35.791666666666664,48.583333333333336,12.791666666666666,,2.0416666666666665,173.0,145.54166666666666,121.0
