date,NO2_mean,NOX_mean,NO_mean,PM25_mean,SO2_mean
2011-01-01,24.208,40.042,15.833,,1.208
2011-01-02,13.565,19.739,6.174,,0.391
2011-01-03,16.667,22.167,5.5,,0.25
2011-01-04,15.5,18.875,3.375,,1.5
2011-01-05,20.083,28.375,8.292,,0.542
2011-01-06,25.958,37.042,11.083,,1.167
2011-01-07,16.792,21.333,4.542,,0.75
2011-01-08,18.625,22.5,3.875,,0.375
2011-01-09,20.13,24.826,4.696,,1.522
2011-01-10,32.333,59.417,27.083,,1.708
2011-01-11,24.542,50.125,25.583,,1.375
2011-01-12,21.875,31.833,9.958,,1.083
2011-01-13,26.182,47.364,21.182,,1.455
2011-01-14,16.833,24.333,7.5,,1.75
2011-01-15,16.458,21.125,4.667,,1.0
2011-01-16,23.435,30.739,7.304,,1.652
2011-01-17,23.917,32.5,8.583,,1.25
2011-01-18,37.125,77.625,40.5,,2.458
2011-01-19,38.583,66.333,27.75,,2.625
2011-01-20,27.958,37.417,9.458,,0.458
2011-01-21,26.375,31.542,5.167,,0.542
2011-01-22,17.0,20.75,3.75,,0.625
2011-01-23,20.565,32.957,12.391,,1.087
2011-01-24,17.5,24.458,6.958,,1.125
2011-01-25,17.75,26.667,8.917,,1.125
2011-01-26,17.083,23.833,6.75,,0.958
2011-01-27,25.783,42.696,16.913,,1.348
2011-01-28,20.792,24.583,3.792,,1.667
2011-01-29,11.0,12.292,1.292,,1.0
2011-01-30,22.522,36.087,13.565,,1.13
2011-01-31,27.667,42.0,14.333,,1.125
2011-02-01,24.875,54.833,29.958,,1.125
2011-02-02,21.25,31.167,9.917,,0.625
2011-02-03,35.333,66.583,31.25,,1.083
2011-02-04,25.917,52.667,26.75,,1.625
2011-02-05,17.083,19.667,2.583,,1.833
2011-02-06,32.348,48.478,16.13,,0.87
2011-02-07,28.333,45.375,17.042,,0.708
2011-02-08,16.083,25.375,9.292,,0.875
2011-02-09,16.042,23.333,7.292,,0.667
2011-02-10,23.909,35.227,11.318,,0.591
2011-02-11,15.167,19.25,4.083,,0.708
2011-02-12,12.292,14.833,2.542,,0.625
2011-02-13,26.391,33.043,6.652,,1.043
