date,NO2_mean,NOX_mean,NO_mean,PM25_mean,SO2_mean
2011-01-01,24.625,41.292,16.667,18.0,1.208
2011-01-02,11.87,16.696,4.826,9.083,0.391
2011-01-03,11.625,14.0,2.375,6.333,0.292
2011-01-04,9.125,10.25,1.125,17.458,2.5
2011-01-05,13.375,16.125,2.75,5.5,0.667
2011-01-06,24.5,34.458,9.958,9.875,1.208
2011-01-07,13.583,16.125,2.542,5.625,1.083
2011-01-08,13.875,16.125,2.25,4.917,0.833
2011-01-09,15.565,18.478,2.913,11.417,1.565
2011-01-10,27.25,41.75,14.5,20.458,1.958
2011-01-11,19.958,30.917,10.958,15.875,1.958
2011-01-12,18.955,25.5,6.545,7.565,0.889
2011-01-13,23.792,43.75,19.958,14.25,1.5
2011-01-14,11.125,13.417,2.292,10.917,1.917
2011-01-15,10.292,11.792,1.5,8.917,1.292
2011-01-16,22.087,26.826,4.739,13.708,2.222
2011-01-17,24.529,29.412,4.882,13.458,0.958
2011-01-18,36.875,69.0,32.125,25.458,2.458
2011-01-19,39.125,70.333,31.208,26.875,2.167
2011-01-20,30.458,41.75,11.292,13.167,0.583
2011-01-21,24.875,29.708,4.833,11.792,1.0
2011-01-22,12.75,14.208,1.458,4.958,0.875
2011-01-23,15.739,20.522,4.783,5.333,1.043
2011-01-24,12.5,14.958,2.458,4.958,1.125
2011-01-25,13.458,15.833,2.375,8.958,1.333
2011-01-26,13.565,16.348,2.783,5.783,0.818
2011-01-27,21.167,31.333,10.167,14.292,1.375
2011-01-28,15.958,17.792,1.833,16.458,1.958
2011-01-29,11.667,12.125,0.458,8.458,1.167
2011-01-30,17.913,25.826,7.913,10.0,1.174
2011-01-31,20.583,25.75,5.167,9.667,1.208
2011-02-01,22.5,48.583,26.083,15.083,1.625
2011-02-02,14.25,17.042,2.792,7.292,0.625
2011-02-03,29.5,51.375,21.875,13.375,1.25
2011-02-04,23.542,55.125,31.583,23.792,1.917
2011-02-05,14.167,15.333,1.167,24.083,2.708
2011-02-06,33.0,52.087,19.087,29.083,1.13
2011-02-07,20.875,32.0,11.125,14.5,1.0
2011-02-08,7.458,9.25,1.792,6.417,1.0
2011-02-09,11.318,13.909,2.591,9.182,0.957
2011-02-10,16.375,22.333,5.958,10.708,0.5
2011-02-11,8.5,9.25,0.75,9.292,0.833
2011-02-12,7.708,8.0,0.292,10.042,1.0
2011-02-13,25.478,34.609,9.13,14.417,1.043
2011-02-14,35.542,72.792,37.25,18.333,1.042
2011-02-15,23.667,44.583,20.917,21.583,1.625
2011-02-16,13.417,16.667,3.25,9.75,1.417
2011-02-17,10.792,13.375,2.583,8.542,1.292
2011-02-18,8.5,9.583,1.083,8.583,1.333
2011-02-19,10.0,11.167,1.167,9.792,1.167
