date,NO2_mean,NOX_mean,NO_mean,SO2_mean
2011-01-01,16.833,20.542,3.708,0.0
2011-01-02,11.167,15.917,4.75,0.083
2011-01-03,6.25,6.5,0.25,0.125
2011-01-04,8.522,8.826,0.304,1.522
2011-01-05,9.458,9.958,0.5,0.083
2011-01-06,24.417,29.833,5.417,1.042
2011-01-07,11.208,12.292,1.083,0.0
2011-01-08,15.25,17.167,1.917,0.083
2011-01-09,17.583,21.708,4.125,0.333
2011-01-10,27.375,41.708,14.333,0.583
2011-01-11,19.045,37.545,18.5,0.182
2011-01-12,14.667,18.917,4.25,0.375
2011-01-13,25.042,45.417,20.375,1.25
2011-01-14,12.833,14.5,1.667,1.958
2011-01-15,9.75,10.375,0.625,0.208
2011-01-16,20.083,23.792,3.708,0.458
2011-01-17,27.458,40.75,13.292,0.167
2011-01-18,35.217,71.261,36.043,1.043
2011-01-19,41.083,87.667,46.583,0.917
2011-01-20,26.667,32.125,5.458,0.0
2011-01-21,26.208,32.208,6.0,0.0
2011-01-22,13.75,15.625,1.875,0.083
2011-01-23,17.208,26.083,8.875,0.292
2011-01-24,13.792,15.75,1.958,0.208
2011-01-25,13.913,15.043,1.13,0.565
2011-01-26,16.125,18.792,2.667,1.583
2011-01-27,25.167,54.125,28.958,1.0
2011-01-28,22.333,29.458,7.125,1.583
2011-01-29,6.75,6.75,0.0,0.542
2011-01-30,15.292,18.458,3.167,0.417
2011-01-31,20.292,26.083,5.792,0.25
2011-02-01,23.556,58.056,34.5,1.174
2011-02-02,12.917,14.917,2.0,0.958
2011-02-03,30.19,51.667,21.476,0.917
2011-02-04,21.042,43.958,22.917,0.958
2011-02-05,14.208,17.667,3.458,0.917
2011-02-06,30.125,50.458,20.333,0.25
2011-02-07,22.833,42.583,19.75,0.208
2011-02-08,6.957,7.609,0.652,0.182
2011-02-09,12.375,16.083,3.708,0.042
2011-02-10,18.417,27.208,8.792,0.333
2011-02-11,10.708,13.083,2.375,0.125
2011-02-12,8.833,9.333,0.5,0.042
2011-02-13,28.25,35.75,7.5,0.083
2011-02-14,34.25,57.5,23.25,0.0
2011-02-15,26.174,42.0,15.826,0.957
2011-02-16,16.542,18.25,1.708,0.375
2011-02-17,10.792,11.583,0.792,0.5
2011-02-18,7.417,7.875,0.458,0.0
2011-02-19,9.958,10.292,0.333,0.5
2011-02-20,22.542,26.417,3.875,0.083
2011-02-21,26.292,39.167,12.875,1.417
2011-02-22,23.565,30.739,7.174,0.348
2011-02-23,24.042,30.042,6.0,0.125
2011-02-24,19.5,22.167,2.667,1.833
2011-02-25,23.792,26.625,2.833,0.417
2011-02-26,7.0,7.042,0.042,0.042
2011-02-27,7.292,7.583,0.292,0.167
2011-02-28,18.167,20.875,2.708,0.391
2011-03-01,31.542,40.042,8.5,0.875
2011-03-02,31.958,68.25,36.292,0.042
2011-03-03,8.167,8.458,0.292,0.042
2011-03-04,19.5,21.167,1.667,0.542
2011-03-05,35.25,51.042,15.792,0.0
2011-03-06,28.458,52.667,24.208,0.167
2011-03-07,12.261,12.348,0.087,0.696
2011-03-08,20.667,21.958,1.292,1.5
2011-03-09,19.583,20.167,0.583,0.208
2011-03-10,8.125,8.292,0.167,0.0
2011-03-11,4.375,4.375,0.0,0.208
2011-03-12,8.542,8.667,0.125,0.042
2011-03-13,7.125,7.167,0.042,0.0
2011-03-14,18.478,19.739,1.261,0.391
2011-03-15,21.87,35.217,13.348,0.435
2011-03-16,17.292,19.625,2.333,0.375
2011-03-17,21.25,26.583,5.333,0.0
2011-03-18,23.625,30.042,6.417,0.208
2011-03-19,7.125,7.458,0.333,0.083
2011-03-20,9.125,9.625,0.5,0.0
2011-03-21,7.739,9.13,1.391,0.261
2011-03-22,21.75,27.083,5.333,1.042
2011-03-23,26.667,30.125,3.458,0.042
2011-03-24,16.25,17.208,0.958,0.083
2011-03-25,5.875,5.958,0.083,0.0
2011-03-26,7.958,8.458,0.5,0.083
2011-03-27,17.958,19.75,1.792,0.167
2011-03-28,22.304,30.957,8.652,1.043
2011-03-29,18.292,23.125,4.833,0.208
2011-03-30,22.833,30.375,7.542,0.333
2011-03-31,4.0,4.167,0.167,0.0
2011-04-01,21.875,24.958,3.083,0.458
