date,CH4_mean,CO_mean,NMHC_mean,NO2_mean,NOX_mean,NO_mean,PM25_mean,SO2_mean,SPM_mean,THC_mean
2011-01-01,189.167,4.375,10.417,11.875,15.0,3.125,,3.625,24.875,199.583
2011-01-02,188.708,4.667,9.5,13.625,20.083,6.458,,2.25,13.375,198.208
2011-01-03,189.609,5.391,10.435,14.0,18.435,4.435,,5.609,25.25,200.043
2011-01-04,187.833,4.667,7.667,12.875,18.125,5.25,,4.667,20.417,195.5
2011-01-05,186.875,5.0,9.75,20.75,31.167,10.417,,3.0,17.458,196.625
2011-01-06,188.042,5.458,13.292,23.208,39.708,16.5,,2.292,13.417,201.333
2011-01-07,189.792,6.292,15.0,23.917,47.083,23.167,,1.333,9.875,204.792
2011-01-08,189.583,4.625,12.083,17.292,24.75,7.458,,1.667,8.583,201.667
2011-01-09,191.708,6.917,15.667,23.208,37.25,14.042,,4.5,26.042,207.375
2011-01-10,189.87,6.217,13.609,24.478,39.217,14.739,,4.391,35.583,203.478
2011-01-11,187.542,4.958,9.833,19.333,30.75,11.417,,3.0,20.042,197.375
2011-01-12,190.1,5.762,16.15,20.286,37.048,16.762,,1.619,10.381,206.25
2011-01-13,191.042,5.667,14.875,21.708,32.167,10.458,,4.833,27.167,205.917
2011-01-14,192.375,6.75,18.25,22.333,34.542,12.208,,3.708,35.958,210.625
2011-01-15,190.667,6.042,17.458,21.042,34.5,13.458,,1.417,15.25,208.125
2011-01-16,189.542,5.083,17.708,21.375,31.208,9.833,,1.5,14.5,207.25
2011-01-17,188.417,7.167,21.25,27.417,57.292,29.875,,1.583,12.375,209.667
2011-01-18,188.792,6.542,21.792,29.25,60.583,31.333,,3.333,16.333,210.583
2011-01-19,187.609,7.087,24.261,29.13,63.826,34.696,,4.087,24.5,211.87
2011-01-20,185.042,5.708,16.917,22.542,42.833,20.292,,1.5,9.583,201.958
2011-01-21,185.625,5.042,17.292,20.792,32.875,12.083,,2.333,14.417,202.917
2011-01-22,185.083,4.958,15.458,17.542,28.083,10.542,,3.583,11.042,200.542
2011-01-23,186.75,4.25,10.917,16.25,25.542,9.292,,2.125,9.208,197.667
2011-01-24,188.273,4.455,10.818,17.727,28.182,10.455,,3.091,10.045,199.091
2011-01-25,190.167,5.333,12.792,18.667,32.75,14.083,,2.75,15.083,202.958
2011-01-26,190.542,4.833,11.917,19.435,31.696,12.261,,2.708,9.125,202.458
2011-01-27,191.708,5.875,14.542,22.542,35.542,13.0,,2.958,26.167,206.25
2011-01-28,191.5,6.708,14.583,23.917,41.375,17.458,,3.25,32.375,206.083
2011-01-29,189.625,5.25,12.042,18.625,29.833,11.208,,1.917,12.5,201.667
2011-01-30,190.417,6.0,14.75,25.5,45.583,20.083,,2.167,14.333,205.167
2011-01-31,187.696,5.391,13.652,23.542,38.375,14.833,,2.87,13.75,201.348
