date,CH4_mean,NMHC_mean,NO2_mean,NOX_mean,NO_mean,PM25_mean,SPM_mean,THC_mean
2011-01-01,,,16.792,18.542,1.75,13.792,12.75,
2011-01-02,,,5.708,5.792,0.083,10.542,8.583,
2011-01-03,,,11.333,11.917,0.583,19.375,17.25,
2011-01-04,,,8.958,9.625,0.667,22.958,20.792,
2011-01-05,,,15.273,17.0,1.727,10.381,7.217,
2011-01-06,,,18.348,21.13,2.783,16.708,12.917,
2011-01-07,,,8.958,9.458,0.5,7.792,4.083,
2011-01-08,,,14.875,16.417,1.542,7.958,6.458,
2011-01-09,,,21.25,28.292,7.042,18.625,16.25,
2011-01-10,,,28.87,49.522,20.652,34.083,30.083,
2011-01-11,,,14.25,15.5,1.25,25.167,25.042,
2011-01-12,,,20.652,32.174,11.522,8.458,6.0,
2011-01-13,,,19.545,24.727,5.182,21.348,19.25,
2011-01-14,,,19.167,21.792,2.625,40.75,36.875,
2011-01-15,,,12.583,14.75,2.167,14.042,10.708,
2011-01-16,,,11.208,12.25,1.042,12.167,12.375,
2011-01-17,,,27.042,46.208,19.167,12.875,12.417,
2011-01-18,,,40.708,89.333,48.625,16.375,15.042,
2011-01-19,,,32.375,56.583,24.208,11.792,10.583,
2011-01-20,,,17.429,19.905,2.476,6.583,4.667,
2011-01-21,,,27.333,37.333,10.0,10.042,8.5,
2011-01-22,,,22.375,28.708,6.333,10.042,9.125,
2011-01-23,,,13.833,16.5,2.667,6.875,5.375,
2011-01-24,,,11.174,13.043,1.87,7.833,6.083,
2011-01-25,,,13.292,15.875,2.583,17.583,14.083,
2011-01-26,,,14.875,16.917,2.042,9.708,8.167,
2011-01-27,,,17.0,19.957,2.957,24.625,21.917,
2011-01-28,,,15.875,17.542,1.667,23.917,20.042,
2011-01-29,,,7.417,7.708,0.292,7.625,5.875,
2011-01-30,,,18.125,22.667,4.542,7.833,5.542,
2011-01-31,,,28.238,44.81,16.571,12.455,10.318,
2011-02-01,,,13.792,16.417,2.625,19.917,18.208,
2011-02-02,,,8.917,10.125,1.208,8.417,6.542,
2011-02-03,,,13.174,16.0,2.826,11.375,8.333,
