date,CH4_mean,CO_mean,NMHC_mean,NO2_mean,NOX_mean,NO_mean,PM25_mean,THC_mean
2011-01-01,190.792,5.042,11.708,12.522,17.652,5.13,18.625,202.5
2011-01-02,188.542,4.708,5.708,8.25,12.0,3.75,9.958,194.25
2011-01-03,188.458,5.25,7.167,9.875,15.208,5.333,19.5,195.625
2011-01-04,189.083,5.542,7.958,11.417,18.542,7.125,22.833,197.042
2011-01-05,189.045,5.652,13.182,16.125,28.125,12.0,8.542,202.227
2011-01-06,191.042,6.083,24.167,22.458,42.042,19.583,13.042,215.208
2011-01-07,190.542,4.958,13.208,15.625,27.208,11.583,7.75,203.75
2011-01-08,190.875,4.417,11.5,14.478,20.696,6.217,9.25,202.375
2011-01-09,192.375,5.375,14.667,17.25,25.25,8.0,20.25,207.042
2011-01-10,193.333,8.042,23.75,25.167,48.417,23.25,32.25,217.083
2011-01-11,190.0,5.417,11.958,14.667,25.792,11.125,19.875,201.958
2011-01-12,191.391,5.125,15.522,24.042,36.292,12.25,10.5,206.913
2011-01-13,189.708,5.708,16.083,17.833,35.333,17.5,18.167,205.792
2011-01-14,192.333,6.875,15.292,18.667,32.167,13.5,30.542,207.625
2011-01-15,189.833,4.667,9.542,13.0,20.13,7.13,11.5,199.375
2011-01-16,187.542,3.375,8.875,6.708,9.458,2.75,8.583,196.417
2011-01-17,188.125,4.5,11.958,15.5,26.917,11.417,6.75,200.083
2011-01-18,193.25,6.882,34.292,28.875,57.0,28.125,17.625,227.542
2011-01-19,188.391,4.167,14.478,14.5,22.5,8.0,7.333,202.87
2011-01-20,186.292,3.391,7.25,7.917,10.917,3.0,5.522,193.542
2011-01-21,188.375,4.625,13.958,16.333,24.958,8.625,6.833,202.333
2011-01-22,188.625,5.542,14.542,17.217,28.565,11.348,10.667,203.167
2011-01-23,188.625,5.042,9.625,14.125,26.458,12.333,5.083,198.25
2011-01-24,187.167,4.167,7.125,12.833,24.375,11.542,5.667,194.292
2011-01-25,189.333,5.667,10.667,16.625,29.417,12.792,14.542,200.0
2011-01-26,190.435,5.458,15.435,18.167,34.5,16.333,8.167,205.87
2011-01-27,194.75,6.958,19.542,25.5,45.625,20.125,22.625,214.292
2011-01-28,190.875,5.375,11.417,16.5,25.625,9.125,19.292,202.292
2011-01-29,191.667,3.667,7.5,9.348,12.565,3.217,5.708,199.167
2011-01-30,192.042,5.333,13.583,15.958,28.75,12.792,7.125,205.625
2011-01-31,189.625,5.25,11.375,18.958,31.667,12.708,7.417,201.0
2011-02-01,189.208,5.292,10.917,17.5,30.75,13.25,14.167,200.125
2011-02-02,188.174,4.375,5.565,12.042,20.75,8.708,6.583,193.739
2011-02-03,190.5,5.625,9.042,17.667,32.083,14.417,11.083,199.542
2011-02-04,192.333,5.917,11.292,20.458,31.75,11.292,20.208,203.625
2011-02-05,193.417,5.75,9.708,16.348,22.696,6.348,33.583,203.125
2011-02-06,191.0,7.13,18.833,22.958,38.25,15.292,34.375,209.833
2011-02-07,189.417,6.958,13.125,20.0,35.708,15.708,14.958,202.542
2011-02-08,187.458,4.0,4.417,11.333,21.875,10.542,7.417,191.875
2011-02-09,189.13,5.333,8.261,16.542,30.0,13.458,9.958,197.391
2011-02-10,188.542,5.375,10.833,15.667,27.375,11.708,9.375,199.375
2011-02-11,189.042,4.333,7.125,12.292,18.958,6.667,8.875,196.167
2011-02-12,189.375,4.333,6.75,9.652,14.304,4.652,11.708,196.125
2011-02-13,189.0,5.875,13.917,20.708,29.708,9.0,17.333,202.917
2011-02-14,190.208,6.917,19.958,26.417,49.708,23.292,16.625,210.167
2011-02-15,188.667,5.125,11.208,12.625,21.25,8.625,9.625,199.875
2011-02-16,188.167,5.5,12.167,18.667,33.5,14.833,9.458,200.333
2011-02-17,188.792,4.792,10.917,15.667,29.625,13.958,8.5,199.708
2011-02-18,189.25,4.333,7.458,11.208,18.708,7.5,5.375,196.708
2011-02-19,190.5,4.083,9.667,11.565,16.565,5.0,8.292,200.167
2011-02-20,191.75,5.087,14.875,21.333,33.958,12.625,14.0,206.625
2011-02-21,192.875,7.333,24.625,29.958,53.625,23.667,29.292,217.5
2011-02-22,190.75,5.458,17.042,22.333,30.542,8.208,24.792,207.792
2011-02-23,189.217,6.292,17.696,19.375,35.417,16.042,17.667,206.913
2011-02-24,189.792,4.208,4.542,9.167,11.0,1.833,26.0,194.333
2011-02-25,190.958,5.792,13.958,19.792,30.375,10.583,25.583,204.917
2011-02-26,189.208,3.458,3.75,6.565,8.391,1.826,9.875,192.958
2011-02-27,191.083,3.833,6.25,9.583,13.25,3.667,10.583,197.333
2011-02-28,191.5,3.875,8.0,13.917,18.208,4.292,9.917,199.5
2011-03-01,191.609,5.708,23.13,29.5,42.917,13.417,18.458,214.739
2011-03-02,188.667,5.292,15.417,17.208,32.292,15.083,12.458,204.083
2011-03-03,189.417,3.708,2.542,5.792,7.25,1.458,16.083,191.958
2011-03-04,189.875,3.667,4.625,7.696,9.609,1.913,11.083,194.5
2011-03-05,191.0,6.13,18.0,20.75,42.583,21.833,8.375,209.0
2011-03-06,193.958,8.792,25.0,26.458,57.458,31.0,14.833,218.958
2011-03-07,192.958,7.042,13.167,17.833,25.625,7.792,26.708,206.125
2011-03-08,191.652,7.292,9.174,14.625,19.917,5.292,25.708,200.826
2011-03-09,190.583,6.667,7.625,14.0,19.708,5.708,21.292,198.208
2011-03-10,189.417,4.875,4.5,10.875,13.75,2.875,11.417,193.917
2011-03-11,189.208,5.0,5.542,11.261,16.522,5.261,15.125,194.75
2011-03-12,190.208,5.083,4.958,10.5,17.458,6.958,10.875,195.167
2011-03-13,190.792,5.0,9.208,18.125,26.958,8.833,11.375,200.0
2011-03-14,191.292,5.5,11.917,22.417,32.208,9.792,13.833,203.208
2011-03-15,190.304,5.167,9.87,17.417,23.0,5.583,18.292,200.174
2011-03-16,188.875,5.208,13.542,25.542,33.5,7.958,14.0,202.417
2011-03-17,190.0,7.458,23.708,28.708,43.375,14.667,18.958,213.708
2011-03-18,190.458,7.667,18.292,20.435,30.826,10.391,13.0,208.75
2011-03-19,186.5,4.042,5.042,8.583,11.583,3.0,3.583,191.542
2011-03-20,189.3,4.957,9.05,15.733,22.533,6.8,13.625,198.35
2011-03-21,191.167,6.1,14.042,23.385,30.385,7.0,16.364,205.208
2011-03-22,191.5,5.542,12.458,25.042,35.708,10.667,25.375,203.958
2011-03-23,187.042,5.0,12.0,19.042,26.25,7.208,11.625,199.042
2011-03-24,188.042,6.25,6.708,14.875,20.5,5.625,15.5,194.75
2011-03-25,189.917,4.25,2.083,8.174,11.174,3.0,15.0,192.0
2011-03-26,192.652,4.875,6.0,14.458,21.708,7.25,12.25,198.652
2011-03-27,192.292,5.375,13.167,25.208,32.833,7.625,23.542,205.458
2011-03-28,190.125,5.083,11.0,16.542,22.417,5.875,28.417,201.125
2011-03-29,191.083,5.042,13.958,23.5,30.792,7.292,21.5,205.042
2011-03-30,187.417,4.458,12.75,19.625,25.292,5.667,15.917,200.167
2011-03-31,185.167,4.292,8.375,13.5,17.917,4.417,8.667,193.542
2011-04-01,191.348,5.0,15.609,24.958,31.167,6.208,,206.957
2011-04-02,188.625,4.25,10.042,17.167,23.125,5.958,,198.667
2011-04-03,187.0,2.0,0.375,3.875,4.667,0.792,,187.375
2011-04-04,188.167,2.667,2.958,8.13,11.478,3.348,,191.125
2011-04-05,190.625,3.917,9.125,21.292,30.042,8.75,,199.75
2011-04-06,189.167,3.75,11.75,24.0,32.958,8.958,,200.917
2011-04-07,185.792,2.958,10.125,15.833,21.833,6.0,,195.917
2011-04-08,183.609,3.167,7.696,17.375,25.208,7.833,,191.304
2011-04-09,185.042,3.583,10.708,13.5,19.417,5.917,,195.75
2011-04-10,188.625,4.5,10.958,15.667,19.542,3.875,,199.583
2011-04-11,187.75,4.5,11.75,17.0,24.391,7.391,,199.5
