date,CO_mean,NO2_mean,NOX_mean,NO_mean,PM25_mean
2011-01-01,4.625,11.125,16.333,5.208,
2011-01-02,4.083,6.292,9.708,3.417,
2011-01-03,4.917,9.458,16.0,6.542,
2011-01-04,5.542,10.125,19.792,9.667,
2011-01-05,6.0,16.652,33.043,16.391,
2011-01-06,6.208,19.0,38.333,19.333,
2011-01-07,4.583,11.792,20.667,8.875,
2011-01-08,5.042,11.25,19.083,7.833,
2011-01-09,5.917,14.0,25.75,11.75,
2011-01-10,8.375,23.458,54.958,31.5,
2011-01-11,5.75,14.458,29.0,14.542,
2011-01-12,6.13,18.174,36.87,18.696,
2011-01-13,5.75,17.208,41.125,23.917,
2011-01-14,6.292,16.583,30.125,13.542,
2011-01-15,4.917,11.958,22.792,10.833,
2011-01-16,3.375,7.0,12.875,5.875,
2011-01-17,4.25,12.125,22.792,10.667,
2011-01-18,6.125,25.208,52.042,26.833,
2011-01-19,3.783,15.348,24.913,9.565,
2011-01-20,3.833,10.042,14.875,4.833,
2011-01-21,3.792,12.708,14.917,2.208,
2011-01-22,5.042,19.75,55.667,35.917,
2011-01-23,5.458,14.042,18.0,3.958,
2011-01-24,4.667,10.667,10.667,0.0,
2011-01-25,5.917,13.083,15.0,1.917,
2011-01-26,5.565,14.609,18.652,4.043,
2011-01-27,6.708,18.875,26.833,7.958,
2011-01-28,4.958,17.042,21.083,4.042,
2011-01-29,3.542,10.458,10.458,0.0,
2011-01-30,5.667,17.417,31.625,14.208,
2011-01-31,6.0,19.042,29.208,10.167,
2011-02-01,5.333,13.292,24.333,11.042,
2011-02-02,4.522,9.087,16.261,7.174,
2011-02-03,6.333,19.333,39.75,20.417,
2011-02-04,6.25,18.458,36.958,18.5,
2011-02-05,6.083,15.542,23.333,7.792,
2011-02-06,7.917,24.667,48.958,24.292,
2011-02-07,6.917,19.292,36.167,16.875,
2011-02-08,4.5,11.583,24.417,12.833,
2011-02-09,5.826,16.522,33.87,17.348,
2011-02-10,5.167,19.25,37.125,17.875,
2011-02-11,4.833,15.708,27.667,11.958,
2011-02-12,4.375,9.625,15.208,5.583,
2011-02-13,5.208,17.208,29.75,12.542,
2011-02-14,6.75,23.25,47.375,24.125,
2011-02-15,4.542,11.667,21.292,9.625,
2011-02-16,5.348,18.435,38.609,20.174,
2011-02-17,5.083,14.5,30.208,15.708,
2011-02-18,4.458,12.333,21.125,8.792,
2011-02-19,4.583,11.875,18.833,6.958,
2011-02-20,3.778,10.556,16.778,6.222,
2011-02-21,9.583,38.4,79.1,40.7,
2011-02-22,5.25,19.667,30.875,11.208,
2011-02-23,7.0,21.783,45.391,23.609,
2011-02-24,4.292,9.083,13.208,4.125,
2011-02-25,5.375,17.042,28.833,11.792,
2011-02-26,3.292,6.125,8.583,2.458,
2011-02-27,4.083,9.208,16.542,7.333,
2011-02-28,4.042,11.333,19.083,7.75,
2011-03-01,7.565,28.043,46.652,18.609,
2011-03-02,5.625,17.292,36.5,19.208,
2011-03-03,3.708,5.75,8.083,2.333,
2011-03-04,3.792,5.917,7.875,1.958,
2011-03-05,5.667,19.625,36.75,17.125,
2011-03-06,7.708,24.458,49.167,24.708,
2011-03-07,6.417,14.917,22.917,8.0,
2011-03-08,6.13,13.174,18.913,5.739,
2011-03-09,6.042,14.833,22.958,8.125,
2011-03-10,3.708,6.083,8.375,2.292,
2011-03-11,4.417,10.208,16.0,5.792,
2011-03-12,4.625,13.208,23.083,9.875,
2011-03-13,4.583,14.167,24.917,10.75,
2011-03-14,4.833,21.708,35.875,14.167,
2011-03-15,4.609,16.391,26.13,9.739,
2011-03-16,5.875,25.958,43.25,17.292,
2011-03-17,7.667,30.542,56.25,25.708,
2011-03-18,6.333,18.292,32.375,14.083,
2011-03-19,3.333,7.125,12.333,5.208,
2011-03-20,4.375,14.25,22.792,8.542,
2011-03-21,4.708,17.5,28.5,11.0,
2011-03-22,6.043,25.783,45.522,19.739,
2011-03-23,5.083,19.583,32.125,12.542,
2011-03-24,5.417,12.75,19.333,6.583,
2011-03-25,4.0,7.083,11.542,4.458,
2011-03-26,4.75,14.625,26.667,12.042,
2011-03-27,6.0,23.583,37.917,14.333,
2011-03-28,5.542,18.042,29.417,11.375,
2011-03-29,5.565,23.391,36.652,13.261,
2011-03-30,4.0,17.833,29.208,11.375,
2011-03-31,3.583,10.917,17.792,6.875,
2011-04-01,6.167,27.25,39.5,12.25,
2011-04-02,4.625,14.5,21.292,6.792,
2011-04-03,2.583,1.75,3.0,1.25,
2011-04-04,2.792,3.75,6.75,3.0,
2011-04-05,3.708,11.667,18.125,6.458,
2011-04-06,4.833,23.913,35.652,11.739,
2011-04-07,3.87,16.75,26.917,10.167,
2011-04-08,3.583,12.042,20.125,8.083,
2011-04-09,3.875,8.667,12.667,4.0,
2011-04-10,5.375,15.875,20.542,4.667,
2011-04-11,5.304,14.565,22.625,8.5,
2011-04-12,5.75,22.833,36.375,13.542,
2011-04-13,6.333,27.478,42.174,14.696,
2011-04-14,6.087,28.167,40.25,12.083,
2011-04-15,6.792,29.875,44.75,14.875,
2011-04-16,4.292,12.458,19.125,6.667,
2011-04-17,2.75,5.958,8.208,2.25,
2011-04-18,5.333,22.417,37.208,14.792,
2011-04-19,4.625,15.667,28.208,12.542,
2011-04-20,3.292,9.0,16.261,7.261,
2011-04-21,4.957,22.083,34.958,12.875,
2011-04-22,5.375,25.333,37.875,12.542,
2011-04-23,4.083,15.125,20.792,5.667,
2011-04-24,4.667,12.208,17.375,5.167,
2011-04-25,5.417,19.875,32.208,12.333,
2011-04-26,4.583,16.125,25.542,9.417,
2011-04-27,3.792,12.957,19.174,6.217,
2011-04-28,5.652,19.458,30.875,11.417,
2011-04-29,4.625,16.25,23.417,7.167,
2011-04-30,3.917,10.958,16.25,5.292,
2011-05-01,3.5,9.667,13.667,4.0,
2011-05-02,4.625,14.208,23.042,8.833,
2011-05-03,5.292,17.5,24.542,7.042,
2011-05-04,5.292,12.783,17.348,4.565,
2011-05-05,3.261,7.25,9.25,2.0,
2011-05-06,4.333,16.375,26.083,9.708,
2011-05-07,3.833,13.625,18.667,5.042,
2011-05-08,4.25,11.0,15.667,4.667,
2011-05-09,5.5,21.5,30.75,9.25,
2011-05-10,5.167,22.792,45.458,22.667,
2011-05-11,3.667,16.652,29.609,12.957,
2011-05-12,4.174,18.375,33.542,15.167,
2011-05-13,4.917,22.292,34.083,11.792,
2011-05-14,5.333,20.375,28.917,8.542,
2011-05-15,4.333,15.125,19.875,4.75,
2011-05-16,5.333,23.708,34.083,10.375,
2011-05-17,4.417,18.542,24.333,5.792,
2011-05-18,5.25,23.87,32.87,9.0,
2011-05-19,4.783,16.792,24.375,7.583,
2011-05-20,4.208,16.833,27.625,10.792,
2011-05-21,3.75,11.875,19.667,7.792,
2011-05-22,2.542,3.375,5.958,2.583,
2011-05-23,2.958,6.042,10.333,4.292,
2011-05-24,3.542,12.75,18.625,5.875,
2011-05-25,4.417,20.739,31.348,10.609,
2011-05-26,3.739,13.417,20.708,7.292,
2011-05-27,2.875,6.167,9.083,2.917,
2011-05-28,3.958,8.583,16.208,7.625,
2011-05-29,2.5,0.417,1.167,0.75,
2011-05-30,2.792,3.625,8.292,4.667,
2011-05-31,3.75,11.375,18.625,7.25,
2011-06-01,3.625,10.522,17.783,7.261,
2011-06-02,3.739,14.833,22.792,7.958,
2011-06-03,5.042,18.417,26.167,7.75,
2011-06-04,4.75,16.833,24.75,7.917,
2011-06-05,4.292,14.208,20.292,6.083,
2011-06-06,5.625,21.417,31.25,9.833,
2011-06-07,4.958,20.792,30.125,9.333,
2011-06-08,4.375,18.478,26.783,8.304,
2011-06-09,5.087,21.0,31.583,10.583,
2011-06-10,4.75,21.417,34.458,13.042,
2011-06-11,3.75,9.458,12.542,3.083,
2011-06-12,4.875,12.417,17.375,4.958,
2011-06-13,4.917,17.958,26.875,8.917,
2011-06-14,3.75,12.542,18.25,5.708,
2011-06-15,3.875,12.87,20.043,7.174,
2011-06-16,4.043,12.792,19.958,7.167,
2011-06-17,5.333,20.125,29.25,9.125,
2011-06-18,5.167,17.583,25.708,8.125,
2011-06-19,4.833,12.417,19.833,7.417,
2011-06-20,4.375,16.583,28.542,11.958,
2011-06-21,4.417,19.75,30.958,11.208,
2011-06-22,4.5,17.826,32.652,14.826,
2011-06-23,2.957,10.417,22.75,12.333,
2011-06-24,3.167,10.875,23.75,12.875,
2011-06-25,2.958,8.958,19.958,11.0,
2011-06-26,2.167,3.208,8.667,5.458,
2011-06-27,2.583,5.333,15.792,10.458,
2011-06-28,3.292,10.958,22.583,11.625,
2011-06-29,3.75,17.217,34.217,17.0,
2011-06-30,4.043,16.208,30.875,14.667,
2011-07-01,4.083,17.167,36.875,19.708,
2011-07-02,3.417,11.792,21.292,9.5,
2011-07-03,4.042,11.917,17.0,5.083,
2011-07-04,3.708,15.75,26.125,10.375,
2011-07-05,4.833,20.583,29.458,8.875,
2011-07-06,3.917,16.304,24.391,8.087,
2011-07-07,4.0,15.583,37.083,21.5,
2011-07-08,2.792,9.833,23.167,13.333,
2011-07-09,2.208,6.667,14.875,8.208,
2011-07-10,2.542,7.167,13.333,6.167,
2011-07-11,2.792,9.0,20.417,11.417,
2011-07-12,3.625,11.75,33.292,21.542,
2011-07-13,2.875,10.913,26.696,15.783,
2011-07-14,3.174,13.667,29.667,16.0,
2011-07-15,3.875,16.833,31.875,15.042,
2011-07-16,4.125,17.583,25.208,7.625,
2011-07-17,3.333,10.542,15.417,4.875,
2011-07-18,2.0,3.5,7.333,3.833,
2011-07-19,1.875,3.125,7.042,3.917,
2011-07-20,2.167,4.348,8.652,4.304,
2011-07-21,3.304,11.458,21.542,10.083,
2011-07-22,3.083,11.25,21.042,9.792,
2011-07-23,3.333,11.458,17.292,5.833,
