date,NO2_mean,NOX_mean,NO_mean,PM25_mean
2011-01-01,9.458,11.417,1.958,
2011-01-02,3.833,3.875,0.042,
2011-01-03,4.542,4.792,0.25,
2011-01-04,3.478,3.696,0.217,
2011-01-05,13.458,19.625,6.167,
2011-01-06,15.5,27.292,11.792,
2011-01-07,13.917,25.5,11.583,
2011-01-08,13.917,20.542,6.625,
2011-01-09,11.458,13.292,1.833,
2011-01-10,22.042,51.875,29.833,
2011-01-11,15.261,31.087,15.826,
2011-01-12,22.625,58.292,35.667,
2011-01-13,13.625,38.792,25.167,
2011-01-14,12.333,18.125,5.792,
2011-01-15,12.375,16.333,3.958,
2011-01-16,16.708,30.958,14.25,
2011-01-17,17.792,28.75,10.958,
2011-01-18,22.304,58.304,36.0,
2011-01-19,18.5,47.625,29.125,
2011-01-20,16.833,20.75,3.917,
2011-01-21,16.625,29.292,12.667,
2011-01-22,10.708,13.792,3.083,
2011-01-23,6.0,7.167,1.167,
2011-01-24,7.625,8.792,1.167,
2011-01-25,9.739,12.174,2.435,
2011-01-26,11.188,14.875,3.688,
2011-01-27,26.0,48.647,22.647,
2011-01-28,17.625,23.958,6.333,
2011-01-29,13.792,23.708,9.917,
2011-01-30,11.167,19.167,8.0,
2011-01-31,16.625,30.625,14.0,
2011-02-01,13.696,29.391,15.696,
2011-02-02,5.625,6.5,0.875,
2011-02-03,13.583,18.292,4.708,
2011-02-04,17.083,35.417,18.333,
2011-02-05,14.417,21.417,7.0,
2011-02-06,24.167,33.25,9.083,
2011-02-07,11.125,15.875,4.75,
2011-02-08,6.0,7.0,1.0,
2011-02-09,12.25,20.75,8.5,
2011-02-10,13.833,19.417,5.583,
2011-02-11,7.167,7.958,0.792,
2011-02-12,15.708,20.458,4.75,
2011-02-13,25.625,36.0,10.375,
2011-02-14,20.542,32.958,12.417,
2011-02-15,16.13,20.522,4.391,
2011-02-16,16.208,28.958,12.75,
2011-02-17,12.792,25.333,12.542,
2011-02-18,7.958,9.083,1.125,
2011-02-19,11.458,15.917,4.458,
2011-02-20,19.792,34.0,14.208,
2011-02-21,28.375,64.833,36.458,
2011-02-22,25.783,33.826,8.043,
2011-02-23,21.917,38.042,16.125,
2011-02-24,19.125,26.375,7.25,
2011-02-25,14.292,20.25,5.958,
2011-02-26,6.667,6.958,0.292,
2011-02-27,16.417,25.25,8.833,
2011-02-28,20.583,44.958,24.375,
2011-03-01,24.375,52.708,28.333,
2011-03-02,21.333,40.25,18.917,
2011-03-03,11.917,14.792,2.875,
2011-03-04,19.583,25.042,5.458,
2011-03-05,23.458,31.917,8.458,
2011-03-06,22.708,45.375,22.667,
2011-03-07,17.13,26.87,9.739,
2011-03-08,24.208,50.292,26.083,
2011-03-09,23.583,44.25,20.667,
2011-03-10,13.0,16.042,3.042,
2011-03-11,8.667,10.958,2.292,
2011-03-12,5.75,6.167,0.417,
2011-03-13,21.208,33.583,12.375,
2011-03-14,22.13,49.565,27.435,
2011-03-15,21.458,38.708,17.25,
2011-03-16,28.5,49.208,20.708,
2011-03-17,21.5,26.958,5.458,
2011-03-18,14.5,21.0,6.5,
2011-03-19,10.333,14.75,4.417,
2011-03-20,13.583,23.625,10.042,
2011-03-21,21.261,32.304,11.043,
2011-03-22,25.833,51.292,25.458,
2011-03-23,24.0,32.043,8.043,
2011-03-24,8.458,9.0,0.542,
2011-03-25,5.833,6.542,0.708,
2011-03-26,15.208,19.833,4.625,
2011-03-27,21.708,36.208,14.5,
2011-03-28,16.957,37.435,20.478,
2011-03-29,25.958,48.333,22.375,
2011-03-30,26.125,50.5,24.375,
2011-03-31,15.542,20.75,5.208,
2011-04-01,34.5,53.708,19.208,
2011-04-02,19.5,30.208,10.708,
2011-04-03,14.25,16.292,2.042,
2011-04-04,15.333,20.417,5.083,
2011-04-05,25.955,35.682,9.727,
2011-04-06,31.375,57.583,26.208,
2011-04-07,20.042,36.667,16.625,
2011-04-08,15.174,19.435,4.261,
2011-04-09,11.375,12.583,1.208,
2011-04-10,15.583,16.5,0.917,
2011-04-11,21.391,25.87,4.478,
2011-04-12,23.696,39.0,15.304,
2011-04-13,29.917,51.042,21.125,
2011-04-14,33.5,52.792,19.292,
2011-04-15,30.87,48.043,17.174,
2011-04-16,11.25,18.792,7.542,
2011-04-17,15.417,18.833,3.417,
2011-04-18,24.042,37.375,13.333,
2011-04-19,13.609,17.739,4.13,
2011-04-20,10.667,16.333,5.667,
2011-04-21,22.375,44.208,21.833,
2011-04-22,26.458,46.542,20.083,
2011-04-23,5.917,6.375,0.458,
2011-04-24,10.75,13.167,2.417,
2011-04-25,20.958,35.583,14.625,
2011-04-26,23.043,39.696,16.652,
2011-04-27,13.542,24.417,10.875,
2011-04-28,19.583,26.042,6.458,
2011-04-29,16.208,20.333,4.125,
2011-04-30,12.708,18.958,6.25,
2011-05-01,4.333,4.875,0.542,
2011-05-02,15.333,17.833,2.5,
2011-05-03,14.783,18.522,3.739,
2011-05-04,10.375,13.125,2.75,
2011-05-05,14.333,15.083,0.75,
2011-05-06,14.545,18.227,3.682,
2011-05-07,11.0,13.167,2.167,
2011-05-08,15.667,17.583,1.917,
2011-05-09,15.292,18.167,2.875,
2011-05-10,17.826,31.783,13.957,
2011-05-11,19.0,24.333,5.333,
2011-05-12,15.75,19.417,3.667,
2011-05-13,11.542,12.792,1.25,
2011-05-14,16.708,21.542,4.833,
2011-05-15,15.75,17.75,2.0,
2011-05-16,18.792,21.5,2.708,
2011-05-17,19.826,35.913,16.087,
2011-05-18,19.958,25.0,5.042,
2011-05-19,22.458,33.292,10.833,
2011-05-20,21.458,40.458,19.0,
2011-05-21,12.125,20.917,8.792,
2011-05-22,7.667,9.25,1.583,
2011-05-23,12.417,13.375,0.958,
2011-05-24,15.652,17.913,2.261,
2011-05-25,20.042,38.0,17.958,
2011-05-26,24.0,36.125,12.125,
2011-05-27,16.375,17.458,1.083,
2011-05-28,19.208,21.917,2.708,
2011-05-29,7.25,11.833,4.583,
2011-05-30,2.875,3.125,0.25,
2011-05-31,9.87,13.261,3.391,
2011-06-01,14.458,15.875,1.417,
2011-06-02,14.292,19.917,5.625,
2011-06-03,15.917,26.042,10.125,
2011-06-04,16.167,28.708,12.542,
2011-06-05,11.625,17.292,5.667,
2011-06-06,18.208,21.208,3.0,
2011-06-07,21.043,31.87,10.826,
2011-06-08,17.042,21.583,4.542,
2011-06-09,14.417,27.5,13.083,
2011-06-10,10.25,10.958,0.708,
2011-06-11,11.125,13.708,2.583,
2011-06-12,11.375,16.125,4.75,
2011-06-13,10.667,12.958,2.292,
2011-06-14,14.739,19.0,4.261,
2011-06-15,18.958,37.042,18.083,
2011-06-16,18.5,36.0,17.5,
2011-06-17,16.667,20.375,3.708,
2011-06-18,15.292,29.167,13.875,
2011-06-19,9.75,12.625,2.875,
2011-06-20,7.917,8.875,0.958,
2011-06-21,10.043,13.391,3.348,
2011-06-22,13.583,39.5,25.917,
2011-06-23,13.958,37.292,23.333,
2011-06-24,11.542,28.042,16.5,
2011-06-25,8.958,28.083,19.125,
2011-06-26,1.958,2.333,0.375,
2011-06-27,4.5,7.5,3.0,
2011-06-28,8.217,23.043,14.826,
2011-06-29,12.917,32.292,19.375,
2011-06-30,17.917,33.542,15.625,
2011-07-01,11.917,22.375,10.458,
2011-07-02,7.542,9.75,2.208,
2011-07-03,7.583,12.542,4.958,
2011-07-04,10.875,22.583,11.708,
2011-07-05,14.652,18.174,3.522,
2011-07-06,13.417,27.875,14.458,
2011-07-07,11.042,19.417,8.375,
2011-07-08,8.792,30.542,21.75,
2011-07-09,4.75,9.125,4.375,
2011-07-10,5.125,13.083,7.958,
2011-07-11,5.0,10.292,5.292,
2011-07-12,4.783,9.435,4.652,
2011-07-13,6.917,26.542,19.625,
2011-07-14,8.958,19.25,10.292,
2011-07-15,12.625,31.375,18.75,
2011-07-16,11.542,22.0,10.458,
2011-07-17,7.708,13.208,5.5,
2011-07-18,6.875,12.375,5.5,
2011-07-19,2.783,3.652,0.87,
2011-07-20,4.167,5.333,1.167,
2011-07-21,5.833,6.917,1.083,
2011-07-22,10.458,19.333,8.875,
2011-07-23,10.333,11.333,1.0,
2011-07-24,12.375,15.833,3.458,
2011-07-25,7.294,8.235,0.941,
2011-07-26,9.348,18.609,9.261,
2011-07-27,7.083,9.667,2.583,
2011-07-28,11.25,24.25,13.0,
2011-07-29,13.208,17.208,4.0,
2011-07-30,9.417,15.5,6.083,
2011-07-31,10.208,13.167,2.958,
2011-08-01,9.0,17.208,8.208,
2011-08-02,8.391,13.174,4.783,
2011-08-03,7.708,10.917,3.208,
2011-08-04,17.792,33.875,16.083,
2011-08-05,9.75,17.542,7.792,
2011-08-06,4.25,6.083,1.833,
2011-08-07,6.792,15.958,9.167,
2011-08-08,10.917,23.208,12.292,
2011-08-09,16.739,28.87,12.13,
2011-08-10,16.875,30.417,13.542,
2011-08-11,13.583,18.958,5.375,
2011-08-12,13.708,22.958,9.25,
2011-08-13,6.083,7.875,1.792,
2011-08-14,9.958,11.375,1.417,
2011-08-15,10.458,11.583,1.125,
2011-08-16,10.087,12.652,2.565,
2011-08-17,13.042,19.125,6.083,
2011-08-18,15.875,24.708,8.833,
2011-08-19,10.304,12.13,1.826,
2011-08-20,8.25,10.875,2.625,
2011-08-21,8.25,11.333,3.083,
2011-08-22,9.583,14.333,4.75,
2011-08-23,13.565,22.304,8.739,
2011-08-24,7.458,17.292,9.833,
2011-08-25,4.875,10.125,5.25,
2011-08-26,8.083,19.333,11.25,
2011-08-27,8.0,11.542,3.542,
2011-08-28,10.042,12.5,2.458,
2011-08-29,14.208,22.208,8.0,
2011-08-30,15.957,28.13,12.174,
2011-08-31,10.667,14.625,3.958,
2011-09-01,7.25,11.417,4.167,
2011-09-02,4.375,5.167,0.792,
2011-09-03,2.042,2.042,0.0,
2011-09-04,6.917,7.333,0.417,
2011-09-05,7.375,8.125,0.75,
2011-09-06,12.261,13.957,1.696,
2011-09-07,17.583,22.208,4.625,
2011-09-08,19.25,27.792,8.542,
2011-09-09,11.833,13.958,2.125,
2011-09-10,5.25,7.917,2.667,
2011-09-11,2.917,3.5,0.583,
2011-09-12,11.375,21.333,9.958,
2011-09-13,12.522,33.957,21.435,
2011-09-14,14.917,32.667,17.75,
2011-09-15,12.708,36.208,23.5,
2011-09-16,12.917,35.375,22.458,
2011-09-17,2.375,3.042,0.667,
2011-09-18,2.875,3.792,0.917,
2011-09-19,4.042,8.292,4.25,
2011-09-20,10.652,11.957,1.304,
2011-09-21,5.417,5.833,0.417,
2011-09-22,7.208,8.625,1.417,
2011-09-23,10.25,15.75,5.5,
2011-09-24,13.042,18.292,5.25,
2011-09-25,12.542,16.917,4.375,
2011-09-26,18.958,34.25,15.292,
2011-09-27,13.783,24.957,11.174,
2011-09-28,17.542,24.875,7.333,
2011-09-29,10.667,17.708,7.042,
2011-09-30,17.708,30.917,13.208,
2011-10-01,7.583,8.5,0.917,
2011-10-02,5.375,6.375,1.0,
2011-10-03,9.083,11.167,2.083,
2011-10-04,17.478,24.478,7.0,
2011-10-05,18.292,24.792,6.5,
2011-10-06,9.833,10.75,0.917,
2011-10-07,18.682,22.727,4.045,
2011-10-08,14.458,17.542,3.083,
2011-10-09,10.375,11.833,1.458,
2011-10-10,14.917,17.583,2.667,
2011-10-11,19.739,30.87,11.13,
2011-10-12,17.542,29.625,12.083,
2011-10-13,20.292,34.292,14.0,
2011-10-14,15.375,23.792,8.417,
2011-10-15,11.042,14.0,2.958,
2011-10-16,10.417,12.542,2.125,
2011-10-17,13.708,22.917,9.208,
2011-10-18,13.261,20.0,6.739,
2011-10-19,17.583,33.833,16.25,
2011-10-20,19.708,34.333,14.625,
2011-10-21,12.783,31.0,18.217,
2011-10-22,7.208,8.375,1.167,
2011-10-23,9.292,11.625,2.333,
2011-10-24,12.917,25.5,12.583,
2011-10-25,8.783,24.565,15.783,
2011-10-26,13.375,21.833,8.458,
2011-10-27,16.583,33.292,16.708,
2011-10-28,18.167,37.542,19.375,
2011-10-29,16.458,31.458,15.0,
2011-10-30,12.042,14.708,2.667,
2011-10-31,13.208,19.417,6.208,
2011-11-01,17.478,34.913,17.435,
2011-11-02,20.208,42.458,22.25,
2011-11-03,15.833,31.25,15.417,
2011-11-04,18.087,37.0,18.913,
2011-11-05,19.667,38.792,19.125,
2011-11-06,11.542,20.792,9.25,
2011-11-07,9.917,14.167,4.25,
2011-11-08,11.652,22.304,10.652,
2011-11-09,15.696,28.13,12.435,
2011-11-10,14.25,22.875,8.625,
2011-11-11,15.625,31.375,15.75,
2011-11-12,12.833,24.417,11.583,
2011-11-13,9.417,16.375,6.958,
2011-11-14,17.292,25.792,8.5,
