date,HUM_max,HUM_mean,HUM_min,NO2_mean,NOX_mean,NO_mean,RAIN_sum,SO2_mean,TEMP_max,TEMP_mean,TEMP_min
2011-01-01,91.0,74.75,56.0,11.739,14.609,2.87,0,1.87,9.5,4.95,-0.6
2011-01-02,100.0,80.375,62.0,6.708,7.708,1.0,2,2.042,5.5,3.25,1.3
2011-01-03,89.0,72.917,62.0,9.583,11.25,1.667,0,2.792,4.4,2.825,-0.8
2011-01-04,98.0,74.042,33.0,7.667,8.667,1.0,0,4.167,4.6,1.45,-1.5
2011-01-05,98.0,84.583,68.0,14.792,18.458,3.667,0,1.0,4.4,1.396,-1.7
2011-01-06,99.0,68.333,43.0,19.625,33.875,14.25,0,1.0,7.9,3.392,-1.1
2011-01-07,93.0,78.833,61.0,11.792,13.125,1.333,0,1.0,4.8,2.467,0.2
2011-01-08,90.0,74.083,48.0,8.739,11.13,2.391,0,1.0,6.2,2.25,-0.2
2011-01-09,98.0,79.917,57.0,16.875,26.125,9.25,0,1.625,8.1,3.683,0.3
2011-01-10,98.0,76.208,50.0,23.375,44.708,21.333,0,2.333,9.3,3.675,-0.6
2011-01-11,89.0,71.625,44.0,13.292,19.542,6.25,0,2.625,7.4,3.254,-1.2
2011-01-12,89.0,72.75,53.0,16.75,22.583,5.833,0,1.043,4.2,0.971,-1.6
2011-01-13,91.0,68.167,47.0,19.833,32.542,12.708,0,1.958,7.0,3.317,-0.4
2011-01-14,88.0,73.583,58.0,16.042,18.125,2.083,0,3.542,6.6,3.521,1.0
2011-01-15,91.0,76.25,57.0,14.174,18.87,4.696,0,1.0,5.9,3.325,0.3
2011-01-16,99.0,75.25,64.0,13.208,14.5,1.292,0,1.0,3.9,3.129,2.1
2011-01-17,88.0,68.417,50.0,13.042,14.583,1.542,0,1.0,6.5,3.021,-1.4
2011-01-18,93.0,68.292,40.0,27.583,42.333,14.75,0,1.0,10.3,3.283,-2.3
2011-01-19,100.0,87.042,64.0,31.833,76.125,44.292,24,1.0,5.8,3.992,2.0
2011-01-20,100.0,96.609,88.0,18.375,20.0,1.625,4,1.0,7.1,5.644,4.0
2011-01-21,100.0,97.208,84.0,12.958,14.625,1.667,10,1.0,7.0,5.471,2.8
2011-01-22,100.0,87.542,67.0,13.174,15.739,2.565,0,1.0,10.2,5.762,1.3
2011-01-23,100.0,85.542,54.0,14.458,17.583,3.125,1,1.0,8.0,3.962,0.4
2011-01-24,76.0,63.625,52.0,9.458,11.583,2.125,0,1.0,3.1,0.404,-1.2
2011-01-25,79.0,61.292,39.0,12.958,16.0,3.042,0,1.792,3.2,-0.275,-2.6
2011-01-26,84.0,64.375,45.0,13.391,17.0,3.609,0,1.125,3.3,-0.488,-4.2
2011-01-27,79.0,65.958,53.0,19.217,22.696,3.478,0,3.083,4.7,1.062,-2.1
2011-01-28,94.0,75.708,53.0,17.833,23.0,5.167,0,2.25,6.7,1.604,-1.0
2011-01-29,98.0,78.583,53.0,9.913,12.261,2.348,0,1.0,3.9,0.375,-1.8
2011-01-30,97.0,84.917,58.0,18.792,25.042,6.25,0,1.125,3.8,0.133,-2.5
2011-01-31,85.0,67.083,42.0,14.875,18.958,4.083,0,1.083,5.2,0.371,-2.5
2011-02-01,87.0,56.25,36.0,12.875,17.083,4.208,0,2.958,5.4,2.388,-1.9
2011-02-02,90.0,67.583,41.0,12.0,14.35,2.35,0,1.0,0.2,-2.479,-4.9
2011-02-03,91.0,67.875,45.0,15.952,26.762,10.81,0,1.333,2.4,-1.512,-7.6
2011-02-04,84.0,59.833,37.0,13.792,17.542,3.75,0,3.167,6.1,2.112,-1.1
2011-02-05,81.0,58.875,39.0,11.304,12.826,1.522,0,4.913,7.7,3.604,-1.7
2011-02-06,100.0,90.417,74.0,19.583,25.542,5.958,9,3.0,9.3,6.15,3.2
2011-02-07,100.0,88.75,70.0,20.083,31.083,11.0,24,1.458,8.8,6.521,3.0
2011-02-08,83.0,58.042,34.0,10.042,12.083,2.042,0,1.083,3.9,0.642,-3.1
2011-02-09,80.0,60.917,40.0,13.565,18.087,4.522,0,1.167,3.3,-0.533,-4.1
2011-02-10,82.0,64.042,48.0,19.208,26.25,7.042,0,1.333,4.7,1.042,-2.6
2011-02-11,89.0,70.042,46.0,12.625,14.75,2.125,0,1.167,5.4,1.562,-2.5
2011-02-12,89.0,72.5,47.0,9.87,11.609,1.739,0,1.087,5.3,0.975,-3.1
2011-02-13,100.0,85.625,59.0,25.958,38.417,12.458,14,1.25,4.2,2.625,-0.6
2011-02-14,100.0,99.417,95.0,27.75,38.708,10.958,11,1.0,5.9,4.438,2.7
2011-02-15,100.0,92.542,79.0,24.208,68.458,44.25,0,1.208,5.6,2.538,-1.2
2011-02-16,92.0,70.917,46.0,16.833,20.083,3.25,0,1.542,6.6,1.454,-2.0
2011-02-17,80.0,60.625,39.0,11.208,13.958,2.75,0,1.208,5.6,1.508,-1.4
2011-02-18,98.0,79.625,59.0,9.375,10.667,1.292,2,1.0,1.8,-1.246,-4.1
2011-02-19,93.0,75.208,48.0,11.391,14.783,3.391,0,1.391,5.7,-0.475,-5.5
2011-02-20,95.0,69.042,40.0,17.417,29.125,11.708,0,1.167,7.5,1.146,-4.6
2011-02-21,87.0,71.25,56.0,28.75,54.833,26.083,0,3.292,6.6,2.825,-2.3
2011-02-22,100.0,80.292,50.0,14.667,16.583,1.917,9,1.625,9.3,6.2,1.8
2011-02-23,100.0,94.458,69.0,18.167,23.167,5.0,14,1.125,10.6,9.004,5.8
2011-02-24,91.0,68.583,46.0,10.542,11.667,1.125,1,1.792,10.2,5.971,1.9
2011-02-25,100.0,92.708,83.0,21.292,28.5,7.208,3,1.042,6.6,4.638,2.9
2011-02-26,100.0,78.458,58.0,8.522,9.652,1.13,0,1.0,3.6,1.762,-2.2
2011-02-27,93.0,76.708,52.0,14.25,16.0,1.75,0,1.0,4.0,-0.029,-2.6
2011-02-28,94.0,66.75,38.0,15.083,22.083,7.0,0,1.042,6.2,1.671,-3.8
2011-03-01,100.0,85.458,61.0,25.667,49.375,23.708,0,1.125,14.0,7.258,0.7
2011-03-02,100.0,90.958,74.0,21.167,25.875,4.708,6,1.333,10.7,8.983,6.2
