date,NO2_mean,NOX_mean,NO_mean,PM25_mean,SO2_mean
2011-01-01,5.652,6.087,0.435,,2.696
2011-01-02,1.958,1.958,0.0,,2.417
2011-01-03,2.625,2.667,0.042,,2.708
2011-01-04,3.292,3.5,0.208,,3.458
2011-01-05,4.167,4.583,0.417,,2.208
2011-01-06,6.75,7.542,0.792,,2.292
2011-01-07,2.75,2.833,0.083,,2.125
2011-01-08,2.087,2.174,0.087,,2.087
2011-01-09,6.708,8.542,1.833,,2.625
2011-01-10,9.167,13.333,4.167,,2.458
2011-01-11,4.75,5.042,0.292,,2.583
2011-01-12,6.708,7.417,0.708,,2.417
2011-01-13,6.375,6.958,0.583,,2.583
2011-01-14,4.625,4.917,0.292,,2.625
2011-01-15,2.783,3.435,0.652,,2.261
2011-01-16,2.458,2.583,0.125,,2.458
2011-01-17,3.458,3.542,0.083,,2.25
2011-01-18,7.792,11.333,3.542,,2.333
2011-01-19,10.917,18.792,7.875,,2.5
2011-01-20,4.458,4.625,0.167,,2.25
2011-01-21,3.75,3.75,0.0,,2.083
2011-01-22,2.304,2.391,0.087,,2.261
2011-01-23,3.458,3.625,0.167,,2.208
2011-01-24,3.208,3.542,0.333,,2.125
2011-01-25,4.458,4.875,0.417,,2.667
2011-01-26,5.583,6.542,0.958,,2.292
2011-01-27,5.375,5.833,0.458,,2.667
2011-01-28,7.208,7.958,0.75,,2.333
2011-01-29,1.783,1.783,0.0,,2.043
2011-01-30,5.292,6.458,1.167,,2.167
2011-01-31,4.083,4.375,0.292,,2.167
2011-02-01,6.958,7.167,0.208,,3.625
2011-02-02,3.542,3.792,0.25,,2.5
2011-02-03,4.708,5.167,0.458,,2.167
2011-02-04,4.25,4.375,0.125,,2.875
2011-02-05,6.304,6.478,0.174,,3.957
2011-02-06,12.125,15.917,3.792,,2.833
2011-02-07,7.208,7.958,0.75,,2.792
2011-02-08,3.375,3.667,0.292,,2.208
2011-02-09,4.167,4.542,0.375,,2.167
2011-02-10,4.333,4.583,0.25,,2.292
2011-02-11,3.458,3.542,0.083,,2.167
2011-02-12,2.391,2.565,0.174,,2.13
2011-02-13,12.292,13.5,1.208,,2.292
2011-02-14,12.042,15.417,3.375,,2.292
2011-02-15,5.167,5.958,0.792,,2.375
2011-02-16,4.917,5.542,0.625,,2.333
2011-02-17,3.833,4.042,0.208,,2.417
