date,CO_mean,NO2_mean,NOX_mean,NO_mean,PM25_mean
2011-01-01,4.167,12.542,17.667,5.125,
2011-01-02,4.083,8.667,12.75,4.083,
2011-01-03,4.292,10.167,15.292,5.125,
2011-01-04,4.391,15.913,27.0,11.087,
2011-01-05,4.292,30.625,73.458,42.833,
2011-01-06,3.833,34.042,93.833,59.792,
2011-01-07,3.417,22.667,52.833,30.167,
2011-01-08,3.542,16.583,32.125,15.542,
2011-01-09,4.458,21.917,40.875,18.958,
2011-01-10,5.625,26.375,74.708,48.333,
2011-01-11,4.957,33.478,115.0,81.522,
2011-01-12,4.458,26.208,86.458,60.25,
2011-01-13,4.583,24.292,72.792,48.5,
2011-01-14,5.333,29.708,66.417,36.708,
2011-01-15,3.875,21.042,39.167,18.125,
2011-01-16,4.542,34.167,100.292,66.125,
2011-01-17,3.25,30.875,81.333,50.458,
2011-01-18,3.652,24.522,71.348,46.826,
2011-01-19,4.625,33.5,112.542,79.042,
2011-01-20,4.292,33.542,88.458,54.917,
2011-01-21,3.833,26.208,71.833,45.625,
2011-01-22,3.375,15.667,35.792,20.125,
2011-01-23,3.542,25.25,57.083,31.833,
2011-01-24,3.042,28.938,65.062,36.125,
2011-01-25,4.125,31.412,78.647,47.235,
2011-01-26,3.667,31.625,79.292,47.667,
2011-01-27,4.75,39.818,114.136,74.318,
2011-01-28,4.708,30.958,63.0,32.042,
2011-01-29,3.667,18.5,42.917,24.417,
2011-01-30,3.583,24.708,66.875,42.167,
2011-01-31,3.833,37.167,114.333,77.167,
2011-02-01,4.125,30.783,85.739,54.957,
2011-02-02,3.476,27.0,62.417,35.417,
2011-02-03,4.0,30.5,65.958,35.458,
2011-02-04,4.958,29.625,87.875,58.25,
2011-02-05,4.667,20.208,33.0,12.792,
2011-02-06,5.375,32.917,83.167,50.25,
2011-02-07,5.0,33.292,80.875,47.583,
2011-02-08,3.042,21.913,47.783,25.87,
2011-02-09,3.917,31.333,83.042,51.708,
2011-02-10,3.792,33.792,84.542,50.75,
2011-02-11,3.792,24.417,47.333,22.917,
2011-02-12,3.958,19.083,36.708,17.625,
2011-02-13,4.833,34.292,87.625,53.333,
2011-02-14,4.542,30.833,90.292,59.458,
2011-02-15,4.458,33.87,83.391,49.522,
2011-02-16,3.435,26.542,66.5,39.958,
2011-02-17,3.364,28.542,75.708,47.167,
2011-02-18,3.5,23.167,45.083,21.917,
2011-02-19,3.333,19.667,36.583,16.917,
2011-02-20,3.417,20.917,46.917,26.0,
2011-02-21,5.167,32.958,92.083,59.125,
