date,CH4_mean,CO_mean,HUM_max,HUM_mean,HUM_min,NMHC_mean,NO2_mean,NOX_mean,NO_mean,PM25_mean,RAIN_sum,TEMP_max,TEMP_mean,TEMP_min,THC_mean
2012-08-25,178.625,3.792,100.0,82.417,55.0,12.792,16.375,41.542,25.167,,0,342.0,282.583,224.0,191.417
2012-08-26,177.304,3.167,100.0,82.625,57.0,10.522,13.609,27.957,14.348,,0,331.0,279.5,225.0,187.826
2012-08-27,177.917,3.0,100.0,81.667,59.0,10.458,17.625,35.458,17.833,,0,332.0,281.583,227.0,188.375
2012-08-28,177.542,2.625,100.0,77.833,54.0,9.333,16.458,30.75,14.292,,0,336.0,286.75,241.0,186.875
2012-08-29,174.75,3.083,100.0,90.833,75.0,9.625,13.708,29.708,16.0,,0,292.0,274.458,258.0,184.375
2012-08-30,172.391,3.0,100.0,88.792,67.0,10.783,16.864,46.273,29.409,,4,327.0,284.167,254.0,183.174
2012-08-31,172.958,2.417,100.0,81.458,54.0,10.167,15.5,35.083,19.583,,0,341.0,289.292,250.0,183.125
2012-09-01,176.417,4.125,100.0,95.208,70.0,13.292,21.583,53.75,32.167,,20,308.0,256.417,226.0,189.708
2012-09-02,178.478,3.583,100.0,92.917,64.0,11.565,13.0,35.087,22.087,,7,313.0,249.208,215.0,190.043
2012-09-03,179.042,2.917,100.0,87.208,64.0,10.333,21.042,38.25,17.208,,1,310.0,259.042,212.0,189.375
2012-09-04,181.458,4.696,100.0,98.917,85.0,16.708,31.583,82.375,50.792,,12,296.0,250.75,227.0,198.167
2012-09-05,178.75,3.875,100.0,91.167,67.0,13.292,24.25,73.167,48.917,,0,313.0,264.583,222.0,192.042
2012-09-06,179.917,4.042,100.0,90.667,72.0,11.25,22.25,53.0,30.75,,0,302.0,262.375,228.0,191.167
2012-09-07,180.083,3.958,100.0,85.292,61.0,12.708,24.583,46.5,21.917,,0,327.0,269.958,214.0,192.792
2012-09-08,180.583,3.792,100.0,91.958,73.0,12.042,20.167,43.208,23.042,,0,291.0,260.792,234.0,192.625
2012-09-09,179.565,3.417,100.0,85.583,61.0,11.783,13.174,29.217,16.043,,0,319.0,269.917,225.0,191.348
2012-09-10,179.583,3.167,100.0,93.292,75.0,11.25,17.5,44.0,26.5,,2,294.0,254.917,224.0,190.833
2012-09-11,179.583,3.304,100.0,92.708,76.0,9.833,21.542,60.167,38.625,,3,284.0,244.5,215.0,189.417
2012-09-12,182.708,3.583,100.0,83.125,56.0,12.667,30.375,63.875,33.5,,0,305.0,252.333,202.0,195.375
2012-09-13,180.708,3.875,100.0,89.125,67.0,12.625,25.875,61.708,35.833,,0,314.0,256.625,208.0,193.333
2012-09-14,179.0,3.542,100.0,91.542,61.0,11.542,21.667,65.833,44.167,,25,315.0,252.833,223.0,190.542
2012-09-15,179.5,3.708,100.0,88.542,60.0,12.625,17.042,39.292,22.25,,7,316.0,254.542,218.0,192.125
2012-09-16,178.522,2.625,100.0,85.958,72.0,8.87,8.87,19.217,10.348,,0,307.0,268.25,222.0,187.391
2012-09-17,177.333,2.125,100.0,81.625,54.0,7.583,7.667,11.208,3.542,,2,328.0,282.792,251.0,184.917
2012-09-18,177.5,3.0,100.0,100.0,100.0,13.125,21.875,41.792,19.917,,65,257.0,243.542,236.0,190.625
2012-09-19,181.5,5.125,100.0,87.458,59.0,12.417,46.375,122.375,76.0,,0,288.0,239.583,203.0,193.917
2012-09-20,185.042,4.292,100.0,81.333,54.0,11.292,38.083,74.125,36.042,,0,267.0,227.875,197.0,196.333
2012-09-21,184.125,3.625,100.0,82.333,54.0,9.167,31.125,46.458,15.333,,0,284.0,233.042,188.0,193.292
2012-09-22,184.333,3.833,100.0,85.167,50.0,9.25,20.583,27.792,7.208,,4,279.0,231.0,191.0,193.583
2012-09-23,183.826,4.667,100.0,94.417,76.0,8.826,28.0,36.913,8.913,,12,236.0,198.958,174.0,192.652
2012-09-24,181.75,3.708,100.0,83.833,57.0,8.625,38.917,76.042,37.125,,0,264.0,217.125,167.0,190.375
2012-09-25,182.609,3.348,100.0,79.125,57.0,7.652,35.75,77.333,41.583,,0,277.0,224.833,176.0,190.261
2012-09-26,183.875,3.5,97.0,76.208,49.0,8.167,38.625,98.75,60.125,,0,279.0,224.875,183.0,192.042
2012-09-27,182.958,3.5,100.0,79.667,49.0,8.083,36.833,92.667,55.833,,0,283.0,220.75,162.0,191.042
2012-09-28,183.417,4.667,100.0,82.542,52.0,11.25,41.333,91.583,50.25,,0,288.0,218.708,163.0,194.667
2012-09-29,185.917,5.5,100.0,93.667,76.0,14.25,34.208,63.333,29.125,,5,256.0,213.458,174.0,200.167
2012-09-30,182.261,4.333,100.0,100.0,100.0,9.304,23.696,40.261,16.565,,88,210.0,195.667,179.0,191.565
2012-10-01,184.083,4.083,100.0,94.458,86.0,9.292,36.708,90.125,53.417,,0,221.0,193.792,170.0,193.375
2012-10-02,185.083,3.826,100.0,80.875,56.0,8.25,37.042,99.333,62.292,,0,265.0,208.542,160.0,193.333
2012-10-03,183.083,3.667,100.0,80.708,52.0,7.542,38.458,81.208,42.75,,0,268.0,219.875,180.0,190.625
2012-10-04,181.875,3.708,98.0,85.958,67.0,8.333,37.167,75.833,38.667,,0,248.0,214.875,167.0,190.208
2012-10-05,182.667,3.625,100.0,77.125,51.0,8.208,33.25,81.75,48.5,,0,255.0,201.292,150.0,190.875
2012-10-06,183.625,4.667,100.0,90.208,64.0,10.875,29.625,61.458,31.833,,2,237.0,190.25,157.0,194.5
2012-10-07,183.913,4.833,100.0,85.75,70.0,9.391,23.826,36.913,13.087,,0,232.0,183.125,148.0,193.304
2012-10-08,184.458,4.5,100.0,78.167,49.0,8.667,25.375,47.875,22.5,,0,249.0,186.917,124.0,193.125
2012-10-09,182.542,4.348,100.0,78.208,51.0,8.667,39.167,102.917,63.75,,0,249.0,196.458,161.0,191.208
2012-10-10,183.208,4.208,100.0,80.958,51.0,10.208,35.625,84.458,48.833,,0,252.0,195.958,138.0,193.417
2012-10-11,183.125,4.0,100.0,86.333,57.0,8.958,36.292,69.583,33.292,,1,241.0,196.792,166.0,192.083
2012-10-12,184.792,4.0,97.0,76.167,54.0,7.292,35.375,80.958,45.583,,0,215.0,169.917,131.0,192.083
2012-10-13,185.833,4.375,100.0,79.042,49.0,7.667,28.792,65.5,36.708,,0,224.0,165.292,103.0,193.5
2012-10-14,186.435,6.0,100.0,83.083,49.0,11.696,29.087,48.087,19.0,,0,217.0,172.375,133.0,198.13
2012-10-15,185.958,4.792,100.0,81.542,52.0,10.5,39.75,93.833,54.083,,0,245.0,180.167,118.0,196.458
2012-10-16,185.083,4.217,100.0,76.75,48.0,10.417,43.625,93.875,50.25,,0,247.0,192.208,137.0,195.5
2012-10-17,184.125,3.917,100.0,91.625,75.0,9.667,33.25,56.958,23.708,,49,202.0,186.042,170.0,193.792
2012-10-18,184.5,3.792,100.0,86.708,67.0,6.167,42.583,89.875,47.292,,0,179.0,169.917,162.0,190.667
2012-10-19,185.667,3.417,100.0,71.208,47.0,6.792,25.292,53.208,27.917,,0,201.0,157.292,105.0,192.458
2012-10-20,186.625,5.625,100.0,84.542,51.0,9.083,31.917,75.292,43.375,,0,215.0,146.083,91.0,195.708
2012-10-21,186.261,6.958,100.0,86.458,56.0,13.435,30.435,64.217,33.783,,0,235.0,166.333,110.0,199.696
2012-10-22,184.667,4.25,100.0,79.958,42.0,10.208,26.917,63.125,36.208,,8,239.0,187.75,116.0,194.875
2012-10-23,182.348,3.522,100.0,97.5,94.0,8.435,28.522,56.174,27.652,,30,215.0,153.167,111.0,190.783
2012-10-24,185.292,4.25,,,,8.833,38.75,115.542,76.792,,0,178.0,123.75,81.0,194.125
2012-10-25,186.875,5.5,,,,13.083,40.25,121.458,81.208,,0,199.0,131.958,83.0,199.958
2012-10-26,185.083,5.458,,,,11.542,43.792,135.042,91.25,,0,227.0,150.875,95.0,196.625
2012-10-27,185.167,4.917,,,,11.208,31.417,76.833,45.417,,0,230.0,168.375,102.0,196.375
2012-10-28,186.391,4.917,,,,12.391,25.13,38.783,13.652,,26,190.0,163.958,140.0,198.783
2012-10-29,186.458,4.875,,,,10.125,38.292,84.875,46.583,,0,194.0,145.417,100.0,196.583
2012-10-30,187.833,4.375,,,,9.625,40.5,116.875,76.375,,0,188.0,127.583,83.0,197.458
2012-10-31,186.783,4.391,,,,8.783,39.25,93.958,54.708,,1,178.0,129.043,108.0,195.565
2012-11-01,188.167,4.167,89.0,65.455,49.0,8.542,36.958,71.958,35.0,,1,165.0,121.917,86.0,196.708
2012-11-02,188.667,3.917,95.0,79.708,61.0,7.917,32.833,65.083,32.25,,0,139.0,108.583,78.0,196.583
2012-11-03,188.75,4.625,94.0,72.917,48.0,7.542,27.417,43.458,16.042,,0,149.0,113.875,87.0,196.292
2012-11-04,186.565,5.292,100.0,86.458,58.0,9.217,24.652,50.522,25.87,,0,161.0,109.25,53.0,195.783
2012-11-05,186.417,5.208,100.0,96.375,82.0,14.417,33.667,75.292,41.625,,0,171.0,130.958,99.0,200.833
2012-11-06,186.042,6.348,100.0,90.583,57.0,13.75,42.208,118.375,76.167,,2,193.0,139.25,83.0,199.792
2012-11-07,189.667,7.167,100.0,80.625,50.0,13.792,47.5,128.833,81.333,,0,171.0,116.0,73.0,203.458
2012-11-08,186.958,6.0,100.0,77.542,52.0,11.583,51.0,108.042,57.042,,0,182.0,132.417,85.0,198.542
2012-11-09,185.167,5.083,100.0,84.583,61.0,9.708,42.833,110.458,67.625,,0,182.0,124.292,91.0,194.875
2012-11-10,184.917,4.958,100.0,80.208,62.0,8.083,35.667,77.75,42.083,,0,161.0,119.5,89.0,193.0
2012-11-11,184.348,3.583,100.0,99.167,87.0,8.348,18.304,30.087,11.783,,24,154.0,126.625,86.0,192.696
2012-11-12,187.083,5.458,100.0,78.167,46.0,10.667,36.333,81.75,45.417,,0,164.0,124.042,77.0,197.75
2012-11-13,186.833,5.391,100.0,87.25,56.0,10.167,50.143,152.476,102.333,,8,163.0,104.667,69.0,197.0
2012-11-14,187.708,4.0,100.0,72.125,45.0,8.625,35.875,67.333,31.458,,0,127.0,86.75,55.0,196.333
2012-11-15,188.792,4.333,100.0,88.083,66.0,7.708,28.875,62.75,33.875,,1,106.0,71.792,47.0,196.5
2012-11-16,188.625,6.167,100.0,88.458,57.0,13.667,40.125,137.167,97.042,,1,142.0,91.292,47.0,202.292
2012-11-17,187.958,5.292,100.0,99.542,91.0,13.333,34.708,71.667,36.958,,58,129.0,106.417,75.0,201.292
2012-11-18,188.696,5.708,100.0,89.458,68.0,10.043,24.261,44.913,20.652,,1,129.0,98.083,55.0,198.739
2012-11-19,189.167,6.5,100.0,88.083,56.0,13.5,35.417,124.833,89.417,,0,146.0,85.333,36.0,202.667
2012-11-20,187.958,4.87,100.0,83.625,61.0,10.542,36.583,104.833,68.25,,0,140.0,105.333,81.0,198.5
2012-11-21,187.083,4.208,100.0,84.083,58.0,9.208,32.0,78.5,46.5,,0,127.0,94.333,70.0,196.292
2012-11-22,189.333,6.083,100.0,91.875,72.0,18.375,35.5,103.875,68.375,,0,141.0,98.833,75.0,207.708
2012-11-23,185.75,5.083,100.0,96.875,78.0,10.958,30.042,50.333,20.292,,17,119.0,103.917,88.0,196.708
2012-11-24,186.667,4.375,100.0,78.125,63.0,8.583,22.958,40.875,17.917,,0,109.0,81.125,32.0,195.25
2012-11-25,188.043,7.208,100.0,77.0,36.0,15.348,30.957,83.478,52.522,,0,131.0,69.0,16.0,203.391
2012-11-26,185.625,4.75,100.0,97.458,85.0,10.958,35.875,69.708,33.833,,31,149.0,100.458,67.0,196.583
2012-11-27,187.458,4.565,100.0,83.708,64.0,8.875,33.958,94.167,60.208,,0,90.0,61.333,26.0,196.333
2012-11-28,188.333,5.417,100.0,87.542,57.0,13.833,35.042,121.625,86.583,,0,107.0,56.208,7.0,202.167
2012-11-29,189.167,6.958,100.0,91.25,67.0,17.292,39.375,152.125,112.75,,0,143.0,83.292,35.0,206.458
2012-11-30,187.167,5.333,100.0,85.208,65.0,12.333,33.167,119.583,86.417,,0,132.0,87.5,50.0,199.5
2012-12-01,187.333,4.25,97.0,83.208,65.0,8.167,31.417,76.792,45.375,,0,89.0,62.5,35.0,195.5
2012-12-02,186.565,3.5,100.0,80.417,57.0,6.652,16.348,26.391,10.043,,1,76.0,51.0,20.0,193.217
2012-12-03,187.75,7.125,100.0,84.667,49.0,16.875,41.292,155.625,114.333,,1,111.0,58.333,3.0,204.625
2012-12-04,187.583,4.304,100.0,68.083,42.0,8.583,35.042,67.083,32.042,,12,102.0,73.083,28.0,196.167
2012-12-05,189.292,4.917,90.0,70.583,49.0,11.167,37.0,94.333,57.333,,0,92.0,43.917,-3.0,200.458
2012-12-06,187.458,3.792,82.0,54.739,31.0,6.958,29.917,48.083,18.167,,0,112.0,58.625,11.0,194.417
2012-12-07,189.5,5.208,85.0,57.542,38.0,11.625,34.833,81.333,46.5,,0,79.0,37.208,-2.0,201.125
2012-12-08,190.0,5.875,94.0,62.417,26.0,11.25,35.875,83.542,47.667,,2,88.0,41.542,-14.0,201.25
2012-12-09,188.739,4.583,77.0,54.0,33.0,5.87,27.783,47.913,20.13,,0,53.0,19.25,-5.0,194.609
2012-12-10,188.875,4.333,74.0,62.583,45.0,6.167,31.5,59.625,28.125,,0,54.0,19.625,-9.0,195.042
2012-12-11,187.9,5.3,83.0,62.292,42.0,10.5,44.625,116.375,71.75,,0,77.0,33.75,5.0,198.4
2012-12-12,185.208,4.75,88.0,70.458,45.0,11.208,44.292,152.958,108.667,,0,81.0,32.125,-7.0,196.417
2012-12-13,185.042,5.917,89.0,67.25,33.0,13.625,47.417,165.75,118.333,,0,100.0,40.5,-3.0,198.667
2012-12-14,188.875,6.542,96.0,74.667,45.0,21.833,50.375,155.208,104.833,,10,127.0,57.458,-11.0,210.708
2012-12-15,187.667,7.208,97.0,92.667,82.0,19.083,39.5,102.208,62.708,,15,134.0,103.708,72.0,206.75
2012-12-16,188.913,5.375,95.0,71.875,46.0,10.13,29.739,57.043,27.304,,0,121.0,94.333,52.0,199.043
2012-12-17,190.75,6.542,92.0,83.125,54.0,14.042,40.292,122.125,81.833,,2,115.0,68.208,22.0,204.792
2012-12-18,190.542,5.522,95.0,80.083,65.0,10.625,33.833,111.417,77.583,,0,90.0,62.458,39.0,201.167
2012-12-19,189.917,4.167,87.0,67.917,50.0,7.583,33.167,72.292,39.125,,0,53.0,27.583,-11.0,197.5
2012-12-20,191.0,6.0,92.0,67.167,47.0,11.667,46.083,156.333,110.25,,0,82.0,32.25,-21.0,202.667
2012-12-21,191.292,5.417,95.0,77.5,55.0,13.625,43.917,123.5,79.583,,20,75.0,44.542,4.0,204.917
2012-12-22,189.292,4.792,97.0,83.958,70.0,9.833,30.958,52.375,21.417,,17,104.0,73.792,50.0,199.125
2012-12-23,190.739,5.667,92.0,67.167,49.0,8.739,30.0,61.13,31.13,,0,86.0,40.25,2.0,199.478
2012-12-24,190.208,4.125,75.0,55.458,43.0,6.167,22.167,32.333,10.167,,0,50.0,15.375,-13.0,196.375
2012-12-25,191.417,6.304,80.0,65.875,53.0,11.583,44.042,110.5,66.458,,0,53.0,18.792,-16.0,203.0
2012-12-26,190.625,4.083,83.0,66.625,50.0,7.458,34.625,73.875,39.25,,0,46.0,19.75,-6.0,198.083
2012-12-27,191.25,5.625,86.0,71.625,47.0,11.375,44.875,142.833,97.958,,0,50.0,5.625,-30.0,202.625
2012-12-28,190.333,5.542,94.0,86.0,72.0,12.208,41.583,119.375,77.792,,8,55.0,28.0,-23.0,202.542
2012-12-29,190.458,6.875,95.0,79.292,51.0,14.333,31.875,76.583,44.708,,1,128.0,83.75,52.0,204.792
2012-12-30,190.913,6.458,98.0,92.833,80.0,14.0,25.261,45.87,20.609,,41,97.0,81.208,57.0,204.913
2012-12-31,189.875,5.5,81.0,58.917,40.0,8.042,18.458,27.083,8.625,,0,53.0,23.25,-19.0,197.917
2013-01-01,192.167,9.083,90.0,69.25,41.0,14.625,30.292,56.958,26.667,25.167,0,117.0,70.417,24.0,206.792
2013-01-02,189.333,6.292,96.0,73.667,45.0,12.0,23.875,38.208,14.333,12.75,0,103.0,49.125,6.0,201.333
2013-01-03,190.167,7.167,99.0,76.25,42.0,15.917,25.292,52.958,27.667,9.0,0,102.0,43.458,-7.0,206.083
2013-01-04,190.125,5.708,95.0,77.958,61.0,11.708,18.625,41.75,23.125,11.958,0,83.0,41.25,15.0,201.833
2013-01-05,189.261,4.542,85.0,67.375,44.0,10.391,24.304,44.0,19.696,4.25,0,60.0,17.5,-22.0,199.652
2013-01-06,189.417,4.958,94.0,74.542,51.0,10.708,33.0,97.833,64.833,4.375,0,70.0,19.792,-23.0,200.125
2013-01-07,190.87,6.043,95.0,73.333,45.0,15.87,47.667,154.375,106.708,10.583,0,93.0,29.0,-27.0,206.739
2013-01-08,189.833,5.167,100.0,95.583,80.0,16.5,44.375,125.458,81.083,8.917,29,79.0,60.5,35.0,206.333
2013-01-09,187.792,3.583,98.0,81.417,68.0,6.958,32.833,57.083,24.25,2.375,4,85.0,46.583,4.0,194.75
2013-01-10,188.167,3.833,83.0,67.417,44.0,8.292,35.583,72.417,36.833,2.625,0,55.0,15.625,-9.0,196.458
2013-01-11,189.167,5.042,86.0,64.917,46.0,8.958,37.625,82.375,44.75,11.792,0,72.0,25.75,-12.0,198.125
2013-01-12,189.913,6.917,90.0,69.458,47.0,10.217,37.304,94.304,57.0,19.75,0,67.0,23.25,-24.0,200.13
2013-01-13,189.792,4.542,91.0,71.25,51.0,7.458,22.917,37.542,14.625,14.609,0,54.0,22.375,-13.0,197.25
2013-01-14,188.773,4.652,94.0,75.292,48.0,10.818,36.875,110.042,73.167,5.5,0,59.0,9.208,-27.0,199.591
2013-01-15,188.625,4.042,89.0,68.708,40.0,9.875,44.167,126.0,81.833,5.0,0,85.0,32.083,-20.0,198.5
2013-01-16,188.917,4.5,87.0,68.917,50.0,10.292,43.25,119.875,76.625,4.5,0,82.0,37.5,-12.0,199.208
2013-01-17,189.75,4.167,92.0,77.875,56.0,10.208,32.542,95.208,62.667,5.542,0,76.0,31.5,-7.0,199.958
2013-01-18,193.375,5.042,95.0,78.125,53.0,10.5,33.5,72.167,38.667,21.75,0,72.0,27.917,-13.0,203.875
2013-01-19,190.522,4.208,88.0,75.833,60.0,7.826,23.913,47.261,23.348,6.458,1,32.0,4.917,-19.0,198.348
2013-01-20,192.25,5.25,99.0,80.042,51.0,14.042,45.25,112.167,66.917,13.208,8,55.0,18.208,-40.0,206.292
2013-01-21,191.522,5.913,100.0,83.13,57.0,11.87,44.667,129.417,84.75,18.087,0,70.0,30.478,-3.0,203.391
2013-01-22,191.167,4.542,93.0,72.542,43.0,9.625,36.333,87.458,51.125,11.875,0,57.0,20.542,-18.0,200.792
2013-01-23,190.625,4.625,95.0,77.208,55.0,10.333,38.0,120.125,82.125,11.792,0,77.0,29.833,-11.0,200.958
2013-01-24,189.875,6.417,99.0,75.833,36.0,14.167,47.625,153.625,106.0,15.25,0,117.0,35.5,-24.0,204.042
2013-01-25,190.708,7.167,100.0,79.25,47.0,19.5,44.458,140.5,96.042,22.917,1,135.0,77.833,8.0,210.208
2013-01-26,191.0,4.5,100.0,82.5,57.0,9.261,20.87,37.043,16.174,13.083,1,94.0,57.0,13.0,200.261
2013-01-27,190.667,4.292,91.0,62.292,43.0,9.833,33.792,87.125,53.333,7.958,0,69.0,23.167,-19.0,200.5
2013-01-28,193.292,6.391,95.0,79.917,55.0,17.167,46.333,137.292,90.958,15.667,0,104.0,41.333,-26.0,210.458
2013-01-29,191.75,6.125,100.0,76.625,46.0,17.167,50.833,171.542,120.708,17.375,0,107.0,49.083,3.0,208.917
2013-01-30,197.875,7.458,100.0,95.75,67.0,28.5,53.958,162.667,108.708,18.458,12,102.0,65.083,20.0,226.375
2013-01-31,190.875,6.083,100.0,73.833,41.0,12.5,46.333,131.292,84.958,17.5,0,129.0,81.625,17.0,203.375
2013-02-01,190.75,6.292,98.0,79.0,46.0,15.25,45.208,134.292,89.083,14.667,0,161.0,70.625,1.0,206.0
2013-02-02,191.87,7.292,100.0,94.583,80.0,20.87,35.783,87.348,51.565,23.833,2,154.0,106.0,75.0,212.739
2013-02-03,194.625,7.25,100.0,92.208,82.0,21.75,34.0,106.0,72.0,27.458,0,150.0,108.5,72.0,216.375
2013-02-04,189.708,2.87,95.0,74.417,57.0,6.417,27.25,47.292,20.042,1.458,0,77.0,34.625,-8.0,196.125
2013-02-05,191.708,3.167,87.0,73.167,54.0,6.792,32.5,59.833,27.333,3.417,0,27.0,1.333,-13.0,198.5
2013-02-06,191.5,3.042,88.0,70.833,59.0,6.5,25.292,49.75,24.458,3.167,0,26.0,3.167,-29.0,198.0
2013-02-07,190.458,2.917,98.0,65.083,47.0,6.292,27.583,54.5,26.917,3.833,0,48.0,19.458,-9.0,196.75
2013-02-08,189.792,3.25,100.0,95.75,84.0,7.833,35.833,76.5,40.667,2.0,22,30.0,18.292,4.0,197.625
2013-02-09,188.174,3.083,92.0,76.792,56.0,6.217,19.261,28.478,9.217,1.875,13,67.0,34.667,3.0,194.391
2013-02-10,189.583,3.522,96.0,73.458,56.0,6.333,29.667,59.583,29.917,7.458,0,47.0,18.083,-12.0,195.917
2013-02-11,188.458,2.542,75.0,60.125,49.0,5.792,17.833,26.875,9.042,3.458,0,35.0,14.042,-6.0,194.25
2013-02-12,188.25,3.0,80.0,65.125,45.0,5.458,33.917,62.0,28.083,4.292,0,77.0,35.625,-5.0,193.708
2013-02-13,188.583,2.833,81.0,66.333,54.0,5.542,35.833,66.625,30.792,3.875,0,56.0,34.792,16.0,194.125
2013-02-14,188.208,3.167,100.0,92.125,59.0,5.792,46.125,88.708,42.583,3.625,12,34.0,20.458,6.0,194.0
2013-02-15,187.208,2.917,100.0,87.875,70.0,5.583,27.375,41.0,13.625,2.875,13,70.0,43.167,26.0,192.792
2013-02-16,191.261,4.417,88.0,60.0,36.0,7.87,20.957,33.565,12.609,20.125,0,91.0,46.917,-3.0,199.13
2013-02-17,192.333,5.261,97.0,75.0,43.0,10.167,40.714,100.714,60.0,23.375,0,104.0,34.25,-13.0,202.5
2013-02-18,189.625,2.833,71.0,58.917,48.0,5.25,20.565,31.478,10.913,9.792,0,40.0,24.0,15.0,194.875
2013-02-19,188.875,2.667,71.0,57.958,46.0,4.917,23.875,41.375,17.5,8.083,0,51.0,25.292,5.0,193.792
2013-02-20,189.417,3.833,78.0,63.542,45.0,6.417,47.917,114.75,66.833,11.5,0,78.0,28.458,-5.0,195.833
2013-02-21,190.5,4.333,93.0,73.458,54.0,7.917,42.333,112.5,70.167,13.125,0,65.0,20.125,-23.0,198.417
2013-02-22,189.25,4.083,84.0,67.417,46.0,6.5,36.042,69.5,33.458,9.0,0,62.0,25.875,-15.0,195.75
2013-02-23,189.565,4.417,94.0,64.125,34.0,7.522,28.826,59.522,30.696,9.417,0,91.0,28.0,-24.0,197.087
2013-02-24,190.583,5.125,93.0,68.708,41.0,11.583,42.208,103.083,60.875,10.042,0,100.0,36.042,-21.0,202.167
2013-02-25,193.875,6.348,91.0,66.125,37.0,13.083,46.375,118.25,71.875,38.913,0,133.0,62.208,2.0,206.958
2013-02-26,194.375,7.208,99.0,64.125,31.0,15.375,47.958,99.083,51.125,47.125,0,134.0,78.625,4.0,209.75
2013-02-27,188.917,4.958,100.0,97.708,75.0,12.667,34.125,51.583,17.458,16.875,21,125.0,108.0,86.0,201.583
2013-02-28,187.583,4.167,100.0,80.292,56.0,8.917,34.208,70.333,36.125,19.833,0,138.0,111.375,77.0,196.5
2013-03-01,190.375,5.083,100.0,88.292,65.0,8.792,31.0,53.208,22.208,25.958,6,115.0,83.0,56.0,199.167
2013-03-02,189.565,4.75,100.0,87.958,67.0,8.652,24.261,39.043,14.783,9.125,4,102.0,73.417,42.0,198.217
2013-03-03,190.167,3.292,85.0,66.292,37.0,6.542,25.958,48.667,22.708,5.833,0,87.0,47.458,-1.0,196.708
2013-03-04,191.522,3.565,98.0,64.875,33.0,10.478,39.5,82.167,42.667,9.083,1,126.0,61.792,-22.0,202.0
2013-03-05,189.542,3.375,100.0,91.083,68.0,7.875,28.875,44.375,15.5,6.042,12,96.0,72.958,22.0,197.417
2013-03-06,190.292,3.25,89.0,68.375,47.0,6.208,32.417,51.0,18.583,7.75,0,57.0,23.75,0.0,196.5
2013-03-07,190.542,3.833,86.0,62.708,37.0,7.75,37.958,78.917,40.958,7.583,0,74.0,25.375,-21.0,198.292
2013-03-08,190.833,3.792,84.0,64.708,43.0,7.708,33.167,75.875,42.708,8.083,0,70.0,33.625,-14.0,198.542
2013-03-09,189.957,4.042,94.0,67.625,32.0,7.913,21.391,32.174,10.783,12.417,1,100.0,48.542,-2.0,197.87
2013-03-10,189.833,3.167,83.0,65.625,43.0,6.25,23.0,34.208,11.208,5.667,0,58.0,23.0,-3.0,196.083
2013-03-11,190.292,4.261,89.0,61.875,34.0,8.958,40.25,90.792,50.542,8.5,0,99.0,43.417,-9.0,199.25
2013-03-12,189.542,5.458,95.0,61.542,26.0,13.208,50.083,142.042,91.958,14.75,0,158.0,83.542,4.0,202.75
2013-03-13,189.042,4.292,100.0,96.542,74.0,14.083,44.625,78.25,33.625,8.167,109,134.0,90.75,58.0,203.125
2013-03-14,187.583,3.167,91.0,76.167,54.0,6.333,26.292,39.292,13.0,5.0,1,76.0,46.458,16.0,193.917
2013-03-15,189.542,4.583,93.0,70.167,42.0,9.458,39.125,80.167,41.042,14.292,0,91.0,45.542,5.0,199.0
2013-03-16,191.478,6.708,100.0,76.208,46.0,13.652,39.304,79.087,39.783,30.792,0,156.0,85.25,10.0,205.13
2013-03-17,191.65,5.364,100.0,70.583,30.0,10.5,39.7,68.95,29.25,40.0,0,187.0,116.875,45.0,202.15
2013-03-18,188.25,4.167,93.0,80.083,70.0,9.417,31.125,43.583,12.458,25.25,3,168.0,138.417,79.0,197.667
2013-03-19,190.167,3.75,92.0,57.833,31.0,7.333,29.667,49.792,20.125,13.75,0,161.0,105.375,49.0,197.5
2013-03-20,188.542,4.042,100.0,97.5,88.0,9.208,37.542,55.958,18.417,5.167,26,111.0,92.5,62.0,197.75
2013-03-21,189.708,3.083,94.0,72.792,49.0,5.875,20.708,27.417,6.708,3.042,1,79.0,51.917,22.0,195.583
2013-03-22,189.792,3.292,86.0,61.208,35.0,7.083,22.0,36.375,14.375,4.625,0,112.0,61.083,20.0,196.875
2013-03-23,191.087,5.708,97.0,68.333,35.0,11.522,33.913,62.087,28.174,17.125,0,161.0,82.417,3.0,202.609
2013-03-24,191.333,6.167,96.0,58.875,19.0,13.792,55.25,105.292,50.042,32.792,0,190.0,110.417,30.0,205.125
2013-03-25,188.0,5.391,81.0,66.792,49.0,11.833,51.292,95.208,43.917,24.75,0,185.0,137.833,95.0,199.833
2013-03-26,190.917,5.792,100.0,99.958,99.0,21.833,44.208,91.958,47.75,16.958,35,142.0,126.625,112.0,212.75
2013-03-27,186.875,4.25,100.0,79.542,45.0,9.542,35.042,74.208,39.167,14.75,0,158.0,128.5,75.0,196.417
2013-03-28,188.667,5.25,99.0,62.5,19.0,12.083,51.458,107.458,56.0,24.708,0,210.0,124.083,44.0,200.75
2013-03-29,187.208,4.167,100.0,77.583,53.0,11.458,29.333,56.833,27.5,14.542,3,195.0,149.083,104.0,198.667
2013-03-30,187.435,3.458,100.0,87.583,65.0,8.348,13.304,15.609,2.304,3.792,59,177.0,142.292,118.0,195.783
2013-03-31,189.417,3.333,82.0,55.458,28.0,6.042,21.75,30.958,9.208,11.542,0,173.0,120.667,80.0,195.458
