date,CO_mean,NO2_mean,NOX_mean,NO_mean,PM25_mean,SO2_mean
2011-01-01,5.25,20.208,37.708,17.5,,2.0
2011-01-02,3.75,10.792,17.958,7.167,,2.292
2011-01-03,4.739,18.875,32.667,13.792,,2.792
2011-01-04,4.042,15.0,27.043,12.043,,4.083
2011-01-05,4.667,26.083,64.5,38.417,,1.208
2011-01-06,5.833,35.75,98.833,63.083,,1.957
2011-01-07,4.125,21.542,50.0,28.458,,1.417
2011-01-08,5.958,23.333,55.458,32.125,,1.333
2011-01-09,6.042,26.0,67.625,41.625,,2.417
2011-01-10,8.565,39.167,124.417,85.25,,3.333
2011-01-11,3.75,21.609,47.391,25.783,,3.625
2011-01-12,5.958,35.583,94.125,58.542,,2.875
2011-01-13,5.583,30.0,89.125,59.125,,3.783
2011-01-14,7.5,32.5,78.958,46.458,,5.25
2011-01-15,5.083,20.417,41.708,21.292,,3.0
2011-01-16,5.375,34.3,113.2,78.9,,3.0
2011-01-17,7.13,28.636,87.545,58.909,,3.25
2011-01-18,7.125,41.913,131.174,89.261,,3.0
2011-01-19,7.75,41.5,141.0,99.5,,3.5
2011-01-20,5.417,32.792,85.5,52.708,,2.87
2011-01-21,6.958,36.5,103.5,67.0,,2.917
2011-01-22,7.125,28.75,67.958,39.208,,3.125
2011-01-23,3.875,21.417,50.042,28.625,,2.417
2011-01-24,2.913,20.083,43.042,22.958,,2.083
2011-01-25,4.25,25.565,59.174,33.609,,2.75
2011-01-26,4.542,28.792,71.917,43.125,,2.167
2011-01-27,7.75,36.25,100.625,64.375,,3.609
2011-01-28,5.125,27.833,66.5,38.667,,3.083
2011-01-29,4.583,19.875,45.625,25.75,,2.0
2011-01-30,8.19,42.0,138.167,96.167,,2.542
2011-01-31,6.375,34.833,99.25,64.417,,2.542
2011-02-01,6.458,31.174,108.435,77.261,,3.917
2011-02-02,3.208,17.667,36.792,19.125,,2.25
2011-02-03,5.708,31.75,79.208,47.458,,2.261
2011-02-04,5.708,30.0,68.708,38.708,,4.125
2011-02-05,7.042,28.417,52.375,23.958,,5.333
