date,CH4_mean,CO_mean,NMHC_mean,NO2_mean,NOX_mean,NO_mean,THC_mean
2011-01-01,202.25,4.333,17.333,17.75,26.667,8.917,219.583
2011-01-02,197.75,3.667,9.292,8.583,14.167,5.583,207.042
2011-01-03,198.0,4.708,12.125,20.083,34.458,14.375,210.125
2011-01-04,199.0,4.609,10.833,17.125,33.25,16.125,209.833
2011-01-05,199.818,3.783,13.773,22.0,35.636,13.636,213.591
2011-01-06,201.583,5.417,21.958,36.0,82.958,46.958,223.542
2011-01-07,198.292,2.375,8.083,9.625,14.5,4.875,206.375
2011-01-08,201.792,3.583,14.375,18.375,30.042,11.667,216.167
2011-01-09,202.75,4.417,17.625,21.208,35.167,13.958,220.375
2011-01-10,204.042,6.75,25.917,38.917,97.417,58.5,229.958
2011-01-11,197.917,4.783,11.667,26.792,72.0,45.208,209.583
2011-01-12,201.208,4.708,14.625,28.167,65.208,37.042,215.833
2011-01-13,201.864,5.478,22.545,35.0,94.565,59.565,224.409
2011-01-14,202.25,5.917,16.25,30.542,65.667,35.125,218.5
2011-01-15,200.917,4.542,17.083,18.292,30.625,12.333,218.0
2011-01-16,198.043,2.696,11.261,9.652,12.304,2.652,209.304
2011-01-17,201.875,3.917,20.25,26.25,66.167,39.917,222.125
2011-01-18,204.375,4.957,30.792,34.25,63.083,28.833,235.167
2011-01-19,201.083,4.375,32.417,30.083,47.75,17.667,233.5
2011-01-20,194.708,2.583,12.917,11.917,14.125,2.208,207.625
2011-01-21,196.125,3.375,18.333,18.375,21.708,3.333,214.458
2011-01-22,199.667,4.958,24.333,25.667,44.417,18.75,224.0
2011-01-23,196.125,3.792,12.333,22.208,55.583,33.375,208.458
2011-01-24,196.917,4.208,11.375,30.125,84.583,54.458,208.292
2011-01-25,200.0,5.391,13.458,33.333,88.875,55.542,213.458
2011-01-26,201.391,4.174,14.565,30.304,69.391,39.087,215.957
2011-01-27,201.917,5.875,15.917,39.292,102.458,63.167,217.833
2011-01-28,201.333,4.333,14.208,24.125,44.958,20.833,215.542
2011-01-29,200.292,2.667,10.75,9.083,12.5,3.417,211.042
2011-01-30,203.625,4.542,17.917,30.75,67.792,37.042,221.542
2011-01-31,201.875,4.333,18.583,35.167,85.125,49.958,220.458
2011-02-01,202.783,5.682,24.304,35.591,88.136,52.545,227.087
2011-02-02,199.0,3.458,9.409,22.375,56.792,34.417,208.409
2011-02-03,203.167,4.792,17.0,35.125,83.375,48.25,220.167
2011-02-04,200.417,4.917,14.708,31.25,74.375,43.125,215.125
2011-02-05,204.542,5.625,19.792,25.5,41.042,15.542,224.333
2011-02-06,204.375,5.208,31.167,27.958,38.125,10.167,235.542
2011-02-07,200.792,5.833,25.75,36.125,81.667,45.542,226.542
2011-02-08,196.696,3.909,12.217,31.609,84.217,52.609,208.913
2011-02-09,199.75,5.042,13.25,34.667,96.75,62.083,213.0
2011-02-10,200.667,4.167,16.875,30.458,71.083,40.625,217.542
2011-02-11,198.708,3.667,12.083,19.167,34.958,15.792,210.792
2011-02-12,200.042,3.75,11.5,16.083,26.917,10.833,211.542
2011-02-13,201.19,4.143,20.667,23.6,28.15,4.55,221.857
2011-02-14,204.542,6.042,37.083,36.167,76.833,40.667,241.625
2011-02-15,201.917,5.478,26.625,25.917,61.417,35.5,228.542
2011-02-16,198.167,4.167,15.958,29.625,63.792,34.167,214.125
2011-02-17,198.261,4.391,13.0,28.696,74.609,45.913,211.261
2011-02-18,199.625,2.667,8.417,10.083,16.333,6.25,208.042
2011-02-19,202.583,4.083,14.583,16.292,26.083,9.792,217.167
2011-02-20,205.125,5.625,23.083,37.833,86.875,49.042,228.208
2011-02-21,211.917,8.917,62.292,48.542,126.333,77.792,274.208
2011-02-22,199.417,4.13,21.375,20.875,24.125,3.25,220.792
2011-02-23,198.917,5.292,27.125,24.875,64.167,39.292,226.042
2011-02-24,197.435,3.261,11.522,8.565,10.87,2.304,208.957
2011-02-25,200.667,4.458,19.5,22.083,42.0,19.917,220.167
2011-02-26,196.542,2.458,9.458,5.833,7.958,2.125,206.0
2011-02-27,199.208,2.875,10.375,10.125,15.792,5.667,209.583
2011-02-28,200.75,3.167,15.833,18.333,22.792,4.458,216.583
2011-03-01,203.043,5.739,34.0,39.5,82.045,42.545,237.043
2011-03-02,200.083,5.542,31.75,34.042,86.458,52.417,231.833
2011-03-03,196.875,3.0,10.792,7.875,9.583,1.708,207.667
2011-03-04,199.542,3.375,13.0,9.708,11.833,2.125,212.542
2011-03-05,200.625,4.958,26.083,26.333,60.625,34.292,226.708
2011-03-06,207.542,8.542,41.125,40.25,118.542,78.292,248.667
2011-03-07,199.458,5.217,15.625,16.792,29.75,12.958,215.083
2011-03-08,200.273,5.609,17.136,21.13,38.13,17.0,217.409
2011-03-09,199.333,4.75,19.958,19.042,27.208,8.167,219.292
2011-03-10,197.0,3.375,12.583,10.167,13.875,3.708,209.583
2011-03-11,197.375,3.583,11.875,14.167,22.375,8.208,209.25
2011-03-12,199.042,3.583,10.5,25.0,56.292,31.292,209.542
2011-03-13,199.333,3.625,12.5,28.875,68.167,39.292,211.833
2011-03-14,202.391,4.727,24.217,41.087,84.261,43.174,226.609
2011-03-15,201.5,3.958,17.792,21.0,32.083,11.083,219.292
2011-03-16,203.667,4.708,26.208,36.083,57.0,20.917,229.875
2011-03-17,204.917,5.167,37.833,36.0,59.583,23.583,242.75
2011-03-18,212.833,8.792,42.5,32.833,82.583,49.75,255.333
2011-03-19,195.409,2.174,9.591,8.609,12.478,3.87,205.0
2011-03-20,199.136,3.625,16.0,22.609,38.087,15.478,215.136
2011-03-21,198.739,3.348,14.609,23.13,39.609,16.478,213.348
2011-03-22,204.375,5.375,28.25,41.292,81.542,40.25,232.625
2011-03-23,195.375,3.375,24.583,23.833,30.875,7.042,219.958
2011-03-24,195.0,5.708,16.542,29.25,57.292,28.042,211.542
2011-03-25,197.083,3.792,11.167,14.708,25.375,10.667,208.25
2011-03-26,200.083,3.75,13.292,26.375,49.917,23.542,213.375
2011-03-27,202.375,5.042,20.917,45.125,87.125,42.0,223.292
2011-03-28,202.0,5.087,28.0,32.25,58.333,26.083,230.0
2011-03-29,199.174,4.565,18.478,41.957,76.0,34.043,217.652
2011-03-30,204.542,5.417,29.583,46.375,94.5,48.125,234.125
2011-03-31,194.875,3.583,14.875,30.792,59.625,28.833,209.75
2011-04-01,191.375,5.417,21.25,50.708,87.708,37.0,212.625
2011-04-02,191.208,4.833,22.458,33.167,54.917,21.75,213.667
2011-04-03,188.208,2.042,7.333,3.833,5.167,1.333,195.542
2011-04-04,190.0,2.417,9.292,9.167,10.833,1.667,199.292
2011-04-05,191.625,3.375,14.917,28.0,47.208,19.208,206.542
2011-04-06,191.217,4.409,18.391,43.043,79.826,36.783,209.609
2011-04-07,192.667,5.042,29.458,48.043,85.652,37.609,222.125
2011-04-08,194.25,4.708,23.25,52.708,126.833,74.125,217.5
2011-04-09,188.125,3.75,19.958,20.625,40.667,20.042,208.083
2011-04-10,191.125,4.917,19.042,29.125,42.25,13.125,210.167
2011-04-11,190.417,4.375,18.292,31.542,58.708,27.167,208.708
2011-04-12,190.042,3.75,15.292,35.25,69.833,34.583,205.333
2011-04-13,192.917,5.565,28.917,52.25,93.833,41.583,221.833
2011-04-14,189.261,5.261,24.261,45.955,79.5,33.545,213.522
2011-04-15,188.208,5.875,26.667,57.125,115.375,58.25,214.875
2011-04-16,188.292,4.083,19.958,21.417,45.083,23.667,208.25
2011-04-17,188.417,3.583,15.042,17.792,24.708,6.917,203.458
2011-04-18,187.875,4.25,21.292,34.125,69.75,35.625,209.167
2011-04-19,187.0,4.292,17.75,34.625,77.125,42.5,204.75
2011-04-20,186.625,3.5,11.542,23.458,53.417,29.958,198.167
2011-04-21,189.13,4.455,20.0,39.545,70.5,30.955,209.13
2011-04-22,194.667,5.875,46.917,44.083,70.5,26.417,241.583
2011-04-23,190.708,4.542,29.167,28.917,43.75,14.833,219.875
2011-04-24,189.125,4.417,18.583,23.875,34.75,10.875,207.708
2011-04-25,189.958,5.083,22.75,40.292,73.125,32.833,212.708
2011-04-26,187.75,4.875,24.292,40.667,68.917,28.25,212.042
2011-04-27,187.708,5.217,19.458,42.125,91.458,49.333,207.167
2011-04-28,187.13,4.0,15.522,32.545,72.091,39.545,202.652
2011-04-29,190.792,4.5,16.708,29.125,46.583,17.458,207.5
2011-04-30,192.625,5.167,25.167,39.042,62.583,23.542,217.792
2011-05-01,193.042,4.667,24.125,28.417,45.167,16.75,217.167
2011-05-02,191.5,4.333,19.042,28.542,51.125,22.583,210.542
2011-05-03,194.375,5.167,23.833,30.0,44.125,14.125,218.208
2011-05-04,194.417,6.304,20.625,26.75,42.792,16.042,215.042
2011-05-05,190.375,3.5,14.333,20.957,30.261,9.304,204.708
2011-05-06,192.458,4.458,22.25,36.292,60.167,23.875,214.708
2011-05-07,186.667,2.833,16.292,20.542,30.75,10.208,202.958
2011-05-08,186.708,3.333,14.292,18.375,28.625,10.25,201.0
2011-05-09,188.708,4.083,18.667,31.167,56.208,25.042,207.375
2011-05-10,182.917,3.583,18.75,28.667,97.083,68.417,201.667
2011-05-11,186.042,3.609,23.0,27.125,83.208,56.083,209.042
2011-05-12,189.478,3.696,28.913,21.409,30.409,9.0,218.391
2011-05-13,189.458,5.125,19.292,42.542,92.792,50.25,208.75
2011-05-14,190.833,4.417,15.875,34.375,62.667,28.292,206.708
2011-05-15,192.083,4.292,17.125,24.25,35.292,11.042,209.208
2011-05-16,192.875,5.125,18.833,51.75,92.667,40.917,211.708
2011-05-17,193.25,5.417,22.292,53.833,106.417,52.583,215.542
2011-05-18,194.391,5.773,26.217,54.174,94.696,40.522,220.609
2011-05-19,193.833,5.292,24.583,47.304,81.826,34.522,218.417
2011-05-20,189.292,4.625,15.333,44.417,102.333,57.917,204.625
2011-05-21,187.917,4.458,16.833,32.667,79.458,46.792,204.75
