date,CH4_mean,NMHC_mean,NO2_mean,NOX_mean,NO_mean,PM25_mean,SPM_mean,THC_mean
2018-01-01,203.958,13.458,12.625,15.042,2.417,10.375,9.417,217.417
2018-01-02,200.708,9.583,6.667,7.458,0.792,8.958,8.0,210.292
2018-01-03,201.833,10.625,10.083,11.75,1.667,7.375,5.542,212.458
2018-01-04,204.818,19.0,24.409,31.818,7.409,8.391,6.478,223.818
2018-01-05,204.625,25.417,24.625,35.333,10.708,16.958,14.708,230.042
2018-01-06,197.542,11.5,6.5,7.417,0.917,9.417,7.667,209.042
2018-01-07,203.0,17.667,25.792,45.292,19.5,12.625,10.542,220.667
2018-01-08,204.458,18.292,25.042,33.583,8.542,24.167,20.708,222.75
2018-01-09,197.5,10.292,6.583,9.708,3.125,7.167,4.917,207.792
2018-01-10,202.125,19.292,35.167,65.25,30.083,16.75,13.5,221.417
2018-01-11,201.13,15.261,19.043,33.304,14.261,11.292,9.458,216.391
2018-01-12,204.167,19.958,26.375,35.458,9.083,12.708,11.167,224.125
2018-01-13,205.25,18.667,17.667,22.833,5.167,8.958,6.333,223.917
2018-01-14,205.875,27.667,27.125,39.667,12.542,9.5,7.375,233.542
2018-01-15,207.136,26.864,39.864,75.273,35.409,14.826,13.13,234.0
2018-01-16,208.208,18.125,22.667,35.583,12.917,18.625,16.625,226.333
2018-01-17,200.042,13.375,14.0,17.458,3.458,11.083,9.125,213.417
2018-01-18,200.522,14.696,18.348,29.13,10.783,9.208,8.042,215.217
2018-01-19,207.083,23.208,30.708,52.0,21.292,15.083,11.875,230.292
2018-01-20,204.042,21.292,23.417,30.417,7.0,19.625,16.667,225.333
2018-01-21,199.042,13.667,18.625,29.625,11.0,9.375,8.167,212.708
2018-01-22,198.875,13.042,14.292,16.25,1.958,9.625,8.625,211.917
2018-01-23,204.917,19.542,29.917,54.708,24.792,21.708,21.042,224.458
2018-01-24,199.458,11.875,11.042,14.542,3.5,10.5,7.375,211.333
2018-01-25,199.217,14.043,24.087,40.739,16.652,13.292,12.75,213.261
2018-01-26,197.208,11.042,5.792,7.583,1.792,6.375,4.917,208.25
2018-01-27,201.917,13.833,14.625,16.458,1.833,9.125,8.083,215.75
2018-01-28,204.0,18.667,24.75,46.0,21.25,14.708,13.417,222.667
2018-01-29,199.542,11.167,14.042,21.75,7.708,10.375,7.542,210.708
2018-01-30,205.364,19.045,36.087,60.0,23.913,15.0,13.042,224.409
2018-01-31,202.875,20.708,31.417,55.917,24.5,16.958,15.208,223.583
2018-02-01,200.913,14.304,14.348,19.0,4.652,7.304,6.261,215.217
2018-02-02,203.167,16.833,17.833,21.792,3.958,14.958,13.875,220.0
2018-02-03,207.042,22.0,26.0,33.125,7.125,25.292,23.542,229.042
2018-02-04,212.417,19.083,17.5,35.208,17.708,21.417,21.292,231.5
2018-02-05,205.333,20.042,32.333,59.083,26.75,19.083,18.833,225.375
2018-02-06,203.917,22.542,35.292,59.542,24.25,16.458,14.833,226.458
2018-02-07,205.478,30.087,35.875,79.333,43.458,31.708,30.542,235.565
2018-02-08,198.87,12.261,4.565,5.652,1.087,5.542,5.042,211.13
2018-02-09,200.708,14.833,18.333,27.292,8.958,11.333,8.917,215.542
2018-02-10,200.542,12.167,3.542,3.833,0.292,9.542,6.167,212.708
2018-02-11,201.917,15.792,17.417,21.542,4.125,12.25,10.0,217.708
2018-02-12,203.217,14.609,13.087,17.696,4.609,9.391,8.826,217.826
2018-02-13,204.75,18.125,29.5,48.583,19.083,19.542,19.25,222.875
2018-02-14,200.792,12.875,8.792,11.625,2.833,10.75,9.333,213.667
