date,CO_mean,NO2_mean,NOX_mean,NO_mean
2011-04-09,5.542,20.375,32.75,12.375
2011-04-10,6.292,20.833,28.083,7.25
2011-04-11,6.304,27.182,50.0,22.818
2011-04-12,5.875,32.417,59.0,26.583
2011-04-13,5.917,36.0,61.333,25.333
2011-04-14,6.375,37.208,59.292,22.083
2011-04-15,5.958,38.042,58.208,20.167
2011-04-16,5.417,22.083,38.083,16.0
2011-04-17,4.708,16.958,25.125,8.167
2011-04-18,6.348,31.375,53.875,22.5
2011-04-19,5.25,20.955,33.273,12.318
2011-04-20,5.042,18.542,32.0,13.458
2011-04-21,5.708,31.792,56.208,24.417
2011-04-22,6.083,38.292,60.708,22.417
2011-04-23,5.208,21.875,28.208,6.333
2011-04-24,5.542,17.75,25.833,8.083
2011-04-25,5.75,28.708,40.792,12.083
2011-04-26,4.958,23.727,36.227,12.5
2011-04-27,4.333,13.208,16.417,3.208
2011-04-28,5.875,23.583,36.958,13.375
2011-04-29,5.25,20.042,29.375,9.333
2011-04-30,3.667,13.792,15.958,2.167
2011-05-01,4.0,13.708,16.833,3.125
2011-05-02,6.652,26.364,48.045,21.682
2011-05-03,7.083,27.0,40.0,13.0
2011-05-04,6.417,18.042,26.042,8.0
2011-05-05,4.917,18.5,24.542,6.042
2011-05-06,4.833,23.0,33.417,10.417
2011-05-07,5.375,24.625,37.0,12.375
2011-05-08,5.042,16.125,20.25,4.125
2011-05-09,6.435,33.773,51.318,17.545
2011-05-10,5.792,29.333,63.417,34.083
2011-05-11,4.5,20.792,44.708,23.917
2011-05-12,5.913,31.042,62.875,31.833
2011-05-13,4.75,16.542,22.667,6.125
2011-05-14,5.417,20.375,27.458,7.083
2011-05-15,4.333,16.208,20.75,4.542
2011-05-16,5.042,29.625,41.708,12.083
2011-05-17,5.708,30.318,50.227,19.909
2011-05-18,5.75,32.792,57.542,24.75
2011-05-19,4.542,25.542,36.875,11.333
2011-05-20,4.167,24.708,37.958,13.25
2011-05-21,3.583,18.292,28.958,10.667
2011-05-22,3.25,10.792,18.25,7.458
2011-05-23,4.25,19.583,36.375,16.792
2011-05-24,4.75,29.261,52.348,23.087
2011-05-25,5.375,32.708,62.792,30.083
2011-05-26,6.043,36.0,66.333,30.333
2011-05-27,5.458,29.292,56.375,27.083
2011-05-28,7.417,34.0,80.0,46.0
2011-05-29,4.083,12.417,27.958,15.542
2011-05-30,4.375,17.958,33.208,15.25
2011-05-31,4.792,26.13,51.174,25.043
2011-06-01,4.75,25.542,41.583,16.042
2011-06-02,5.083,29.25,50.625,21.375
2011-06-03,6.125,29.208,56.917,27.708
2011-06-04,5.0,21.75,36.667,14.917
2011-06-05,5.292,23.833,35.208,11.375
2011-06-06,6.042,31.208,53.625,22.417
2011-06-07,5.522,31.227,48.591,17.364
2011-06-08,4.667,25.417,39.167,13.75
2011-06-09,5.217,25.292,36.458,11.167
2011-06-10,5.5,30.0,50.875,20.875
2011-06-11,6.0,22.125,32.833,10.708
2011-06-12,6.333,24.333,34.0,9.667
2011-06-13,5.708,27.417,43.167,15.75
2011-06-14,5.625,24.292,42.708,18.417
2011-06-15,5.667,36.208,65.542,29.333
2011-06-16,5.708,33.333,51.0,17.667
2011-06-17,5.667,29.958,50.167,20.208
2011-06-18,6.833,34.792,48.833,14.042
2011-06-19,6.167,27.042,37.5,10.458
2011-06-20,3.917,23.75,33.917,10.167
2011-06-21,4.083,23.333,42.958,19.625
2011-06-22,4.292,22.125,49.458,27.333
2011-06-23,3.565,13.125,32.5,19.375
2011-06-24,3.125,12.458,29.0,16.542
2011-06-25,3.708,11.292,27.5,16.208
2011-06-26,3.333,7.417,15.458,8.042
2011-06-27,3.0,6.667,15.125,8.458
2011-06-28,3.75,13.167,31.458,18.292
2011-06-29,5.042,22.875,52.333,29.458
2011-06-30,5.125,25.042,51.917,26.875
2011-07-01,4.292,25.375,49.958,24.583
2011-07-02,5.375,24.292,39.208,14.917
2011-07-03,5.458,19.417,26.292,6.875
2011-07-04,3.917,18.5,30.292,11.792
2011-07-05,5.0,26.875,40.333,13.458
2011-07-06,4.696,26.833,41.708,14.875
2011-07-07,4.304,18.5,47.667,29.167
2011-07-08,3.458,11.125,35.208,24.083
2011-07-09,3.042,8.5,21.833,13.333
2011-07-10,3.333,10.167,23.833,13.667
2011-07-11,3.667,12.667,32.25,19.583
2011-07-12,4.125,15.375,49.875,34.5
2011-07-13,3.708,14.917,49.375,34.458
2011-07-14,3.333,13.792,37.583,23.792
2011-07-15,4.333,20.25,53.583,33.333
2011-07-16,4.958,22.083,51.208,29.125
2011-07-17,4.875,19.208,41.458,22.25
2011-07-18,4.0,11.375,48.958,37.583
2011-07-19,3.292,11.125,38.5,27.375
2011-07-20,3.833,12.25,36.958,24.708
2011-07-21,5.043,24.0,57.917,33.917
2011-07-22,3.917,20.667,44.833,24.167
2011-07-23,4.875,21.083,42.417,21.333
2011-07-24,4.125,14.625,26.542,11.917
2011-07-25,3.292,14.792,26.583,11.792
2011-07-26,3.583,19.125,40.625,21.5
2011-07-27,3.0,12.292,33.625,21.333
2011-07-28,4.125,17.333,49.667,32.333
2011-07-29,5.917,31.5,70.542,39.042
2011-07-30,4.667,20.542,44.958,24.417
2011-07-31,4.583,15.75,31.625,15.875
2011-08-01,4.833,23.667,44.375,20.708
2011-08-02,3.955,20.0,54.1,34.1
2011-08-03,3.833,,,
2011-08-04,4.652,,,
2011-08-05,3.792,,,
2011-08-06,3.458,,,
2011-08-07,3.0,,,
2011-08-08,3.957,21.0,43.375,22.375
2011-08-09,5.5,20.409,46.909,26.5
2011-08-10,5.542,26.625,48.625,22.0
2011-08-11,4.667,19.792,33.458,13.667
2011-08-12,5.333,20.625,36.667,16.042
2011-08-13,5.417,16.792,24.375,7.583
2011-08-14,3.0,7.792,9.292,1.5
2011-08-15,4.042,12.458,16.333,3.875
2011-08-16,4.0,14.083,18.667,4.583
2011-08-17,4.625,21.625,37.5,15.875
2011-08-18,4.435,21.417,39.125,17.708
2011-08-19,5.333,15.0,24.208,9.208
2011-08-20,5.125,15.875,25.542,9.667
2011-08-21,5.458,13.5,23.0,9.5
2011-08-22,5.333,21.708,38.417,16.708
2011-08-23,5.318,19.5,37.318,17.818
2011-08-24,3.75,12.125,24.417,12.292
2011-08-25,3.583,11.75,28.375,16.625
2011-08-26,4.542,14.25,32.5,18.25
2011-08-27,4.583,16.167,28.333,12.167
2011-08-28,4.875,13.667,20.667,7.0
2011-08-29,5.333,23.708,41.542,17.833
2011-08-30,5.708,25.083,45.292,20.208
2011-08-31,4.208,17.125,30.708,13.583
2011-09-01,5.522,13.167,44.583,31.417
2011-09-02,4.042,9.042,26.292,17.25
2011-09-03,3.625,8.042,12.333,4.292
2011-09-04,3.958,12.542,15.5,2.958
2011-09-05,4.417,15.083,27.958,12.875
2011-09-06,4.625,20.542,39.292,18.75
2011-09-07,5.826,28.792,48.958,20.167
2011-09-08,5.667,25.833,45.417,19.583
2011-09-09,4.667,17.083,35.917,18.833
2011-09-10,4.333,11.375,20.667,9.292
2011-09-11,3.708,7.625,16.167,8.542
2011-09-12,4.292,16.042,32.875,16.833
2011-09-13,5.125,22.0,46.045,24.045
2011-09-14,5.25,22.25,41.125,18.875
2011-09-15,4.783,18.833,40.958,22.125
2011-09-16,5.042,18.542,42.333,23.792
2011-09-17,4.783,11.348,21.826,10.478
2011-09-18,5.208,8.667,18.25,9.583
2011-09-19,4.333,8.833,16.667,7.833
2011-09-20,5.167,15.208,31.458,16.25
2011-09-21,4.625,10.75,20.167,9.417
2011-09-22,5.792,15.5,27.5,12.0
2011-09-23,5.875,16.208,29.833,13.625
2011-09-24,5.583,17.25,30.708,13.458
2011-09-25,6.375,17.125,24.458,7.333
2011-09-26,7.375,27.333,52.292,24.958
2011-09-27,6.0,22.125,39.25,17.125
2011-09-28,6.333,25.708,42.75,17.042
2011-09-29,4.696,21.292,37.583,16.292
2011-09-30,4.75,18.583,29.333,10.75
2011-10-01,4.375,13.417,23.375,9.958
2011-10-02,4.292,11.375,18.167,6.792
2011-10-03,4.167,16.5,34.5,18.0
2011-10-04,5.565,28.955,58.727,29.773
2011-10-05,5.958,25.333,58.333,33.0
2011-10-06,4.833,18.083,34.958,16.875
2011-10-07,5.875,22.708,37.792,15.083
2011-10-08,6.375,22.375,35.0,12.625
2011-10-09,6.5,16.917,22.958,6.042
2011-10-10,7.0,21.417,31.375,9.958
2011-10-11,7.826,29.417,57.083,27.667
2011-10-12,7.208,25.333,55.875,30.542
2011-10-13,7.87,33.0,71.083,38.083
2011-10-14,5.917,25.375,56.208,30.833
2011-10-15,5.375,16.583,32.542,15.958
2011-10-16,5.375,13.958,20.458,6.5
2011-10-17,6.25,23.375,44.958,21.583
2011-10-18,4.75,19.958,43.167,23.208
2011-10-19,4.417,18.5,35.0,16.5
2011-10-20,6.458,32.083,59.458,27.375
2011-10-21,5.5,23.333,48.833,25.5
2011-10-22,4.042,14.292,23.875,9.583
2011-10-23,5.208,13.833,24.833,11.0
2011-10-24,5.708,20.917,52.25,31.333
2011-10-25,5.5,19.542,40.25,20.708
2011-10-26,5.5,20.875,49.458,28.583
2011-10-27,5.217,24.25,51.667,27.417
2011-10-28,6.042,30.875,56.792,25.917
2011-10-29,6.542,27.917,47.958,20.042
2011-10-30,6.625,22.25,36.833,14.583
2011-10-31,5.583,20.667,47.208,26.542
2011-11-01,6.5,31.75,65.917,34.167
2011-11-02,6.167,28.458,59.208,30.75
2011-11-03,7.217,27.417,57.333,29.917
2011-11-04,7.375,29.75,70.417,40.667
2011-11-05,6.333,27.5,57.0,29.5
2011-11-06,5.708,20.042,39.417,19.375
2011-11-07,4.375,17.417,38.917,21.5
2011-11-08,5.292,20.375,52.417,32.042
2011-11-09,5.375,24.864,61.591,36.727
2011-11-10,5.174,22.875,58.25,35.375
2011-11-11,6.625,23.542,67.75,44.208
2011-11-12,6.833,21.583,51.583,30.0
2011-11-13,7.542,19.0,37.25,18.25
2011-11-14,7.696,25.792,51.5,25.708
2011-11-15,5.375,21.125,38.042,16.917
2011-11-16,5.792,23.333,50.583,27.25
2011-11-17,6.391,24.875,52.958,28.083
2011-11-18,6.25,33.542,60.583,27.042
2011-11-19,5.25,19.875,29.125,9.25
2011-11-20,4.792,11.083,17.333,6.25
2011-11-21,4.917,19.958,35.375,15.417
2011-11-22,7.042,28.667,66.083,37.417
2011-11-23,5.958,24.5,45.125,20.625
2011-11-24,4.435,15.042,25.292,10.25
2011-11-25,6.083,23.292,47.75,24.458
2011-11-26,6.708,24.875,53.417,28.542
2011-11-27,7.625,23.625,44.292,20.667
2011-11-28,10.0,30.167,108.417,78.25
2011-11-29,8.917,30.5,100.667,70.167
2011-11-30,6.917,24.375,71.708,47.333
2011-12-01,4.261,13.958,29.667,15.708
2011-12-02,5.333,21.417,51.208,29.792
2011-12-03,5.292,18.833,39.333,20.5
2011-12-04,4.792,13.917,25.083,11.167
2011-12-05,6.25,23.667,61.542,37.875
2011-12-06,7.875,29.583,77.667,48.083
2011-12-07,8.083,27.708,77.542,49.833
2011-12-08,7.435,27.917,62.167,34.25
2011-12-09,5.25,15.25,30.667,15.417
2011-12-10,5.75,19.542,40.5,20.958
2011-12-11,6.917,18.292,33.75,15.458
2011-12-12,8.083,26.375,71.792,45.417
2011-12-13,7.458,26.136,74.227,48.091
2011-12-14,8.087,29.458,76.542,47.083
2011-12-15,7.87,25.25,70.625,45.375
2011-12-16,5.292,20.667,36.625,15.958
2011-12-17,5.833,19.917,37.667,17.75
2011-12-18,5.083,16.083,25.042,8.958
2011-12-19,6.5,24.375,48.375,24.0
2011-12-20,6.917,27.583,59.833,32.25
2011-12-21,7.917,29.792,77.667,47.875
2011-12-22,7.304,25.458,64.542,39.083
2011-12-23,5.25,17.958,34.292,16.333
2011-12-24,5.958,19.292,45.0,25.708
2011-12-25,4.25,10.875,16.625,5.75
2011-12-26,5.292,19.917,38.417,18.5
2011-12-27,6.667,24.25,61.792,37.542
2011-12-28,7.667,28.958,75.833,46.875
2011-12-29,7.0,20.417,47.958,27.542
2011-12-30,5.292,12.583,22.0,9.417
2011-12-31,6.708,16.0,27.583,11.583
2012-01-01,5.25,10.875,14.25,3.375
2012-01-02,4.75,9.5,12.125,2.625
2012-01-03,4.087,11.417,14.125,2.708
2012-01-04,5.0,14.875,22.542,7.667
2012-01-05,6.708,22.125,36.625,14.5
2012-01-06,6.875,19.542,31.75,12.208
2012-01-07,8.042,29.417,64.833,35.417
2012-01-08,7.625,30.542,71.458,40.917
2012-01-09,6.583,24.958,53.417,28.458
2012-01-10,4.696,18.591,28.318,9.727
2012-01-11,6.542,28.958,60.208,31.25
2012-01-12,7.875,29.833,60.208,30.375
2012-01-13,7.833,22.75,37.5,14.75
2012-01-14,4.792,12.333,16.792,4.458
2012-01-15,5.875,22.208,39.083,16.875
2012-01-16,7.708,30.25,68.958,38.708
2012-01-17,6.13,21.583,35.292,13.708
2012-01-18,5.292,22.87,37.13,14.261
2012-01-19,6.625,24.0,44.458,20.458
2012-01-20,5.958,13.542,18.792,5.25
2012-01-21,8.167,34.917,72.417,37.5
2012-01-22,6.958,25.667,53.792,28.125
2012-01-23,5.75,23.304,44.13,20.826
2012-01-24,5.435,23.292,52.792,29.5
2012-01-25,4.667,14.625,20.458,5.833
2012-01-26,3.917,11.125,15.208,4.083
2012-01-27,5.083,14.083,19.125,5.042
2012-01-28,5.25,21.833,36.458,14.625
2012-01-29,7.042,29.292,63.625,34.333
2012-01-30,6.833,27.478,55.522,28.043
2012-01-31,7.478,31.958,63.458,31.5
2012-02-01,6.708,33.333,65.458,32.125
2012-02-02,6.667,27.292,52.917,25.625
2012-02-03,5.792,16.0,22.375,6.375
2012-02-04,7.833,31.833,67.458,35.625
2012-02-05,5.0,19.042,32.708,13.667
2012-02-06,6.375,26.25,50.667,24.417
2012-02-07,5.304,21.75,32.958,11.208
2012-02-08,4.667,17.727,26.773,9.045
2012-02-09,5.917,22.667,37.25,14.583
2012-02-10,5.417,15.292,20.917,5.625
2012-02-11,5.792,14.083,19.0,4.917
2012-02-12,6.417,30.333,51.708,21.375
2012-02-13,6.333,24.667,40.708,16.042
2012-02-14,7.13,31.375,64.25,32.875
2012-02-15,6.875,26.696,52.522,25.826
2012-02-16,4.833,13.0,20.292,7.292
2012-02-17,5.542,19.125,27.208,8.083
2012-02-18,6.833,26.792,55.75,28.958
2012-02-19,5.167,20.375,34.542,14.167
2012-02-20,5.542,30.222,82.333,52.111
2012-02-21,5.957,21.643,32.0,10.357
2012-02-22,6.875,26.375,49.125,22.75
2012-02-23,6.292,20.583,29.375,8.792
2012-02-24,4.667,11.75,15.833,4.083
2012-02-25,5.5,23.208,41.0,17.792
2012-02-26,6.583,31.333,55.75,24.417
2012-02-27,8.125,31.792,62.375,30.583
2012-02-28,7.261,33.125,64.542,31.417
2012-03-01,5.667,26.652,37.522,10.87
2012-03-02,5.792,13.583,19.875,6.292
2012-03-03,4.958,13.333,18.083,4.75
2012-03-04,6.417,29.0,52.25,23.25
2012-03-05,8.167,33.75,59.375,25.625
2012-03-06,8.45,35.348,69.435,34.087
2012-03-07,7.087,37.208,64.917,27.708
2012-03-08,6.5,37.167,67.042,29.875
2012-03-09,8.5,37.833,53.042,15.208
2012-03-10,6.083,17.542,21.792,4.25
2012-03-11,5.25,22.458,36.417,13.958
2012-03-12,5.417,31.375,53.125,21.75
2012-03-13,4.0,15.583,19.083,3.5
2012-03-14,4.13,14.217,21.609,7.391
2012-03-15,5.625,30.19,50.476,20.286
2012-03-16,7.0,27.792,48.208,20.417
2012-03-17,6.0,16.292,19.0,2.708
2012-03-18,3.625,14.625,20.958,6.333
2012-03-19,8.042,32.042,48.875,16.833
2012-03-20,6.625,35.583,50.667,15.083
2012-03-21,4.478,19.125,29.208,10.083
2012-03-22,5.708,31.8,54.15,22.35
2012-03-23,5.208,17.583,25.75,8.167
2012-03-24,5.417,18.792,24.958,6.167
2012-03-25,4.875,19.167,28.25,9.083
2012-03-26,5.583,25.958,45.667,19.708
2012-03-27,7.167,34.5,68.364,33.864
2012-03-28,7.174,36.917,70.667,33.75
2012-03-29,6.292,27.125,54.333,27.208
2012-03-30,4.583,16.583,22.208,5.625
2012-03-31,5.0,15.083,19.5,4.417
2012-04-01,5.25,14.833,21.5,6.667
2012-04-02,4.917,22.542,35.167,12.625
2012-04-03,4.167,15.667,18.333,2.667
2012-04-04,4.417,16.875,22.167,5.292
2012-04-05,5.261,22.174,30.609,8.435
2012-04-06,5.5,21.083,33.125,12.042
2012-04-07,4.875,14.833,23.333,8.5
2012-04-08,5.083,18.583,24.167,5.583
2012-04-09,6.0,33.0,51.333,18.333
2012-04-10,6.167,30.792,48.458,17.667
2012-04-11,5.208,26.727,35.136,8.409
2012-04-12,6.0,29.625,43.208,13.583
2012-04-13,6.208,31.167,50.417,19.25
2012-04-14,4.75,14.542,21.5,6.958
2012-04-15,4.75,20.583,26.375,5.792
2012-04-16,6.042,35.125,60.042,24.917
2012-04-17,5.708,24.542,52.333,27.792
2012-04-18,5.708,33.833,53.167,19.333
2012-04-19,5.217,30.826,45.826,15.0
2012-04-20,6.417,37.708,61.958,24.25
2012-04-21,5.0,18.042,28.5,10.458
2012-04-22,4.75,15.125,20.417,5.292
2012-04-23,6.042,28.292,49.417,21.125
2012-04-24,7.792,35.708,56.625,20.917
2012-04-25,6.417,31.292,45.75,14.458
2012-04-26,6.304,29.333,41.708,12.375
2012-04-27,4.667,23.682,37.682,14.0
2012-04-28,5.5,31.542,45.417,13.875
2012-04-29,4.708,16.208,19.0,2.792
2012-04-30,5.375,19.167,29.333,10.167
2012-05-01,4.292,18.042,26.375,8.333
2012-05-02,4.125,14.217,22.87,8.652
2012-05-03,4.13,9.083,12.875,3.792
2012-05-04,3.958,8.0,10.917,2.917
2012-05-05,5.25,15.208,20.708,5.5
2012-05-06,5.542,16.625,19.583,2.958
2012-05-07,6.167,35.25,54.75,19.5
2012-05-08,7.167,37.583,56.333,18.75
2012-05-09,7.167,37.875,59.167,21.292
2012-05-10,4.522,17.792,27.5,9.708
2012-05-11,3.875,13.727,27.455,13.727
2012-05-12,3.917,11.292,20.625,9.333
2012-05-13,4.5,17.667,24.75,7.083
2012-05-14,4.708,23.458,37.375,13.917
2012-05-15,5.292,29.0,47.333,18.333
2012-05-16,6.125,31.75,52.75,21.0
2012-05-17,5.652,34.583,47.292,12.708
2012-05-18,5.083,20.13,28.391,8.261
2012-05-19,5.417,26.458,38.208,11.75
2012-05-20,5.292,20.292,24.333,4.042
2012-05-21,4.792,21.25,29.5,8.25
2012-05-22,5.667,36.167,51.0,14.833
2012-05-23,6.792,36.25,57.667,21.417
2012-05-24,6.652,43.0,65.19,22.19
2012-05-25,7.292,43.25,70.042,26.792
2012-05-26,6.208,28.417,41.542,13.125
2012-05-27,5.583,22.667,27.625,4.958
2012-05-28,5.333,26.75,36.792,10.042
2012-05-29,5.625,28.208,42.625,14.417
2012-05-30,4.167,22.833,38.625,15.792
2012-05-31,5.609,27.375,44.083,16.708
2012-06-01,6.25,30.0,45.727,15.727
2012-06-02,5.958,29.708,41.375,11.667
2012-06-03,5.625,21.25,28.208,6.958
2012-06-04,4.875,23.5,33.75,10.25
2012-06-05,5.792,31.083,52.333,21.25
2012-06-06,4.875,25.292,35.958,10.667
2012-06-07,5.783,34.292,51.167,16.875
2012-06-08,5.043,27.136,36.182,9.045
2012-06-09,5.208,20.208,31.417,11.208
2012-06-10,4.958,14.458,19.25,4.792
2012-06-11,4.792,23.625,34.167,10.542
2012-06-12,5.167,25.708,46.25,20.542
2012-06-13,4.917,30.083,51.042,20.958
2012-06-14,5.65,30.952,51.048,20.095
2012-06-15,4.75,27.125,38.75,11.625
2012-06-16,3.0,9.25,17.375,8.125
2012-06-17,4.333,14.708,22.375,7.667
2012-06-18,7.458,32.167,55.042,22.875
2012-06-19,4.375,19.583,36.833,17.25
2012-06-20,4.708,21.625,32.958,11.333
2012-06-21,5.826,29.696,50.652,20.957
2012-06-22,4.458,16.208,29.333,13.125
2012-06-23,5.208,23.708,33.208,9.5
2012-06-24,6.417,22.958,30.542,7.583
2012-06-25,5.292,25.583,39.167,13.583
2012-06-26,4.458,23.167,38.917,15.75
2012-06-27,4.417,27.875,43.958,16.083
2012-06-28,4.87,21.609,40.913,19.304
2012-06-29,4.417,21.5,39.667,18.167
2012-06-30,3.667,22.417,31.292,8.875
2012-07-01,4.333,16.542,21.75,5.208
2012-07-02,5.542,28.875,47.208,18.333
2012-07-03,5.458,28.042,40.75,12.708
2012-07-04,5.667,25.667,44.417,18.75
2012-07-05,5.348,27.917,55.0,27.083
2012-07-06,4.625,21.818,44.909,23.091
2012-07-07,4.458,11.958,17.167,5.208
2012-07-08,4.667,8.667,13.375,4.708
2012-07-09,4.5,21.333,34.208,12.875
2012-07-10,3.958,18.542,27.625,9.083
2012-07-11,2.917,13.0,18.75,5.75
2012-07-12,3.348,11.458,21.417,9.958
2012-07-13,3.955,19.773,31.545,11.773
2012-07-14,4.042,16.875,26.667,9.792
2012-07-15,2.5,5.417,9.208,3.792
2012-07-16,2.125,4.0,8.083,4.083
2012-07-17,2.667,8.542,16.833,8.292
2012-07-18,2.625,8.542,18.792,10.25
2012-07-19,3.348,13.708,28.208,14.5
2012-07-20,4.625,21.304,44.478,23.174
2012-07-21,4.958,17.375,32.667,15.292
2012-07-22,4.625,13.417,18.125,4.708
2012-07-23,4.708,20.917,29.208,8.292
2012-07-24,4.792,23.375,32.917,9.542
2012-07-25,6.625,27.333,44.417,17.083
2012-07-26,6.391,31.5,49.083,17.583
2012-07-27,5.833,29.5,45.45,15.95
2012-07-28,5.667,20.708,30.5,9.792
2012-07-29,4.25,13.708,17.458,3.75
2012-07-30,3.208,9.667,17.5,7.833
2012-07-31,3.833,19.708,33.667,13.958
2012-08-01,3.167,11.875,22.917,11.042
2012-08-02,3.826,13.833,33.875,20.042
2012-08-03,4.625,21.565,40.087,18.522
2012-08-04,3.875,12.167,19.292,7.125
2012-08-05,3.208,8.167,13.125,4.958
2012-08-06,4.542,20.458,43.292,22.833
2012-08-07,4.708,18.0,39.167,21.167
2012-08-08,4.958,17.875,30.125,12.25
2012-08-09,5.043,22.083,32.25,10.167
2012-08-10,5.542,26.905,40.571,13.667
2012-08-11,3.75,12.833,20.042,7.208
2012-08-12,3.875,12.458,15.875,3.417
2012-08-13,3.25,9.375,15.0,5.625
2012-08-14,3.167,10.458,15.042,4.583
2012-08-15,2.042,4.333,7.792,3.458
2012-08-16,3.391,8.125,16.75,8.625
2012-08-17,4.542,17.273,34.0,16.727
2012-08-18,4.25,17.125,26.458,9.333
2012-08-19,3.667,8.583,13.667,5.083
2012-08-20,4.208,14.042,29.75,15.708
2012-08-21,3.25,10.833,23.208,12.375
2012-08-22,2.875,7.75,19.125,11.375
2012-08-23,3.826,10.083,30.292,20.208
2012-08-24,4.542,16.364,35.727,19.364
2012-08-25,4.667,14.083,33.125,19.042
2012-08-26,4.083,9.125,16.792,7.667
2012-08-27,3.875,12.667,30.125,17.458
2012-08-28,3.292,9.917,19.875,9.958
2012-08-29,3.083,9.125,17.208,8.083
2012-08-30,3.435,11.792,22.708,10.917
2012-08-31,3.042,9.609,18.174,8.565
