date,CH4_mean,HUM_max,HUM_mean,HUM_min,NMHC_mean,NO2_mean,NOX_mean,NO_mean,PM25_mean,RAIN_sum,SO2_mean,TEMP_max,TEMP_mean,TEMP_min,THC_mean
2011-01-01,191.208,78.0,64.833,50.0,2.333,,,,14.917,0,2.042,12.2,6.212,-0.3,193.542
2011-01-02,189.208,74.0,57.417,40.0,1.167,,,,8.125,0,1.833,10.5,6.067,3.0,190.375
2011-01-03,189.292,69.0,58.958,48.0,1.125,,,,16.542,0,2.667,7.2,4.925,2.1,190.417
2011-01-04,189.958,78.0,58.583,26.0,0.958,,,,22.667,0,3.5,7.8,3.617,0.0,190.917
2011-01-05,190.261,85.0,69.333,43.0,3.174,,,,8.25,0,0.913,10.1,3.329,-1.9,193.435
2011-01-06,188.333,88.0,62.292,33.0,6.5,37.0,64.867,27.867,11.75,0,0.87,10.1,3.904,-2.1,194.833
2011-01-07,194.625,84.0,65.792,39.0,3.875,55.0,104.5,49.5,6.583,0,0.333,9.6,3.8,0.0,198.5
2011-01-08,195.708,82.0,65.083,41.0,3.708,13.333,20.778,7.444,7.167,0,0.125,7.9,3.729,0.5,199.417
2011-01-09,196.625,81.0,64.542,45.0,4.458,32.571,58.286,25.714,18.792,0,2.042,11.0,5.112,1.0,201.083
2011-01-10,199.083,88.0,67.375,39.0,11.167,46.933,84.643,37.5,35.292,0,2.75,11.9,4.738,-1.4,210.25
2011-01-11,191.958,71.0,58.708,36.0,1.375,,,,20.292,0,2.417,9.3,5.142,-0.2,193.333
2011-01-12,193.478,80.0,64.542,46.0,4.348,,,,6.375,0,1.261,7.1,2.767,-1.2,197.826
2011-01-13,193.042,82.0,61.042,35.0,8.292,,,44.667,17.667,0,1.609,9.7,4.388,-1.0,201.333
2011-01-14,193.125,63.0,53.375,34.0,2.833,,,,32.417,0,3.125,9.8,5.933,3.5,195.958
2011-01-15,192.75,81.0,62.5,42.0,4.625,,,,13.5,0,0.792,8.8,5.225,1.1,197.375
2011-01-16,189.417,74.0,58.083,52.0,0.417,,,,8.625,0,0.583,7.2,5.238,3.5,189.833
2011-01-17,189.417,78.0,56.708,35.0,2.542,,,,6.25,0,0.458,9.6,5.483,0.0,191.958
2011-01-18,193.75,85.0,66.583,42.0,9.917,72.333,81.333,9.0,16.292,0,3.542,10.8,4.15,-1.7,203.667
2011-01-19,188.522,89.0,75.417,60.0,3.913,,,,8.375,20,0.696,7.7,5.588,3.6,192.435
2011-01-20,188.375,88.0,78.458,69.0,1.25,,,,7.25,2,0.13,9.8,7.225,3.5,189.625
2011-01-21,188.208,87.0,81.625,72.0,1.542,,,,6.042,6,0.042,9.3,7.425,5.0,189.75
2011-01-22,192.125,94.0,79.417,54.0,6.917,,,,9.167,0,1.458,11.6,6.15,0.9,199.042
2011-01-23,190.917,84.0,65.333,46.0,2.625,,,,5.625,0,1.125,10.3,5.854,2.1,193.542
2011-01-24,191.042,65.0,52.667,38.0,1.083,,,,5.667,0,1.417,6.0,2.529,0.0,192.125
2011-01-25,192.917,68.0,56.042,37.0,1.417,17.0,22.25,5.25,14.458,0,2.0,6.0,1.683,-0.7,194.333
2011-01-26,194.174,71.0,53.25,29.0,1.696,32.5,60.333,27.833,6.652,0,1.435,6.5,1.638,-2.6,195.87
2011-01-27,194.417,78.0,55.667,34.0,3.917,21.3,41.5,20.2,22.333,0,1.826,8.8,2.829,-2.4,198.333
2011-01-28,194.5,76.0,62.292,41.0,2.708,,,,20.25,0,1.0,9.4,3.938,0.2,197.208
2011-01-29,193.25,85.0,68.417,45.0,0.25,,,,7.583,0,0.417,7.5,2.596,-0.5,193.5
2011-01-30,194.667,85.0,66.0,47.0,1.0,14.636,22.455,7.818,6.0,0,0.917,7.8,2.583,-2.3,195.667
2011-01-31,192.5,72.0,53.708,34.0,2.417,20.231,28.462,8.231,7.5,0,1.292,8.4,2.504,-1.2,194.917
2011-02-01,192.25,78.0,54.75,29.0,2.542,16.417,28.667,12.25,15.208,0,2.292,8.4,3.158,-2.1,194.792
2011-02-02,191.13,71.0,54.5,30.0,0.0,7.304,25.13,17.826,5.625,0,1.087,3.4,0.175,-3.6,191.13
2011-02-03,192.333,83.0,57.625,34.0,2.458,15.667,63.25,47.583,9.708,0,1.174,5.6,0.754,-5.7,194.792
2011-02-04,192.333,79.0,53.042,30.0,2.708,15.833,40.417,24.583,18.333,0,2.875,7.7,3.321,-1.2,195.042
2011-02-05,194.083,78.0,56.5,33.0,2.333,15.833,24.917,9.083,34.542,0,4.042,8.8,4.575,-1.0,196.417
2011-02-06,192.833,90.0,80.042,68.0,7.833,25.458,53.0,27.542,38.5,8,2.208,8.8,6.562,3.5,200.667
2011-02-07,188.625,91.0,73.333,48.0,4.417,16.792,51.875,35.083,18.042,16,1.25,10.5,7.712,3.5,193.042
2011-02-08,187.542,61.0,47.083,28.0,0.208,9.333,44.583,35.25,6.75,0,0.917,7.4,2.712,-1.2,187.75
2011-02-09,190.826,74.0,55.875,42.0,1.522,14.87,56.783,41.913,10.542,0,1.261,5.6,1.229,-3.3,192.348
2011-02-10,190.875,67.0,54.864,43.0,1.708,16.292,58.542,42.25,9.208,0,0.913,6.8,2.773,-1.6,192.583
2011-02-11,192.042,84.0,59.792,38.0,3.625,15.083,49.0,33.917,10.417,0,1.083,9.3,3.329,-2.0,195.667
2011-02-12,192.708,79.0,61.292,37.0,1.333,10.542,33.875,23.333,12.625,0,0.875,8.8,2.938,-1.7,194.042
2011-02-13,191.565,91.0,80.833,60.0,2.696,16.133,39.467,23.333,15.917,15,0.783,5.6,3.417,0.7,194.261
2011-02-14,192.136,90.0,87.958,82.0,9.409,28.0,38.0,10.0,14.083,12,0.5,7.8,5.771,3.7,201.545
2011-02-15,191.875,92.0,80.208,66.0,6.875,16.125,22.333,6.208,13.417,0,0.458,7.4,4.817,1.6,198.75
2011-02-16,190.696,81.0,60.625,41.0,4.391,18.0,23.125,5.125,9.0,0,1.261,6.8,3.375,-0.6,195.087
2011-02-17,191.375,76.0,50.542,29.0,1.292,11.125,12.917,1.792,9.125,0,0.652,8.8,3.342,-0.9,192.667
2011-02-18,193.208,85.0,70.375,53.0,1.792,11.75,12.333,0.583,6.458,1,0.208,3.7,0.462,-2.4,195.0
2011-02-19,196.125,87.0,68.625,41.0,1.792,14.792,17.417,2.625,8.333,0,1.167,7.1,1.638,-4.3,197.917
2011-02-20,195.792,91.0,64.667,33.0,4.625,23.375,30.583,7.208,11.75,0,1.958,9.4,2.625,-4.0,200.417
2011-02-21,195.875,82.0,68.792,49.0,10.458,34.13,51.217,17.087,30.042,0,4.667,8.6,4.033,-1.9,206.333
2011-02-22,194.042,90.0,74.292,47.0,8.25,28.708,38.458,9.75,24.75,11,2.375,11.9,7.354,3.0,202.292
2011-02-23,190.783,91.0,77.167,51.0,6.783,22.75,30.75,8.0,17.042,17,1.478,12.6,9.471,7.3,197.565
2011-02-24,193.208,66.0,51.458,33.0,0.375,8.542,8.542,0.0,26.625,0,0.652,13.7,8.192,4.7,193.583
2011-02-25,193.083,87.0,77.0,65.0,1.208,16.875,17.792,0.917,24.083,3,0.333,9.3,6.433,4.4,194.292
2011-02-26,193.292,86.0,61.25,41.0,0.333,6.458,6.458,0.0,10.167,0,0.042,6.5,4.117,-0.6,193.625
2011-02-27,196.739,85.0,64.625,39.0,0.652,12.292,15.042,2.75,12.174,0,0.083,7.2,1.442,-2.6,197.391
2011-02-28,197.292,86.0,61.167,37.0,0.833,15.13,18.174,3.043,10.125,0,0.625,8.6,2.958,-2.8,198.125
2011-03-01,194.348,86.0,70.333,49.0,5.391,29.917,37.042,7.125,17.583,0,2.478,13.9,8.1,2.1,199.739
2011-03-02,191.708,90.0,80.625,72.0,10.042,23.833,33.083,9.25,16.542,14,0.826,11.9,9.725,7.5,201.75
2011-03-03,192.667,82.0,63.708,47.0,1.667,10.833,11.458,0.625,15.625,0,0.708,12.0,7.817,4.2,194.333
2011-03-04,193.417,90.0,76.792,54.0,1.125,7.333,7.333,0.0,11.292,13,0.542,9.1,6.346,3.0,194.542
2011-03-05,192.417,91.0,89.208,85.0,7.458,21.833,29.458,7.625,7.625,29,0.792,12.9,10.438,7.7,199.875
2011-03-06,194.417,92.0,79.0,59.0,9.25,25.609,41.304,15.696,17.0,15,2.667,16.6,12.054,9.1,203.667
2011-03-07,195.333,77.0,62.042,49.0,5.0,17.042,17.833,0.792,30.5,0,2.083,12.1,10.125,6.3,200.333
2011-03-08,193.609,78.0,59.5,44.0,2.652,12.875,12.917,0.042,27.542,0,1.174,13.3,9.054,4.4,196.261
2011-03-09,192.958,88.0,77.083,59.0,3.375,12.958,12.958,0.0,20.542,12,0.13,8.7,7.208,6.0,196.333
2011-03-10,192.0,86.0,63.875,43.0,2.333,11.958,12.0,0.042,12.042,0,0.042,11.3,7.658,4.0,194.333
2011-03-11,192.875,85.0,59.917,40.0,2.583,10.375,11.417,1.042,14.125,0,1.417,10.8,4.412,-0.3,195.458
2011-03-12,193.958,73.0,54.875,31.0,1.167,8.708,8.875,0.167,10.583,0,1.208,10.0,4.146,0.2,195.125
2011-03-13,196.75,87.0,64.833,36.0,4.333,20.435,29.304,8.87,10.375,0,0.958,8.2,3.388,-1.7,201.083
2011-03-14,195.833,86.0,57.292,27.0,6.417,24.792,30.875,6.083,13.125,0,1.708,11.0,4.858,-1.2,202.25
2011-03-15,197.0,81.0,58.292,28.0,7.304,20.292,30.25,9.958,18.417,0,1.174,12.3,5.712,0.4,204.304
2011-03-16,194.375,77.0,53.75,28.0,11.583,32.095,38.238,6.143,14.083,0,1.13,12.7,6.738,-0.5,205.958
2011-03-17,192.792,91.0,87.25,79.0,14.917,34.625,42.083,7.458,20.083,19,1.167,15.9,11.15,6.6,207.708
2011-03-18,194.0,92.0,88.292,83.0,11.208,24.625,29.875,5.25,18.25,1,1.125,13.2,10.679,6.7,205.208
2011-03-19,189.083,85.0,60.625,43.0,1.042,6.958,7.375,0.417,4.333,1,0.0,11.4,7.421,2.3,190.125
2011-03-20,190.958,80.0,54.208,21.0,1.833,12.917,14.708,1.792,10.417,0,1.667,11.2,6.008,-0.6,192.792
2011-03-21,190.958,78.0,56.625,37.0,3.667,20.333,22.667,2.333,13.375,0,1.75,11.4,7.2,2.4,194.625
2011-03-22,195.478,81.0,60.75,42.0,9.957,33.435,46.13,12.696,24.625,0,4.043,13.8,8.483,1.0,205.435
2011-03-23,189.458,91.0,84.875,56.0,4.5,19.5,20.917,1.417,11.333,38,0.174,11.6,9.133,6.7,193.958
2011-03-24,190.958,90.0,64.583,44.0,2.125,12.625,14.125,1.5,17.042,2,1.708,12.7,9.938,6.3,193.083
2011-03-25,192.167,65.0,48.292,29.0,0.125,6.625,7.125,0.5,13.042,0,0.708,9.8,6.829,3.7,192.292
2011-03-26,194.083,75.0,56.167,38.0,0.625,10.583,12.375,1.792,10.5,0,0.542,9.5,5.833,1.8,194.708
2011-03-27,196.75,81.0,56.958,34.0,4.292,26.0,32.5,6.5,22.174,0,2.875,12.3,7.092,0.7,201.042
2011-03-28,195.875,84.0,59.0,30.0,6.292,21.292,29.667,8.375,28.375,0,2.042,15.4,9.179,3.5,202.167
2011-03-29,197.261,84.0,50.083,19.0,6.087,28.087,35.913,7.826,22.625,0,2.13,17.3,9.621,2.4,203.348
2011-03-30,190.958,69.0,55.125,41.0,4.542,25.458,34.375,8.917,15.458,0,1.913,19.7,13.617,6.0,195.5
2011-03-31,185.75,84.0,68.25,36.0,1.125,9.0,9.375,0.375,8.833,12,0.583,16.4,10.571,3.3,186.875
2011-04-01,191.625,78.0,45.375,15.0,7.667,27.583,30.917,3.333,28.792,0,3.391,19.3,11.671,3.8,199.292
2011-04-02,191.167,76.0,57.292,36.0,7.833,20.958,23.958,3.0,31.375,0,2.375,18.0,10.588,6.3,199.0
2011-04-03,189.417,60.0,41.75,30.0,0.458,4.917,7.833,2.917,6.667,0,0.042,12.9,7.825,4.7,189.875
2011-04-04,190.375,70.0,39.333,16.0,1.25,10.917,15.917,5.0,8.333,0,0.458,15.5,8.554,1.6,191.625
2011-04-05,191.167,66.0,44.5,28.0,3.542,17.792,25.667,7.875,13.25,0,1.625,15.3,9.742,2.7,194.708
2011-04-06,192.5,76.0,47.75,21.0,8.292,30.333,38.917,8.583,19.917,0,4.833,18.9,11.738,3.0,200.792
2011-04-07,189.304,69.0,56.125,41.0,6.609,23.696,30.522,6.826,13.875,0,2.957,20.3,15.208,9.0,195.913
2011-04-08,186.208,90.0,76.5,59.0,2.0,12.25,16.0,3.75,12.667,13,1.174,17.8,15.7,14.2,188.208
2011-04-09,187.5,91.0,70.875,49.0,2.708,10.833,15.458,4.625,13.375,2,0.75,20.0,15.4,11.2,190.208
2011-04-10,191.042,85.0,50.375,16.0,5.167,17.75,21.958,4.208,26.333,0,1.75,19.1,13.4,8.3,196.208
2011-04-11,194.417,78.0,61.792,32.0,5.75,18.875,26.0,7.125,25.25,2,2.083,18.6,10.308,4.9,200.167
2011-04-12,192.292,83.0,52.083,23.0,7.5,28.0,46.083,18.083,23.5,0,0.958,15.8,9.596,2.8,199.792
2011-04-13,193.304,76.0,48.0,18.0,9.522,31.0,45.783,14.783,27.292,0,3.348,19.1,12.292,4.1,202.826
2011-04-14,192.565,72.0,43.958,16.0,9.913,30.609,36.696,6.087,42.2,0,5.739,22.8,14.329,6.3,202.478
2011-04-15,192.417,84.0,70.542,45.0,8.458,35.917,43.167,7.25,35.375,2,1.818,18.8,14.342,10.9,200.875
2011-04-16,190.208,89.0,62.792,36.0,4.708,14.083,18.458,4.375,27.25,0,0.875,19.1,13.467,7.3,194.917
2011-04-17,190.125,68.0,47.167,30.0,1.292,7.583,10.792,3.208,12.375,0,1.167,16.2,11.15,4.3,191.417
2011-04-18,189.875,90.0,72.75,49.0,4.375,21.2,27.3,6.1,19.542,14,1.381,18.2,11.921,7.4,194.25
2011-04-19,189.708,86.0,69.583,48.0,1.917,11.65,13.0,1.35,9.708,4,0.737,14.0,10.429,7.9,191.625
2011-04-20,190.167,74.0,60.0,38.0,2.25,9.875,11.792,1.917,6.958,0,0.5,16.0,11.062,7.6,192.417
2011-04-21,193.217,85.0,57.833,29.0,3.652,22.783,27.957,5.174,17.545,0,3.391,19.6,12.271,4.9,196.87
2011-04-22,189.792,87.0,77.0,66.0,7.25,27.708,33.667,5.958,19.625,8,0.826,16.0,13.525,9.4,197.042
2011-04-23,185.958,90.0,85.375,76.0,2.292,11.833,16.25,4.417,9.333,25,0.292,15.7,13.483,7.8,188.25
2011-04-24,190.042,94.0,66.333,36.0,2.25,11.667,19.75,8.083,18.875,0,1.625,17.2,11.6,4.7,192.292
2011-04-25,190.083,83.0,59.25,40.0,3.708,17.708,33.458,15.75,23.125,1,2.125,17.5,13.079,6.9,193.792
2011-04-26,186.909,79.0,64.583,39.0,5.091,19.042,24.667,5.625,28.909,1,2.875,22.2,15.862,8.5,192.0
2011-04-27,180.333,89.0,77.917,64.0,2.042,8.583,9.583,1.0,23.75,11,1.75,23.8,18.0,12.1,182.375
2011-04-28,183.304,90.0,76.25,58.0,4.13,13.261,15.435,2.174,17.792,1,1.783,17.1,12.783,10.6,187.435
2011-04-29,190.875,93.0,63.917,33.0,4.917,16.333,20.667,4.333,14.667,0,2.13,20.5,13.129,6.3,195.792
2011-04-30,189.0,83.0,67.792,49.0,4.042,11.542,12.792,1.25,19.292,0,2.083,21.7,16.783,9.3,193.042
2011-05-01,184.5,89.0,74.833,66.0,4.042,9.25,9.542,0.292,17.75,8,1.75,20.3,17.496,14.4,188.542
2011-05-02,191.0,88.0,55.875,29.0,7.208,14.583,21.875,7.292,54.167,0,1.333,22.3,16.779,10.9,198.208
2011-05-03,190.75,72.0,54.917,37.0,5.667,15.625,25.875,10.25,74.167,0,1.958,20.9,16.046,12.2,196.417
2011-05-04,192.542,81.0,55.708,32.0,5.417,15.25,25.125,9.875,42.667,0,2.25,22.8,16.017,9.8,197.958
2011-05-05,189.435,68.0,49.458,25.0,3.435,8.174,14.565,6.391,16.125,0,1.913,24.5,16.862,11.5,192.87
2011-05-06,189.25,76.0,60.0,41.0,1.833,13.667,15.583,1.917,20.958,0,2.435,23.4,17.867,11.2,191.083
2011-05-07,186.458,87.0,60.708,40.0,2.75,15.375,19.417,4.042,16.042,7,2.583,25.8,20.646,16.2,189.208
2011-05-08,184.5,89.0,67.25,41.0,4.0,12.542,17.417,4.875,23.875,2,3.583,26.8,20.975,16.5,188.5
2011-05-09,187.0,77.0,54.333,29.0,3.125,19.958,28.625,8.667,35.75,0,3.833,27.7,20.642,13.9,190.125
2011-05-10,183.522,89.0,85.083,78.0,11.957,29.583,52.333,22.75,40.25,14,6.083,22.8,20.892,18.1,195.478
2011-05-11,180.083,92.0,90.083,86.0,8.042,17.0,31.25,14.25,9.75,51,1.292,21.9,19.608,16.7,188.125
2011-05-12,181.826,92.0,89.0,86.0,8.696,22.087,45.783,23.696,9.042,24,0.957,22.6,20.525,18.4,190.522
2011-05-13,187.458,85.0,57.5,30.0,1.792,10.958,28.667,17.708,23.292,0,1.348,22.1,18.771,15.5,189.25
2011-05-14,191.25,66.0,42.75,16.0,3.333,15.917,38.5,22.583,22.167,0,2.25,24.7,18.838,13.5,194.583
2011-05-15,193.75,70.0,45.458,24.0,2.5,14.792,35.417,20.625,21.875,0,4.25,25.1,18.804,10.4,196.25
2011-05-16,194.167,77.0,55.875,26.0,3.917,20.542,42.292,21.75,27.625,0,3.583,25.9,19.696,13.2,198.083
2011-05-17,192.583,82.0,65.542,38.0,5.083,18.25,36.083,17.833,23.792,0,2.208,24.5,18.425,13.9,197.667
2011-05-18,193.917,90.0,52.125,19.0,5.667,20.417,27.042,6.625,20.458,0,2.792,25.9,18.488,11.1,199.583
2011-05-19,193.304,73.0,58.792,45.0,5.043,21.304,22.87,1.565,28.25,0,3.739,26.5,20.188,12.9,198.348
2011-05-20,187.542,84.0,61.958,39.0,6.583,24.292,26.5,2.208,25.125,0,3.261,27.2,21.775,16.5,194.125
2011-05-21,183.417,84.0,71.333,55.0,5.583,16.625,18.0,1.375,18.0,0,2.0,27.7,22.617,16.7,189.0
2011-05-22,182.125,86.0,70.125,48.0,2.542,5.417,9.125,3.708,7.625,9,0.375,23.3,20.133,15.4,184.667
2011-05-23,185.5,90.0,81.583,70.0,2.042,6.375,10.292,3.917,6.0,40,0.0,16.9,15.017,12.5,187.542
2011-05-24,186.125,91.0,73.0,49.0,4.125,11.833,17.792,5.958,5.708,27,0.917,23.3,17.392,12.8,190.25
2011-05-25,189.625,86.0,62.417,40.0,8.458,22.542,25.333,2.792,13.792,0,2.583,23.6,19.7,14.1,198.083
2011-05-26,188.364,87.0,67.958,50.0,9.455,23.217,25.13,1.913,18.348,5,2.348,22.6,19.321,16.5,197.818
2011-05-27,186.667,89.0,76.333,59.0,2.875,14.458,14.792,0.333,8.542,15,0.13,22.1,18.05,15.6,189.542
2011-05-28,187.792,91.0,88.542,85.0,6.333,18.125,20.458,2.333,8.417,21,0.375,21.2,18.675,16.2,194.125
2011-05-29,182.292,91.0,84.167,69.0,0.375,2.958,2.958,0.0,1.917,84,0.0,19.9,18.45,16.6,182.667
2011-05-30,182.292,84.0,63.708,49.0,1.083,4.333,4.333,0.0,2.75,7,0.125,23.9,19.762,15.3,183.375
2011-05-31,185.417,82.0,65.542,52.0,3.583,15.75,15.75,0.0,7.25,0,1.792,22.8,19.062,14.1,189.0
2011-06-01,186.125,81.0,73.5,64.0,4.167,15.458,15.458,0.0,9.417,0,1.375,21.9,19.342,17.2,190.292
2011-06-02,186.522,82.0,73.042,57.0,4.087,19.957,22.304,2.348,18.667,0,3.348,25.6,20.683,17.1,190.609
2011-06-03,188.292,86.0,70.958,48.0,5.708,19.833,19.958,0.125,34.333,0,3.478,27.2,21.521,16.1,194.0
2011-06-04,187.208,83.0,68.667,49.0,1.875,17.25,19.042,1.792,40.125,0,4.917,27.9,22.867,19.0,189.083
2011-06-05,186.792,85.0,71.792,48.0,1.042,14.833,15.208,0.375,32.375,0,3.583,24.2,21.196,18.5,187.833
2011-06-06,189.375,86.0,59.792,34.0,2.833,21.667,23.917,2.25,31.25,0,3.25,26.5,21.692,14.9,192.208
2011-06-07,187.833,78.0,70.042,47.0,3.292,21.625,24.083,2.458,29.0,0,1.792,26.1,21.554,19.5,191.125
2011-06-08,183.375,88.0,72.125,57.0,0.958,14.5,16.042,1.542,11.792,5,2.833,24.9,21.038,16.9,184.333
2011-06-09,185.652,80.0,71.208,60.0,1.652,19.391,22.739,3.348,19.583,1,4.435,27.0,23.508,20.4,187.304
2011-06-10,188.136,90.0,81.708,72.0,4.818,24.0,26.318,2.318,25.042,17,2.762,24.9,22.321,20.0,192.955
2011-06-11,183.056,91.0,80.625,66.0,0.333,8.875,8.875,0.0,13.292,26,0.667,24.2,21.633,19.7,183.389
2011-06-12,,90.0,81.958,71.0,,12.913,13.913,1.0,23.333,20,1.667,23.1,20.296,18.2,
2011-06-13,185.286,91.0,76.75,56.0,2.714,13.875,20.375,6.5,17.25,1,2.0,26.3,21.442,17.7,188.0
2011-06-14,188.208,87.0,67.458,50.0,2.083,,,,20.583,0,1.458,27.4,22.671,19.3,190.292
2011-06-15,189.667,75.0,57.25,34.0,3.458,,,,14.25,0,1.5,26.1,21.683,17.6,193.125
2011-06-16,191.348,91.0,83.333,64.0,3.826,,,,15.542,29,0.522,21.7,19.279,17.5,195.174
2011-06-17,186.792,91.0,77.625,62.0,5.458,18.6,25.5,6.9,9.417,2,1.739,24.8,21.504,17.5,192.25
2011-06-18,191.125,90.0,85.625,79.0,9.333,22.458,26.708,4.25,15.5,6,1.5,23.3,21.525,19.6,200.458
2011-06-19,188.125,91.0,82.25,68.0,7.292,18.917,20.458,1.542,20.0,1,4.167,25.9,22.2,19.6,195.417
2011-06-20,183.75,91.0,87.625,80.0,5.958,17.739,19.652,1.913,10.895,27,2.042,24.5,22.392,20.5,189.708
2011-06-21,182.917,90.0,75.292,57.0,4.417,15.652,19.13,3.478,14.5,9,3.458,29.4,25.121,20.7,187.333
2011-06-22,185.0,85.0,73.917,58.0,6.458,18.375,26.75,8.375,24.25,0,4.375,30.2,26.021,22.1,191.458
2011-06-23,180.478,82.0,69.542,51.0,6.783,11.652,22.478,10.826,17.625,0,3.478,32.8,27.958,24.5,187.261
2011-06-24,185.208,80.0,66.125,47.0,2.292,10.375,17.958,7.583,17.458,0,4.0,34.0,28.742,24.0,187.5
2011-06-25,188.833,82.0,64.875,43.0,2.083,9.333,15.5,6.167,16.875,0,3.125,35.7,29.417,24.9,190.917
2011-06-26,180.833,86.0,76.667,66.0,0.042,2.5,3.792,1.292,8.667,4,0.667,28.7,26.938,25.4,180.875
2011-06-27,178.389,82.0,74.917,64.0,0.5,5.083,10.292,5.208,13.391,1,1.417,31.0,27.242,24.6,178.889
2011-06-28,182.167,81.0,63.292,46.0,1.583,11.167,20.167,9.0,18.708,0,3.333,34.7,29.442,25.2,183.75
2011-06-29,187.333,79.0,62.417,43.0,3.542,14.667,26.625,11.958,25.625,0,3.083,34.9,29.65,26.1,190.875
2011-06-30,182.217,80.0,64.833,38.0,1.826,15.652,23.913,8.261,23.958,0,3.826,34.0,28.712,25.4,184.043
2011-07-01,181.708,87.0,79.708,72.0,2.875,19.458,34.375,14.917,21.583,7,2.478,27.7,25.342,23.4,184.583
2011-07-02,182.875,85.0,72.917,60.0,2.417,12.458,24.583,12.125,19.667,0,1.542,29.6,26.929,23.9,185.292
2011-07-03,191.958,83.0,76.625,63.0,1.542,12.417,26.625,14.208,35.458,2,3.042,29.3,26.575,24.2,193.5
2011-07-04,179.375,90.0,75.333,57.0,0.917,13.625,30.083,16.458,28.292,25,3.583,31.6,26.796,21.8,180.292
2011-07-05,186.292,90.0,70.708,50.0,2.75,13.542,34.0,20.458,29.042,0,2.833,30.9,26.204,21.9,189.042
2011-07-06,193.667,89.0,72.167,51.0,2.25,15.75,41.042,25.292,29.625,24,2.208,30.3,26.204,22.6,195.917
2011-07-07,181.652,91.0,89.167,88.0,7.826,15.391,45.565,30.174,16.083,36,2.0,26.1,24.108,22.4,189.478
2011-07-08,184.583,90.0,73.333,56.0,4.0,10.167,22.042,11.875,15.667,0,1.174,33.8,28.458,23.1,188.583
2011-07-09,179.625,79.0,66.708,52.0,2.042,7.875,17.375,9.5,12.167,0,1.875,34.0,29.558,26.3,181.667
2011-07-10,183.292,81.0,63.375,46.0,1.417,9.25,13.958,4.708,12.542,0,3.792,34.9,30.0,25.6,184.708
2011-07-11,183.0,78.0,63.208,48.0,1.75,8.833,11.75,2.917,10.083,0,2.292,33.7,29.558,25.8,184.75
2011-07-12,192.708,85.0,77.958,71.0,6.333,12.417,23.083,10.667,9.875,10,1.417,28.7,25.85,23.7,199.042
2011-07-13,193.458,87.0,67.375,52.0,5.0,10.542,19.25,8.708,10.833,0,1.875,32.4,27.879,22.1,198.458
2011-07-14,188.739,82.0,64.583,44.0,3.783,11.87,19.174,7.304,12.125,0,2.87,31.9,28.554,24.7,192.522
2011-07-15,193.0,82.0,63.125,40.0,10.083,16.292,26.667,10.375,17.625,0,4.0,34.3,28.712,24.1,203.083
2011-07-16,202.667,78.0,61.167,43.0,4.958,16.708,22.583,5.875,22.458,0,3.583,35.4,29.696,25.8,207.625
2011-07-17,191.917,78.0,59.417,42.0,3.125,10.042,11.458,1.417,17.25,0,1.75,35.4,30.217,25.2,195.042
2011-07-18,182.875,87.0,76.25,65.0,1.875,5.667,9.292,3.625,9.333,15,0.042,29.5,27.738,25.2,184.75
2011-07-19,174.875,89.0,81.625,71.0,0.5,3.75,5.583,1.833,4.167,43,0.0,28.5,25.396,23.0,175.375
2011-07-20,173.083,72.0,63.958,53.0,0.667,3.458,4.458,1.0,6.467,0,0.0,33.6,29.129,26.2,173.75
2011-07-21,182.478,75.0,66.75,54.0,3.217,11.391,16.913,5.522,,0,0.957,30.3,27.088,24.1,185.696
2011-07-22,186.0,81.0,72.167,60.0,1.667,11.208,11.917,0.708,,0,1.696,28.7,25.158,22.4,187.667
2011-07-23,187.583,78.0,64.458,42.0,0.792,8.5,8.667,0.167,,0,1.667,32.2,26.492,22.1,188.375
2011-07-24,189.458,77.0,64.167,45.0,1.25,9.375,10.0,0.625,,0,2.75,31.7,26.458,21.9,190.708
2011-07-25,183.261,80.0,68.833,58.0,0.739,7.045,9.318,2.273,16.833,0,1.333,31.0,27.525,24.8,184.0
2011-07-26,192.625,83.0,69.625,56.0,3.375,10.708,11.208,0.5,15.818,0,1.625,31.2,27.279,23.2,196.0
2011-07-27,181.125,77.0,70.125,53.0,2.5,8.042,8.333,0.292,13.083,0,2.458,31.6,28.388,25.9,183.625
2011-07-28,187.522,80.0,68.458,51.0,8.087,9.957,16.783,6.826,20.125,0,3.348,32.9,28.188,24.2,195.609
2011-07-29,187.208,84.0,67.0,48.0,5.208,15.917,22.75,6.833,24.826,0,2.087,33.1,28.729,24.2,192.417
2011-07-30,184.042,78.0,68.583,52.0,3.25,12.0,17.542,5.542,18.75,0,1.375,31.0,27.871,24.9,187.292
2011-07-31,187.292,78.0,61.917,43.0,1.0,10.333,13.292,2.958,23.042,0,1.958,32.9,27.988,24.0,188.292
2011-08-01,189.667,80.0,63.25,45.0,1.333,11.792,14.208,2.417,23.5,0,1.833,33.7,28.658,24.1,191.0
2011-08-02,184.792,73.0,58.792,42.0,1.292,11.5,12.958,1.458,21.833,0,1.25,35.1,29.538,25.3,186.083
2011-08-03,181.583,78.0,56.875,35.0,2.333,9.875,10.667,0.792,14.083,0,1.833,34.7,29.792,24.5,183.917
2011-08-04,184.261,70.0,55.167,41.0,4.348,15.261,16.739,1.478,17.25,2,3.13,36.0,30.183,26.3,188.609
