date,TEMP_max,TEMP_mean,TEMP_min
2011-01-01,33.0,12.167,-16.0
2011-01-02,-4.0,-26.625,-42.0
2011-01-03,-17.0,-29.833,-44.0
2011-01-04,-27.0,-42.417,-58.0
2011-01-05,-29.0,-41.667,-61.0
2011-01-06,13.0,-20.667,-45.0
2011-01-07,-25.0,-36.208,-45.0
2011-01-08,-7.0,-28.542,-49.0
2011-01-09,23.0,-2.833,-18.0
2011-01-10,33.0,1.833,-15.0
2011-01-11,0.0,-26.583,-66.0
2011-01-12,-26.0,-45.667,-68.0
2011-01-13,5.0,-21.958,-34.0
2011-01-14,-3.0,-22.167,-36.0
2011-01-15,-6.0,-17.542,-27.0
2011-01-16,-27.0,-32.25,-40.0
2011-01-17,6.0,-19.625,-30.0
2011-01-18,48.0,14.667,-28.0
2011-01-19,50.0,22.875,0.0
2011-01-20,19.0,11.625,4.0
2011-01-21,13.0,8.167,1.0
2011-01-22,34.0,17.125,2.0
2011-01-23,3.0,-16.083,-55.0
2011-01-24,-47.0,-62.625,-74.0
2011-01-25,-38.0,-64.625,-86.0
2011-01-26,-36.0,-63.208,-90.0
2011-01-27,-13.0,-43.292,-70.0
2011-01-28,-13.0,-35.625,-46.0
2011-01-29,-40.0,-50.25,-58.0
2011-01-30,-31.0,-46.792,-60.0
2011-01-31,-24.0,-48.583,-74.0
2011-02-01,-15.0,-37.417,-81.0
2011-02-02,-69.0,-85.458,-97.0
2011-02-03,-45.0,-69.417,-99.0
2011-02-04,-16.0,-41.125,-63.0
2011-02-05,14.0,-13.25,-42.0
2011-02-06,87.0,49.583,5.0
2011-02-07,78.0,18.75,-33.0
2011-02-08,-30.0,-59.208,-95.0
2011-02-09,-43.0,-68.167,-94.0
2011-02-10,-19.0,-43.917,-63.0
2011-02-11,-15.0,-38.542,-61.0
2011-02-12,-20.0,-39.667,-55.0
2011-02-13,44.0,3.333,-30.0
2011-02-14,42.0,17.583,3.0
2011-02-15,22.0,-10.417,-54.0
2011-02-16,-10.0,-42.292,-64.0
2011-02-17,-17.0,-49.958,-77.0
2011-02-18,-62.0,-69.875,-76.0
2011-02-19,-15.0,-49.125,-74.0
2011-02-20,7.0,-22.208,-51.0
2011-02-21,16.0,-6.833,-28.0
2011-02-22,45.0,15.958,-17.0
2011-02-23,97.0,58.042,-1.0
2011-02-24,39.0,12.875,-12.0
2011-02-25,47.0,15.917,-15.0
2011-02-26,-10.0,-41.583,-62.0
2011-02-27,-36.0,-57.625,-71.0
