date,HUM_max,HUM_mean,HUM_min,NO2_mean,NOX_mean,NO_mean,PM25_mean,RAIN_sum,SO2_mean,TEMP_max,TEMP_mean,TEMP_min
2011-01-01,83.0,66.208,44.0,17.417,20.042,2.625,,0,1.042,9.9,5.979,1.5
2011-01-02,95.0,71.208,55.0,,,,,2,1.391,7.6,5.05,3.4
2011-01-03,77.0,62.333,51.0,,,,,0,2.0,6.4,4.708,2.1
2011-01-04,83.0,62.458,33.0,,,,,0,3.375,6.3,3.454,0.9
2011-01-05,89.0,74.917,56.0,,,,,0,0.167,5.7,2.867,-0.3
2011-01-06,93.0,62.417,37.0,,,,,0,0.583,8.9,4.929,0.6
2011-01-07,82.0,68.625,53.0,,,,,0,0.0,6.2,4.146,2.8
2011-01-08,79.0,65.917,49.0,,,,,0,0.042,7.0,4.096,1.9
2011-01-09,85.0,69.25,50.0,17.217,21.435,4.217,,0,1.087,9.4,5.404,2.6
2011-01-10,92.0,70.792,50.0,31.043,54.391,23.348,,0,2.087,9.3,5.321,1.5
2011-01-11,74.0,62.833,43.0,10.417,12.042,1.625,,0,1.917,9.3,5.175,1.0
2011-01-12,77.0,65.167,50.0,18.708,26.208,7.5,,0,0.625,5.0,2.7,0.6
2011-01-13,82.0,60.292,43.0,17.625,26.958,9.333,,0,1.417,8.5,5.2,1.9
2011-01-14,77.0,65.417,56.0,16.875,20.167,3.292,,0,3.125,7.5,5.104,3.6
2011-01-15,77.0,66.958,53.0,14.458,16.792,2.333,,0,0.833,7.4,5.204,3.1
2011-01-16,84.0,67.792,60.0,8.667,8.958,0.292,,0,0.2,5.3,4.738,3.9
2011-01-17,83.0,61.375,43.0,20.375,23.708,3.333,,0,0.0,8.4,5.121,1.6
2011-01-18,90.0,62.833,39.0,35.042,65.375,30.333,,0,0.333,9.9,4.592,-0.6
2011-01-19,100.0,81.042,57.0,28.792,63.333,34.542,,22,0.292,8.5,5.554,3.5
2011-01-20,100.0,85.292,72.0,15.083,16.833,1.75,,2,0.0,9.0,7.221,5.1
2011-01-21,99.0,90.667,70.0,19.583,22.125,2.542,,8,0.0,8.5,7.033,5.8
2011-01-22,100.0,81.042,53.0,21.5,27.0,5.5,,0,1.333,11.0,7.071,3.1
2011-01-23,93.0,74.083,42.0,11.556,12.778,1.222,,2,0.174,9.7,5.696,2.3
2011-01-24,69.0,54.75,44.0,4.667,4.889,0.222,,0,0.042,4.8,2.346,0.6
2011-01-25,66.0,48.875,29.0,7.667,8.208,0.542,,0,0.75,5.1,1.833,-0.7
2011-01-26,72.0,54.667,44.0,11.417,13.0,1.583,,0,0.083,4.8,1.533,-1.8
2011-01-27,74.0,60.167,45.0,21.167,25.167,4.0,,0,1.833,6.7,2.842,0.1
2011-01-28,83.0,66.625,49.0,15.542,17.417,1.875,,0,1.125,7.4,3.4,0.8
2011-01-29,90.0,69.083,43.0,7.667,7.75,0.083,,0,0.0,5.6,2.438,0.6
2011-01-30,92.0,77.083,56.0,22.75,32.25,9.5,,0,0.261,4.4,2.013,0.1
2011-01-31,86.0,61.542,37.0,20.583,27.583,7.0,,0,0.042,6.2,2.175,-0.4
2011-02-01,88.0,58.292,33.0,15.542,29.75,14.208,,0,1.292,7.0,3.121,-1.0
2011-02-02,74.0,58.708,40.0,7.625,7.667,0.042,,0,0.0,1.8,-0.546,-2.6
2011-02-03,83.0,60.958,41.0,15.042,18.083,3.042,,0,0.167,4.0,0.208,-4.3
2011-02-04,79.0,56.958,35.0,18.542,23.833,5.292,,0,1.625,6.8,3.258,-0.2
2011-02-05,68.0,54.0,39.0,13.13,13.739,0.609,,0,3.5,7.5,4.829,1.1
2011-02-06,100.0,86.25,66.0,24.458,33.083,8.625,,9,1.652,9.0,6.938,4.2
2011-02-07,100.0,74.417,52.0,14.75,21.208,6.458,,23,0.333,10.0,8.137,5.1
2011-02-08,62.0,44.458,26.0,4.913,5.609,0.696,,0,0.087,4.7,2.383,-1.5
2011-02-09,68.0,45.917,30.0,10.25,13.333,3.083,,0,0.0,5.3,1.308,-2.7
2011-02-10,64.0,49.542,37.0,17.417,21.625,4.208,,0,0.167,5.9,2.858,-0.3
2011-02-11,73.0,56.875,41.0,12.625,13.667,1.042,,0,0.25,6.4,3.3,0.4
2011-02-12,78.0,61.792,39.0,10.261,10.783,0.522,,0,0.0,6.9,2.829,-0.4
2011-02-13,99.0,81.25,55.0,26.958,33.375,6.417,,12,0.0,4.7,3.625,1.2
2011-02-14,96.0,94.167,90.0,32.208,50.625,18.417,,11,0.0,6.5,5.6,4.6
2011-02-15,98.0,79.417,63.0,21.583,34.833,13.25,,0,0.0,7.0,4.108,1.7
2011-02-16,69.0,53.125,38.0,19.75,22.625,2.875,,0,0.458,6.1,3.258,0.6
2011-02-17,66.0,49.667,32.0,8.833,9.792,0.958,,0,0.0,7.0,3.038,0.4
2011-02-18,89.0,63.542,43.0,9.375,10.208,0.833,,0,0.0,3.0,0.638,-1.7
2011-02-19,84.0,64.708,36.0,17.783,20.348,2.565,,0,0.25,6.1,1.1,-3.3
2011-02-20,84.0,58.0,32.0,28.25,42.292,14.042,,0,0.565,7.8,2.825,-1.6
2011-02-21,74.0,60.208,49.0,41.5,73.292,31.792,,0,1.5,7.5,4.412,0.1
2011-02-22,97.0,68.5,42.0,22.708,25.292,2.583,,12,0.458,10.9,7.8,4.0
2011-02-23,99.0,81.083,52.0,14.958,19.333,4.375,,16,0.167,12.6,10.325,7.9
2011-02-24,64.0,49.708,32.0,10.304,10.783,0.478,,0,0.435,11.8,8.029,5.2
2011-02-25,93.0,77.292,63.0,20.458,23.625,3.167,,2,0.0,7.8,6.296,5.2
2011-02-26,89.0,63.667,45.0,7.0,7.167,0.167,,0,0.0,5.2,3.675,0.5
2011-02-27,84.0,61.5,40.0,13.261,13.826,0.565,,0,0.0,4.9,1.85,-0.5
2011-02-28,84.0,55.833,33.0,20.875,27.125,6.25,,0,0.0,7.5,3.479,-1.7
2011-03-01,91.0,71.208,48.0,39.25,63.667,24.417,,0,0.917,13.7,8.642,3.2
2011-03-02,100.0,85.042,66.0,26.625,49.167,22.542,,5,0.292,10.8,9.558,7.7
2011-03-03,67.0,52.208,35.0,6.583,6.583,0.0,,0,0.0,11.1,8.217,5.7
2011-03-04,94.0,75.292,47.0,8.375,8.375,0.0,,8,0.0,9.5,7.267,4.2
2011-03-05,100.0,95.208,87.0,21.792,30.0,8.208,,42,0.0,12.7,10.829,9.4
2011-03-06,100.0,82.208,61.0,33.25,67.875,34.625,,12,1.375,16.5,12.9,11.2
2011-03-07,73.0,57.917,42.0,13.583,14.208,0.625,,0,0.0,11.8,10.046,6.9
2011-03-08,72.0,54.708,38.0,14.125,14.917,0.792,,0,0.0,13.9,9.204,5.7
2011-03-09,93.0,80.542,54.0,16.375,17.042,0.667,,14,0.0,8.2,6.7,5.7
2011-03-10,76.0,60.917,44.0,7.625,7.875,0.25,,0,0.0,9.7,7.254,4.7
2011-03-11,84.0,56.708,37.0,9.083,9.792,0.708,,1,0.5,9.6,4.583,1.2
2011-03-12,77.0,63.958,49.0,8.917,9.292,0.375,,1,0.0,5.1,2.483,0.3
2011-03-13,78.0,59.125,39.0,14.583,15.792,1.208,,0,0.0,6.0,3.192,0.5
2011-03-14,84.0,54.583,30.0,32.292,45.333,13.042,,0,1.0,10.0,4.742,-0.6
2011-03-15,80.0,56.458,28.0,23.958,32.833,8.875,,0,0.625,9.1,5.25,1.9
2011-03-16,72.0,48.25,22.0,33.208,44.083,10.875,,0,0.083,12.0,6.646,0.8
2011-03-17,99.0,89.583,65.0,28.167,37.5,9.333,,14,0.0,14.7,11.25,8.2
2011-03-18,98.0,91.792,85.0,26.417,35.583,9.167,,5,1.042,12.7,11.029,8.2
2011-03-19,93.0,58.917,40.0,10.292,10.833,0.542,,1,0.0,8.1,5.838,2.4
2011-03-20,80.0,55.208,36.0,21.5,24.875,3.375,,0,0.958,10.2,5.525,0.3
2011-03-21,77.0,52.125,24.0,14.75,16.0,1.25,,0,0.375,11.1,6.454,2.6
2011-03-22,78.0,53.87,37.0,38.542,60.625,22.083,,0,2.917,13.6,8.642,2.3
2011-03-23,100.0,88.083,49.0,21.917,22.625,0.708,,34,0.042,11.4,9.517,7.2
2011-03-24,99.0,66.958,45.0,10.083,10.125,0.042,,6,0.25,12.5,9.858,6.5
2011-03-25,77.0,50.958,28.0,4.917,4.958,0.042,,0,0.042,10.3,6.417,3.9
2011-03-26,80.0,65.458,41.0,14.25,16.0,1.75,,0,0.0,8.6,4.812,1.8
2011-03-27,74.0,55.125,38.0,25.75,30.042,4.292,,0,1.75,12.2,7.404,2.7
2011-03-28,84.0,57.75,33.0,26.417,36.917,10.5,,1,0.917,15.3,9.412,4.6
2011-03-29,88.0,44.917,11.0,20.625,26.417,5.792,,0,0.958,16.0,10.371,3.3
2011-03-30,77.0,56.583,47.0,20.25,25.333,5.083,,0,1.917,18.1,13.696,7.8
2011-03-31,98.0,79.958,53.0,9.375,9.375,0.0,,25,0.417,15.5,10.038,3.3
2011-04-01,64.0,45.292,18.0,18.0,19.625,1.625,,0,1.222,18.5,11.992,4.1
2011-04-02,82.0,58.333,32.0,27.125,32.5,5.375,,0,1.375,18.0,11.55,6.3
2011-04-03,58.0,48.75,40.0,4.708,4.708,0.0,,0,0.0,10.0,6.871,5.1
2011-04-04,59.0,43.917,24.0,8.87,9.087,0.217,,0,0.0,12.5,7.971,3.8
2011-04-05,52.0,39.417,28.0,18.458,20.083,1.625,,0,0.375,16.4,10.167,4.2
2011-04-06,76.0,50.292,26.0,29.583,36.167,6.583,,0,0.542,18.1,11.9,4.1
2011-04-07,73.0,60.292,48.0,22.667,31.292,8.625,,0,0.292,18.9,14.975,10.4
2011-04-08,94.0,76.867,65.0,15.478,15.87,0.391,,9,0.217,17.0,15.127,14.5
2011-04-09,,,,9.5,9.75,0.25,,0,0.0,,,
2011-04-10,,,,14.958,15.458,0.5,,0,0.875,,,
2011-04-11,79.0,62.111,56.0,22.696,27.783,5.087,,0,1.292,10.4,8.433,7.0
2011-04-12,73.0,49.667,30.0,21.375,24.583,3.208,,0,0.292,14.2,9.954,5.5
2011-04-13,66.0,43.917,23.0,33.667,45.792,12.125,,0,0.958,18.6,12.675,6.0
2011-04-14,75.0,50.125,17.0,33.083,40.917,7.833,,0,3.0,21.6,15.0,8.3
2011-04-15,82.0,69.375,56.0,15.208,15.5,0.292,,0,2.375,18.3,16.25,15.1
2011-04-16,92.0,63.958,41.0,13.667,20.958,7.292,,0,0.208,18.1,13.388,7.2
2011-04-17,68.0,43.708,20.0,9.708,9.75,0.042,,0,0.125,18.8,11.95,4.6
2011-04-18,89.0,69.167,43.0,15.292,15.833,0.542,,7,0.13,19.9,13.983,10.1
2011-04-19,98.0,73.125,43.0,12.458,13.042,0.583,,5,0.0,13.3,9.975,8.1
2011-04-20,85.0,66.625,45.0,11.167,12.833,1.667,,0,0.0,12.2,9.267,6.1
2011-04-21,88.0,55.458,26.0,28.875,40.25,11.375,,0,0.875,18.3,11.908,4.6
2011-04-22,99.0,82.583,54.0,40.792,50.75,9.958,,12,0.0,15.1,13.05,10.8
2011-04-23,99.0,89.167,73.0,21.125,23.875,2.75,,38,0.0,15.2,12.688,8.7
2011-04-24,89.0,60.708,31.0,15.792,16.833,1.042,,0,0.083,16.7,11.271,6.2
2011-04-25,88.0,58.625,30.0,19.792,25.583,5.792,,2,0.043,17.3,12.362,7.1
2011-04-26,80.0,63.667,41.0,21.25,33.625,12.375,,0,1.083,21.0,15.917,9.9
2011-04-27,98.0,81.25,65.0,11.375,11.958,0.583,,7,1.125,21.1,18.083,12.7
2011-04-28,99.0,75.417,42.0,13.783,14.13,0.348,,1,0.391,16.6,12.717,8.7
2011-04-29,91.0,59.208,37.0,18.0,20.208,2.208,,0,1.208,17.0,12.821,7.4
2011-04-30,84.0,58.25,32.0,13.75,15.667,1.917,,0,0.833,21.7,16.946,10.3
2011-05-01,97.0,81.042,61.0,12.0,12.75,0.75,,12,0.0,18.7,16.708,14.6
2011-05-02,81.0,44.833,29.0,15.5,17.042,1.542,,0,0.238,21.8,17.254,12.6
2011-05-03,66.0,50.583,34.0,22.292,23.583,1.292,,0,0.417,20.3,16.083,12.1
2011-05-04,79.0,52.458,36.0,13.917,15.708,1.792,,0,1.208,21.2,16.562,11.4
2011-05-05,67.0,48.25,29.0,8.5,8.5,0.0,,0,0.167,22.3,16.55,11.8
2011-05-06,80.0,60.292,39.0,16.125,17.708,1.583,,0,0.125,22.6,17.8,11.9
2011-05-07,95.0,65.625,42.0,5.833,5.833,0.0,,0,0.208,25.2,20.283,17.6
2011-05-08,95.0,61.417,36.0,7.5,7.875,0.375,,0,0.458,26.0,21.054,16.4
2011-05-09,79.0,52.792,26.0,13.208,14.125,0.917,,0,0.391,26.2,20.933,14.4
2011-05-10,98.0,90.167,80.0,9.75,11.875,2.125,,11,0.875,23.7,22.079,20.9
2011-05-11,98.0,96.083,93.0,14.542,19.667,5.125,,71,0.042,22.7,21.442,20.0
2011-05-12,98.0,87.083,66.0,16.458,18.25,1.792,,20,0.0,22.4,21.029,19.4
2011-05-13,85.0,46.625,25.0,8.087,8.304,0.217,,0,0.522,22.6,19.958,16.0
2011-05-14,60.0,36.417,26.0,11.708,11.958,0.25,,0,1.333,24.0,19.288,15.3
2011-05-15,52.0,35.667,24.0,11.875,12.75,0.875,,0,0.875,23.4,18.925,11.8
2011-05-16,69.0,54.917,32.0,11.292,12.375,1.083,,0,1.652,24.2,20.121,16.2
2011-05-17,81.0,62.125,35.0,19.292,22.167,2.875,,0,1.875,23.8,18.742,14.0
2011-05-18,88.0,52.167,29.0,30.458,38.083,7.625,,0,1.167,24.1,18.388,12.2
2011-05-19,70.0,56.208,37.0,22.958,27.667,4.708,,0,1.417,24.9,19.767,13.8
2011-05-20,84.0,65.708,28.0,10.542,12.708,2.167,,0,1.042,26.1,21.0,16.2
2011-05-21,91.0,75.125,61.0,9.417,11.917,2.5,,0,0.417,26.0,22.467,17.9
2011-05-22,95.0,72.417,39.0,4.25,4.333,0.083,,16,0.417,22.2,19.725,15.6
2011-05-23,99.0,83.667,67.0,8.417,8.792,0.375,,42,0.0,16.1,14.871,13.7
2011-05-24,98.0,70.958,42.0,12.167,12.917,0.75,,25,0.042,22.2,17.592,13.9
2011-05-25,91.0,60.042,34.0,25.875,32.667,6.792,,0,1.542,26.2,20.004,14.4
2011-05-26,91.0,64.875,44.0,16.375,18.083,1.708,,3,0.667,22.8,19.817,17.4
2011-05-27,99.0,76.542,62.0,8.917,8.958,0.042,,6,0.0,19.3,17.617,16.7
2011-05-28,98.0,90.917,78.0,15.125,16.5,1.375,,16,0.0,20.3,19.279,17.4
2011-05-29,98.0,92.75,73.0,6.792,7.042,0.25,,145,0.0,20.4,19.158,16.7
2011-05-30,88.0,69.917,58.0,5.13,5.391,0.261,,17,0.0,19.9,17.667,16.1
2011-05-31,78.0,60.417,42.0,11.25,11.792,0.542,,0,0.167,22.1,18.421,14.6
2011-06-01,97.0,83.375,69.0,14.0,14.792,0.792,,18,0.0,19.6,17.721,16.7
2011-06-02,92.0,74.75,56.0,14.917,18.292,3.375,,1,0.417,22.7,19.392,17.1
2011-06-03,90.0,67.083,43.0,21.458,30.542,9.083,,0,1.208,25.7,21.142,16.5
2011-06-04,87.0,68.208,49.0,16.708,21.542,4.833,,0,1.833,26.3,22.354,18.3
2011-06-05,87.0,72.0,55.0,11.375,12.083,0.708,,0,1.5,24.2,21.725,18.9
2011-06-06,90.0,59.875,40.0,19.792,21.833,2.042,,0,0.87,26.3,21.854,16.5
2011-06-07,78.0,60.833,43.0,23.75,28.833,5.083,,0,0.5,25.3,21.888,18.9
2011-06-08,91.0,70.208,47.0,14.167,14.583,0.417,,3,1.625,26.1,21.821,18.1
2011-06-09,89.0,75.417,57.0,9.417,10.208,0.792,,0,0.792,25.9,23.058,21.1
2011-06-10,99.0,84.0,69.0,14.375,16.417,2.042,,24,1.75,24.3,22.662,20.5
2011-06-11,98.0,79.083,54.0,8.75,9.25,0.5,,49,0.0,23.9,22.138,19.8
2011-06-12,96.0,79.75,57.0,14.833,15.625,0.792,,14,0.5,23.8,20.729,18.6
2011-06-13,94.0,72.458,45.0,15.958,16.875,0.917,,0,1.565,24.8,21.579,19.4
2011-06-14,91.0,58.583,34.0,12.583,13.208,0.625,,1,0.208,26.2,22.429,19.3
2011-06-15,71.0,49.75,28.0,20.875,25.458,4.583,,0,0.042,26.7,21.938,17.2
2011-06-16,98.0,87.292,73.0,20.625,26.667,6.042,,24,0.0,21.0,19.383,18.1
2011-06-17,98.0,75.167,52.0,15.217,16.217,1.0,,6,0.304,25.8,22.017,18.4
2011-06-18,98.0,89.125,71.0,25.833,29.417,3.583,,5,0.583,23.7,21.667,20.7
2011-06-19,98.0,80.375,56.0,13.875,15.042,1.167,,3,0.75,25.2,22.588,21.3
2011-06-20,98.0,89.833,76.0,16.125,20.167,4.042,,15,0.043,23.8,22.371,21.1
2011-06-21,98.0,79.917,59.0,15.583,20.417,4.833,,16,1.5,27.8,24.625,22.1
2011-06-22,90.0,75.042,59.0,12.333,23.625,11.292,,0,2.0,28.8,25.908,22.0
2011-06-23,96.0,79.458,60.0,3.75,6.417,2.667,,0,0.708,29.8,26.704,24.4
2011-06-24,90.0,77.417,59.0,4.0,6.583,2.583,,0,0.917,30.0,27.438,25.7
2011-06-25,87.0,71.292,57.0,3.375,5.875,2.5,,0,0.583,31.3,28.467,26.4
2011-06-26,96.0,69.583,48.0,3.333,5.75,2.417,,8,0.25,31.6,28.042,25.5
2011-06-27,85.0,74.875,60.0,5.625,8.583,2.958,,0,0.957,29.7,27.767,26.6
2011-06-28,92.0,71.042,52.0,4.542,7.208,2.667,,0,0.542,31.1,28.196,26.0
2011-06-29,90.0,64.75,45.0,15.5,26.417,10.917,,0,3.042,34.1,29.158,24.4
2011-06-30,84.0,65.0,46.0,19.917,29.625,9.708,,0,1.875,33.3,28.917,25.7
2011-07-01,98.0,81.625,67.0,21.0,34.25,13.25,,4,1.875,26.8,25.571,24.7
2011-07-02,89.0,70.667,52.0,14.5,18.292,3.792,,0,1.208,30.3,27.05,24.6
2011-07-03,88.0,75.958,55.0,10.083,12.542,2.458,,0,1.417,30.1,26.921,24.3
2011-07-04,99.0,81.417,65.0,8.409,9.909,1.5,,16,1.864,29.4,26.862,23.4
2011-07-05,98.0,67.458,38.0,16.458,17.625,1.167,,0,1.333,30.9,27.071,23.9
2011-07-06,98.0,73.083,38.0,15.833,17.583,1.75,,10,1.125,30.8,25.979,23.2
2011-07-07,99.0,95.375,87.0,10.667,14.625,3.958,,43,1.083,26.5,25.158,23.5
2011-07-08,88.0,72.125,57.0,4.792,6.833,2.042,,0,1.375,31.3,28.475,26.3
2011-07-09,76.0,60.917,44.0,3.375,4.958,1.583,,0,0.417,32.6,29.304,27.0
2011-07-10,83.0,58.708,39.0,6.125,9.75,3.625,,0,0.792,33.8,29.221,25.3
2011-07-11,82.0,65.167,46.0,7.917,14.0,6.083,,0,0.261,32.3,28.612,25.0
2011-07-12,94.0,82.208,63.0,12.083,27.667,15.583,,3,0.708,29.3,26.383,24.1
2011-07-13,94.0,67.458,51.0,7.792,17.417,9.625,,1,0.375,31.1,27.367,23.2
2011-07-14,85.0,61.25,37.0,11.375,20.75,9.375,,0,1.042,32.6,28.033,24.2
2011-07-15,85.0,60.25,35.0,18.167,27.292,9.125,,0,1.458,33.1,28.479,23.8
2011-07-16,81.0,62.333,44.0,19.625,26.875,7.25,,0,2.458,34.4,28.988,24.1
2011-07-17,88.0,63.0,44.0,9.333,11.208,1.875,,0,0.25,34.5,29.821,24.5
2011-07-18,98.0,87.5,72.0,5.5,7.125,1.625,,32,0.0,28.5,27.171,26.0
2011-07-19,98.0,82.458,70.0,5.478,6.913,1.435,,28,0.0,27.7,26.533,24.7
2011-07-20,75.0,69.0,59.0,4.5,4.958,0.458,,0,0.0,31.2,28.529,26.6
2011-07-21,76.0,70.208,61.0,6.625,7.25,0.625,,0,0.0,28.2,26.283,24.6
2011-07-22,96.0,78.708,62.0,15.75,18.875,3.125,,0,1.25,26.6,24.412,22.1
2011-07-23,89.0,67.917,49.0,12.5,15.5,3.0,,0,1.875,30.7,26.342,23.1
2011-07-24,85.0,66.25,44.0,9.417,10.125,0.708,,0,1.125,30.6,26.142,21.5
2011-07-25,84.0,70.75,55.0,8.75,9.875,1.125,,0,0.565,29.4,26.825,25.2
2011-07-26,90.0,72.375,51.0,12.167,17.167,5.0,,0,1.0,30.6,26.996,23.5
2011-07-27,84.0,77.708,66.0,6.792,9.542,2.75,,0,1.875,28.7,27.038,26.2
2011-07-28,97.0,79.417,58.0,14.208,20.667,6.458,,2,1.833,31.2,27.471,25.0
2011-07-29,96.0,73.958,52.0,18.917,28.583,9.667,,0,1.958,31.8,27.725,24.3
2011-07-30,82.0,72.042,56.0,12.542,20.167,7.625,,1,0.917,30.6,27.575,25.3
2011-07-31,91.0,69.125,47.0,8.958,9.333,0.375,,0,0.417,31.3,27.617,23.9
2011-08-01,90.0,68.75,52.0,7.652,8.174,0.522,,0,0.0,31.5,27.696,25.1
2011-08-02,81.0,68.458,53.0,8.417,9.0,0.583,,0,0.042,31.2,27.679,24.9
2011-08-03,88.0,64.375,42.0,10.833,12.083,1.25,,0,1.0,32.9,28.725,25.1
2011-08-04,75.0,60.417,45.0,7.0,9.0,2.0,,0,0.458,33.1,29.329,25.4
2011-08-05,100.0,83.292,61.0,11.125,13.792,2.667,,28,0.125,29.8,27.012,25.3
2011-08-06,97.0,69.792,47.0,7.792,14.417,6.625,,0,0.208,31.7,28.029,25.5
2011-08-07,86.0,65.042,47.0,7.042,13.25,6.208,,0,0.958,32.7,28.562,24.3
2011-08-08,83.0,67.375,44.0,13.708,19.583,5.875,,0,1.87,33.7,28.996,25.6
2011-08-09,87.0,68.0,49.0,23.375,31.833,8.458,,0,3.667,34.7,29.779,25.2
2011-08-10,90.0,69.542,53.0,18.375,24.208,5.833,,0,3.208,34.0,29.771,26.0
2011-08-11,85.0,68.417,53.0,16.75,21.75,5.0,,0,1.958,32.8,29.675,26.9
2011-08-12,84.0,70.417,54.0,12.292,13.583,1.292,,3,1.25,32.9,29.442,26.7
2011-08-13,90.0,65.75,44.0,9.167,9.875,0.708,,0,1.25,35.3,30.079,26.2
2011-08-14,87.0,72.417,54.0,5.292,5.667,0.375,,0,2.958,32.7,29.254,26.7
2011-08-15,95.0,73.417,48.0,7.375,8.375,1.0,,0,2.783,33.3,29.083,26.3
2011-08-16,87.0,73.292,51.0,8.25,8.958,0.708,,0,2.25,33.1,29.312,26.8
2011-08-17,87.0,76.167,58.0,9.458,11.542,2.083,,0,2.125,32.4,29.317,26.5
2011-08-18,97.0,80.792,58.0,10.875,14.625,3.75,,0,2.25,32.4,28.925,26.4
2011-08-19,98.0,69.208,52.0,7.391,7.826,0.435,,2,0.609,29.9,27.646,25.7
2011-08-20,100.0,81.833,55.0,11.292,11.667,0.375,,1,0.125,27.7,24.579,22.5
2011-08-21,100.0,91.292,77.0,10.708,11.25,0.542,,12,0.042,25.6,23.704,22.8
2011-08-22,97.0,72.875,49.0,17.833,21.458,3.625,,4,0.826,29.5,25.958,22.1
2011-08-23,99.0,80.167,59.0,14.792,25.0,10.208,,4,1.083,29.4,26.496,24.0
2011-08-24,93.0,68.167,40.0,11.125,25.625,14.5,,0,0.875,33.3,28.533,24.2
2011-08-25,97.0,74.542,53.0,10.167,19.333,9.167,,1,0.792,30.6,27.771,25.8
2011-08-26,97.0,81.0,49.0,14.667,22.125,7.458,,17,0.542,32.0,26.946,24.6
2011-08-27,100.0,79.917,49.0,12.458,17.292,4.833,,19,0.083,32.5,26.996,24.6
2011-08-28,96.0,68.083,39.0,10.917,13.542,2.625,,0,1.125,33.6,28.517,24.3
2011-08-29,89.0,60.208,39.0,10.167,12.875,2.708,,0,0.783,34.2,29.175,24.1
2011-08-30,76.0,56.083,43.0,12.75,14.0,1.25,,0,0.583,33.5,29.612,25.5
2011-08-31,88.0,67.375,55.0,8.458,9.125,0.667,,1,0.542,32.5,28.646,26.5
2011-09-01,99.0,81.208,64.0,6.958,8.625,1.667,,18,0.0,30.2,27.625,25.7
2011-09-02,90.0,74.333,61.0,4.667,4.958,0.292,,5,0.0,29.2,28.012,26.7
2011-09-03,100.0,86.708,69.0,4.083,4.083,0.0,,130,0.0,27.8,25.846,21.7
2011-09-04,100.0,98.25,93.0,7.958,8.167,0.208,,101,0.0,25.0,23.808,21.4
2011-09-05,100.0,82.417,66.0,14.304,18.348,4.043,,4,0.0,26.7,24.221,21.1
2011-09-06,79.0,57.375,34.0,12.833,14.625,1.792,,0,0.0,27.4,23.271,19.5
2011-09-07,84.0,55.083,26.0,28.25,37.375,9.125,,0,1.5,28.9,22.354,17.1
2011-09-08,84.0,57.25,31.0,26.292,34.0,7.708,,0,1.375,30.3,24.146,17.7
2011-09-09,93.0,68.5,51.0,14.875,20.583,5.708,,0,0.583,31.0,27.088,23.5
2011-09-10,93.0,71.75,47.0,10.917,20.083,9.167,,0,0.583,32.0,27.571,23.4
2011-09-11,90.0,68.208,42.0,8.708,12.625,3.917,,0,0.5,33.2,28.146,25.4
2011-09-12,89.0,66.833,39.0,13.958,20.042,6.083,,0,0.87,32.2,27.35,23.0
2011-09-13,93.0,69.417,46.0,17.083,29.375,12.292,,0,1.0,32.1,27.608,23.6
2011-09-14,93.0,68.5,39.0,18.833,26.375,7.542,,0,1.417,33.8,28.146,23.6
2011-09-15,90.0,67.208,47.0,12.917,19.042,6.125,,0,0.375,32.9,28.308,24.0
2011-09-16,99.0,77.208,56.0,7.542,9.708,2.167,,5,0.0,31.3,27.404,25.3
2011-09-17,100.0,85.917,52.0,9.25,14.125,4.875,,11,0.292,30.7,26.475,25.1
2011-09-18,97.0,71.75,46.0,6.417,12.792,6.375,,0,0.292,31.4,27.446,24.1
2011-09-19,99.0,79.833,67.0,5.667,7.208,1.542,,18,1.13,29.1,24.9,20.7
2011-09-20,100.0,93.875,81.0,9.458,9.75,0.292,,77,0.0,22.2,21.321,20.6
2011-09-21,100.0,88.583,70.0,5.667,5.958,0.292,,67,0.0,24.2,22.283,20.7
2011-09-22,87.0,67.167,49.0,8.458,9.083,0.625,,3,0.0,22.6,20.062,16.9
2011-09-23,77.0,57.417,34.0,10.958,11.625,0.667,,0,0.0,23.7,18.446,14.5
2011-09-24,84.0,59.625,38.0,11.25,12.125,0.875,,0,0.0,23.8,18.8,13.7
2011-09-25,84.0,67.25,53.0,12.625,13.25,0.625,,0,0.417,25.3,20.804,15.5
2011-09-26,86.0,68.375,57.0,17.0,21.292,4.292,,0,0.739,23.2,21.079,18.6
2011-09-27,90.0,61.583,28.0,15.409,21.318,5.909,,0,0.0,27.6,21.846,16.8
2011-09-28,85.0,62.708,38.0,23.792,28.958,5.167,,0,0.667,26.8,21.792,17.2
2011-09-29,87.0,68.875,48.0,18.458,30.083,11.625,,0,1.458,26.5,22.475,17.5
2011-09-30,97.0,81.625,73.0,9.739,10.696,0.957,,2,0.87,26.0,23.308,20.0
2011-10-01,75.0,56.125,36.0,6.875,7.583,0.708,,0,0.0,21.5,18.758,15.6
2011-10-02,75.0,59.75,44.0,8.5,9.625,1.125,,0,0.083,20.5,17.083,14.1
2011-10-03,69.0,55.875,44.0,,,,,0,0.0,20.1,16.412,13.7
2011-10-04,82.0,53.042,23.0,37.143,47.857,10.714,,0,0.0,22.5,16.792,11.4
2011-10-05,100.0,90.083,71.0,22.875,29.833,6.958,,15,0.125,19.8,17.388,15.3
2011-10-06,100.0,69.75,38.0,16.958,19.667,2.708,,3,0.25,24.2,19.933,16.9
2011-10-07,75.0,55.292,35.0,16.0,16.667,0.667,,0,0.917,22.7,18.575,14.8
