date,CH4_mean,NMHC_mean,NO2_mean,NOX_mean,NO_mean,SO2_mean,THC_mean
2011-01-01,,,9.478,10.522,1.043,1.87,
2011-01-02,,,5.0,5.208,0.208,0.0,
2011-01-03,,,5.75,5.917,0.167,0.083,
2011-01-04,,,7.375,7.583,0.208,0.083,
2011-01-05,,,9.833,11.333,1.5,0.125,
2011-01-06,,,16.583,27.0,10.417,0.125,
2011-01-07,,,10.375,11.875,1.5,0.0,
2011-01-08,,,9.478,9.957,0.478,0.0,
2011-01-09,,,13.708,16.542,2.833,0.667,
2011-01-10,,,21.042,32.708,11.667,1.833,
2011-01-11,,,10.875,14.375,3.5,1.0,
2011-01-12,,,19.208,23.042,3.833,0.667,
2011-01-13,,,13.542,18.208,4.667,0.875,
2011-01-14,,,15.208,18.5,3.292,1.333,
2011-01-15,,,9.957,11.261,1.304,0.304,
2011-01-16,,,4.25,4.292,0.042,0.0,
2011-01-17,,,11.458,14.542,3.083,0.25,
2011-01-18,,,25.625,38.125,12.5,1.958,
2011-01-19,,,11.625,13.083,1.458,0.75,
2011-01-20,,,6.0,6.333,0.333,0.0,
2011-01-21,,,14.583,16.417,1.833,0.167,
2011-01-22,,,16.913,21.826,4.913,1.696,
2011-01-23,,,7.458,8.875,1.417,0.0,
2011-01-24,,,8.208,9.625,1.417,0.0,
2011-01-25,,,11.042,12.792,1.75,0.042,
2011-01-26,,,10.708,12.542,1.833,0.0,
2011-01-27,,,20.125,29.042,8.917,0.417,
2011-01-28,,,13.0,14.583,1.583,0.167,
2011-01-29,,,7.13,8.087,0.957,0.0,
2011-01-30,,,13.333,16.917,3.583,0.5,
2011-01-31,,,15.333,19.25,3.917,0.458,
2011-02-01,,,14.458,20.0,5.542,1.333,
2011-02-02,,,7.708,9.167,1.458,0.0,
2011-02-03,,,14.333,18.292,3.958,0.542,
2011-02-04,,,16.208,20.375,4.167,1.625,
2011-02-05,,,14.304,16.087,1.783,2.348,
2011-02-06,,,18.5,23.045,4.545,1.0,
2011-02-07,,,11.917,14.833,2.917,1.25,
2011-02-08,,,5.542,6.875,1.333,0.0,
2011-02-09,,,10.208,12.542,2.333,0.208,
2011-02-10,,,7.708,9.25,1.542,0.167,
2011-02-11,,,7.042,8.958,1.917,0.125,
2011-02-12,,,6.652,8.348,1.696,0.0,
2011-02-13,,,16.913,19.478,2.565,0.417,
2011-02-14,,,21.042,28.5,7.458,1.167,
2011-02-15,,,9.5,12.708,3.208,0.708,
2011-02-16,,,13.083,16.75,3.667,0.708,
2011-02-17,,,16.846,21.308,4.462,0.5,
2011-02-18,,,,,,0.125,
2011-02-19,,,,,,0.174,
2011-02-20,,,,,,0.958,
2011-02-21,,,,,,3.125,
