date,CH4_mean,NMHC_mean,NO2_mean,NOX_mean,NO_mean,SO2_mean,THC_mean
2011-03-10,188.667,7.542,6.0,7.417,1.417,0.25,196.208
2011-03-11,189.043,5.783,4.478,5.043,0.565,1.13,194.826
2011-03-12,190.083,7.75,7.5,13.5,6.0,0.875,197.833
2011-03-13,191.125,9.292,8.917,12.042,3.125,0.19,200.417
2011-03-14,190.125,9.417,10.167,12.875,2.708,0.87,199.542
2011-03-15,190.375,13.75,11.667,15.25,3.583,0.542,204.125
2011-03-16,190.917,11.667,13.917,15.542,1.625,0.333,202.583
2011-03-17,189.375,19.958,20.125,24.583,4.458,0.0,209.333
2011-03-18,190.826,14.435,10.391,12.087,1.696,0.125,205.261
2011-03-19,189.958,6.958,6.292,7.792,1.5,0.0,196.917
2011-03-20,191.083,8.917,9.083,10.708,1.625,0.958,200.0
2011-03-21,191.417,8.917,9.087,10.174,1.087,1.0,200.333
2011-03-22,191.917,13.958,15.167,18.833,3.667,1.917,205.875
2011-03-23,186.917,20.208,18.125,24.542,6.417,0.0,207.125
2011-03-24,188.292,6.792,6.917,7.625,0.708,0.5,195.083
2011-03-25,190.957,4.652,2.957,2.957,0.0,0.13,195.609
2011-03-26,191.333,5.958,5.083,6.208,1.125,0.0,197.292
2011-03-27,193.417,9.333,12.75,14.708,1.958,1.958,202.75
2011-03-28,191.958,10.75,10.958,15.083,4.125,0.792,202.708
2011-03-29,192.542,9.708,12.208,14.0,1.792,0.75,202.25
2011-03-30,188.875,10.583,11.625,14.083,2.458,0.917,199.458
2011-03-31,185.833,7.667,8.667,14.875,6.208,0.167,193.5
2011-04-01,188.0,11.042,11.917,13.25,1.333,1.833,199.042
2011-04-02,186.875,12.417,9.792,11.25,1.458,1.708,199.292
2011-04-03,185.826,5.217,2.792,2.833,0.042,0.522,191.043
2011-04-04,187.375,7.417,5.348,6.348,1.0,0.583,194.792
2011-04-05,188.818,13.636,9.542,11.0,1.458,1.167,202.455
2011-04-06,,,12.625,14.833,2.208,1.375,
2011-04-07,182.333,3.833,10.167,11.75,1.583,1.292,186.167
2011-04-08,182.417,7.958,8.833,9.75,0.917,0.917,190.375
2011-04-09,183.667,7.25,6.0,6.833,0.833,0.125,190.917
2011-04-10,187.391,7.652,6.609,7.217,0.609,1.391,195.043
2011-04-11,187.667,1.875,8.125,9.25,1.125,1.583,189.542
2011-04-12,187.875,1.0,10.0,11.25,1.25,1.292,188.875
2011-04-13,188.542,1.042,14.167,16.417,2.25,2.5,189.583
2011-04-14,188.208,3.542,15.583,17.5,1.917,3.667,191.75
2011-04-15,187.75,1.708,13.583,15.167,1.583,2.083,189.458
2011-04-16,187.375,3.583,8.375,10.375,2.0,0.667,190.958
2011-04-17,187.043,0.174,4.0,4.13,0.13,0.478,187.217
2011-04-18,182.875,12.5,11.625,12.708,1.083,0.833,195.375
2011-04-19,181.957,8.696,5.417,6.083,0.667,0.542,190.652
2011-04-20,181.0,8.625,4.25,4.833,0.583,0.087,189.625
2011-04-21,183.292,10.708,10.542,12.625,2.083,1.75,194.0
2011-04-22,183.583,15.708,15.292,17.0,1.708,1.167,199.292
2011-04-23,182.375,6.375,8.083,8.792,0.708,0.875,188.75
2011-04-24,183.957,8.739,5.217,5.783,0.565,0.826,192.696
2011-04-25,183.583,5.583,6.292,7.625,1.333,0.917,189.167
2011-04-26,182.583,14.375,10.208,12.083,1.875,1.958,196.958
2011-04-27,181.458,8.042,7.042,7.958,0.917,1.083,189.5
2011-04-28,180.833,11.458,5.5,5.875,0.375,0.625,192.292
2011-04-29,183.375,8.792,9.375,10.75,1.375,1.5,192.167
2011-04-30,182.292,14.5,9.208,10.167,0.958,1.417,196.792
2011-05-01,178.304,10.217,6.087,6.522,0.435,0.913,188.522
2011-05-02,192.875,7.5,6.333,7.042,0.708,0.75,200.375
2011-05-03,190.875,13.75,7.75,8.25,0.5,0.833,204.625
2011-05-04,190.792,7.792,6.208,7.0,0.792,1.125,198.583
2011-05-05,189.667,6.5,4.708,4.875,0.167,0.708,196.167
2011-05-06,192.2,2.1,6.875,7.625,0.75,0.833,194.3
2011-05-07,191.333,2.792,8.167,8.75,0.583,1.542,194.125
2011-05-08,190.957,3.783,9.13,10.304,1.174,3.304,194.739
2011-05-09,181.833,12.042,9.458,10.458,1.0,1.75,193.875
2011-05-10,181.667,14.5,17.292,25.042,7.75,1.208,196.167
2011-05-11,178.208,25.083,12.0,16.042,4.042,1.0,203.292
2011-05-12,178.917,15.958,9.708,12.25,2.542,1.0,194.875
2011-05-13,181.542,9.25,6.333,6.708,0.375,1.167,190.792
2011-05-14,182.958,7.417,5.667,6.083,0.417,1.917,190.375
2011-05-15,182.217,6.391,6.565,7.217,0.652,2.0,188.609
2011-05-16,181.583,3.958,9.125,10.0,0.875,2.125,185.542
2011-05-17,181.917,5.958,7.292,8.0,0.708,1.458,187.875
2011-05-18,181.833,5.167,9.542,11.042,1.5,1.292,187.0
2011-05-19,182.375,6.5,10.167,11.417,1.25,2.0,188.875
2011-05-20,179.286,10.333,9.625,11.083,1.458,1.958,189.619
2011-05-21,176.208,12.792,10.125,11.792,1.667,2.083,189.0
2011-05-22,175.174,10.391,4.391,4.565,0.174,0.652,185.565
2011-05-23,160.125,14.167,4.333,4.75,0.417,0.0,174.292
2011-05-24,161.417,17.792,6.417,6.833,0.417,0.5,179.208
2011-05-25,161.625,15.208,10.625,12.0,1.375,1.333,176.833
2011-05-26,162.083,18.25,9.125,9.875,0.75,1.542,180.333
2011-05-27,160.75,12.792,6.5,6.917,0.417,0.375,173.542
2011-05-28,159.792,15.625,7.042,7.708,0.667,0.042,175.417
2011-05-29,160.87,12.522,2.435,2.478,0.043,0.0,173.391
2011-05-30,174.25,2.25,2.25,2.25,0.0,0.0,176.5
2011-05-31,177.292,4.458,9.208,10.625,1.417,0.917,181.75
2011-06-01,175.435,6.0,10.75,11.875,1.125,1.0,181.435
2011-06-02,176.958,4.875,10.458,12.5,2.042,1.375,181.833
2011-06-03,177.75,5.75,10.458,12.083,1.625,2.25,183.5
2011-06-04,177.458,5.25,10.458,11.792,1.333,2.667,182.708
2011-06-05,177.565,4.783,8.783,9.87,1.087,2.565,182.348
2011-06-06,193.182,16.045,9.167,10.375,1.208,1.458,209.227
2011-06-07,205.25,12.917,10.25,11.125,0.875,1.375,218.167
2011-06-08,202.958,11.375,9.292,10.0,0.708,1.5,214.333
2011-06-09,202.667,11.667,9.958,10.917,0.958,1.5,214.333
2011-06-10,204.375,13.375,12.333,13.375,1.042,1.5,217.75
2011-06-11,202.5,13.917,5.708,6.25,0.542,0.875,216.417
2011-06-12,206.304,12.565,8.652,9.739,1.087,1.087,218.87
2011-06-13,175.208,5.083,7.583,8.417,0.833,1.167,180.292
2011-06-14,175.042,9.25,6.083,6.708,0.625,1.167,184.292
2011-06-15,173.875,5.625,5.5,6.208,0.708,1.0,179.5
2011-06-16,175.091,8.909,7.833,9.042,1.208,0.75,184.0
2011-06-17,174.542,6.125,8.708,9.458,0.75,0.958,180.667
2011-06-18,177.208,7.583,9.292,10.292,1.0,0.917,184.792
2011-06-19,177.478,4.174,9.87,10.826,0.957,2.0,181.652
2011-06-20,181.421,9.263,10.783,12.478,1.696,1.167,190.684
2011-06-21,180.826,5.826,9.583,10.875,1.292,1.917,186.652
2011-06-22,183.0,9.667,11.833,14.458,2.625,2.75,192.667
2011-06-23,181.708,5.125,9.583,13.0,3.417,2.333,186.833
2011-06-24,178.042,4.333,7.208,10.667,3.458,2.125,182.375
2011-06-25,177.083,3.333,7.375,9.667,2.292,1.625,180.417
2011-06-26,175.13,1.348,5.0,6.957,1.957,2.739,176.478
2011-06-27,174.208,4.792,6.208,8.167,1.958,1.625,179.0
2011-06-28,177.208,6.375,7.833,11.125,3.292,1.833,183.583
2011-06-29,180.542,10.208,9.042,12.042,3.0,2.667,190.75
2011-06-30,178.833,11.375,10.458,13.208,2.75,2.958,190.208
2011-07-01,180.125,10.083,7.875,9.792,1.917,0.958,190.208
2011-07-02,181.375,8.292,4.708,6.167,1.458,0.417,189.667
2011-07-03,186.478,10.043,6.652,8.043,1.391,1.0,196.522
2011-07-04,189.375,9.792,9.917,11.917,2.0,1.792,199.167
2011-07-05,186.647,17.529,7.75,8.333,0.583,1.542,204.176
2011-07-06,188.542,13.75,9.792,10.583,0.792,2.042,202.292
2011-07-07,180.25,12.875,9.583,12.958,3.375,0.958,193.125
2011-07-08,186.792,14.958,9.042,15.292,6.25,1.667,201.75
2011-07-09,184.333,10.375,7.417,10.333,2.917,1.542,194.708
2011-07-10,180.542,10.75,6.522,8.435,1.913,1.783,191.292
2011-07-11,180.583,11.667,6.875,9.583,2.708,1.417,192.25
2011-07-12,186.727,15.409,8.958,14.417,5.458,1.5,202.136
2011-07-13,183.417,10.042,6.75,10.708,3.958,1.458,193.458
2011-07-14,185.083,12.333,7.75,11.25,3.5,1.292,197.417
2011-07-15,186.095,15.905,10.292,13.0,2.708,2.042,202.0
2011-07-16,187.292,14.375,8.625,9.917,1.292,1.875,201.667
2011-07-17,184.826,11.652,6.0,6.957,0.957,1.565,196.478
2011-07-18,180.375,9.208,3.875,5.333,1.458,0.75,189.583
2011-07-19,172.208,7.375,2.542,3.792,1.25,0.792,179.583
2011-07-20,173.542,9.917,2.792,3.458,0.667,0.5,183.458
2011-07-21,186.875,10.125,5.417,6.583,1.167,0.833,197.0
2011-07-22,185.083,9.667,7.25,8.75,1.5,1.167,194.75
2011-07-23,183.208,10.125,5.042,5.625,0.583,1.083,193.333
2011-07-24,187.435,11.435,6.565,7.217,0.652,1.435,198.87
2011-07-25,187.0,9.25,7.708,9.25,1.542,1.125,196.25
2011-07-26,187.542,10.833,8.292,10.292,2.0,1.125,198.375
2011-07-27,182.375,10.542,8.458,10.75,2.292,1.458,192.917
2011-07-28,184.625,12.042,8.292,11.833,3.542,2.083,196.667
2011-07-29,184.792,13.0,8.167,10.208,2.042,1.75,197.792
2011-07-30,181.625,11.167,4.917,6.125,1.208,0.958,192.792
2011-07-31,186.087,10.783,4.435,4.87,0.435,0.652,196.87
2011-08-01,185.5,11.75,6.375,7.042,0.667,1.083,197.25
2011-08-02,183.25,10.5,7.792,8.833,1.042,1.333,193.75
2011-08-03,180.958,10.333,7.958,9.417,1.458,1.417,191.292
2011-08-04,181.458,12.708,6.167,7.667,1.5,1.167,194.167
2011-08-05,178.05,11.05,7.583,8.958,1.375,1.417,189.1
2011-08-06,178.583,11.25,7.417,9.833,2.417,1.542,189.833
2011-08-07,179.625,13.875,6.565,8.652,2.087,1.696,193.5
2011-08-08,182.042,15.583,9.125,11.458,2.333,1.667,197.625
2011-08-09,185.958,15.458,11.417,14.292,2.875,2.333,201.417
2011-08-10,184.792,14.333,11.042,12.917,1.875,3.25,199.125
2011-08-11,183.625,15.042,7.333,8.667,1.333,1.042,198.667
2011-08-12,182.13,11.565,6.708,8.333,1.625,0.625,193.696
2011-08-13,183.042,10.542,6.292,7.542,1.25,0.958,193.583
2011-08-14,182.875,9.292,5.522,6.087,0.565,1.696,192.167
2011-08-15,187.875,10.292,7.792,9.083,1.292,2.375,198.167
2011-08-16,189.083,12.125,6.917,7.958,1.042,1.75,201.208
2011-08-17,187.833,12.917,11.417,18.292,6.875,2.542,200.75
2011-08-18,188.167,12.917,8.292,10.458,2.167,1.958,201.083
2011-08-19,185.13,11.522,6.167,6.75,0.583,1.083,196.652
2011-08-20,184.875,9.583,4.542,5.0,0.458,0.292,194.458
2011-08-21,186.0,9.917,3.652,4.478,0.826,0.0,195.917
2011-08-22,186.783,10.174,4.75,5.875,1.125,0.833,196.957
2011-08-23,182.083,12.917,6.917,9.0,2.083,1.125,195.0
2011-08-24,184.083,12.292,6.833,11.417,4.583,1.167,196.375
2011-08-25,185.208,13.208,8.917,24.25,15.333,1.625,198.417
2011-08-26,180.5,11.333,6.75,15.042,8.292,1.208,191.833
2011-08-27,178.542,11.167,3.625,4.625,1.0,1.0,189.708
2011-08-28,183.13,10.435,3.652,4.174,0.522,1.13,193.565
2011-08-29,183.75,12.917,6.042,6.833,0.792,1.375,196.667
2011-08-30,182.625,12.792,5.167,6.042,0.875,1.0,195.417
2011-08-31,178.292,11.208,5.208,6.042,0.833,1.0,189.5
2011-09-01,174.458,11.583,5.708,11.083,5.375,1.0,186.042
2011-09-02,172.917,6.708,3.417,4.75,1.333,0.625,179.625
2011-09-03,173.292,5.833,1.875,2.333,0.458,0.083,179.125
2011-09-04,177.478,8.0,8.783,21.783,13.0,0.87,185.478
2011-09-05,178.25,9.8,5.417,9.167,3.75,0.542,188.05
2011-09-06,189.167,23.292,9.167,15.625,6.458,1.042,212.458
2011-09-07,195.292,15.417,12.042,17.333,5.292,1.5,210.708
2011-09-08,197.208,16.167,9.417,10.958,1.542,1.292,213.375
2011-09-09,191.583,15.75,9.0,10.958,1.958,1.083,207.333
2011-09-10,189.333,13.125,6.083,9.5,3.417,1.208,202.458
2011-09-11,187.0,11.333,4.783,6.609,1.826,1.174,198.333
2011-09-12,187.261,13.261,12.333,22.208,9.875,1.417,200.522
2011-09-13,186.458,15.042,9.25,12.25,3.0,1.292,201.5
2011-09-14,185.958,14.333,10.208,12.833,2.625,1.833,200.292
2011-09-15,183.0,13.292,11.0,15.208,4.208,1.333,196.292
2011-09-16,178.542,13.042,5.833,8.167,2.333,1.0,191.583
2011-09-17,173.125,8.792,5.5,8.25,2.75,1.083,181.917
2011-09-18,177.333,9.292,4.87,7.826,2.957,1.217,186.625
2011-09-19,182.696,8.087,3.292,4.875,1.583,0.292,190.783
2011-09-20,180.125,6.083,4.042,4.667,0.625,0.0,186.208
2011-09-21,177.5,5.75,2.043,2.13,0.087,0.0,183.25
2011-09-22,182.25,6.833,3.25,3.75,0.5,0.0,189.083
2011-09-23,187.792,8.292,4.25,4.667,0.417,0.292,196.083
2011-09-24,189.25,8.458,3.875,4.583,0.708,0.167,197.708
2011-09-25,190.565,9.174,4.391,4.522,0.13,0.783,199.739
2011-09-26,185.667,13.667,7.875,9.5,1.625,0.958,199.333
2011-09-27,185.625,14.042,5.25,6.458,1.208,0.708,199.667
2011-09-28,186.118,24.941,7.792,8.375,0.583,1.292,211.059
2011-09-29,184.833,31.611,9.083,10.292,1.208,1.5,216.444
2011-09-30,184.067,32.467,9.542,10.917,1.375,1.167,216.533
2011-10-01,183.571,29.333,3.125,3.333,0.208,0.583,212.905
2011-10-02,184.783,15.913,3.348,3.609,0.261,0.522,200.696
2011-10-03,185.857,22.286,4.792,5.417,0.625,0.75,208.143
2011-10-04,188.75,34.833,9.25,11.208,1.958,0.792,223.583
2011-10-05,186.381,23.286,9.25,11.333,2.083,0.542,209.667
2011-10-06,182.625,16.375,7.333,9.375,2.042,0.5,199.0
2011-10-07,187.583,12.708,7.125,9.667,2.542,0.958,200.292
2011-10-08,190.083,12.625,6.833,8.375,1.542,0.792,202.708
2011-10-09,190.391,10.957,5.696,5.913,0.217,1.609,201.348
2011-10-10,189.375,13.708,7.917,8.583,0.667,2.208,203.083
2011-10-11,188.167,17.25,10.958,12.667,1.708,1.125,205.417
2011-10-12,187.417,18.792,8.25,10.625,2.375,0.958,206.208
2011-10-13,187.783,20.348,12.458,14.042,1.583,0.917,208.13
2011-10-14,184.545,20.409,11.333,13.833,2.5,0.75,204.955
2011-10-15,178.792,10.708,9.083,10.625,1.542,0.667,189.5
2011-10-16,183.565,8.87,5.174,5.217,0.043,1.565,192.435
2011-10-17,188.375,13.917,6.875,8.125,1.25,0.958,202.292
2011-10-18,187.458,12.042,5.542,7.333,1.792,0.292,199.5
2011-10-19,187.417,11.75,5.875,7.583,1.708,0.375,199.167
2011-10-20,188.25,17.25,8.833,9.75,0.917,0.792,205.5
2011-10-21,185.542,11.792,5.958,6.708,0.75,0.522,197.333
2011-10-22,182.042,10.708,6.667,7.583,0.917,0.333,192.75
2011-10-23,183.217,8.0,3.739,4.13,0.391,0.13,191.217
2011-10-24,182.333,13.625,7.125,8.417,1.292,0.833,195.958
2011-10-25,184.875,12.458,6.208,8.5,2.292,0.667,197.333
2011-10-26,187.167,7.917,5.333,6.417,1.083,0.167,195.083
2011-10-27,188.792,10.25,6.542,9.167,2.625,0.458,199.042
2011-10-28,187.75,11.333,8.625,10.583,1.958,0.708,199.083
2011-10-29,187.083,12.042,8.458,9.583,1.125,1.0,199.125
2011-10-30,185.217,9.565,5.478,5.913,0.435,0.565,194.783
2011-10-31,184.75,9.625,5.208,6.458,1.25,0.0,194.375
2011-11-01,187.667,20.042,10.167,12.75,2.583,0.667,207.708
2011-11-02,188.583,19.833,12.708,14.792,2.083,0.875,208.417
2011-11-03,190.708,19.875,16.458,22.458,6.0,1.708,210.583
2011-11-04,189.25,16.5,12.333,19.208,6.875,1.0,205.75
2011-11-05,188.0,23.125,12.292,16.583,4.292,0.542,211.125
2011-11-06,185.087,15.087,6.478,7.957,1.478,0.217,200.174
2011-11-07,184.909,7.045,3.958,4.5,0.542,0.0,191.955
2011-11-08,187.125,10.375,5.667,8.125,2.458,0.167,197.5
2011-11-09,187.136,9.545,5.917,6.708,0.792,0.0,196.682
2011-11-10,187.174,8.217,6.375,7.167,0.792,0.875,195.391
2011-11-11,186.565,13.043,8.042,9.917,1.875,0.042,199.609
2011-11-12,189.0,11.5,13.5,19.955,6.455,1.136,200.5
2011-11-13,,,5.565,7.435,1.87,0.565,
2011-11-14,187.625,16.125,8.667,11.583,2.917,1.292,203.75
2011-11-15,186.217,8.261,7.542,9.667,2.125,0.875,194.478
2011-11-16,186.708,11.0,9.167,11.75,2.583,0.333,197.708
2011-11-17,188.391,12.913,8.708,11.042,2.333,1.708,201.304
2011-11-18,187.708,17.167,16.25,18.667,2.417,1.375,204.875
2011-11-19,182.708,22.833,15.75,19.75,4.0,0.333,205.542
2011-11-20,182.348,7.043,2.957,3.13,0.174,0.174,189.391
2011-11-21,186.957,7.783,6.625,7.875,1.25,0.583,194.739
2011-11-22,188.792,16.458,9.5,11.875,2.375,0.583,205.25
2011-11-23,189.167,19.222,11.458,13.875,2.417,2.042,208.389
2011-11-24,187.583,11.292,3.542,4.292,0.75,1.167,198.875
2011-11-25,189.696,10.304,7.375,9.708,2.333,0.826,200.0
2011-11-26,189.792,11.792,8.5,11.5,3.0,0.75,201.583
2011-11-27,192.609,16.609,13.174,16.826,3.652,1.783,209.217
2011-11-28,190.889,25.222,12.375,26.208,13.833,0.565,216.111
2011-11-29,189.381,36.952,14.25,27.667,13.417,1.208,226.333
2011-11-30,185.292,20.083,6.0,14.042,8.042,0.542,205.375
2011-12-01,184.292,9.292,2.667,3.042,0.375,0.083,193.583
2011-12-02,183.75,10.875,4.75,5.75,1.0,0.417,194.625
2011-12-03,181.348,13.565,6.25,7.417,1.167,0.292,194.913
2011-12-04,184.913,10.739,4.609,5.261,0.652,0.0,195.652
2011-12-05,188.958,14.958,7.583,11.042,3.458,0.458,203.917
2011-12-06,189.792,19.875,13.0,17.625,4.625,0.708,209.667
2011-12-07,187.333,18.292,11.375,17.875,6.5,0.75,205.625
2011-12-08,187.625,14.167,10.458,13.583,3.125,0.792,201.792
2011-12-09,187.583,9.625,4.875,6.167,1.292,0.667,197.208
2011-12-10,188.542,11.917,6.583,8.583,2.0,0.708,200.458
2011-12-11,189.174,10.87,6.261,7.478,1.217,0.348,200.043
2011-12-12,188.917,25.333,10.042,16.042,6.0,0.75,214.25
2011-12-13,189.435,21.957,9.833,18.0,8.167,0.708,211.391
2011-12-14,189.25,20.375,13.5,18.792,5.292,0.958,209.625
2011-12-15,188.75,24.0,7.708,16.333,8.625,1.542,212.75
2011-12-16,187.174,13.435,5.333,7.625,2.292,1.042,200.609
2011-12-17,188.542,12.667,6.25,7.25,1.0,0.292,201.208
2011-12-18,188.304,11.87,4.261,4.87,0.609,0.652,200.174
2011-12-19,188.609,14.261,9.75,13.875,4.125,0.958,202.87
2011-12-20,187.043,14.739,13.043,17.391,4.348,0.75,201.783
2011-12-21,187.583,19.292,13.167,19.917,6.75,1.625,206.875
2011-12-22,187.292,17.167,9.333,17.333,8.0,1.708,204.458
2011-12-23,184.583,9.292,5.167,5.958,0.792,0.708,193.875
2011-12-24,186.417,13.292,7.125,11.125,4.0,1.417,199.708
2011-12-25,186.087,6.304,2.217,2.348,0.13,0.913,192.391
2011-12-26,189.652,11.957,5.083,6.25,1.167,0.625,201.609
2011-12-27,190.714,13.762,10.0,13.083,3.083,0.458,204.476
2011-12-28,191.042,15.625,13.375,17.75,4.375,0.708,206.667
2011-12-29,190.652,13.174,6.917,11.75,4.833,1.292,203.826
2011-12-30,189.542,7.042,3.75,4.25,0.5,0.292,196.583
2011-12-31,190.208,10.083,6.083,7.25,1.167,0.125,200.292
2012-01-01,193.208,6.917,5.875,6.625,0.75,0.292,200.125
2012-01-02,193.75,6.5,4.542,5.458,0.917,0.542,200.25
2012-01-03,191.458,4.125,1.917,1.917,0.0,0.667,195.583
2012-01-04,192.208,5.708,4.667,5.375,0.708,0.0,197.917
2012-01-05,192.083,9.75,9.375,11.417,2.042,0.167,201.833
2012-01-06,191.304,10.087,7.043,8.174,1.13,0.0,201.391
2012-01-07,190.261,12.391,12.375,16.833,4.458,0.217,202.652
2012-01-08,188.708,12.083,12.0,15.667,3.667,0.167,200.792
2012-01-09,188.333,10.042,8.375,13.583,5.208,0.667,198.375
2012-01-10,188.292,5.667,4.542,4.833,0.292,0.0,193.958
2012-01-11,191.625,11.833,12.958,16.125,3.167,0.091,203.458
2012-01-12,193.625,20.583,17.292,23.75,6.458,0.875,214.208
2012-01-13,193.167,15.833,14.913,18.913,4.0,0.696,209.0
2012-01-14,185.792,4.333,2.833,2.833,0.0,0.333,190.125
2012-01-15,189.542,5.958,4.958,5.333,0.375,0.625,195.5
2012-01-16,190.583,10.0,12.708,16.292,3.583,0.333,200.583
2012-01-17,190.375,10.958,8.75,11.75,3.0,0.042,201.333
2012-01-18,190.0,5.792,3.958,4.083,0.125,0.0,195.792
2012-01-19,191.167,7.792,6.75,8.25,1.5,0.25,198.958
2012-01-20,193.0,6.13,5.0,5.217,0.217,1.174,199.13
2012-01-21,190.125,10.667,10.833,12.667,1.833,0.25,200.792
2012-01-22,186.708,14.333,12.125,17.458,5.333,0.0,201.042
2012-01-23,185.292,6.792,6.75,7.542,0.792,0.042,192.083
2012-01-24,187.542,10.5,12.375,19.75,7.375,0.667,198.042
2012-01-25,186.0,5.348,3.75,4.208,0.458,0.458,191.348
2012-01-26,185.708,4.083,2.25,2.292,0.042,0.125,189.792
2012-01-27,189.5,6.167,4.783,5.304,0.522,0.565,195.667
2012-01-28,190.25,4.917,5.417,5.875,0.458,0.042,195.167
2012-01-29,190.792,11.458,9.375,12.208,2.833,0.708,202.25
2012-01-30,192.042,8.667,8.75,10.042,1.292,0.958,200.708
2012-01-31,193.542,12.792,14.167,16.875,2.708,0.708,206.333
2012-02-01,190.083,14.333,16.333,19.167,2.833,1.0,204.417
2012-02-02,187.5,13.417,15.375,21.333,5.958,1.0,200.917
2012-02-03,189.87,8.13,5.652,6.13,0.478,0.087,198.0
