date,CO_mean,NO2_mean,NOX_mean,NO_mean,PM25_mean
2011-01-01,4.583,13.875,19.417,5.542,
2011-01-02,4.458,12.292,18.0,5.708,
2011-01-03,4.417,16.292,24.0,7.708,
2011-01-04,4.875,21.833,37.417,15.583,
2011-01-05,4.304,27.087,55.478,28.391,
2011-01-06,4.208,34.0,81.435,47.435,
2011-01-07,2.708,12.292,17.25,4.958,
2011-01-08,2.792,10.833,12.958,2.125,
2011-01-09,4.083,19.542,30.333,10.792,
2011-01-10,6.333,34.25,76.625,42.375,
2011-01-11,4.083,27.542,66.458,38.917,
2011-01-12,3.13,23.609,45.739,22.13,
2011-01-13,4.333,30.609,68.522,37.913,
2011-01-14,5.083,29.125,55.208,26.083,
2011-01-15,3.792,17.333,26.917,9.583,
2011-01-16,2.083,4.333,4.708,0.375,
2011-01-17,2.125,9.0,10.167,1.167,
2011-01-18,4.5,34.25,69.667,35.417,
2011-01-19,2.348,14.043,15.957,1.913,
2011-01-20,2.208,6.696,7.435,0.739,
2011-01-21,2.333,9.333,10.75,1.417,
2011-01-22,4.083,22.208,35.208,13.0,
2011-01-23,3.833,28.75,63.25,34.5,
2011-01-24,3.542,33.875,80.0,46.125,
2011-01-25,4.375,35.167,83.792,48.625,
2011-01-26,4.043,38.13,98.87,60.739,
2011-01-27,4.75,39.87,88.522,48.652,
2011-01-28,3.833,23.333,37.333,14.0,
2011-01-29,2.333,6.458,7.208,0.75,
2011-01-30,3.458,25.542,50.333,24.792,
2011-01-31,3.917,32.542,75.208,42.667,
2011-02-01,4.333,34.667,74.875,40.208,
2011-02-02,3.174,26.783,57.87,31.087,
2011-02-03,4.0,32.391,73.783,41.391,
2011-02-04,4.458,26.708,45.25,18.542,
2011-02-05,4.75,21.708,30.292,8.583,
2011-02-06,5.417,27.292,53.333,26.042,
2011-02-07,5.25,35.708,80.25,44.542,
2011-02-08,3.125,28.333,62.375,34.042,
2011-02-09,4.19,32.6,77.85,45.25,
2011-02-10,3.958,,,,
2011-02-11,3.625,19.565,32.13,12.565,
2011-02-12,3.375,11.957,18.087,6.13,
2011-02-13,3.333,14.348,16.478,2.13,
2011-02-14,4.542,28.042,56.667,28.625,
2011-02-15,3.333,12.375,18.75,6.375,
2011-02-16,4.217,32.565,75.783,43.217,
2011-02-17,3.958,31.522,72.783,41.261,
2011-02-18,3.375,21.458,42.792,21.333,
2011-02-19,3.542,14.292,20.792,6.5,
2011-02-20,4.625,33.125,67.0,33.875,
2011-02-21,5.917,38.625,81.208,42.583,
2011-02-22,4.417,26.375,42.25,15.875,
2011-02-23,5.783,37.696,91.13,53.435,
2011-02-24,3.25,9.348,11.957,2.609,
2011-02-25,4.083,20.0,33.708,13.708,
2011-02-26,2.5,6.667,9.042,2.375,
2011-02-27,2.375,7.625,8.958,1.333,
2011-02-28,2.333,11.5,13.75,2.25,
2011-03-01,4.565,31.957,57.0,25.043,
2011-03-02,4.458,23.739,60.478,36.739,
2011-03-03,3.0,6.75,8.5,1.75,
