date,NO2_mean,NOX_mean,NO_mean,PM25_mean,SO2_mean
2011-01-01,11.042,12.333,1.292,,2.875
2011-01-02,7.609,8.087,0.478,,3.167
2011-01-03,13.542,14.542,1.0,,4.348
2011-01-04,14.083,15.917,1.833,,7.333
2011-01-05,17.0,20.167,3.167,,0.875
2011-01-06,22.583,35.125,12.542,,2.5
2011-01-07,12.5,14.333,1.833,,0.042
2011-01-08,13.667,15.375,1.708,,0.5
2011-01-09,15.609,19.696,4.087,,2.333
2011-01-10,23.625,37.0,13.375,,3.792
2011-01-11,13.25,15.583,2.333,,5.0
2011-01-12,16.75,20.833,4.083,,0.5
2011-01-13,20.75,35.917,15.167,,4.042
2011-01-14,17.292,20.333,3.042,,5.25
2011-01-15,13.583,16.042,2.458,,1.708
2011-01-16,6.043,6.348,0.304,,0.208
2011-01-17,11.417,12.25,0.833,,0.0
2011-01-18,30.5,46.708,16.208,,1.583
2011-01-19,16.667,18.625,1.958,,0.333
2011-01-20,8.083,8.25,0.167,,0.0
2011-01-21,10.292,10.458,0.167,,0.0
2011-01-22,19.0,24.042,5.042,,2.083
2011-01-23,13.435,15.783,2.348,,2.583
2011-01-24,14.083,16.042,1.958,,5.375
2011-01-25,17.292,20.25,2.958,,4.25
2011-01-26,18.688,20.062,1.375,,3.667
2011-01-27,20.824,23.588,2.765,,3.696
2011-01-28,16.458,18.5,2.042,,1.875
2011-01-29,6.542,6.625,0.083,,0.125
2011-01-30,16.091,20.773,4.682,,0.5
2011-01-31,18.917,23.042,4.125,,1.267
2011-02-01,16.25,18.625,2.375,,4.875
2011-02-02,12.708,15.167,2.458,,4.875
2011-02-03,14.292,18.042,3.75,,1.958
2011-02-04,17.0,21.375,4.375,,5.667
2011-02-05,14.667,15.958,1.292,,4.708
2011-02-06,26.478,36.522,10.043,,2.75
2011-02-07,19.5,24.5,5.0,,3.583
2011-02-08,14.792,17.667,2.875,,7.25
2011-02-09,12.417,14.958,2.542,,3.583
2011-02-10,14.042,17.0,2.958,,3.0
2011-02-11,12.292,14.208,1.917,,1.375
2011-02-12,8.667,9.375,0.708,,0.958
2011-02-13,18.696,20.174,1.478,,0.542
2011-02-14,24.958,33.875,8.917,,0.087
2011-02-15,15.125,21.417,6.292,,0.0
2011-02-16,17.417,21.917,4.5,,0.542
2011-02-17,16.958,20.292,3.333,,3.5
2011-02-18,12.0,12.833,0.833,,0.083
2011-02-19,13.792,16.25,2.458,,1.333
2011-02-20,23.043,30.391,7.348,,0.833
2011-02-21,35.708,54.417,18.708,,4.87
2011-02-22,32.958,43.042,10.083,,0.958
2011-02-23,22.667,33.083,10.417,,2.167
2011-02-24,8.625,8.75,0.125,,0.875
2011-02-25,15.5,16.708,1.208,,0.333
2011-02-26,5.583,5.583,0.0,,0.0
2011-02-27,10.739,12.087,1.348,,0.0
2011-02-28,15.333,17.875,2.542,,0.0
2011-03-01,30.917,43.5,12.583,,2.542
2011-03-02,23.417,35.833,12.417,,1.333
2011-03-03,7.042,7.083,0.042,,0.0
2011-03-04,6.25,6.292,0.042,,0.0
2011-03-05,24.478,32.783,8.304,,0.833
2011-03-06,25.458,41.333,15.875,,2.739
2011-03-07,17.611,19.167,1.556,,1.333
2011-03-08,10.75,11.583,0.833,,0.083
2011-03-09,12.083,12.708,0.625,,0.042
2011-03-10,7.708,8.333,0.625,,0.0
2011-03-11,8.625,9.917,1.292,,1.083
2011-03-12,12.783,14.304,1.522,,2.292
2011-03-13,20.0,25.292,5.292,,0.609
2011-03-14,22.292,26.333,4.042,,1.458
2011-03-15,20.875,28.5,7.625,,0.375
2011-03-16,31.625,37.875,6.25,,1.792
2011-03-17,31.75,36.0,4.25,,1.333
2011-03-18,25.792,31.833,6.042,,1.833
2011-03-19,4.913,5.13,0.217,,0.0
2011-03-20,13.208,15.25,2.042,,2.043
2011-03-21,18.958,20.917,1.958,,0.833
2011-03-22,37.625,54.958,17.333,,4.208
2011-03-23,20.833,22.167,1.333,,0.208
2011-03-24,17.125,19.292,2.167,,4.542
2011-03-25,14.583,15.875,1.292,,4.333
2011-03-26,13.826,16.13,2.304,,1.167
2011-03-27,26.625,31.042,4.417,,2.957
2011-03-28,24.958,35.667,10.708,,2.625
2011-03-29,30.417,35.875,5.458,,1.958
2011-03-30,22.625,30.083,7.458,,1.208
2011-03-31,12.083,12.75,0.667,,1.708
2011-04-01,23.708,25.458,1.75,,0.583
2011-04-02,21.083,24.375,3.292,,2.375
2011-04-03,3.625,3.625,0.0,,0.0
2011-04-04,8.304,9.217,0.913,,0.0
2011-04-05,16.875,19.042,2.167,,0.043
2011-04-06,25.625,28.333,2.708,,0.792
2011-04-07,21.333,25.917,4.583,,1.0
2011-04-08,8.375,9.083,0.708,,0.0
2011-04-09,11.375,12.917,1.542,,0.792
2011-04-10,16.083,16.875,0.792,,0.875
2011-04-11,20.87,25.565,4.696,,1.708
2011-04-12,24.792,28.375,3.583,,0.609
2011-04-13,33.375,42.417,9.042,,1.458
2011-04-14,37.125,40.542,3.417,,4.958
2011-04-15,35.625,42.125,6.5,,2.792
2011-04-16,16.667,22.792,6.125,,2.708
2011-04-17,6.5,6.625,0.125,,0.0
2011-04-18,21.783,25.435,3.652,,1.25
2011-04-19,14.375,15.292,0.917,,0.826
2011-04-20,12.958,14.083,1.125,,2.333
2011-04-21,19.455,21.273,1.818,,0.667
2011-04-22,29.125,33.083,3.958,,0.708
2011-04-23,10.542,11.0,0.458,,0.375
2011-04-24,14.333,15.625,1.292,,1.375
2011-04-25,18.348,19.913,1.565,,2.333
2011-04-26,20.0,23.417,3.417,,0.783
2011-04-27,9.167,9.875,0.708,,0.625
2011-04-28,16.583,18.583,2.0,,4.625
2011-04-29,13.958,15.333,1.375,,0.417
2011-04-30,10.625,11.25,0.625,,0.125
2011-05-01,8.292,8.375,0.083,,0.417
2011-05-02,16.13,19.435,3.304,,0.875
2011-05-03,15.792,16.417,0.625,,0.609
2011-05-04,16.167,20.042,3.875,,1.708
2011-05-05,7.0,7.042,0.042,,0.25
2011-05-06,13.125,14.667,1.542,,0.0
2011-05-07,16.25,17.542,1.292,,0.583
2011-05-08,12.875,13.833,0.958,,1.542
2011-05-09,19.348,20.87,1.522,,1.292
2011-05-10,29.667,46.458,16.792,,4.913
2011-05-11,17.167,24.167,7.0,,0.417
2011-05-12,25.083,37.042,11.958,,1.458
2011-05-13,18.167,20.417,2.25,,7.208
2011-05-14,19.833,21.25,1.417,,6.583
2011-05-15,8.458,9.333,0.875,,0.5
2011-05-16,17.565,18.609,1.043,,1.333
2011-05-17,16.792,18.958,2.167,,1.087
2011-05-18,20.708,23.083,2.375,,1.833
2011-05-19,18.0,19.458,1.458,,0.833
2011-05-20,20.667,23.667,3.0,,2.333
2011-05-21,12.5,13.625,1.125,,0.542
2011-05-22,4.708,5.333,0.625,,0.167
2011-05-23,5.87,5.913,0.043,,0.0
2011-05-24,12.292,12.792,0.5,,0.957
2011-05-25,24.5,28.875,4.375,,1.917
2011-05-26,28.333,31.208,2.875,,1.917
2011-05-27,15.917,16.833,0.917,,0.125
2011-05-28,22.417,28.375,5.958,,0.208
2011-05-29,3.167,3.167,0.0,,0.0
2011-05-30,5.13,5.261,0.13,,0.0
2011-05-31,12.708,13.958,1.25,,0.13
2011-06-01,18.25,20.708,2.458,,0.625
2011-06-02,22.458,25.25,2.792,,1.375
2011-06-03,20.667,22.958,2.292,,1.833
2011-06-04,14.375,16.417,2.042,,2.5
2011-06-05,16.5,17.25,0.75,,2.042
2011-06-06,21.087,23.522,2.435,,1.375
2011-06-07,19.75,21.667,1.917,,1.957
2011-06-08,14.833,15.625,0.792,,1.375
2011-06-09,18.625,21.25,2.625,,1.667
2011-06-10,24.292,28.417,4.125,,1.25
2011-06-11,9.75,9.958,0.208,,0.667
2011-06-12,11.667,12.708,1.042,,0.5
2011-06-13,18.913,22.783,3.87,,1.833
2011-06-14,16.167,17.542,1.375,,0.783
2011-06-15,26.333,29.583,3.25,,2.542
2011-06-16,18.542,19.583,1.042,,0.292
2011-06-17,13.917,15.0,1.083,,0.625
2011-06-18,23.75,25.917,2.167,,0.292
2011-06-19,16.25,18.542,2.292,,1.167
2011-06-20,17.609,21.565,3.957,,0.5
2011-06-21,16.667,20.042,3.375,,1.174
2011-06-22,19.042,29.708,10.667,,2.292
2011-06-23,10.708,18.833,8.125,,0.667
2011-06-24,8.708,13.375,4.667,,0.833
2011-06-25,7.875,12.5,4.625,,0.833
2011-06-26,3.083,3.833,0.75,,0.0
2011-06-27,6.13,10.609,4.478,,0.125
2011-06-28,10.083,14.75,4.667,,0.304
2011-06-29,18.958,27.958,9.0,,4.75
2011-06-30,17.5,26.708,9.208,,6.375
2011-07-01,21.292,30.042,8.75,,3.833
2011-07-02,20.208,25.083,4.875,,5.458
2011-07-03,15.042,16.292,1.25,,3.792
2011-07-04,13.87,17.087,3.217,,1.667
2011-07-05,18.167,20.667,2.5,,4.217
2011-07-06,18.833,21.167,2.333,,1.542
2011-07-07,15.0,24.333,9.333,,0.417
2011-07-08,9.375,18.917,9.542,,0.042
2011-07-09,5.75,7.958,2.208,,0.208
2011-07-10,6.417,8.208,1.792,,0.667
2011-07-11,8.391,12.913,4.522,,0.875
2011-07-12,12.792,21.708,8.917,,1.348
2011-07-13,12.083,19.458,7.375,,1.417
2011-07-14,10.458,14.583,4.125,,1.458
2011-07-15,16.5,22.167,5.667,,2.125
2011-07-16,18.875,22.542,3.667,,3.833
2011-07-17,11.375,13.0,1.625,,1.458
2011-07-18,6.478,8.087,1.609,,0.042
2011-07-19,4.125,4.583,0.458,,0.0
2011-07-20,4.333,4.625,0.292,,0.042
2011-07-21,16.375,21.542,5.167,,3.333
2011-07-22,11.25,13.667,2.417,,0.833
2011-07-23,9.792,11.417,1.625,,1.333
2011-07-24,6.5,6.667,0.167,,0.708
2011-07-25,8.087,9.87,1.783,,0.667
2011-07-26,11.458,14.792,3.333,,1.174
2011-07-27,8.958,13.333,4.375,,1.042
2011-07-28,11.833,19.542,7.708,,2.958
2011-07-29,16.625,19.75,3.125,,2.625
2011-07-30,12.25,14.875,2.625,,2.542
2011-07-31,10.875,11.917,1.042,,1.958
2011-08-01,12.941,14.412,1.471,,1.083
2011-08-02,13.75,15.167,1.417,,0.957
2011-08-03,12.25,14.667,2.417,,1.708
2011-08-04,17.542,21.375,3.833,,2.417
2011-08-05,10.042,11.5,1.458,,0.958
2011-08-06,8.917,12.042,3.125,,1.625
2011-08-07,8.333,10.25,1.917,,1.542
2011-08-08,9.609,11.435,1.826,,1.5
2011-08-09,17.292,24.042,6.75,,3.13
2011-08-10,15.75,18.708,2.958,,3.417
2011-08-11,12.875,15.042,2.167,,3.292
2011-08-12,11.042,12.542,1.5,,1.917
2011-08-13,7.292,7.708,0.417,,1.042
2011-08-14,5.208,5.375,0.167,,1.875
2011-08-15,8.217,8.565,0.348,,2.667
2011-08-16,8.875,9.458,0.583,,3.261
2011-08-17,12.5,14.167,1.667,,2.958
2011-08-18,12.667,14.542,1.875,,2.917
2011-08-19,9.917,10.917,1.0,,3.792
2011-08-20,6.917,7.083,0.167,,0.167
2011-08-21,6.708,7.042,0.333,,0.042
2011-08-22,12.261,13.609,1.348,,1.0
2011-08-23,13.625,17.792,4.167,,0.696
2011-08-24,8.75,12.25,3.5,,1.458
2011-08-25,8.5,15.583,7.083,,1.625
2011-08-26,9.458,13.75,4.292,,1.417
2011-08-27,8.25,8.75,0.5,,0.625
2011-08-28,8.583,9.042,0.458,,1.0
2011-08-29,16.348,18.13,1.783,,3.0
2011-08-30,16.208,17.25,1.042,,1.652
2011-08-31,9.5,10.167,0.667,,0.083
2011-09-01,8.083,10.75,2.667,,0.0
2011-09-02,3.542,3.917,0.375,,0.0
2011-09-03,3.5,3.5,0.0,,0.0
2011-09-04,6.083,6.708,0.625,,0.208
2011-09-05,14.217,18.652,4.435,,4.25
2011-09-06,14.042,16.708,2.667,,1.478
2011-09-07,17.333,19.833,2.5,,2.25
2011-09-08,15.75,17.0,1.25,,1.833
2011-09-09,14.542,18.542,4.0,,1.042
2011-09-10,8.792,13.25,4.458,,1.208
2011-09-11,7.083,9.833,2.75,,1.292
2011-09-12,11.13,14.696,3.565,,1.083
2011-09-13,13.25,17.75,4.5,,1.435
2011-09-14,15.917,20.417,4.5,,1.833
2011-09-15,15.917,20.25,4.333,,1.292
2011-09-16,14.708,19.667,4.958,,0.375
2011-09-17,7.292,9.958,2.667,,0.792
2011-09-18,6.875,11.0,4.125,,0.625
2011-09-19,5.348,7.696,2.348,,0.375
2011-09-20,5.333,5.375,0.042,,0.0
2011-09-21,6.042,6.292,0.25,,0.417
2011-09-22,12.208,13.667,1.458,,1.583
2011-09-23,11.458,13.542,2.083,,0.292
2011-09-24,5.958,6.417,0.458,,0.0
2011-09-25,8.708,9.333,0.625,,1.667
2011-09-26,12.043,12.696,0.652,,0.583
2011-09-27,9.083,9.917,0.833,,0.043
2011-09-28,14.708,16.208,1.5,,0.792
2011-09-29,13.208,15.125,1.917,,1.292
2011-09-30,10.833,11.75,0.917,,1.25
2011-10-01,4.625,4.708,0.083,,0.0
2011-10-02,5.667,6.333,0.667,,0.458
2011-10-03,6.435,6.826,0.391,,0.0
2011-10-04,17.417,19.458,2.042,,0.391
2011-10-05,14.458,15.875,1.417,,0.0
2011-10-06,13.625,15.458,1.833,,2.167
2011-10-07,13.292,14.375,1.083,,1.167
2011-10-08,13.75,14.792,1.042,,1.167
2011-10-09,7.583,7.792,0.208,,1.875
2011-10-10,11.739,12.304,0.565,,2.625
2011-10-11,22.125,24.708,2.583,,3.304
2011-10-12,20.0,23.5,3.5,,1.958
2011-10-13,25.917,29.5,3.583,,1.125
2011-10-14,18.208,22.458,4.25,,0.083
2011-10-15,11.792,14.417,2.625,,3.167
2011-10-16,17.0,18.333,1.333,,10.667
2011-10-17,15.435,17.174,1.739,,1.875
2011-10-18,11.042,12.333,1.292,,0.0
2011-10-19,8.417,8.958,0.542,,0.0
2011-10-20,18.917,20.292,1.375,,2.333
2011-10-21,13.083,14.25,1.167,,0.304
2011-10-22,6.792,7.167,0.375,,0.292
2011-10-23,11.417,13.0,1.583,,2.0
2011-10-24,17.826,21.391,3.565,,2.292
2011-10-25,14.0,19.125,5.125,,2.913
2011-10-26,11.625,13.333,1.708,,0.0
2011-10-27,13.0,17.875,4.875,,0.0
2011-10-28,21.875,24.542,2.667,,0.826
2011-10-29,15.375,16.292,0.917,,1.042
2011-10-30,9.417,9.667,0.25,,0.083
2011-10-31,10.217,11.696,1.478,,0.0
2011-11-01,30.25,37.0,6.75,,1.708
2011-11-02,24.958,29.667,4.708,,0.958
2011-11-03,22.0,25.208,3.208,,1.083
2011-11-04,23.167,29.333,6.167,,1.292
2011-11-05,23.208,29.542,6.333,,0.583
2011-11-06,17.0,19.375,2.375,,2.333
2011-11-07,8.043,8.435,0.391,,0.0
2011-11-08,12.292,15.375,3.083,,0.043
2011-11-09,12.333,14.625,2.292,,0.042
2011-11-10,14.625,17.333,2.708,,0.0
2011-11-11,14.958,20.167,5.208,,0.0
2011-11-12,15.375,17.875,2.5,,0.75
2011-11-13,13.833,16.583,2.75,,2.25
2011-11-14,18.217,21.217,3.0,,3.208
2011-11-15,13.917,15.375,1.458,,2.208
2011-11-16,17.375,21.875,4.5,,0.292
2011-11-17,14.625,18.542,3.917,,1.708
2011-11-18,24.417,30.333,5.917,,1.667
2011-11-19,21.083,25.917,4.833,,2.375
2011-11-20,11.125,13.625,2.5,,3.917
