date,CH4_mean,CO_mean,NMHC_mean,NO2_mean,NOX_mean,NO_mean,PM25_mean,THC_mean
2011-01-01,191.167,4.375,15.917,19.5,29.0,9.5,,207.083
2011-01-02,187.208,3.917,8.208,8.542,11.792,3.25,,195.417
2011-01-03,186.417,4.25,9.458,15.833,21.75,5.917,,195.875
2011-01-04,185.125,4.083,7.25,9.792,13.417,3.625,,192.375
2011-01-05,190.6,4.227,20.6,24.682,42.727,18.045,,211.2
2011-01-06,192.292,5.292,24.0,32.5,62.708,30.208,,216.292
2011-01-07,188.75,3.625,12.167,16.583,27.083,10.5,,200.917
2011-01-08,192.208,3.833,16.625,20.417,32.5,12.083,,208.833
2011-01-09,193.917,5.083,19.208,24.333,43.417,19.083,,213.125
2011-01-10,197.75,7.167,31.833,37.25,82.75,45.5,,229.583
2011-01-11,189.875,4.667,14.667,20.833,34.542,13.708,,204.542
2011-01-12,190.238,4.591,19.429,29.435,53.783,24.348,,209.667
2011-01-13,191.167,5.125,24.458,25.833,58.5,32.667,,215.625
2011-01-14,191.5,5.75,16.667,25.75,43.667,17.917,,208.167
2011-01-15,189.625,4.75,17.583,21.25,36.917,15.667,,207.208
2011-01-16,187.75,4.583,22.417,25.833,53.375,27.542,,210.167
2011-01-17,191.652,4.957,28.304,32.913,66.261,33.348,,219.957
2011-01-18,193.917,5.875,38.458,38.542,87.25,48.708,,232.375
2011-01-19,191.087,5.87,36.087,39.375,95.458,56.083,,227.174
2011-01-20,185.333,4.917,24.042,29.667,55.917,26.25,,209.375
2011-01-21,189.043,4.708,23.435,31.542,61.208,29.667,,212.478
2011-01-22,190.667,4.958,25.333,27.375,46.875,19.5,,216.0
2011-01-23,185.833,3.5,13.542,14.958,26.125,11.167,,199.375
2011-01-24,184.25,3.25,11.875,19.625,35.875,16.25,,196.125
2011-01-25,186.917,4.417,15.667,24.917,44.708,19.792,,202.583
2011-01-26,189.636,4.087,17.5,26.375,49.333,22.958,,207.136
2011-01-27,196.409,6.174,26.818,35.696,66.826,31.13,,223.227
2011-01-28,191.208,5.25,15.375,24.792,39.0,14.208,,206.583
2011-01-29,190.542,4.083,15.042,17.292,28.042,10.75,,205.583
2011-01-30,196.208,5.208,25.417,31.375,59.833,28.458,,221.625
2011-01-31,194.042,5.042,24.75,31.792,61.833,30.042,,218.792
2011-02-01,191.826,5.125,19.391,23.833,48.208,24.375,,211.217
2011-02-02,186.545,3.273,9.045,14.174,22.13,7.957,,195.591
2011-02-03,193.75,5.625,21.875,31.5,60.792,29.292,,215.625
2011-02-04,190.875,4.833,12.042,21.917,33.875,11.958,,202.917
2011-02-05,195.542,5.75,18.042,26.083,38.292,12.208,,213.583
2011-02-06,198.375,6.625,45.042,37.542,74.25,36.708,,243.417
2011-02-07,191.261,6.13,24.0,31.043,57.391,26.348,,215.261
2011-02-08,186.208,3.542,10.125,15.417,25.875,10.458,,196.333
2011-02-09,187.174,4.435,12.609,21.375,33.583,12.208,,199.783
