date,CO_mean,NO2_mean,NOX_mean,NO_mean,PM25_mean,SPM_mean
2011-01-01,6.333,17.375,21.042,3.667,,15.083
2011-01-02,5.375,8.25,9.792,1.542,,10.125
2011-01-03,5.958,15.167,18.417,3.25,,19.833
2011-01-04,5.043,12.348,15.522,3.174,,20.833
2011-01-05,5.542,27.792,42.25,14.458,,9.958
2011-01-06,5.182,29.909,47.455,17.545,,14.75
2011-01-07,4.167,19.583,29.417,9.833,,7.583
2011-01-08,5.208,20.583,29.458,8.875,,9.0
2011-01-09,6.292,26.25,40.75,14.5,,18.708
2011-01-10,8.292,35.708,76.583,40.875,,35.333
2011-01-11,4.913,19.565,29.913,10.348,,22.875
2011-01-12,4.833,27.833,50.542,22.708,,8.042
2011-01-13,6.167,28.042,56.75,28.708,,20.708
2011-01-14,6.917,23.5,34.333,10.833,,39.25
2011-01-15,5.708,19.917,27.583,7.667,,14.458
2011-01-16,4.75,24.917,42.042,17.125,,11.75
2011-01-17,7.0,32.304,65.739,33.435,,12.913
2011-01-18,8.615,41.217,96.217,55.0,,15.542
2011-01-19,7.0,38.708,102.292,63.583,,14.125
2011-01-20,4.739,27.708,46.0,18.292,,7.625
2011-01-21,5.261,29.75,48.625,18.875,,11.125
2011-01-22,5.826,25.708,39.583,13.875,,13.375
2011-01-23,4.391,22.167,36.417,14.25,,9.0
2011-01-24,3.87,18.333,27.583,9.25,,6.958
2011-01-25,4.87,24.391,39.609,15.217,,16.75
2011-01-26,4.261,22.167,33.708,11.542,,9.75
2011-01-27,5.565,31.333,47.542,16.208,,24.5
2011-01-28,5.417,25.917,35.875,9.958,,24.333
2011-01-29,4.083,13.917,18.708,4.792,,7.708
2011-01-30,5.0,27.292,49.0,21.708,,7.833
2011-01-31,6.208,33.958,67.458,33.5,,11.75
2011-02-01,5.208,23.913,35.0,11.087,,20.0
2011-02-02,4.042,17.857,26.333,8.476,,7.542
2011-02-03,4.87,26.455,43.909,17.455,,9.792
2011-02-04,5.739,22.708,31.875,9.167,,21.417
2011-02-05,6.167,23.417,28.458,5.042,,35.5
2011-02-06,7.458,41.083,78.333,37.25,,36.792
2011-02-07,6.417,31.0,58.625,27.625,,18.667
2011-02-08,3.75,17.0,25.957,8.957,,10.833
2011-02-09,4.458,24.25,40.375,16.125,,11.542
2011-02-10,4.833,30.375,52.75,22.375,,13.417
2011-02-11,4.739,20.292,28.292,8.0,,10.625
2011-02-12,5.042,20.542,26.583,6.042,,12.958
2011-02-13,6.208,40.167,75.292,35.125,,18.5
2011-02-14,6.792,37.958,90.792,52.833,,22.708
2011-02-15,6.727,30.238,78.286,48.048,,18.182
2011-02-16,5.125,30.833,59.875,29.042,,13.25
2011-02-17,4.708,22.667,37.208,14.542,,12.125
2011-02-18,4.913,22.458,33.042,10.583,,7.667
2011-02-19,5.542,23.792,32.417,8.625,,11.5
2011-02-20,5.875,34.625,66.333,31.708,,14.292
2011-02-21,9.417,47.708,111.917,64.208,,33.542
2011-02-22,6.458,45.957,75.13,29.174,,28.958
2011-02-23,6.792,33.375,68.792,35.417,,23.875
2011-02-24,6.167,33.75,57.625,23.875,,31.625
2011-02-25,5.87,30.625,45.375,14.75,,29.0
2011-02-26,3.583,10.083,12.333,2.25,,10.375
2011-02-27,4.478,24.826,44.174,19.348,,11.542
2011-02-28,5.375,37.542,65.208,27.667,,12.083
2011-03-01,6.333,45.833,96.458,50.625,,21.958
2011-03-02,6.0,36.417,85.333,48.917,,24.792
2011-03-03,4.522,17.917,23.208,5.292,,16.667
2011-03-04,4.792,21.25,27.708,6.458,,18.083
2011-03-05,5.208,34.0,63.958,29.958,,13.708
2011-03-06,6.958,33.917,80.5,46.583,,21.083
2011-03-07,6.5,34.565,58.739,24.174,,32.375
2011-03-08,7.0,32.333,45.083,12.75,,28.75
2011-03-09,6.042,29.292,41.5,12.208,,21.708
2011-03-10,4.348,15.083,18.792,3.708,,12.792
2011-03-11,4.542,14.458,17.292,2.833,,16.25
2011-03-12,4.304,22.0,29.955,7.955,,13.381
2011-03-13,5.417,33.792,55.5,21.708,,13.375
2011-03-14,6.208,40.0,70.565,30.565,,13.708
2011-03-15,5.542,32.417,50.792,18.375,,22.125
2011-03-16,5.792,43.833,68.333,24.5,,15.833
2011-03-17,6.0,40.833,58.917,18.083,,30.0
2011-03-18,8.333,35.667,62.042,26.375,,41.25
2011-03-19,3.875,21.042,29.333,8.292,,6.208
2011-03-20,4.375,25.208,32.583,7.375,,13.0
2011-03-21,5.167,37.348,59.826,22.478,,16.625
2011-03-22,7.25,51.125,98.833,47.708,,30.375
2011-03-23,5.292,42.667,64.042,21.375,,18.542
2011-03-24,6.087,22.292,28.292,6.0,,21.208
2011-03-25,4.458,12.458,14.417,1.958,,15.667
2011-03-26,4.682,25.381,35.381,10.0,,13.25
2011-03-27,4.958,35.087,49.913,14.826,,20.542
2011-03-28,5.833,38.417,58.667,20.25,,32.042
2011-03-29,5.0,37.0,53.708,16.708,,20.25
2011-03-30,4.75,35.348,53.478,18.13,,20.458
2011-03-31,4.087,19.667,24.708,5.042,,15.625
2011-04-01,5.625,44.375,62.042,17.667,,31.458
2011-04-02,5.458,32.083,41.25,9.167,,38.292
2011-04-03,3.167,10.125,11.708,1.583,,8.5
2011-04-04,4.208,26.792,42.792,16.0,,9.75
2011-04-05,4.625,38.652,54.783,16.13,,15.125
2011-04-06,4.913,45.292,69.458,24.167,,20.5
2011-04-07,4.125,39.875,60.833,20.958,,17.875
2011-04-08,3.167,28.958,38.042,9.083,,22.125
2011-04-09,4.292,27.75,43.667,15.917,,18.708
2011-04-10,5.583,32.958,38.0,5.042,,32.958
2011-04-11,5.208,34.458,48.708,14.25,,28.708
2011-04-12,4.667,40.13,60.304,20.174,,27.542
2011-04-13,5.364,42.696,63.391,20.696,,31.409
2011-04-14,5.5,40.875,56.917,16.042,,40.25
2011-04-15,4.917,45.375,59.458,14.083,,40.917
2011-04-16,4.833,22.167,32.0,9.833,,36.667
2011-04-17,4.333,26.708,32.25,5.542,,17.458
2011-04-18,5.042,41.958,67.458,25.5,,27.542
2011-04-19,4.375,26.043,35.87,9.826,,13.083
2011-04-20,3.696,23.875,33.708,9.833,,7.625
2011-04-21,4.667,40.167,68.375,28.208,,17.583
2011-04-22,5.75,52.0,85.958,33.958,,27.75
2011-04-23,4.333,25.083,31.125,6.042,,18.333
2011-04-24,5.042,24.833,29.958,5.125,,22.417
2011-04-25,5.083,42.792,61.167,18.375,,26.0
2011-04-26,4.609,35.238,52.429,17.19,,33.958
2011-04-27,3.739,24.917,32.167,7.25,,37.833
2011-04-28,5.167,33.917,46.167,12.25,,26.208
2011-04-29,5.25,28.417,37.0,8.583,,17.833
2011-04-30,4.417,26.042,32.208,6.167,,27.167
2011-05-01,3.792,21.958,27.375,5.417,,34.708
2011-05-02,5.958,34.75,51.75,17.0,,89.125
2011-05-03,5.875,35.043,46.304,11.261,,142.583
2011-05-04,5.913,22.25,26.667,4.417,,93.0
2011-05-05,4.208,26.458,29.667,3.208,,23.667
