date,CH4_mean,NMHC_mean,NO2_mean,NOX_mean,NO_mean,SO2_mean,SPM_mean,THC_mean
2011-01-01,190.458,21.25,16.708,21.125,4.417,5.125,12.417,211.708
2011-01-02,185.75,9.417,6.5,7.833,1.333,3.833,6.375,195.167
2011-01-03,184.696,3.826,3.083,3.583,0.5,3.542,8.0,188.522
2011-01-04,186.917,4.125,3.0,3.833,0.833,6.292,14.958,191.042
2011-01-05,186.417,6.375,7.958,9.708,1.75,3.0,6.25,192.792
2011-01-06,187.833,10.208,17.087,23.174,6.087,3.565,4.087,198.042
2011-01-07,188.25,12.125,6.333,7.542,1.208,3.0,5.792,200.375
2011-01-08,188.292,12.208,5.542,6.542,1.0,3.0,7.292,200.5
2011-01-09,189.0,18.75,12.375,16.083,3.708,5.25,12.708,207.75
2011-01-10,187.391,18.13,18.625,31.417,12.792,5.042,19.75,205.522
2011-01-11,186.25,10.042,10.917,13.167,2.25,5.375,26.625,196.292
2011-01-12,186.708,14.042,13.917,20.792,6.875,3.583,4.833,200.75
2011-01-13,187.25,22.5,16.25,33.375,17.125,5.25,6.667,209.75
2011-01-14,186.5,10.958,7.208,8.583,1.375,5.083,12.375,197.458
2011-01-15,185.375,9.375,6.333,7.5,1.167,4.125,5.458,194.75
2011-01-16,185.542,12.542,15.083,18.875,3.792,4.208,8.625,198.083
2011-01-17,186.913,14.174,15.783,22.565,6.783,4.043,13.913,201.087
2011-01-18,190.583,32.417,27.667,59.167,31.5,5.625,15.583,223.0
2011-01-19,189.75,42.75,30.75,57.542,26.792,5.667,18.667,232.5
2011-01-20,185.417,22.833,23.333,29.667,6.333,4.625,11.917,208.25
2011-01-21,185.958,27.792,20.458,25.167,4.708,4.5,9.208,213.75
2011-01-22,185.958,14.792,11.75,14.5,2.75,5.042,7.125,200.75
2011-01-23,186.042,7.5,8.043,9.522,1.478,3.75,3.375,193.542
2011-01-24,186.304,8.957,10.208,13.042,2.833,3.0,3.625,195.261
2011-01-25,186.667,4.583,6.375,7.708,1.333,3.75,10.542,191.25
2011-01-26,187.375,8.583,8.958,10.75,1.792,3.25,4.792,195.958
2011-01-27,188.417,6.417,6.75,8.417,1.667,5.476,17.81,194.833
2011-01-28,188.417,11.833,7.833,9.583,1.75,4.792,19.5,200.25
2011-01-29,188.5,9.292,4.25,5.25,1.0,3.417,6.417,197.792
2011-01-30,189.217,9.783,10.435,12.652,2.217,3.435,3.957,199.0
2011-01-31,187.5,8.458,9.958,12.917,2.958,3.292,6.75,195.958
2011-02-01,190.667,22.667,18.5,38.0,19.5,4.875,12.208,213.333
2011-02-02,186.833,6.208,6.375,8.0,1.625,3.0,5.542,193.042
2011-02-03,189.542,9.542,13.208,16.5,3.292,3.5,8.75,199.083
2011-02-04,188.458,9.5,9.875,12.292,2.417,4.875,14.042,197.958
2011-02-05,190.125,10.292,9.25,11.333,2.083,6.917,26.208,200.417
2011-02-06,189.739,27.043,27.042,38.292,11.25,6.042,35.5,216.783
2011-02-07,187.958,21.542,16.083,27.333,11.25,4.708,11.609,209.5
2011-02-08,183.208,6.417,4.417,5.375,0.958,3.083,7.583,189.625
2011-02-09,184.875,4.333,6.625,8.417,1.792,3.333,5.917,189.208
2011-02-10,184.708,7.167,9.417,11.5,2.083,3.542,5.625,191.875
2011-02-11,185.0,6.042,5.333,6.333,1.0,3.542,7.708,191.042
