date,HUM_max,HUM_mean,HUM_min,TEMP_max,TEMP_mean,TEMP_min
2011-01-31,98.0,98.0,98.0,-6.4,-7.521,-8.5
2011-02-01,99.0,98.25,98.0,-4.2,-6.704,-9.3
2011-02-02,98.0,98.0,98.0,-9.4,-10.567,-11.4
2011-02-03,98.0,98.0,98.0,-8.2,-9.533,-11.1
2011-02-04,98.0,98.0,98.0,-5.3,-6.921,-8.8
2011-02-05,99.0,98.208,98.0,-1.5,-4.529,-6.4
2011-02-06,99.0,99.0,99.0,6.8,2.271,-1.6
2011-02-07,99.0,99.0,99.0,7.2,0.4,-4.5
2011-02-08,99.0,98.125,98.0,-5.1,-7.583,-10.6
2011-02-09,98.0,98.0,98.0,-7.2,-9.004,-11.5
2011-02-10,99.0,98.125,98.0,-4.6,-6.717,-8.5
2011-02-11,99.0,98.292,98.0,-4.8,-6.167,-7.2
2011-02-12,98.0,98.0,98.0,-5.8,-6.825,-7.6
2011-02-13,99.0,83.958,25.0,2.6,-1.754,-7.2
2011-02-14,99.0,98.792,97.0,2.9,0.358,-1.5
2011-02-15,99.0,98.667,98.0,-1.2,-3.379,-7.3
2011-02-16,99.0,93.083,77.0,-2.9,-6.267,-9.4
2011-02-17,98.0,98.0,98.0,-6.6,-7.696,-9.3
2011-02-18,98.0,98.0,98.0,-8.6,-9.704,-10.9
2011-02-19,98.0,98.0,98.0,-6.9,-8.371,-10.6
2011-02-20,98.0,89.875,49.0,-3.6,-5.329,-7.9
2011-02-21,99.0,91.875,47.0,-1.0,-2.929,-4.2
2011-02-22,99.0,95.5,79.0,1.9,-0.45,-4.3
2011-02-23,99.0,99.0,99.0,7.5,2.596,-2.6
2011-02-24,99.0,94.417,71.0,3.9,-0.25,-3.9
2011-02-25,99.0,98.917,98.0,4.8,-0.129,-4.3
2011-02-26,99.0,98.458,98.0,-4.1,-6.5,-9.6
2011-02-27,98.0,97.458,95.0,-6.6,-8.662,-10.0
2011-02-28,99.0,87.417,63.0,-0.4,-4.838,-10.3
2011-03-01,99.0,94.875,84.0,5.3,3.483,1.5
2011-03-02,99.0,98.875,97.0,4.5,2.379,-1.9
2011-03-03,99.0,97.958,96.0,0.0,-2.288,-3.9
2011-03-04,99.0,93.917,73.0,1.2,0.175,-1.6
2011-03-05,99.0,99.0,99.0,9.6,5.588,1.5
2011-03-06,99.0,98.875,98.0,10.0,7.258,4.1
2011-03-07,99.0,88.708,34.0,3.6,0.254,-1.1
2011-03-08,99.0,84.708,53.0,6.8,4.154,2.7
2011-03-09,99.0,97.75,77.0,1.2,-1.054,-2.2
2011-03-10,99.0,98.958,98.0,-1.2,-2.883,-5.7
2011-03-11,99.0,98.167,95.0,-1.5,-4.996,-8.7
2011-03-12,98.0,98.0,98.0,-6.1,-7.317,-8.8
2011-03-13,98.0,98.0,98.0,-6.1,-7.425,-8.2
2011-03-14,99.0,93.417,77.0,-1.4,-4.562,-7.7
2011-03-15,99.0,95.25,83.0,-2.9,-4.554,-7.0
2011-03-16,99.0,71.0,20.0,1.6,-0.625,-6.6
2011-03-17,99.0,99.0,99.0,9.6,5.621,1.7
2011-03-18,99.0,99.0,99.0,6.2,3.838,-0.4
2011-03-19,99.0,98.75,98.0,-0.1,-4.838,-7.3
2011-03-20,99.0,89.833,59.0,0.2,-3.55,-7.6
2011-03-21,99.0,86.542,69.0,-1.5,-4.346,-6.7
2011-03-22,98.0,84.167,62.0,4.4,0.858,-1.5
2011-03-23,99.0,97.833,87.0,9.2,2.725,-0.3
2011-03-24,99.0,99.0,99.0,6.0,0.358,-3.1
2011-03-25,99.0,99.0,99.0,-3.5,-4.871,-5.7
2011-03-26,99.0,98.917,98.0,-4.5,-5.325,-6.6
2011-03-27,99.0,96.208,86.0,3.0,-1.504,-4.9
2011-03-28,99.0,95.5,88.0,2.7,0.367,-2.8
2011-03-29,99.0,64.958,18.0,7.2,3.325,-3.5
2011-03-30,97.0,75.458,32.0,9.2,6.058,3.6
2011-03-31,99.0,98.667,96.0,7.1,1.046,-4.9
2011-04-01,83.0,49.125,31.0,8.3,4.758,0.3
2011-04-02,98.0,84.292,52.0,7.5,2.692,-3.3
2011-04-03,97.0,67.708,36.0,-2.1,-3.738,-5.7
2011-04-04,97.0,73.125,41.0,1.1,-2.375,-6.4
2011-04-05,97.0,62.292,37.0,9.5,3.708,-0.7
2011-04-06,66.0,49.167,33.0,11.0,6.233,2.4
2011-04-07,96.0,78.0,38.0,10.1,6.854,4.1
2011-04-08,98.0,92.625,77.0,7.5,6.596,4.8
2011-04-09,98.0,90.417,69.0,9.0,6.588,2.8
2011-04-10,97.0,57.333,34.0,9.3,5.021,0.8
2011-04-11,98.0,70.5,46.0,9.1,3.321,-4.6
2011-04-12,97.0,60.458,35.0,3.6,0.154,-4.8
2011-04-13,82.0,51.5,27.0,11.3,6.079,2.4
2011-04-14,75.0,48.958,29.0,14.7,9.904,4.9
2011-04-15,98.0,71.417,35.0,11.6,8.829,6.3
2011-04-16,98.0,97.833,96.0,9.5,3.779,-2.8
2011-04-17,98.0,64.792,21.0,9.8,5.025,-2.5
2011-04-18,98.0,97.917,97.0,7.7,5.012,1.2
2011-04-19,98.0,97.708,94.0,3.3,0.704,-0.8
2011-04-20,98.0,92.167,43.0,4.5,0.217,-1.6
2011-04-21,76.0,49.958,31.0,10.0,6.846,2.8
2011-04-22,98.0,90.917,50.0,7.4,6.108,3.8
2011-04-23,98.0,98.0,98.0,9.1,5.975,0.5
2011-04-24,98.0,95.958,85.0,4.4,1.975,-0.3
2011-04-25,98.0,96.833,92.0,3.6,2.2,-0.2
2011-04-26,98.0,84.333,64.0,10.3,7.058,4.3
2011-04-27,98.0,92.125,74.0,14.6,10.675,6.8
2011-04-28,98.0,98.0,98.0,6.7,3.129,0.3
2011-04-29,98.0,92.833,79.0,6.0,3.317,0.1
2011-04-30,89.0,70.917,50.0,12.9,9.438,5.8
2011-05-01,98.0,96.125,66.0,11.5,8.758,5.8
2011-05-02,98.0,79.042,55.0,10.0,6.883,4.0
2011-05-03,70.0,49.042,29.0,10.7,8.508,6.3
2011-05-04,81.0,60.708,48.0,12.3,8.396,6.3
2011-05-05,73.0,54.375,35.0,14.0,9.821,6.0
2011-05-06,98.0,97.292,82.0,9.0,8.329,6.6
2011-05-07,98.0,97.167,90.0,13.4,10.246,7.9
2011-05-08,98.0,79.083,44.0,15.5,12.079,9.5
2011-05-09,88.0,51.5,13.0,19.1,15.183,10.6
2011-05-10,98.0,97.958,97.0,16.5,15.546,14.0
2011-05-11,98.0,98.0,98.0,15.6,14.392,11.1
2011-05-12,98.0,97.875,95.0,15.6,13.629,12.0
2011-05-13,99.0,89.25,61.0,14.4,9.479,5.9
2011-05-14,98.0,73.667,51.0,12.6,8.417,5.7
2011-05-15,64.0,48.042,35.0,15.0,11.842,8.3
2011-05-16,98.0,74.792,53.0,15.6,11.246,9.7
2011-05-17,97.0,85.292,64.0,13.3,9.504,7.3
2011-05-18,86.0,47.667,30.0,14.9,11.662,8.1
2011-05-19,91.0,66.958,37.0,17.1,13.658,11.1
2011-05-20,78.0,64.042,51.0,18.3,15.133,11.6
2011-05-21,98.0,91.75,84.0,18.9,15.708,13.3
2011-05-22,98.0,90.0,46.0,14.7,12.321,7.8
2011-05-23,98.0,87.25,36.0,12.9,9.888,7.4
2011-05-24,98.0,97.875,95.0,12.3,8.392,5.7
2011-05-25,98.0,83.042,41.0,18.0,12.467,7.1
2011-05-26,98.0,86.333,36.0,11.7,10.083,8.7
2011-05-27,99.0,98.042,98.0,11.1,9.171,7.4
2011-05-28,98.0,98.0,98.0,14.1,13.012,11.2
2011-05-29,98.0,98.0,98.0,16.5,14.888,13.3
2011-05-30,99.0,98.958,98.0,10.3,8.979,7.4
2011-05-31,99.0,98.625,98.0,12.2,9.154,6.8
2011-06-01,99.0,98.917,98.0,9.6,9.012,8.5
2011-06-02,99.0,98.75,98.0,12.9,11.279,9.5
2011-06-03,98.0,93.792,81.0,15.4,13.871,11.5
2011-06-04,98.0,88.958,64.0,17.9,14.533,12.1
2011-06-05,98.0,97.0,93.0,16.0,13.996,11.1
2011-06-06,98.0,79.833,51.0,17.1,13.688,9.8
2011-06-07,98.0,92.0,74.0,14.6,12.546,9.8
2011-06-08,98.0,97.083,94.0,15.3,12.779,9.7
2011-06-09,98.0,98.0,98.0,16.0,14.362,12.7
2011-06-10,98.0,97.958,97.0,15.7,15.029,14.4
2011-06-11,98.0,97.667,94.0,16.5,14.625,12.9
2011-06-12,98.0,79.792,46.0,18.9,14.683,11.5
2011-06-13,98.0,98.0,98.0,13.8,12.914,12.3
2011-06-14,99.0,87.542,61.0,14.2,12.625,11.4
2011-06-15,98.0,71.708,48.0,17.1,14.329,11.9
2011-06-16,98.0,98.0,98.0,13.1,12.104,11.2
2011-06-17,98.0,98.0,98.0,15.7,14.271,12.5
2011-06-18,99.0,98.375,98.0,15.2,14.521,14.1
2011-06-19,99.0,98.75,98.0,15.5,14.596,13.3
2011-06-20,99.0,98.792,98.0,16.8,15.746,13.9
2011-06-21,98.0,97.75,96.0,18.9,16.8,14.7
2011-06-22,98.0,98.0,98.0,19.7,18.254,16.7
2011-06-23,98.0,96.25,88.0,22.5,19.704,17.7
2011-06-24,98.0,94.917,82.0,23.0,19.971,18.0
2011-06-25,98.0,95.375,83.0,24.2,20.833,18.8
2011-06-26,98.0,97.833,97.0,20.5,19.142,18.2
2011-06-27,98.0,95.5,88.0,22.8,20.362,19.1
2011-06-28,98.0,92.25,76.0,24.5,20.817,18.5
2011-06-29,98.0,92.318,81.0,24.6,20.932,18.3
2011-06-30,98.0,94.333,86.0,24.5,20.929,18.1
2011-07-01,98.0,97.708,95.0,20.6,18.608,17.7
2011-07-02,98.0,96.875,93.0,21.7,18.979,16.9
2011-07-03,98.0,97.292,93.0,22.3,19.579,17.8
2011-07-04,98.0,97.375,94.0,22.0,19.683,17.7
2011-07-05,98.0,93.167,81.0,20.2,18.021,16.0
2011-07-06,98.0,90.542,73.0,22.8,18.921,16.0
2011-07-07,98.0,98.0,98.0,18.9,17.862,17.1
2011-07-08,98.0,97.333,93.0,23.3,20.567,18.5
2011-07-09,97.0,91.292,79.0,25.0,21.692,19.5
2011-07-10,98.0,97.417,92.0,23.4,20.75,18.9
2011-07-11,98.0,97.5,93.0,22.0,19.55,17.7
2011-07-12,98.0,97.958,97.0,23.4,19.179,17.3
2011-07-13,98.0,92.792,68.0,23.6,19.621,16.7
2011-07-14,98.0,95.75,88.0,23.3,20.033,17.0
2011-07-15,98.0,88.542,70.0,25.7,21.621,18.6
2011-07-16,98.0,93.833,80.0,24.0,20.458,17.7
2011-07-17,98.0,97.0,80.0,21.3,19.242,16.7
2011-07-18,98.0,98.0,98.0,20.6,20.188,19.7
2011-07-19,99.0,98.333,98.0,20.4,19.792,17.4
2011-07-20,99.0,98.583,98.0,20.4,19.671,19.2
2011-07-21,99.0,98.667,98.0,19.7,18.238,16.6
2011-07-22,99.0,98.958,98.0,17.6,16.721,16.1
2011-07-23,99.0,94.5,78.0,21.5,17.967,15.9
2011-07-24,98.0,97.042,93.0,19.8,18.192,17.0
2011-07-25,99.0,98.273,98.0,19.3,17.741,16.7
2011-07-26,99.0,98.25,96.0,20.3,18.15,16.5
2011-07-27,99.0,97.917,96.0,20.6,18.621,17.4
2011-07-28,99.0,98.083,97.0,21.6,18.771,17.6
2011-07-29,99.0,97.625,96.0,20.7,18.533,17.4
2011-07-30,99.0,98.042,96.0,21.2,18.179,16.9
2011-07-31,99.0,98.25,98.0,19.1,17.892,16.1
2011-08-01,99.0,98.917,98.0,17.6,16.783,15.5
2011-08-02,99.0,99.0,99.0,18.0,17.179,16.2
2011-08-03,99.0,98.75,98.0,20.1,17.971,16.8
2011-08-04,99.0,98.125,93.0,22.2,18.888,17.4
2011-08-05,99.0,98.875,98.0,19.5,18.962,18.3
2011-08-06,99.0,96.75,92.0,22.8,20.671,18.8
2011-08-07,98.0,95.083,88.0,24.2,21.679,19.8
2011-08-08,98.0,96.333,88.0,25.2,21.962,19.8
2011-08-09,98.0,93.917,87.0,25.1,22.704,20.8
2011-08-10,98.0,92.875,82.0,25.1,22.488,20.3
2011-08-11,99.0,98.083,96.0,22.3,19.917,18.3
2011-08-12,99.0,95.875,86.0,24.0,20.329,17.9
2011-08-13,98.0,94.0,80.0,25.5,21.854,19.1
2011-08-14,98.0,95.083,88.0,23.2,21.642,19.6
2011-08-15,98.0,97.5,95.0,22.8,20.183,18.9
2011-08-16,99.0,98.208,98.0,21.3,19.975,19.1
2011-08-17,99.0,97.917,97.0,22.1,20.496,19.4
2011-08-18,98.0,95.917,85.0,24.5,21.154,19.6
2011-08-19,99.0,97.125,84.0,19.6,18.592,16.4
2011-08-20,99.0,96.417,76.0,17.7,16.783,15.5
2011-08-21,99.0,98.833,98.0,17.9,17.417,17.0
2011-08-22,99.0,98.375,97.0,20.7,18.225,16.8
2011-08-23,99.0,98.208,97.0,21.5,19.004,16.8
2011-08-24,99.0,98.667,98.0,19.7,18.983,17.7
2011-08-25,99.0,98.208,96.0,20.1,19.038,18.0
2011-08-26,99.0,97.75,96.0,21.0,19.579,17.7
2011-08-27,99.0,98.667,98.0,20.0,18.95,17.5
2011-08-28,99.0,97.875,95.0,20.9,18.471,16.6
2011-08-29,98.0,96.75,87.0,22.1,18.888,16.4
2011-08-30,99.0,92.958,67.0,23.4,19.775,17.1
2011-08-31,99.0,98.625,98.0,19.2,18.588,17.9
2011-09-01,99.0,98.792,98.0,20.3,19.583,18.7
2011-09-02,99.0,98.958,98.0,20.8,19.533,18.5
2011-09-03,99.0,99.0,99.0,20.4,19.938,19.4
2011-09-04,99.0,99.0,99.0,19.5,17.812,16.7
2011-09-05,99.0,99.0,99.0,18.3,16.325,13.2
2011-09-06,99.0,93.0,80.0,15.5,13.379,11.6
2011-09-07,81.0,67.958,53.0,20.3,16.238,12.6
2011-09-08,99.0,91.333,76.0,19.5,17.088,15.0
2011-09-09,99.0,98.042,96.0,21.0,18.212,14.0
2011-09-10,99.0,97.792,93.0,23.3,19.562,17.9
2011-09-11,99.0,99.0,99.0,18.9,18.196,16.8
2011-09-12,99.0,98.583,96.0,19.7,17.979,17.2
2011-09-13,99.0,92.792,68.0,22.3,19.325,16.6
2011-09-14,99.0,94.958,81.0,23.3,18.983,16.5
2011-09-15,99.0,98.958,98.0,18.6,17.725,16.4
2011-09-16,99.0,99.0,99.0,19.5,18.621,18.0
2011-09-17,99.0,99.0,99.0,19.8,19.333,18.9
2011-09-18,99.0,98.708,96.0,19.7,18.421,17.5
2011-09-19,99.0,97.25,91.0,20.4,18.583,17.2
2011-09-20,99.0,99.0,99.0,19.7,18.433,17.4
2011-09-21,99.0,99.0,99.0,19.8,17.062,13.3
2011-09-22,99.0,99.0,99.0,13.9,11.254,8.8
2011-09-23,99.0,93.292,82.0,11.7,9.329,7.8
2011-09-24,99.0,93.417,81.0,14.9,11.075,7.3
2011-09-25,99.0,99.0,99.0,12.2,11.458,10.6
2011-09-26,99.0,96.0,86.0,13.7,12.167,10.8
2011-09-27,98.0,88.75,64.0,16.4,13.896,11.3
2011-09-28,99.0,87.75,74.0,17.4,13.833,11.1
2011-09-29,98.0,90.417,76.0,17.9,14.75,12.5
2011-09-30,99.0,98.917,98.0,16.6,14.296,11.1
2011-10-01,99.0,91.875,65.0,10.9,8.992,7.2
2011-10-02,98.0,79.875,55.0,10.3,8.438,5.9
2011-10-03,99.0,89.375,73.0,9.9,6.854,4.8
2011-10-04,99.0,83.583,59.0,12.7,9.504,5.9
2011-10-05,99.0,99.0,99.0,12.9,11.529,9.8
2011-10-06,99.0,98.042,93.0,13.5,10.7,9.2
2011-10-07,99.0,95.792,88.0,11.2,9.008,7.3
2011-10-08,97.0,79.125,64.0,13.4,10.375,7.6
2011-10-09,99.0,85.125,73.0,15.3,11.538,9.8
2011-10-10,98.0,92.542,79.0,14.1,12.354,10.3
2011-10-11,99.0,98.042,94.0,13.4,11.471,10.5
2011-10-12,99.0,88.292,57.0,14.3,11.75,9.6
2011-10-13,98.0,91.667,79.0,13.0,11.783,10.9
2011-10-14,99.0,98.958,98.0,15.9,13.196,10.8
2011-10-15,99.0,99.0,99.0,16.8,15.088,14.0
2011-10-16,99.0,90.917,76.0,15.2,12.046,9.1
2011-10-17,99.0,95.625,86.0,11.5,9.054,7.5
2011-10-18,99.0,89.542,75.0,12.1,8.942,6.5
2011-10-19,99.0,90.542,83.0,15.2,11.071,8.5
2011-10-20,99.0,92.0,81.0,15.6,11.654,8.7
2011-10-21,99.0,98.375,95.0,13.7,11.933,9.3
2011-10-22,99.0,99.0,99.0,15.7,14.479,13.0
2011-10-23,99.0,98.208,94.0,16.0,13.033,10.3
2011-10-24,99.0,96.833,91.0,14.9,12.492,10.3
2011-10-25,99.0,98.833,98.0,11.5,8.492,3.0
2011-10-26,99.0,96.105,91.0,6.3,3.91,2.1
2011-10-28,95.0,85.111,71.0,10.5,8.922,8.3
2011-10-29,97.0,83.458,66.0,15.3,11.204,8.7
2011-10-30,99.0,97.292,92.0,10.4,9.138,7.4
2011-10-31,99.0,97.542,85.0,10.5,9.475,8.1
2011-11-01,99.0,97.042,88.0,13.2,9.933,8.1
2011-11-02,99.0,96.958,85.0,12.2,9.912,6.9
2011-11-03,99.0,95.625,89.0,14.4,12.354,10.8
2011-11-04,99.0,95.667,89.0,15.0,13.192,11.6
2011-11-05,99.0,99.0,99.0,13.0,12.433,11.6
2011-11-06,99.0,99.0,99.0,14.0,13.112,11.9
2011-11-07,99.0,99.0,99.0,11.6,7.579,4.5
2011-11-08,99.0,97.167,91.0,7.2,4.821,3.5
2011-11-09,98.0,93.167,85.0,6.6,4.371,3.5
2011-11-10,99.0,87.25,69.0,8.2,6.038,3.3
2011-11-11,99.0,99.0,99.0,10.6,8.4,6.8
2011-11-12,99.0,97.0,82.0,10.8,8.658,7.8
2011-11-13,99.0,94.458,80.0,11.8,8.842,6.6
2011-11-14,99.0,98.25,97.0,7.7,6.083,4.5
2011-11-15,99.0,98.917,98.0,4.1,2.683,1.0
2011-11-16,99.0,95.667,84.0,3.0,1.612,-0.3
2011-11-17,99.0,66.542,13.0,7.5,4.579,2.6
2011-11-18,99.0,69.333,30.0,9.5,7.917,6.5
2011-11-19,99.0,99.0,99.0,14.7,12.104,9.3
2011-11-20,99.0,98.958,98.0,12.6,5.529,-0.5
2011-11-21,99.0,99.0,99.0,-0.6,-1.254,-1.9
2011-11-22,99.0,95.25,74.0,2.3,0.221,-1.4
2011-11-23,99.0,94.333,76.0,6.0,3.896,1.7
2011-11-24,99.0,94.458,83.0,3.0,-0.508,-3.0
2011-11-25,99.0,98.292,97.0,0.2,-1.575,-3.1
2011-11-26,99.0,80.208,21.0,5.1,1.475,-2.1
2011-11-27,97.0,79.208,47.0,8.2,6.108,4.3
2011-11-28,96.0,74.875,63.0,11.6,9.304,6.9
2011-11-29,99.0,93.583,78.0,12.9,10.204,8.0
2011-11-30,99.0,95.75,88.0,12.5,8.996,4.9
2011-12-01,99.0,87.958,65.0,4.1,2.567,0.9
2011-12-02,99.0,96.625,81.0,4.8,2.771,-1.1
2011-12-03,99.0,99.0,99.0,11.0,6.879,2.8
2011-12-04,99.0,99.0,99.0,1.9,0.917,0.1
2011-12-05,99.0,93.917,39.0,1.2,0.312,-1.0
2011-12-06,98.0,73.542,18.0,4.7,1.929,-2.2
2011-12-07,99.0,98.25,97.0,3.4,2.333,0.6
2011-12-08,99.0,98.792,97.0,2.6,1.45,0.6
2011-12-09,99.0,98.542,97.0,0.3,-4.112,-6.1
2011-12-10,99.0,95.25,87.0,-0.5,-2.858,-5.8
2011-12-11,98.0,97.75,96.0,-1.0,-2.854,-5.1
2011-12-12,99.0,98.125,97.0,0.2,-0.8,-2.3
2011-12-13,99.0,96.417,86.0,2.2,0.292,-0.9
2011-12-14,97.0,89.708,78.0,3.9,2.654,1.5
2011-12-15,99.0,98.167,96.0,2.1,0.538,-1.9
2011-12-16,99.0,98.458,98.0,-2.2,-4.721,-6.9
2011-12-17,99.0,98.042,98.0,-4.4,-5.529,-6.9
2011-12-18,99.0,98.542,98.0,-3.1,-4.521,-6.2
2011-12-19,99.0,98.958,98.0,-3.0,-3.792,-4.4
2011-12-20,99.0,99.0,99.0,-3.4,-3.875,-4.4
2011-12-21,99.0,98.667,95.0,-1.5,-2.479,-3.7
2011-12-22,99.0,95.5,85.0,-0.1,-2.175,-5.5
2011-12-23,98.0,98.0,98.0,-5.2,-6.15,-7.3
2011-12-24,98.0,98.0,98.0,-4.9,-5.958,-7.0
2011-12-25,98.0,98.0,98.0,-6.6,-7.288,-8.1
2011-12-26,98.0,98.0,98.0,-6.7,-7.267,-8.0
2011-12-27,98.0,98.0,98.0,-5.5,-6.183,-7.0
2011-12-28,99.0,98.542,98.0,-4.3,-4.971,-6.0
2011-12-29,99.0,99.0,99.0,-1.8,-3.154,-4.8
2011-12-30,99.0,98.083,98.0,-5.4,-6.321,-7.4
2011-12-31,99.0,98.333,98.0,-4.2,-5.55,-7.2
2012-01-01,99.0,97.0,85.0,-2.8,-6.258,-9.6
2012-01-02,99.0,98.417,97.0,-0.1,-2.642,-7.3
2012-01-03,99.0,98.0,97.0,-7.3,-8.375,-9.6
2012-01-04,98.0,98.0,98.0,-8.2,-8.871,-9.4
2012-01-05,99.0,98.25,97.0,-4.9,-7.083,-9.1
2012-01-06,99.0,98.667,97.0,-3.7,-4.817,-6.4
2012-01-07,99.0,99.0,99.0,-2.5,-3.804,-4.9
2012-01-08,99.0,98.958,98.0,-2.6,-3.346,-4.1
2012-01-09,99.0,98.583,97.0,-2.4,-4.392,-6.7
2012-01-10,99.0,98.917,98.0,-5.4,-6.521,-8.1
2012-01-11,99.0,93.417,51.0,-2.5,-6.125,-7.3
2012-01-12,98.0,85.917,72.0,-0.6,-2.2,-4.0
2012-01-13,98.0,80.833,17.0,4.6,0.092,-2.8
2012-01-14,99.0,98.708,95.0,-0.7,-2.567,-4.6
2012-01-15,99.0,99.0,99.0,-4.1,-5.729,-6.7
2012-01-16,99.0,99.0,99.0,-2.9,-4.979,-6.9
2012-01-17,99.0,98.958,98.0,-4.6,-5.967,-8.5
2012-01-18,99.0,98.25,98.0,-7.5,-8.342,-9.3
2012-01-19,99.0,98.958,98.0,-4.3,-5.746,-8.0
2012-01-20,99.0,99.0,99.0,-4.4,-5.138,-6.2
2012-01-21,99.0,90.958,46.0,0.9,-1.717,-6.1
2012-01-22,99.0,99.0,99.0,4.9,0.425,-4.2
2012-01-23,99.0,98.583,98.0,-1.1,-3.604,-5.2
2012-01-24,99.0,98.667,97.0,-0.8,-2.575,-4.1
2012-01-25,99.0,93.75,80.0,-2.6,-6.208,-10.5
2012-01-26,98.0,95.917,87.0,-7.4,-9.317,-10.5
2012-01-27,99.0,98.208,98.0,-6.7,-8.225,-9.4
2012-01-28,99.0,98.417,98.0,-6.6,-7.562,-9.6
2012-01-29,99.0,99.0,99.0,-3.6,-4.875,-7.0
2012-01-30,99.0,99.0,99.0,-2.3,-3.917,-6.9
2012-01-31,99.0,75.625,35.0,2.9,-0.058,-6.2
2012-02-01,99.0,88.958,47.0,2.8,0.896,-0.7
2012-02-02,99.0,99.0,99.0,7.8,4.421,-0.6
2012-02-03,99.0,81.042,12.0,1.7,-2.379,-5.0
2012-02-04,99.0,97.833,78.0,7.5,2.862,-1.5
2012-02-05,99.0,86.792,38.0,1.6,-2.546,-6.1
2012-02-06,99.0,98.958,98.0,1.3,-1.4,-4.3
2012-02-07,99.0,98.833,98.0,-0.8,-2.812,-7.0
2012-02-08,99.0,98.042,98.0,-7.8,-9.642,-10.6
2012-02-09,99.0,98.042,98.0,-7.5,-8.679,-10.3
2012-02-10,99.0,98.792,98.0,-4.2,-6.167,-8.7
2012-02-11,99.0,98.917,98.0,-5.7,-6.842,-8.8
2012-02-12,99.0,97.958,90.0,-1.1,-5.521,-9.1
2012-02-13,99.0,99.0,99.0,-1.5,-4.671,-6.3
2012-02-14,99.0,80.792,27.0,1.4,-1.875,-4.9
2012-02-15,99.0,90.583,29.0,1.0,-2.688,-6.2
2012-02-16,99.0,98.083,98.0,-6.9,-8.967,-10.2
2012-02-17,98.0,85.292,40.0,-1.2,-6.704,-10.6
2012-02-18,99.0,98.958,98.0,4.8,0.6,-3.2
2012-02-19,99.0,98.708,98.0,-3.8,-7.383,-9.6
2012-02-20,99.0,98.792,98.0,-5.5,-7.138,-9.4
2012-02-21,99.0,98.75,98.0,-6.0,-7.575,-8.8
2012-02-22,99.0,99.0,99.0,-4.9,-6.079,-7.5
2012-02-23,99.0,99.0,99.0,-5.4,-6.342,-7.5
2012-02-24,99.0,98.542,98.0,-6.3,-7.908,-9.4
2012-02-25,98.0,98.0,98.0,-7.8,-8.908,-10.3
2012-02-26,99.0,98.542,98.0,-0.9,-4.933,-9.1
2012-02-27,99.0,99.0,99.0,4.0,0.788,-2.4
2012-02-28,99.0,72.333,21.0,6.1,0.517,-3.5
2012-03-01,99.0,97.083,81.0,6.9,2.121,-2.7
2012-03-02,99.0,99.0,99.0,-3.9,-6.362,-7.4
2012-03-03,99.0,98.958,98.0,-6.0,-7.062,-8.0
2012-03-04,99.0,98.667,97.0,-2.1,-5.154,-7.8
2012-03-05,99.0,94.958,68.0,1.4,-2.883,-4.8
2012-03-06,97.0,84.417,64.0,4.6,1.388,-0.4
2012-03-07,97.0,74.0,52.0,7.1,5.462,3.3
2012-03-08,98.0,85.167,62.0,7.4,6.204,4.7
2012-03-09,98.0,68.083,38.0,12.6,8.329,3.4
2012-03-10,99.0,90.167,63.0,11.4,1.488,-8.6
