date,CH4_mean,CO_mean,NMHC_mean,NO2_mean,NOX_mean,NO_mean,THC_mean
2018-01-17,196.47826086956522,2.6666666666666665,11.652173913043478,12.375,19.291666666666668,6.916666666666667,208.1304347826087
2018-01-18,196.5,3.5,20.083333333333332,15.521739130434783,22.47826086956522,6.956521739130435,216.58333333333334
2018-01-19,196.625,4.458333333333333,19.083333333333332,24.166666666666668,36.583333333333336,12.416666666666666,215.70833333333334
2018-01-20,198.04166666666666,3.6666666666666665,15.75,15.875,22.041666666666668,6.166666666666667,213.79166666666666
2018-01-21,196.125,2.782608695652174,10.25,10.208333333333334,14.833333333333334,4.625,206.375
2018-01-22,195.91666666666666,3.7083333333333335,15.5,18.541666666666668,27.875,9.333333333333334,211.41666666666666
2018-01-23,198.70833333333334,4.416666666666667,17.958333333333332,18.541666666666668,31.958333333333332,13.416666666666666,216.66666666666666
2018-01-24,196.16666666666666,3.3333333333333335,11.5,15.125,23.875,8.75,207.66666666666666
2018-01-25,197.04347826086956,4.125,18.17391304347826,20.125,33.541666666666664,13.416666666666666,215.2173913043478
2018-01-26,196.45833333333334,2.7916666666666665,10.916666666666666,11.043478260869565,18.608695652173914,7.565217391304348,207.375
2018-01-27,195.54166666666666,2.875,12.208333333333334,13.208333333333334,18.375,5.166666666666667,207.75
2018-01-28,196.45833333333334,3.3636363636363638,15.25,18.708333333333332,31.25,12.541666666666666,211.70833333333334
2018-01-29,195.69565217391303,3.739130434782609,11.521739130434783,15.041666666666666,23.75,8.708333333333334,207.2173913043478
2018-01-30,197.45833333333334,5.166666666666667,19.75,28.958333333333332,44.625,15.666666666666666,217.20833333333334
2018-01-31,196.875,5.75,24.75,25.208333333333332,50.208333333333336,25.0,221.625
2018-02-01,196.08333333333334,3.5,11.958333333333334,13.166666666666666,20.5,7.333333333333333,208.04166666666666
2018-02-02,196.8695652173913,4.583333333333333,16.52173913043478,20.125,33.583333333333336,13.458333333333334,213.3913043478261
2018-02-03,195.70833333333334,4.541666666666667,17.625,16.52173913043478,27.043478260869566,10.521739130434783,213.33333333333334
2018-02-04,197.29166666666666,4.291666666666667,10.583333333333334,11.25,16.166666666666668,4.916666666666667,207.875
2018-02-05,196.375,4.791666666666667,16.333333333333332,19.666666666666668,32.333333333333336,12.666666666666666,212.70833333333334
2018-02-06,195.04166666666666,4.913043478260869,19.416666666666668,23.375,36.041666666666664,12.666666666666666,214.45833333333334
2018-02-07,195.45833333333334,5.375,18.916666666666668,17.75,34.708333333333336,16.958333333333332,214.375
2018-02-08,194.91666666666666,3.4583333333333335,11.458333333333334,11.916666666666666,20.291666666666668,8.375,206.375
2018-02-09,195.91666666666666,3.7083333333333335,11.583333333333334,15.0,22.333333333333332,7.333333333333333,207.5
2018-02-10,195.43478260869566,3.4166666666666665,9.391304347826088,9.083333333333334,15.583333333333334,6.5,204.82608695652175
2018-02-11,196.29166666666666,4.125,13.583333333333334,16.17391304347826,24.73913043478261,8.565217391304348,209.875
2018-02-12,196.66666666666666,3.75,15.166666666666666,18.25,24.875,6.625,211.83333333333334
2018-02-13,198.375,4.708333333333333,15.625,16.375,24.25,7.875,214.0
2018-02-14,196.125,3.782608695652174,10.625,13.0,20.708333333333332,7.708333333333333,206.75
2018-02-15,194.875,4.041666666666667,15.375,24.041666666666668,35.0,10.958333333333334,210.25
2018-02-16,197.58333333333334,4.666666666666667,15.875,17.666666666666668,25.5,7.833333333333333,213.45833333333334
2018-02-17,197.25,4.583333333333333,11.875,11.916666666666666,16.541666666666668,4.625,209.125
2018-02-18,196.27272727272728,5.0,14.681818181818182,19.791666666666668,28.375,8.583333333333334,210.95454545454547
2018-02-19,194.95833333333334,5.416666666666667,19.041666666666668,26.695652173913043,38.43478260869565,11.73913043478261,214.0
2018-02-20,195.625,4.583333333333333,15.791666666666666,17.416666666666668,28.041666666666668,10.625,211.41666666666666
2018-02-21,194.625,4.291666666666667,12.0,15.708333333333334,23.375,7.666666666666667,206.625
2018-02-22,194.125,4.478260869565218,14.041666666666666,18.25,27.333333333333332,9.083333333333334,208.16666666666666
2018-02-23,193.29166666666666,3.5,9.791666666666666,12.333333333333334,18.833333333333332,6.5,203.08333333333334
2018-02-24,195.875,4.083333333333333,13.833333333333334,15.833333333333334,21.625,5.791666666666667,209.70833333333334
2018-02-25,196.0,5.5,19.041666666666668,24.5,34.25,9.75,215.04166666666666
2018-02-26,196.08695652173913,3.9583333333333335,12.521739130434783,14.91304347826087,20.17391304347826,5.260869565217392,208.6086956521739
2018-02-27,197.20833333333334,4.166666666666667,14.208333333333334,21.304347826086957,29.347826086956523,8.043478260869565,211.41666666666666
2018-02-28,195.75,4.375,15.291666666666666,17.708333333333332,24.291666666666668,6.583333333333333,211.04166666666666
2018-03-01,196.375,4.333333333333333,13.333333333333334,16.125,21.875,5.75,209.70833333333334
2018-03-02,197.20833333333334,4.3478260869565215,14.833333333333334,18.5,25.583333333333332,7.083333333333333,212.04166666666666
2018-03-03,193.70833333333334,3.375,10.708333333333334,11.916666666666666,16.791666666666668,4.875,204.41666666666666
2018-03-04,192.58333333333334,3.1666666666666665,10.291666666666666,10.25,14.875,4.625,202.875
2018-03-05,196.41666666666666,5.208333333333333,16.208333333333332,22.041666666666668,27.25,5.208333333333333,212.625
2018-03-06,195.6086956521739,5.875,17.782608695652176,23.791666666666668,34.916666666666664,11.125,213.3913043478261
2018-03-07,194.54166666666666,4.0,10.75,11.173913043478262,16.91304347826087,5.739130434782608,205.29166666666666
2018-03-08,195.33333333333334,3.7083333333333335,14.166666666666666,17.125,23.75,6.625,209.5
2018-03-09,196.0,4.416666666666667,15.958333333333334,19.958333333333332,30.333333333333332,10.375,211.95833333333334
2018-03-10,193.25,2.608695652173913,13.208333333333334,14.041666666666666,19.125,5.083333333333333,206.45833333333334
2018-03-11,192.33333333333334,2.3333333333333335,10.166666666666666,11.166666666666666,14.875,3.7083333333333335,202.5
2018-03-12,196.08333333333334,3.4583333333333335,14.666666666666666,16.25,21.041666666666668,4.791666666666667,210.75
2018-03-13,196.91666666666666,2.2916666666666665,9.791666666666666,8.875,11.375,2.5,206.70833333333334
2018-03-14,195.95652173913044,2.4166666666666665,12.304347826086957,13.125,16.958333333333332,3.8333333333333335,208.2608695652174
2018-03-15,195.33333333333334,3.6666666666666665,15.458333333333334,20.52173913043478,30.52173913043478,10.0,210.79166666666666
2018-03-16,193.58333333333334,2.7916666666666665,10.625,11.666666666666666,15.958333333333334,4.291666666666667,204.20833333333334
2018-03-17,194.79166666666666,3.0833333333333335,10.375,11.583333333333334,17.916666666666668,6.333333333333333,205.16666666666666
2018-03-18,195.6086956521739,4.0,12.217391304347826,17.666666666666668,25.142857142857142,7.476190476190476,207.82608695652175
2018-03-19,193.5,3.625,16.0,19.083333333333332,27.041666666666668,7.958333333333333,209.5
2018-03-20,193.16666666666666,3.7916666666666665,15.333333333333334,17.666666666666668,26.291666666666668,8.625,208.5
2018-03-21,191.875,4.208333333333333,17.083333333333332,19.75,25.458333333333332,5.708333333333333,208.95833333333334
2018-03-22,197.17391304347825,4.291666666666667,10.043478260869565,10.25,16.083333333333332,5.833333333333333,207.2173913043478
