date,NO2_mean,NOX_mean,NO_mean,SO2_mean
2011-01-01,10.833,12.25,1.417,9.917
2011-01-02,5.913,6.174,0.261,4.708
2011-01-03,8.833,9.667,0.833,8.417
2011-01-04,9.958,10.667,0.708,8.958
2011-01-05,12.696,13.739,1.043,7.391
2011-01-06,19.375,22.0,2.625,7.875
2011-01-07,7.375,8.75,1.375,4.833
2011-01-08,9.583,12.208,2.625,4.625
2011-01-09,10.913,13.304,2.391,6.708
2011-01-10,12.75,20.083,7.333,9.333
2011-01-11,6.042,7.208,1.167,5.542
2011-01-12,10.792,14.0,3.208,8.667
2011-01-13,12.083,14.792,2.708,8.875
2011-01-14,9.083,10.375,1.292,9.542
2011-01-15,10.458,12.875,2.417,6.25
2011-01-16,10.7,16.75,6.05,3.773
2011-01-17,13.542,21.458,7.917,4.583
2011-01-18,23.208,39.25,16.042,8.083
2011-01-19,24.0,38.208,14.208,5.667
2011-01-20,13.75,18.75,5.0,6.542
2011-01-21,13.083,16.458,3.375,3.458
2011-01-22,10.083,14.583,4.5,6.25
2011-01-23,5.913,7.348,1.435,4.208
2011-01-24,5.333,6.667,1.333,4.667
2011-01-25,10.167,12.542,2.375,7.708
2011-01-26,11.75,14.167,2.417,7.708
2011-01-27,14.833,17.25,2.417,10.667
2011-01-28,10.625,11.958,1.333,8.167
2011-01-29,7.083,8.792,1.708,5.667
2011-01-30,6.696,9.261,2.565,6.167
2011-01-31,11.652,13.087,1.435,10.522
2011-02-01,9.417,10.042,0.625,10.333
2011-02-02,7.25,7.958,0.708,4.958
2011-02-03,15.208,17.542,2.333,10.125
2011-02-04,8.208,9.0,0.792,7.542
2011-02-05,12.583,15.208,2.625,11.083
2011-02-06,20.739,27.174,6.435,10.542
2011-02-07,11.625,13.333,1.708,5.667
2011-02-08,6.542,7.167,0.625,4.708
2011-02-09,7.333,8.333,1.0,5.875
2011-02-10,10.25,13.333,3.083,5.417
2011-02-11,5.75,7.167,1.417,4.25
2011-02-12,11.25,12.75,1.5,6.958
2011-02-13,19.364,27.045,7.682,4.864
2011-02-14,21.708,31.417,9.708,4.75
2011-02-15,14.875,22.958,8.083,4.542
2011-02-16,9.0,12.333,3.333,3.875
2011-02-17,12.375,14.042,1.667,5.5
2011-02-18,12.375,14.0,1.625,4.583
2011-02-19,8.125,9.583,1.458,4.833
2011-02-20,15.174,19.087,3.913,5.542
2011-02-21,31.208,54.417,23.208,9.042
2011-02-22,21.167,25.5,4.333,4.917
2011-02-23,13.833,18.958,5.125,5.792
2011-02-24,13.792,16.833,3.042,6.083
2011-02-25,13.333,15.083,1.75,6.333
2011-02-26,3.708,4.208,0.5,2.667
2011-02-27,9.0,12.619,3.619,4.545
2011-02-28,13.458,17.917,4.458,4.667
2011-03-01,24.917,36.208,11.292,6.292
2011-03-02,20.958,28.792,7.833,6.125
2011-03-03,10.167,11.583,1.417,4.833
2011-03-04,7.625,8.292,0.667,2.75
2011-03-05,20.261,28.739,8.478,5.083
2011-03-06,16.167,31.458,15.292,5.542
2011-03-07,26.375,35.375,9.0,9.417
2011-03-08,24.833,32.625,7.792,8.833
2011-03-09,15.667,18.125,2.458,4.125
2011-03-10,9.458,10.375,0.917,2.958
2011-03-11,5.708,6.333,0.625,6.875
2011-03-12,7.435,8.435,1.0,4.625
2011-03-13,8.739,9.957,1.217,7.348
2011-03-14,14.583,17.708,3.125,6.875
2011-03-15,16.167,19.25,3.083,7.208
2011-03-16,18.75,22.375,3.625,5.542
2011-03-17,18.292,21.083,2.792,8.958
2011-03-18,20.833,24.917,4.083,7.208
2011-03-19,6.13,7.261,1.13,3.458
2011-03-20,10.167,12.083,1.917,7.875
2011-03-21,8.167,9.375,1.208,4.708
2011-03-22,34.25,47.667,13.417,11.375
2011-03-23,22.583,25.083,2.5,5.375
2011-03-24,7.208,7.625,0.417,4.583
2011-03-25,6.708,7.125,0.417,4.958
2011-03-26,7.304,8.217,0.913,5.042
2011-03-27,12.167,13.833,1.667,7.708
2011-03-28,8.304,8.913,0.609,5.957
2011-03-29,18.667,23.375,4.708,7.917
2011-03-30,21.708,29.167,7.458,8.417
2011-03-31,5.542,5.833,0.292,3.833
2011-04-01,31.042,49.708,18.667,10.625
2011-04-02,20.167,23.042,2.875,9.792
2011-04-03,7.167,7.75,0.583,4.25
2011-04-04,8.708,11.042,2.333,4.042
2011-04-05,20.167,23.417,3.25,8.625
2011-04-06,25.87,38.304,12.435,10.833
2011-04-07,23.417,35.875,12.458,11.167
2011-04-08,24.292,29.5,5.208,7.833
2011-04-09,15.542,19.167,3.625,8.0
2011-04-10,10.625,11.792,1.167,7.875
2011-04-11,11.174,11.957,0.783,7.478
2011-04-12,10.792,12.083,1.292,6.167
2011-04-13,15.217,16.565,1.348,7.542
2011-04-14,25.917,27.792,1.875,15.0
2011-04-15,33.625,43.167,9.542,13.042
2011-04-16,12.333,18.583,6.25,5.917
2011-04-17,9.083,10.083,1.0,6.25
2011-04-18,21.25,26.333,5.083,6.042
2011-04-19,4.292,5.125,0.833,4.375
2011-04-20,8.217,8.957,0.739,5.542
2011-04-21,21.25,26.25,5.0,7.958
2011-04-22,26.875,34.375,7.5,6.458
2011-04-23,13.125,15.208,2.083,5.792
2011-04-24,7.833,8.125,0.292,6.708
2011-04-25,9.208,9.875,0.667,6.583
2011-04-26,24.783,32.261,7.478,8.043
2011-04-27,15.0,20.348,5.348,7.625
2011-04-28,7.958,8.5,0.542,4.833
2011-04-29,12.25,13.25,1.0,7.0
2011-04-30,15.917,17.458,1.542,7.208
2011-05-01,8.792,9.375,0.583,6.333
2011-05-02,15.542,17.125,1.583,10.125
2011-05-03,19.875,22.0,2.125,7.625
2011-05-04,17.478,18.826,1.348,9.667
2011-05-05,9.375,9.667,0.292,6.75
2011-05-06,14.542,16.542,2.0,5.292
2011-05-07,12.125,13.125,1.0,5.458
2011-05-08,12.583,13.25,0.667,8.0
2011-05-09,21.87,27.348,5.478,9.478
2011-05-10,23.208,48.833,25.625,10.208
2011-05-11,19.391,38.478,19.087,5.625
2011-05-12,17.458,29.625,12.167,4.708
2011-05-13,8.75,9.125,0.375,5.5
2011-05-14,10.917,11.042,0.125,7.0
2011-05-15,23.917,26.0,2.083,16.0
