date,CH4_mean,NMHC_mean,NO2_mean,NOX_mean,NO_mean,SPM_mean,THC_mean
2015-05-23,187.33333333333334,10.416666666666666,25.333333333333332,47.5,22.166666666666668,,197.75
2015-05-24,186.1304347826087,7.434782608695652,14.75,24.541666666666668,9.791666666666666,,193.56521739130434
2015-05-25,187.625,8.791666666666666,31.416666666666668,60.875,29.458333333333332,,196.41666666666666
2015-05-26,186.08333333333334,10.25,25.0,47.0,22.0,,196.33333333333334
2015-05-27,187.08333333333334,14.5,34.083333333333336,57.708333333333336,23.625,,201.58333333333334
2015-05-28,185.08333333333334,10.0,33.69565217391305,57.82608695652174,24.130434782608695,,195.08333333333334
2015-05-29,184.52173913043478,10.304347826086957,32.083333333333336,60.208333333333336,28.125,,194.82608695652175
2015-05-30,184.91666666666666,15.083333333333334,24.666666666666668,43.166666666666664,18.5,,200.0
2015-05-31,184.08333333333334,6.875,12.416666666666666,21.416666666666668,9.0,,190.95833333333334
2015-06-01,185.54166666666666,6.0,24.541666666666668,51.958333333333336,27.416666666666668,,191.54166666666666
2015-06-02,183.33333333333334,8.291666666666666,25.708333333333332,52.416666666666664,26.708333333333332,,191.625
2015-06-03,184.57142857142858,7.761904761904762,18.565217391304348,45.04347826086956,26.47826086956522,,192.33333333333334
2015-06-04,186.20833333333334,5.333333333333333,14.695652173913043,34.43478260869565,19.73913043478261,,191.54166666666666
2015-06-05,187.125,9.375,28.541666666666668,70.04166666666667,41.5,,196.5
2015-06-06,184.04166666666666,5.708333333333333,13.0,28.25,15.25,,189.75
2015-06-07,186.125,5.708333333333333,12.208333333333334,23.125,10.916666666666666,,191.83333333333334
2015-06-08,184.0,8.043478260869565,27.125,50.916666666666664,23.791666666666668,,192.04347826086956
2015-06-09,182.79166666666666,12.416666666666666,22.25,60.375,38.125,,195.20833333333334
2015-06-10,184.66666666666666,10.416666666666666,24.208333333333332,64.08333333333333,39.875,,195.08333333333334
2015-06-11,185.5,15.333333333333334,31.434782608695652,63.73913043478261,32.30434782608695,,200.83333333333334
2015-06-12,186.83333333333334,18.041666666666668,28.5,62.041666666666664,33.541666666666664,,204.875
2015-06-13,192.78947368421052,12.263157894736842,25.041666666666668,46.833333333333336,21.791666666666668,,205.05263157894737
2015-06-14,190.0,9.833333333333334,15.25,24.5,9.25,,199.83333333333334
2015-06-15,181.8181818181818,7.454545454545454,23.47826086956522,45.08695652173913,21.608695652173914,,189.27272727272728
2015-06-16,184.875,12.833333333333334,28.041666666666668,62.333333333333336,34.291666666666664,,197.70833333333334
2015-06-17,185.54166666666666,8.875,20.958333333333332,42.458333333333336,21.5,,194.41666666666666
2015-06-18,182.3913043478261,6.217391304347826,25.91304347826087,43.04347826086956,17.130434782608695,,188.6086956521739
2015-06-19,183.45833333333334,6.625,22.25,40.375,18.125,,190.08333333333334
2015-06-20,185.83333333333334,8.416666666666666,17.0,37.333333333333336,20.333333333333332,,194.25
2015-06-21,186.0,6.708333333333333,13.791666666666666,22.416666666666668,8.625,,192.70833333333334
2015-06-22,187.22222222222223,9.777777777777779,23.791666666666668,53.291666666666664,29.5,,197.0
2015-06-23,183.77777777777777,9.333333333333334,20.916666666666668,45.833333333333336,24.916666666666668,,193.11111111111111
2015-06-24,185.20833333333334,9.875,25.333333333333332,61.208333333333336,35.875,,195.08333333333334
2015-06-25,182.41666666666666,7.875,22.217391304347824,42.73913043478261,20.52173913043478,,190.29166666666666
2015-06-26,178.33333333333334,6.458333333333333,18.791666666666668,38.666666666666664,19.875,,184.79166666666666
2015-06-27,185.43478260869566,7.173913043478261,14.041666666666666,25.041666666666668,11.0,,192.6086956521739
2015-06-28,182.75,4.75,6.458333333333333,11.958333333333334,5.5,,187.5
2015-06-29,183.79166666666666,5.708333333333333,20.25,49.708333333333336,29.458333333333332,,189.5
2015-06-30,183.45833333333334,5.458333333333333,19.958333333333332,42.708333333333336,22.75,,188.91666666666666
