date,NO2_mean,NOX_mean,NO_mean,PM25_mean,SO2_mean,SPM_mean
2011-01-01,11.375,12.75,1.375,,4.913,44.042
2011-01-02,9.292,10.417,1.125,,3.167,16.625
2011-01-03,7.667,8.667,1.0,,5.174,30.208
2011-01-04,7.625,8.708,1.083,,2.609,21.25
2011-01-05,13.478,16.652,3.174,,2.375,19.708
2011-01-06,22.913,41.609,18.696,,3.0,23.0
2011-01-07,21.333,32.417,11.083,,3.136,25.042
2011-01-08,19.792,39.708,19.917,,3.864,18.792
2011-01-09,21.583,35.375,13.792,,6.375,49.458
2011-01-10,21.125,30.667,9.542,,5.917,62.042
2011-01-11,18.833,29.375,10.542,,4.375,39.25
2011-01-12,13.739,18.13,4.391,,5.158,14.208
2011-01-13,11.208,12.75,1.542,,5.0,24.75
2011-01-14,19.5,33.583,14.083,,4.458,45.417
2011-01-15,20.208,44.25,24.042,,3.591,24.125
2011-01-16,23.375,57.833,34.458,,2.696,16.542
2011-01-17,21.833,47.792,25.958,,2.5,14.417
2011-01-18,24.958,53.292,28.333,,3.333,32.25
2011-01-19,23.652,57.0,33.348,,2.1,38.958
2011-01-20,20.5,52.792,32.292,,2.286,15.042
2011-01-21,23.917,60.708,36.792,,2.458,13.792
2011-01-22,16.292,35.792,19.5,,2.238,18.75
2011-01-23,7.375,9.625,2.25,,2.792,7.261
2011-01-24,7.542,9.458,1.917,,3.583,14.042
2011-01-25,11.167,14.042,2.875,,3.0,20.667
2011-01-26,16.435,27.0,10.565,,2.739,8.708
2011-01-27,18.125,23.292,5.167,,4.13,23.667
2011-01-28,30.708,57.0,26.292,,4.333,39.208
2011-01-29,23.25,45.625,22.375,,4.391,25.792
2011-01-30,24.75,46.708,21.958,,4.208,23.542
2011-01-31,21.0,32.792,11.792,,5.957,24.042
2011-02-01,9.292,12.0,2.708,,4.125,32.792
2011-02-02,7.909,10.909,3.0,,2.522,9.609
2011-02-03,12.667,15.0,2.333,,3.818,13.292
2011-02-04,16.375,22.792,6.417,,4.522,28.792
2011-02-05,19.375,37.333,17.958,,2.913,54.0
2011-02-06,21.625,43.833,22.208,,3.0,51.833
2011-02-07,13.25,22.833,9.583,,2.696,19.667
2011-02-08,5.667,7.125,1.458,,2.417,9.083
2011-02-09,10.478,12.478,2.0,,2.091,13.304
2011-02-10,18.292,28.958,10.667,,2.913,16.208
2011-02-11,15.708,24.167,8.458,,3.333,11.833
2011-02-12,18.792,33.458,14.667,,3.409,18.667
2011-02-13,23.917,47.958,24.042,,2.0,24.542
2011-02-14,26.875,52.083,25.208,,1.85,27.292
2011-02-15,33.792,83.875,50.083,,2.045,34.083
2011-02-16,18.391,32.13,13.739,,3.143,24.125
2011-02-17,6.125,7.375,1.25,,3.167,11.917
2011-02-18,5.75,6.833,1.083,,2.417,15.542
2011-02-19,8.875,10.333,1.458,,2.583,16.208
2011-02-20,17.083,23.667,6.583,,4.05,16.0
2011-02-21,24.5,42.625,18.125,,2.955,29.417
2011-02-22,24.958,49.208,24.25,,2.059,25.174
2011-02-23,28.652,54.826,26.174,,2.909,23.167
2011-02-24,24.208,30.958,6.75,,5.304,41.292
2011-02-25,20.542,26.292,5.75,,3.091,40.667
2011-02-26,20.625,29.833,9.208,,2.529,13.792
2011-02-27,22.208,36.625,14.417,,2.652,14.042
2011-02-28,21.75,35.667,13.917,,2.318,15.167
2011-03-01,19.0,32.409,13.409,,2.0,24.174
2011-03-02,27.208,43.083,15.875,,1.87,25.125
2011-03-03,29.708,50.333,20.625,,3.0,14.75
2011-03-04,17.125,27.5,10.375,,2.083,25.292
2011-03-05,23.208,36.708,13.5,,1.905,18.375
2011-03-06,9.333,10.625,1.292,,1.958,27.125
2011-03-07,23.0,31.636,8.636,,3.4,57.136
2011-03-08,26.043,47.304,21.261,,2.783,62.292
2011-03-09,26.917,48.958,22.042,,2.632,35.292
2011-03-10,24.75,43.542,18.792,,3.143,23.208
2011-03-11,7.333,8.167,0.833,,4.304,26.042
2011-03-12,9.417,13.125,3.708,,3.167,9.375
2011-03-13,14.208,18.167,3.958,,4.739,16.0
2011-03-14,15.958,20.333,4.375,,4.625,21.958
2011-03-15,21.478,38.565,17.087,,6.409,42.125
2011-03-16,24.333,33.208,8.875,,3.583,55.042
2011-03-17,7.375,8.042,0.667,,2.125,34.75
2011-03-18,7.333,8.458,1.125,,2.083,36.833
2011-03-19,20.208,37.25,17.042,,3.05,23.542
2011-03-20,17.75,29.833,12.083,,3.316,22.75
2011-03-21,16.625,20.542,3.917,,3.783,20.125
2011-03-22,23.652,32.478,8.826,,4.227,31.583
2011-03-23,8.458,9.917,1.458,,2.292,17.5
2011-03-24,5.25,5.75,0.5,,4.792,30.458
2011-03-25,4.042,4.5,0.458,,4.208,14.125
2011-03-26,7.458,8.833,1.375,,3.583,9.125
2011-03-27,12.13,15.043,2.913,,5.826,17.348
2011-03-28,15.667,20.583,4.917,,5.375,34.875
2011-03-29,11.87,14.87,3.0,,5.833,34.625
2011-03-30,6.958,7.958,1.0,,12.167,30.0
2011-03-31,6.083,6.708,0.625,,4.5,20.792
2011-04-01,9.286,9.429,0.143,,6.714,34.0
2011-04-02,18.542,29.917,11.375,,5.833,45.0
2011-04-03,33.292,63.083,29.792,,4.0,32.333
2011-04-04,36.25,82.875,46.625,,,
2011-04-05,17.792,24.417,6.625,,7.143,13.357
2011-04-06,17.458,31.125,13.667,,6.167,19.875
2011-04-07,5.609,6.13,0.522,,6.625,11.75
2011-04-08,7.708,9.042,1.333,,8.333,14.542
2011-04-09,10.042,12.917,2.875,,5.542,38.625
2011-04-10,13.292,16.5,3.208,,7.917,33.583
2011-04-11,13.833,16.667,2.833,,6.292,34.458
2011-04-12,13.542,19.75,6.208,,5.375,29.042
2011-04-13,9.708,11.125,1.417,,6.833,32.333
2011-04-14,9.0,9.826,0.826,,6.0,29.167
2011-04-15,6.042,6.5,0.458,,4.708,42.125
2011-04-16,27.042,49.583,22.542,,5.208,67.917
2011-04-17,13.833,23.5,9.667,,5.542,39.0
2011-04-18,5.25,5.75,0.5,,5.833,33.0
2011-04-19,10.0,14.583,4.583,,3.958,13.0
2011-04-20,14.167,23.792,9.625,,3.875,18.958
2011-04-21,10.957,13.174,2.217,,4.696,27.435
2011-04-22,7.083,8.792,1.708,,10.875,24.875
2011-04-23,5.0,5.5,0.5,,4.208,23.625
2011-04-24,7.0,7.542,0.542,,4.292,33.208
2011-04-25,7.333,7.958,0.625,,6.292,30.958
2011-04-26,9.304,11.87,2.565,,5.304,26.826
2011-04-27,6.583,7.042,0.458,,4.458,28.792
2011-04-28,5.652,6.217,0.565,,5.0,20.583
2011-04-29,8.083,8.833,0.75,,5.042,18.958
2011-04-30,4.467,4.867,0.4,,7.542,30.083
2011-05-01,,,,,4.125,75.042
2011-05-02,8.714,10.143,1.429,,3.652,184.708
2011-05-03,15.0,20.958,5.958,,3.19,170.542
2011-05-04,9.5,11.125,1.625,,3.25,89.167
2011-05-05,9.043,10.304,1.261,,4.435,53.478
2011-05-06,14.583,17.208,2.625,,4.542,34.75
2011-05-07,12.417,21.833,9.417,,3.591,16.958
2011-05-08,6.0,6.75,0.75,,3.667,31.917
2011-05-09,6.542,8.333,1.792,,3.5,24.75
2011-05-10,4.917,6.25,1.333,,2.458,13.667
2011-05-11,5.458,7.958,2.5,,2.208,18.375
2011-05-12,8.174,15.87,7.696,,2.75,30.083
2011-05-13,5.75,6.292,0.542,,6.292,44.375
2011-05-14,8.125,8.792,0.667,,7.667,37.625
2011-05-15,7.125,7.708,0.583,,6.208,43.25
2011-05-16,11.542,13.75,2.208,,6.833,48.208
2011-05-17,10.5,12.083,1.583,,6.375,37.958
2011-05-18,8.375,9.208,0.833,,5.957,35.522
2011-05-19,9.0,9.739,0.739,,7.333,35.667
2011-05-20,10.708,13.375,2.667,,6.542,24.167
2011-05-21,5.667,6.792,1.125,,6.292,15.667
2011-05-22,10.125,16.583,6.458,,4.375,14.375
2011-05-23,24.583,52.208,27.625,,3.375,14.375
2011-05-24,15.609,30.217,14.609,,5.714,8.522
2011-05-25,10.583,17.125,6.542,,5.375,13.583
2011-05-26,25.826,48.0,22.174,,2.857,16.792
2011-05-27,8.667,9.292,0.625,,3.478,43.792
2011-05-28,24.375,48.917,24.542,,2.533,36.917
2011-05-29,16.375,36.875,20.5,,2.227,11.792
2011-05-30,18.083,28.0,9.917,,3.182,26.208
2011-05-31,13.375,23.833,10.458,,3.708,20.792
