date,TEMP_max,TEMP_mean,TEMP_min
2011-01-01,-8.0,-12.083,-14.0
2011-01-02,-2.0,-8.958,-13.0
2011-01-03,-8.0,-12.0,-14.0
2011-01-04,-12.0,-12.958,-14.0
2011-01-05,-10.0,-12.25,-15.0
2011-01-06,-8.0,-10.917,-14.0
2011-01-07,3.0,-5.75,-14.0
2011-01-08,-4.0,-8.708,-14.0
2011-01-09,-3.0,-9.875,-15.0
2011-01-10,9.0,-5.0,-13.0
2011-01-11,-7.0,-12.25,-15.0
2011-01-12,1.0,-9.625,-14.0
2011-01-13,-9.0,-11.875,-14.0
2011-01-14,-3.0,-8.75,-14.0
2011-01-15,4.0,-8.167,-15.0
2011-01-16,-4.0,-10.583,-13.0
2011-01-17,10.0,-3.0,-12.0
2011-01-18,23.0,0.25,-10.0
2011-01-19,-5.0,-7.792,-10.0
2011-01-20,-8.0,-11.292,-14.0
2011-01-21,5.0,-6.458,-16.0
2011-01-22,10.0,-3.542,-11.0
2011-01-23,-10.0,-12.292,-14.0
2011-01-24,-10.0,-12.417,-15.0
2011-01-25,-8.0,-11.958,-14.0
2011-01-26,-10.0,-12.5,-14.0
2011-01-27,20.0,-6.042,-15.0
2011-01-28,18.0,-9.875,-16.0
2011-01-29,5.0,-7.208,-15.0
2011-01-30,-2.0,-9.208,-16.0
2011-01-31,-1.0,-8.958,-19.0
2011-02-01,-8.0,-12.5,-14.0
2011-02-02,-9.0,-12.625,-14.0
2011-02-03,-10.0,-12.083,-16.0
2011-02-04,-10.0,-12.458,-16.0
2011-02-05,12.0,-6.625,-13.0
2011-02-06,1.0,-8.0,-14.0
2011-02-07,-4.0,-10.875,-14.0
2011-02-08,-9.0,-12.375,-15.0
2011-02-09,-7.0,-11.667,-14.0
2011-02-10,-7.0,-10.667,-15.0
2011-02-11,1.0,-6.667,-15.0
2011-02-12,6.0,-5.208,-17.0
2011-02-13,2.0,-7.333,-13.0
2011-02-14,13.0,-2.167,-9.0
2011-02-15,2.0,-7.5,-14.0
2011-02-16,2.0,-8.833,-16.0
2011-02-17,-5.0,-12.208,-14.0
2011-02-18,-9.0,-12.292,-14.0
2011-02-19,-8.0,-10.917,-14.0
2011-02-20,7.0,-9.042,-15.0
2011-02-21,4.0,-7.375,-12.0
2011-02-22,24.0,-7.042,-14.0
2011-02-23,26.0,-5.333,-15.0
2011-02-24,-1.0,-10.417,-16.0
2011-02-25,-5.0,-9.875,-14.0
2011-02-26,-3.0,-10.583,-14.0
2011-02-27,-3.0,-10.5,-18.0
2011-02-28,-1.0,-9.417,-13.0
2011-03-01,6.0,-6.25,-11.0
2011-03-02,11.0,-7.25,-12.0
2011-03-03,-5.0,-12.167,-18.0
2011-03-04,-7.0,-9.042,-12.0
2011-03-05,25.0,-4.708,-16.0
2011-03-06,16.0,-9.208,-14.0
2011-03-07,-3.0,-10.083,-14.0
2011-03-08,6.0,-8.708,-15.0
2011-03-09,-4.0,-11.542,-18.0
2011-03-10,-5.0,-12.75,-19.0
2011-03-11,18.0,-8.917,-15.0
2011-03-12,-1.0,-10.75,-16.0
2011-03-13,5.0,-7.292,-18.0
2011-03-14,8.0,-9.625,-16.0
2011-03-15,1.0,-10.667,-21.0
2011-03-16,-7.0,-10.583,-14.0
2011-03-17,9.0,-10.625,-15.0
2011-03-18,-7.0,-10.583,-14.0
2011-03-19,-4.0,-12.792,-18.0
2011-03-20,3.0,-6.833,-15.0
2011-03-21,18.0,-6.5,-19.0
2011-03-22,16.0,-4.25,-15.0
2011-03-23,30.0,-3.417,-14.0
2011-03-24,-11.0,-13.208,-14.0
2011-03-25,-8.0,-13.25,-17.0
2011-03-26,-5.0,-11.667,-15.0
2011-03-27,11.0,-10.542,-18.0
2011-03-28,-2.0,-10.5,-17.0
2011-03-29,27.0,-0.958,-17.0
2011-03-30,-7.0,-11.125,-14.0
2011-03-31,-8.0,-12.5,-18.0
2011-04-01,21.0,-0.375,-17.0
2011-04-02,22.0,-7.667,-18.0
2011-04-03,-5.0,-13.042,-22.0
2011-04-04,5.0,-12.458,-25.0
2011-04-05,26.0,-6.792,-19.0
2011-04-06,49.0,5.333,-20.0
2011-04-07,8.0,-9.083,-18.0
2011-04-08,0.0,-7.85,-18.0
2011-04-09,1.0,-9.25,-16.0
2011-04-10,17.0,-4.042,-16.0
2011-04-11,5.0,-9.708,-17.0
2011-04-12,5.0,-7.458,-16.0
2011-04-13,-8.0,-11.833,-17.0
2011-04-14,5.0,-7.792,-15.0
2011-04-15,14.0,-6.75,-16.0
2011-04-16,30.0,-10.125,-18.0
2011-04-17,16.0,-7.542,-14.0
2011-04-18,18.0,-9.375,-19.0
2011-04-19,-7.0,-12.458,-17.0
2011-04-20,6.0,-9.708,-18.0
2011-04-21,15.0,-4.0,-19.0
2011-04-22,12.0,-7.083,-13.0
2011-04-23,-8.0,-11.542,-16.0
2011-04-24,-7.0,-12.458,-15.0
2011-04-25,-5.0,-10.875,-15.0
2011-04-26,8.0,-8.913,-17.0
2011-04-27,0.0,-10.208,-13.0
2011-04-28,-5.0,-11.458,-14.0
2011-04-29,9.0,-9.792,-17.0
2011-04-30,16.0,-7.875,-14.0
2011-05-01,-7.0,-11.417,-15.0
2011-05-02,3.0,-8.875,-24.0
2011-05-03,15.0,-4.0,-15.0
2011-05-04,24.0,-3.292,-19.0
2011-05-05,16.0,-4.917,-17.0
2011-05-06,16.0,-6.875,-14.0
2011-05-07,7.0,-6.0,-13.0
2011-05-08,26.0,-2.375,-15.0
2011-05-09,32.0,-0.125,-14.0
2011-05-10,-3.0,-6.375,-9.0
2011-05-11,9.0,-4.375,-13.0
2011-05-12,0.0,-5.958,-11.0
2011-05-13,-10.0,-13.25,-15.0
2011-05-14,-7.0,-11.167,-16.0
2011-05-15,12.0,-6.458,-15.0
2011-05-16,10.0,-6.792,-15.0
2011-05-17,6.0,-8.5,-17.0
2011-05-18,27.0,1.083,-17.0
2011-05-19,26.0,-1.708,-15.0
2011-05-20,18.0,0.727,-12.0
2011-05-21,15.0,-3.5,-13.0
2011-05-22,3.0,-7.417,-15.0
2011-05-23,-3.0,-8.292,-12.0
2011-05-24,-7.0,-12.333,-17.0
2011-05-25,-10.0,-12.25,-13.0
2011-05-26,-8.0,-9.792,-13.0
2011-05-27,-1.0,-8.5,-12.0
2011-05-28,3.0,-5.25,-8.0
2011-05-29,-6.0,-8.583,-14.0
2011-05-30,-4.0,-10.083,-14.0
2011-05-31,15.0,-6.958,-13.0
2011-06-01,11.0,-4.375,-14.0
2011-06-02,3.0,-7.375,-15.0
2011-06-03,5.0,-8.875,-15.0
2011-06-04,3.0,-6.833,-14.0
2011-06-05,7.0,-3.208,-14.0
2011-06-06,10.0,-1.042,-12.0
2011-06-07,-1.0,-8.375,-13.0
2011-06-08,4.0,-6.75,-14.0
2011-06-09,6.0,-4.375,-13.0
2011-06-10,14.0,-2.333,-10.0
2011-06-11,1.0,-5.875,-13.0
2011-06-12,3.0,-4.875,-10.0
2011-06-13,-2.0,-9.917,-13.0
2011-06-14,0.0,-8.75,-14.0
2011-06-15,2.0,-7.875,-14.0
2011-06-16,-6.0,-7.625,-9.0
2011-06-17,-1.0,-7.125,-16.0
2011-06-18,1.0,-5.958,-10.0
2011-06-19,2.0,-5.375,-10.0
2011-06-20,4.0,-3.708,-12.0
2011-06-21,4.0,-7.167,-16.0
2011-06-22,12.0,-3.625,-15.0
2011-06-23,1.0,-8.5,-13.0
2011-06-24,10.0,-4.125,-12.0
2011-06-25,13.0,-5.792,-13.0
