date,CH4_mean,HUM_max,HUM_mean,HUM_min,NMHC_mean,NO2_mean,NOX_mean,NO_mean,SO2_mean,SPM_mean,TEMP_max,TEMP_mean,TEMP_min,THC_mean
2011-01-01,194.087,86.0,74.083,51.0,9.913,8.292,8.625,0.333,4.792,39.917,9.2,7.596,5.9,204.0
2011-01-02,191.083,93.0,70.5,50.0,8.375,8.13,8.696,0.565,3.348,13.208,8.6,5.967,3.6,199.458
2011-01-03,193.208,92.0,69.333,54.0,8.708,8.0,8.458,0.458,5.292,34.083,7.4,6.217,4.5,201.917
2011-01-04,188.913,76.0,57.833,49.0,4.696,4.375,4.458,0.083,3.625,20.292,5.7,3.942,2.5,193.609
2011-01-05,188.125,75.0,61.75,52.0,7.833,9.0,9.625,0.625,2.5,13.917,5.6,4.204,2.1,195.958
2011-01-06,191.125,75.0,68.583,61.0,12.792,16.667,20.167,3.5,3.083,15.458,7.2,4.821,2.0,203.917
2011-01-07,193.304,82.0,73.042,60.0,20.087,23.292,30.0,6.708,2.833,16.917,9.0,6.158,3.3,213.391
2011-01-08,191.792,86.0,72.708,52.0,14.625,14.583,16.667,2.083,2.917,15.0,11.1,7.45,2.4,206.417
2011-01-09,196.792,76.0,65.5,58.0,14.292,15.348,16.478,1.13,9.348,41.375,9.0,7.888,5.9,211.083
2011-01-10,199.304,81.0,75.792,69.0,21.391,23.958,29.375,5.417,6.375,59.458,8.0,6.038,4.5,220.696
2011-01-11,190.083,83.0,59.208,49.0,6.833,8.458,8.833,0.375,4.25,23.625,8.0,5.746,4.3,196.917
2011-01-12,189.571,96.0,76.5,57.0,10.381,13.045,15.455,2.409,2.727,16.087,7.5,4.767,2.1,199.952
2011-01-13,190.208,78.0,63.542,53.0,7.458,9.042,9.792,0.75,5.25,31.5,7.9,6.183,4.8,197.667
2011-01-14,193.792,81.0,71.25,58.0,17.833,20.125,24.333,4.208,4.458,35.625,8.6,6.0,4.2,211.625
2011-01-15,195.174,78.0,68.0,58.0,18.043,20.042,23.208,3.167,3.417,17.958,8.4,6.675,4.7,213.217
2011-01-16,192.208,94.0,77.292,66.0,16.083,19.565,23.13,3.565,3.0,16.167,8.1,6.588,3.2,208.292
2011-01-17,194.208,94.0,67.833,43.0,19.583,20.583,26.292,5.708,2.5,9.333,12.6,6.967,1.6,213.792
2011-01-18,194.261,91.0,72.25,55.0,26.174,26.625,39.708,13.083,3.375,15.958,11.3,8.175,5.0,220.435
2011-01-19,192.5,97.0,95.375,93.0,21.917,24.583,37.958,13.375,3.167,20.417,11.7,10.017,8.6,214.417
2011-01-20,187.125,91.0,76.167,61.0,10.167,15.583,18.542,2.958,3.333,11.042,12.9,10.579,9.2,197.292
2011-01-21,188.87,87.0,75.292,60.0,18.826,17.333,22.917,5.583,3.083,9.208,12.5,9.212,5.6,207.696
2011-01-22,189.417,96.0,81.125,56.0,11.958,11.083,12.375,1.292,2.875,13.125,9.3,7.988,6.3,201.375
2011-01-23,187.458,68.0,59.458,54.0,5.042,5.435,6.13,0.696,2.435,6.375,6.6,3.933,2.3,192.5
2011-01-24,187.87,61.0,56.375,47.0,4.826,4.458,4.833,0.375,3.083,14.917,3.6,2.504,1.1,192.696
2011-01-25,189.708,78.0,57.5,46.0,6.375,7.167,7.625,0.458,3.75,20.458,4.1,3.012,1.9,196.083
2011-01-26,189.875,63.0,52.417,47.0,6.958,8.208,8.875,0.667,2.75,10.333,4.2,2.662,1.6,196.833
2011-01-27,193.304,81.0,68.917,56.0,17.13,20.542,25.25,4.708,3.5,22.208,7.9,4.525,1.7,210.435
2011-01-28,194.583,83.0,68.083,51.0,21.917,20.042,27.0,6.958,4.042,31.792,9.1,6.542,3.9,216.5
2011-01-29,193.083,81.0,66.583,56.0,12.75,11.792,13.667,1.875,4.75,22.0,9.7,6.838,3.5,205.833
2011-01-30,191.348,79.0,60.375,45.0,11.522,12.13,13.957,1.826,3.304,16.125,7.5,5.325,2.6,202.87
2011-01-31,194.208,73.0,59.042,47.0,17.292,18.375,22.0,3.625,5.458,25.375,8.2,4.804,1.1,211.5
2011-02-01,190.25,92.0,66.333,48.0,6.875,5.875,6.25,0.375,3.958,27.625,8.0,5.592,2.5,197.125
2011-02-02,187.864,84.0,66.5,47.0,5.318,5.5,5.792,0.292,2.667,9.542,2.0,-0.633,-2.4,193.182
2011-02-03,190.208,92.0,79.5,70.0,10.833,13.542,16.083,2.542,2.5,14.75,3.9,0.312,-2.6,201.042
2011-02-04,192.333,84.0,69.583,60.0,11.75,12.708,13.75,1.042,4.208,27.875,6.5,4.596,3.1,204.083
2011-02-05,194.261,94.0,81.708,60.0,16.174,16.125,18.083,1.958,3.792,32.375,8.7,5.425,1.5,210.435
2011-02-06,197.042,97.0,91.125,79.0,25.5,24.957,38.739,13.783,3.87,33.083,11.0,8.492,6.0,222.542
2011-02-07,189.125,97.0,79.917,66.0,7.542,7.5,7.958,0.458,3.083,21.708,9.2,6.442,2.9,196.667
2011-02-08,188.739,66.0,60.458,53.0,4.609,4.125,4.5,0.375,2.5,8.391,2.6,1.108,-0.3,193.348
2011-02-09,189.5,82.0,67.542,54.0,6.792,7.375,8.125,0.75,2.5,12.75,3.6,2.667,2.0,196.292
2011-02-10,192.292,83.0,66.917,51.0,15.708,16.875,21.208,4.333,2.917,13.042,6.2,4.383,2.3,208.0
2011-02-11,191.304,77.0,63.042,48.0,14.0,12.792,14.625,1.833,2.625,8.5,7.6,4.604,1.8,205.304
2011-02-12,194.417,81.0,67.542,49.0,16.292,15.208,17.333,2.125,3.625,13.708,8.3,4.829,0.4,210.708
2011-02-13,195.792,97.0,93.708,67.0,27.542,28.0,49.87,21.87,3.435,17.458,7.8,6.325,4.7,223.333
2011-02-14,202.609,97.0,96.958,96.0,43.217,31.958,69.125,37.167,3.0,24.042,10.3,8.396,6.3,245.826
2011-02-15,194.458,97.0,89.958,76.0,18.667,21.042,26.875,5.833,3.292,26.75,10.2,8.867,5.7,213.125
2011-02-16,192.083,95.0,69.167,45.0,14.0,14.875,18.208,3.333,3.125,15.5,8.4,6.342,3.9,206.083
2011-02-17,189.0,66.0,56.583,42.0,5.217,5.25,5.708,0.458,3.25,15.5,5.8,3.479,2.5,194.217
2011-02-18,190.958,97.0,75.333,48.0,7.333,8.417,9.125,0.708,2.625,11.542,2.4,0.567,-0.8,198.292
2011-02-19,193.625,97.0,83.75,65.0,13.5,14.167,15.833,1.667,2.583,17.25,3.0,1.046,-0.4,207.125
2011-02-20,192.348,84.0,72.25,55.0,17.13,18.0,21.957,3.957,2.739,12.958,8.1,4.083,-0.6,209.478
2011-02-21,192.0,97.0,79.875,64.0,19.917,24.542,29.042,4.5,3.208,17.208,10.2,6.888,4.8,211.917
2011-02-22,195.458,97.0,94.042,86.0,28.042,25.125,46.708,21.583,3.125,13.708,10.6,8.221,5.6,223.5
2011-02-23,194.087,97.0,84.542,67.0,16.609,18.167,27.042,8.875,3.542,21.708,13.5,11.262,9.3,210.696
2011-02-24,193.333,71.0,58.917,37.0,10.875,15.958,18.0,2.042,5.708,41.583,14.3,10.342,8.1,204.208
2011-02-25,191.792,93.0,79.417,65.0,12.875,11.708,12.875,1.167,3.75,32.167,10.2,9.042,7.6,204.667
2011-02-26,190.478,93.0,74.75,59.0,11.391,9.25,10.583,1.333,2.875,11.875,8.7,7.058,4.8,201.87
2011-02-27,190.958,93.0,78.667,67.0,11.208,11.652,13.043,1.391,3.087,9.375,8.6,6.55,4.5,202.167
2011-02-28,194.458,97.0,84.25,65.0,17.708,21.292,24.625,3.333,3.417,12.708,9.5,5.454,0.3,212.167
2011-03-01,197.875,97.0,96.208,95.0,33.875,30.208,49.458,19.25,3.208,21.167,9.6,8.333,6.1,231.75
2011-03-02,187.708,97.0,95.0,88.0,15.208,15.958,18.875,2.917,2.833,11.292,11.0,10.312,9.6,202.917
2011-03-03,190.261,93.0,71.125,51.0,12.609,13.417,14.958,1.542,3.25,17.375,13.5,10.967,7.9,202.87
2011-03-04,191.5,97.0,91.333,68.0,15.083,17.792,20.292,2.5,3.125,14.042,10.8,9.025,7.9,206.583
2011-03-05,192.792,97.0,96.417,92.0,17.875,23.261,29.478,6.217,2.87,9.083,12.2,9.971,8.1,210.667
2011-03-06,195.696,97.0,87.583,76.0,11.522,11.375,12.875,1.5,3.042,24.5,12.3,11.096,9.5,207.217
2011-03-07,197.292,87.0,76.25,65.0,15.0,15.708,17.125,1.417,4.708,47.458,10.8,9.504,7.9,212.292
2011-03-08,199.087,93.0,80.625,71.0,17.174,17.667,19.792,2.125,4.625,54.739,12.1,9.792,7.2,216.261
2011-03-09,191.75,86.0,74.667,63.0,9.542,10.125,10.625,0.5,3.083,29.125,10.6,9.912,8.9,201.292
2011-03-10,190.5,93.0,74.708,61.0,8.042,8.167,8.917,0.75,2.875,19.625,11.2,9.317,6.4,198.542
2011-03-11,191.478,86.0,61.208,42.0,7.565,6.917,7.167,0.25,4.5,28.958,8.9,6.604,5.1,199.043
2011-03-12,189.5,68.0,54.625,44.0,5.792,7.087,7.609,0.522,2.609,14.292,5.5,3.967,2.0,195.292
2011-03-13,190.75,74.0,64.125,52.0,11.708,13.917,15.875,1.958,2.875,16.75,8.8,5.242,1.5,202.458
2011-03-14,192.739,78.0,61.417,42.0,13.652,16.417,18.167,1.75,3.625,26.208,12.2,7.938,2.6,206.391
2011-03-15,193.292,81.0,66.292,54.0,13.292,17.875,19.583,1.708,5.042,41.75,13.5,9.467,6.1,206.583
2011-03-16,191.417,89.0,71.333,56.0,14.792,19.458,21.542,2.083,5.208,33.208,14.4,11.7,8.7,206.208
2011-03-17,190.652,92.0,82.458,72.0,12.261,8.625,9.458,0.833,3.125,23.5,17.4,15.45,13.1,202.913
2011-03-18,191.792,97.0,92.583,86.0,11.583,8.833,9.458,0.625,2.833,23.167,14.4,12.942,12.0,203.375
2011-03-19,189.458,89.0,74.542,64.0,7.833,7.0,7.435,0.435,2.826,17.292,11.8,9.975,8.2,197.292
2011-03-20,189.957,87.0,73.917,63.0,11.174,9.333,10.0,0.667,2.75,15.833,12.8,9.688,7.1,201.13
2011-03-21,189.833,85.0,60.292,41.0,9.792,10.375,10.792,0.417,3.25,19.917,11.6,9.392,6.4,199.625
2011-03-22,192.625,95.0,74.458,54.0,19.458,20.208,21.958,1.75,3.25,18.875,14.6,10.408,5.4,212.083
2011-03-23,188.391,97.0,96.208,82.0,14.696,13.958,15.958,2.0,2.875,19.0,14.7,12.504,10.4,203.087
2011-03-24,190.875,81.0,61.917,46.0,6.25,4.458,4.5,0.042,3.75,36.125,10.3,9.462,8.3,197.125
2011-03-25,191.208,60.0,46.667,37.0,4.333,3.625,3.625,0.0,3.0,15.042,9.3,8.308,6.5,195.542
2011-03-26,191.609,71.0,52.708,43.0,5.087,6.087,6.348,0.261,2.609,13.0,9.5,7.496,6.2,196.696
2011-03-27,192.625,75.0,59.208,39.0,10.375,12.458,13.917,1.458,3.208,19.542,16.5,10.896,4.7,203.0
2011-03-28,192.167,82.0,72.333,47.0,11.708,12.625,13.792,1.167,3.75,41.708,16.7,13.242,10.4,203.875
2011-03-29,190.652,78.0,49.417,28.0,15.043,14.083,16.0,1.917,4.25,33.458,20.8,15.417,8.4,205.696
2011-03-30,185.167,76.0,58.125,50.0,6.875,5.458,6.292,0.833,6.125,30.292,21.2,18.417,15.0,192.042
2011-03-31,187.167,96.0,56.708,27.0,4.5,4.208,4.875,0.667,2.958,25.625,16.7,11.642,10.5,191.667
2011-04-01,190.5,74.0,61.208,37.0,16.0,18.292,19.667,1.375,3.458,40.708,16.7,12.462,6.6,206.5
2011-04-02,189.174,81.0,71.875,56.0,14.304,11.875,12.917,1.042,2.917,31.875,15.7,12.421,9.7,203.478
2011-04-03,187.25,80.0,68.042,59.0,6.0,6.375,6.833,0.458,2.875,21.167,12.3,10.921,9.0,193.25
2011-04-04,188.833,75.0,58.75,38.0,6.583,9.375,10.417,1.042,2.435,14.875,12.1,9.867,7.5,195.417
2011-04-05,190.826,78.0,60.083,33.0,12.522,14.391,16.174,1.783,2.333,15.833,13.8,10.233,5.2,203.348
2011-04-06,190.917,74.0,57.5,41.0,16.5,18.167,19.833,1.667,5.333,19.391,18.1,13.867,7.3,207.417
2011-04-07,185.917,77.0,54.792,45.0,7.917,4.917,5.333,0.417,3.75,15.208,21.0,18.267,14.8,193.833
2011-04-08,186.783,97.0,89.292,73.0,8.391,9.167,10.167,1.0,3.292,29.542,16.4,14.342,13.1,195.174
2011-04-09,187.583,94.0,77.042,60.0,7.583,7.75,8.458,0.708,2.583,36.333,15.8,13.692,11.1,195.167
2011-04-10,191.333,70.0,51.083,27.0,12.958,12.417,13.292,0.875,3.875,36.458,19.6,14.396,8.8,204.292
2011-04-11,190.826,90.0,70.25,49.0,9.304,12.167,12.75,0.583,2.652,34.458,15.3,11.483,8.6,200.13
2011-04-12,192.042,90.0,68.958,48.0,9.458,9.826,10.826,1.0,2.208,28.25,15.3,11.625,7.2,201.5
2011-04-13,191.5,81.0,53.958,36.0,8.083,12.167,12.958,0.792,5.042,37.043,17.8,13.433,8.1,199.583
2011-04-14,189.304,79.0,59.917,46.0,13.739,14.833,16.042,1.208,4.0,35.667,19.1,14.754,8.5,203.043
