date,CH4_mean,HUM_max,HUM_mean,HUM_min,NMHC_mean,NO2_mean,NOX_mean,NO_mean,PM25_mean,RAIN_sum,SO2_mean,SPM_mean,TEMP_max,TEMP_mean,TEMP_min,THC_mean
2011-01-01,196.0,90.0,77.625,57.0,15.583,7.542,9.167,1.625,,0.0,3.375,40.667,7.4,5.654,3.9,211.583
2011-01-02,191.958,99.0,84.417,42.0,11.375,7.208,10.333,3.125,,4.0,1.833,23.292,5.4,2.45,-0.3,203.333
2011-01-03,196.042,100.0,82.667,53.0,14.042,9.5,14.083,4.583,,2.0,3.542,36.25,7.4,3.529,-0.3,210.083
2011-01-04,188.083,96.0,70.917,53.0,8.333,4.708,5.833,1.125,,1.0,2.292,25.625,4.4,2.262,-0.4,196.417
2011-01-05,192.25,92.0,73.458,48.0,16.125,15.478,21.0,5.522,,0.0,2.667,25.333,6.4,1.55,-2.3,208.375
2011-01-06,195.875,98.0,81.833,60.0,17.458,18.833,30.542,11.708,,0.0,2.5,25.0,7.1,1.083,-3.6,213.333
2011-01-07,201.0,98.0,80.625,56.0,20.833,17.75,32.125,14.375,,0.0,2.208,29.417,8.8,2.879,-2.1,221.833
2011-01-08,194.542,99.0,73.875,46.0,16.417,11.5,16.042,4.542,,0.0,2.083,24.208,11.3,4.671,-2.9,210.958
2011-01-09,201.583,94.0,74.208,47.0,19.458,13.292,18.375,5.083,,0.0,5.208,47.417,9.6,5.258,0.4,221.042
2011-01-10,201.583,98.0,82.083,60.0,21.542,19.542,27.792,8.25,,0.0,4.75,61.125,8.2,3.204,-1.8,223.125
2011-01-11,195.417,96.0,63.208,45.0,14.083,11.25,17.875,6.625,,0.0,2.565,35.083,7.4,3.533,0.4,209.5
2011-01-12,190.417,96.0,71.208,44.0,12.75,15.833,19.667,3.833,,0.0,1.625,24.375,8.8,3.3,-0.1,203.167
2011-01-13,191.565,84.0,66.167,48.0,14.826,15.083,17.542,2.458,,0.0,3.875,32.625,7.2,4.404,1.2,206.391
2011-01-14,196.174,96.0,74.087,51.0,18.913,14.739,19.826,5.087,,0.0,2.13,34.261,9.0,3.622,-0.8,215.087
2011-01-15,194.333,91.0,70.0,50.0,16.458,12.583,15.5,2.917,,0.0,0.917,26.792,7.9,4.767,1.4,210.792
2011-01-16,187.375,95.0,81.292,65.0,14.958,12.917,15.292,2.375,,6.0,1.042,27.167,6.5,5.121,2.4,202.333
2011-01-17,187.5,97.0,74.792,41.0,18.208,12.913,17.87,4.957,,0.0,1.0,19.125,10.9,4.629,-0.2,205.708
2011-01-18,193.125,98.0,84.75,58.0,23.083,19.0,30.625,11.625,,1.0,2.292,31.458,9.9,4.704,-1.0,216.208
2011-01-19,188.917,99.0,96.875,93.0,27.5,19.208,31.25,12.042,,17.0,0.333,27.375,9.9,8.117,6.9,216.417
2011-01-20,183.458,92.0,76.708,60.0,19.75,8.667,10.875,2.208,,0.0,0.833,24.208,11.9,9.296,7.2,203.208
2011-01-21,184.375,89.0,72.125,54.0,18.625,12.458,15.292,2.833,,0.0,1.333,24.917,12.7,8.054,4.5,203.0
2011-01-22,191.083,96.0,89.042,77.0,19.75,11.208,14.25,3.042,,3.0,1.083,24.542,10.2,6.204,2.9,210.833
2011-01-23,186.833,92.0,63.292,51.0,10.667,8.708,10.5,1.792,,0.0,1.261,18.5,5.0,2.738,0.0,197.5
2011-01-24,188.583,83.0,63.542,45.0,12.792,7.0,8.708,1.708,,0.0,2.0,25.417,3.4,1.417,0.2,201.375
2011-01-25,190.292,93.0,74.542,56.0,12.625,10.25,12.5,2.25,,0.0,2.792,27.25,3.9,1.05,-1.3,202.917
2011-01-26,192.542,83.0,60.333,42.0,12.333,13.042,16.083,3.042,,0.0,2.458,21.542,4.9,0.804,-3.2,204.875
2011-01-27,191.696,91.0,68.417,43.0,15.13,16.333,21.542,5.208,,0.0,3.083,29.875,8.6,2.329,-2.2,206.826
2011-01-28,195.0,94.0,69.417,43.0,20.417,14.375,25.75,11.375,,0.0,3.333,36.333,9.6,4.692,0.1,215.417
2011-01-29,191.083,86.0,65.083,45.0,14.0,7.625,10.042,2.417,,0.0,3.292,29.5,11.2,5.308,0.7,205.083
2011-01-30,197.167,97.0,68.667,37.0,18.917,14.25,23.167,8.917,,0.0,2.333,24.333,8.8,2.625,-1.7,216.083
2011-01-31,197.417,95.0,66.417,34.0,18.75,20.208,30.792,10.583,,0.0,4.833,30.75,7.9,1.867,-3.8,216.167
2011-02-01,189.875,97.0,72.583,49.0,14.792,11.826,15.087,3.261,,3.0,3.667,33.522,6.4,3.596,1.4,204.667
2011-02-02,188.333,95.0,75.0,46.0,9.75,5.333,6.792,1.458,,0.0,2.083,19.292,1.1,-1.8,-4.2,198.083
2011-02-03,191.042,96.0,81.833,68.0,15.458,16.0,19.75,3.75,,2.0,3.333,26.833,1.6,-1.421,-6.5,206.5
2011-02-04,192.083,96.0,74.917,53.0,15.042,13.708,19.5,5.792,,0.0,4.0,32.583,7.0,2.7,-1.1,207.125
2011-02-05,195.875,99.0,90.417,62.0,21.125,12.125,16.75,4.625,,3.0,2.958,45.958,6.2,2.767,-2.2,217.0
2011-02-06,188.25,98.0,89.0,70.0,27.083,14.667,19.917,5.25,,20.0,1.87,42.958,12.1,8.117,4.3,215.333
2011-02-07,187.292,98.0,79.833,62.0,17.333,7.708,9.0,1.292,,16.0,1.958,28.0,8.5,6.162,2.2,204.625
2011-02-08,187.125,97.0,70.917,49.0,8.25,3.75,4.833,1.083,,0.0,1.75,18.375,1.7,-0.004,-1.7,195.375
2011-02-09,189.542,97.0,89.542,76.0,12.875,15.75,21.458,5.708,,4.0,2.333,24.417,3.5,0.754,-1.4,202.417
2011-02-10,191.261,96.0,74.958,52.0,13.304,14.417,20.583,6.167,,0.0,2.625,23.667,6.3,2.888,-0.5,204.565
2011-02-11,192.5,98.0,71.083,35.0,12.5,9.833,14.625,4.792,,0.0,2.833,20.75,8.3,2.558,-2.6,205.0
2011-02-12,196.333,97.0,68.542,33.0,16.458,10.125,12.958,2.833,,0.0,4.083,26.458,10.0,3.171,-4.2,212.792
2011-02-13,190.292,98.0,94.417,87.0,18.292,13.917,16.833,2.917,,23.0,2.208,26.0,6.7,4.95,3.1,208.583
2011-02-14,190.583,99.0,97.25,92.0,26.833,20.208,33.542,13.333,,12.0,0.958,23.583,10.2,7.575,5.5,217.417
2011-02-15,189.5,99.0,91.042,77.0,20.917,18.208,25.083,6.875,,12.0,1.5,35.583,9.8,8.083,4.5,210.417
2011-02-16,190.167,97.0,76.208,46.0,18.75,15.304,21.391,6.087,,0.0,2.042,25.333,9.0,4.692,0.3,208.917
2011-02-17,188.417,92.0,64.042,48.0,13.583,8.333,10.292,1.958,,0.0,2.333,20.042,4.2,2.275,-0.1,202.0
2011-02-18,190.708,98.0,72.208,48.0,11.875,6.958,9.333,2.375,,0.0,4.125,22.042,4.2,0.454,-2.9,202.583
2011-02-19,194.625,97.0,85.917,64.0,11.375,12.5,16.167,3.667,,2.0,3.208,24.667,2.7,-0.188,-2.5,206.0
2011-02-20,195.792,99.0,74.625,45.0,15.375,17.542,27.792,10.25,,0.0,2.917,25.042,9.0,1.979,-5.2,211.167
2011-02-21,192.458,98.0,82.625,58.0,19.417,17.875,24.833,6.958,,7.0,3.13,29.708,8.8,4.929,1.3,211.875
2011-02-22,187.167,99.0,95.417,92.0,27.625,11.583,15.083,3.5,,15.0,0.792,29.125,8.9,6.933,4.7,214.792
2011-02-23,189.792,100.0,83.208,64.0,27.333,17.5,29.75,12.25,,31.0,0.875,29.042,14.9,11.129,8.4,217.125
2011-02-24,190.826,70.0,55.792,43.0,21.783,5.667,7.167,1.5,,0.0,4.583,45.333,13.0,9.229,5.8,212.609
2011-02-25,192.125,91.0,81.75,58.0,23.75,14.542,17.417,2.875,,1.0,2.708,47.958,9.9,7.792,5.7,215.875
2011-02-26,189.833,89.0,73.167,53.0,9.833,6.583,8.375,1.792,,0.0,1.375,24.333,8.5,5.867,1.8,199.667
2011-02-27,194.125,96.0,73.458,51.0,12.667,11.375,16.5,5.125,,0.0,1.792,17.833,10.5,5.054,0.4,206.792
2011-02-28,191.208,99.0,84.042,69.0,18.0,9.708,11.917,2.208,,32.0,1.75,24.75,8.3,4.358,1.0,209.208
2011-03-01,190.833,99.0,94.542,88.0,25.542,24.125,39.708,15.583,,6.0,1.667,29.833,10.6,8.258,5.0,216.375
2011-03-02,188.125,100.0,94.333,84.0,21.875,18.478,23.391,4.913,,2.0,1.208,26.783,11.0,10.171,9.4,210.0
2011-03-03,188.375,85.0,64.75,48.0,11.125,6.208,7.417,1.208,,1.0,1.75,25.708,13.6,10.367,7.1,199.5
2011-03-04,189.958,97.0,91.667,69.0,18.75,5.5,6.625,1.125,,17.0,1.292,23.875,9.2,7.792,6.9,208.708
2011-03-05,190.667,99.0,97.125,90.0,25.75,22.625,32.75,10.125,,26.0,1.167,25.042,11.3,9.729,7.4,216.417
2011-03-06,191.958,100.0,89.208,73.0,20.625,14.417,17.917,3.5,,5.0,1.542,30.458,13.4,10.967,6.5,212.583
2011-03-07,197.792,97.0,80.333,64.0,25.917,17.375,22.542,5.167,,0.0,3.261,56.708,10.4,8.2,5.7,223.708
2011-03-08,196.167,93.0,77.667,61.0,17.292,15.25,19.0,3.75,,0.0,3.833,60.542,12.2,8.646,5.6,213.458
2011-03-09,190.826,80.0,67.833,53.0,18.826,8.042,9.958,1.917,,0.0,2.333,37.5,11.8,8.833,6.1,209.652
2011-03-10,190.333,89.0,67.292,43.0,17.542,4.333,5.5,1.167,,0.0,2.083,20.5,12.0,8.3,2.6,207.875
2011-03-11,193.25,98.0,67.083,43.0,12.25,6.292,8.375,2.083,,0.0,3.417,31.833,10.0,4.383,0.1,205.5
2011-03-12,191.292,84.0,53.833,42.0,8.875,6.0,7.875,1.875,,0.0,2.708,20.5,6.6,3.154,-2.0,200.167
2011-03-13,196.917,93.0,67.042,37.0,14.708,9.217,12.391,3.174,,0.0,3.375,22.217,10.4,3.542,-3.2,211.625
2011-03-14,197.417,97.0,67.083,36.0,16.792,,,,,0.0,3.5,30.458,12.7,5.721,-2.6,214.208
2011-03-15,197.292,95.0,64.375,33.0,17.792,10.0,11.0,1.0,,0.0,4.292,41.875,15.0,7.5,0.3,215.083
