date,CH4_mean,CO_mean,NMHC_mean,NO2_mean,NOX_mean,NO_mean,SPM_mean,THC_mean
2011-01-01,182.417,4.458,4.75,6.875,9.75,2.875,,187.167
2011-01-02,180.125,3.826,1.958,5.875,8.042,2.167,,182.083
2011-01-03,185.591,4.5,2.909,7.125,10.083,2.958,,188.5
2011-01-04,182.042,3.25,1.958,6.458,10.583,4.125,,184.0
2011-01-05,180.87,4.05,2.087,9.727,18.273,8.545,11.111,182.957
2011-01-06,181.208,5.583,5.125,14.875,27.917,13.042,15.625,186.333
2011-01-07,181.667,4.522,5.292,12.333,21.75,9.417,16.292,186.958
2011-01-08,181.292,4.167,4.875,9.083,13.708,4.625,14.333,186.167
2011-01-09,186.125,5.333,7.417,11.167,16.292,5.125,38.958,193.542
2011-01-10,188.227,6.917,8.682,16.75,31.208,14.458,52.792,196.909
2011-01-11,183.958,5.375,5.042,13.167,26.917,13.75,33.125,189.0
2011-01-12,181.208,3.75,4.292,13.696,25.043,11.348,15.792,185.5
2011-01-13,182.458,4.208,4.125,13.208,25.208,12.0,28.875,186.583
2011-01-14,183.375,4.875,5.375,12.958,22.5,9.542,38.583,188.75
2011-01-15,181.75,3.583,4.583,8.792,12.125,3.333,19.375,186.333
2011-01-16,179.667,3.75,3.75,13.458,28.25,14.792,19.833,183.417
2011-01-17,180.227,3.25,4.273,11.042,22.458,11.417,11.417,184.5
2011-01-18,181.917,5.087,10.5,17.458,38.125,20.667,26.833,192.417
2011-01-19,184.542,5.292,14.333,17.913,49.217,31.304,35.792,198.875
2011-01-20,179.375,3.417,4.167,10.375,19.333,8.958,5.458,183.542
2011-01-21,178.417,3.167,2.75,10.792,22.625,11.833,5.958,181.167
2011-01-22,181.292,3.25,3.667,6.208,9.5,3.292,10.292,184.958
2011-01-23,182.625,3.0,2.875,10.0,19.792,9.792,5.957,185.5
2011-01-24,182.682,3.375,2.091,9.667,19.0,9.333,7.375,184.773
2011-01-25,184.0,3.708,3.167,11.333,22.708,11.375,20.208,187.167
2011-01-26,183.833,3.458,2.792,12.391,26.13,13.739,5.625,186.625
2011-01-27,183.125,3.667,3.208,11.625,19.458,7.833,20.667,186.333
2011-01-28,183.625,4.333,4.333,12.292,21.708,9.417,30.875,187.958
2011-01-29,182.833,3.458,2.75,6.375,8.917,2.542,16.875,185.583
2011-01-30,182.792,3.875,4.417,13.208,24.75,11.542,17.292,187.208
2011-01-31,182.909,3.958,4.227,12.542,22.292,9.75,17.625,187.136
2011-02-01,184.522,3.727,3.304,11.174,19.478,8.304,30.739,187.826
2011-02-02,181.417,2.417,1.25,7.826,13.13,5.304,5.167,182.667
2011-02-03,182.958,2.958,3.125,12.0,19.25,7.25,13.875,186.083
2011-02-04,182.875,3.792,3.792,11.417,21.625,10.208,21.792,186.667
2011-02-05,185.542,5.417,8.125,13.125,19.083,5.958,48.792,193.667
2011-02-06,186.208,5.625,12.167,15.583,33.667,18.083,41.917,198.375
2011-02-07,182.955,3.625,3.318,10.042,16.667,6.625,13.375,186.273
2011-02-08,182.208,2.292,1.0,7.125,13.667,6.542,7.042,183.208
2011-02-09,182.958,3.25,2.208,10.217,19.87,9.652,14.542,185.167
2011-02-10,181.875,3.458,3.083,11.625,21.042,9.417,11.875,184.958
2011-02-11,182.042,3.292,4.458,11.417,19.417,8.0,9.208,186.5
2011-02-12,183.042,3.5,3.542,7.917,10.542,2.625,13.25,186.583
2011-02-13,184.875,4.5,8.625,17.125,32.958,15.833,18.625,193.5
2011-02-14,185.636,4.875,13.455,18.875,41.958,23.083,21.625,199.091
2011-02-15,185.353,4.826,8.353,15.708,26.417,10.708,20.625,193.706
