date,CH4_mean,CO_mean,NMHC_mean,NO2_mean,NOX_mean,NO_mean,PM25_mean,SPM_mean,THC_mean
2017-01-01,204.217,5.167,0.783,2.826,2.957,0.13,12.833,,205.0
2017-01-02,204.542,5.25,1.417,4.417,5.542,1.125,7.625,,205.958
2017-01-03,204.958,6.333,0.875,4.167,4.5,0.333,21.417,,205.833
2017-01-04,201.955,5.217,3.5,6.208,8.083,1.875,5.125,,205.455
2017-01-05,200.333,4.0,6.125,6.542,7.792,1.25,15.875,,206.458
2017-01-06,195.833,,5.833,3.583,3.917,0.333,8.875,,201.667
2017-01-07,198.417,,7.792,6.083,7.333,1.25,13.333,,206.208
2017-01-08,200.739,,11.348,4.696,5.609,0.913,7.458,,212.087
2017-01-09,201.833,,9.917,2.417,2.5,0.083,9.5,,211.75
2017-01-10,201.091,,10.045,3.13,3.478,0.348,8.294,,211.136
2017-01-11,198.875,,6.667,2.792,3.167,0.375,3.75,,205.542
2017-01-12,200.25,,7.208,4.333,6.875,2.542,5.333,,207.458
2017-01-13,199.333,,5.875,4.625,5.833,1.208,9.833,,205.208
2017-01-14,201.208,,8.042,7.167,9.042,1.875,18.25,,209.25
2017-01-15,201.783,,9.13,9.913,13.652,3.739,16.083,,210.913
2017-01-16,197.167,,7.25,8.417,12.0,3.583,9.042,,204.417
2017-01-17,196.292,,6.208,5.542,6.708,1.167,8.458,,202.5
2017-01-18,196.875,,6.917,7.042,8.958,1.917,10.375,,203.792
2017-01-19,200.125,,6.167,7.25,9.417,2.167,27.542,,206.292
2017-01-20,204.458,,8.708,9.042,11.375,2.333,34.167,,213.167
2017-01-21,202.833,,5.417,6.0,7.875,1.875,27.125,,208.25
2017-01-22,202.304,,8.478,7.043,9.13,2.087,17.625,,210.783
2017-01-23,202.958,,9.333,3.5,4.083,0.583,21.0,,212.292
2017-01-24,201.0,,9.458,1.875,2.0,0.125,6.875,,210.458
2017-01-25,202.542,,10.833,4.625,6.458,1.833,6.625,,213.375
2017-01-26,200.875,,7.75,2.708,3.083,0.375,3.5,,208.625
2017-01-27,201.833,,9.75,6.417,8.917,2.5,6.083,,211.583
2017-01-28,202.667,,8.458,2.917,3.417,0.5,10.458,,211.125
2017-01-29,202.565,,8.13,2.913,3.217,0.304,18.542,,210.696
2017-01-30,202.917,,11.167,4.0,4.833,0.833,11.125,,214.083
2017-01-31,202.75,,7.75,7.125,9.917,2.792,10.083,,210.5
2017-02-01,202.083,,8.792,9.292,12.875,3.583,18.917,,210.875
2017-02-02,203.333,,8.625,5.667,7.833,2.167,13.375,,211.958
2017-02-03,203.25,,8.25,3.417,3.792,0.375,15.042,,211.5
2017-02-04,202.542,,6.958,1.5,1.583,0.083,6.167,,209.5
2017-02-05,201.524,,8.952,2.818,3.045,0.227,7.25,,210.476
2017-02-06,202.125,,9.792,5.25,6.25,1.0,10.75,,211.917
2017-02-07,199.542,,10.5,3.75,4.75,1.0,4.917,,210.042
2017-02-08,200.667,,10.083,9.167,11.917,2.75,10.75,,210.75
2017-02-09,202.25,,10.417,9.375,11.292,1.917,19.792,,212.667
2017-02-10,200.5,,8.292,6.542,7.5,0.958,18.167,,208.792
2017-02-11,198.375,,6.708,2.5,2.583,0.083,12.417,,205.083
2017-02-12,203.609,,4.348,2.909,3.0,0.091,13.25,,207.957
2017-02-13,201.333,,3.167,2.958,3.042,0.083,8.792,,204.5
2017-02-14,202.458,,5.458,6.208,7.167,0.958,11.208,,207.917
2017-02-15,203.083,,4.542,8.542,10.125,1.583,21.792,,207.625
2017-02-16,204.125,,4.542,8.208,9.333,1.125,30.667,,208.667
2017-02-17,200.25,,2.875,3.292,3.333,0.042,10.917,,203.125
2017-02-18,200.333,,2.917,5.667,7.333,1.667,9.167,,203.25
2017-02-19,197.875,,6.25,8.0,10.7,2.7,15.783,,204.125
2017-02-20,197.708,,6.333,7.542,10.542,3.0,16.583,,204.042
2017-02-21,198.818,,3.591,6.917,8.5,1.583,19.042,,202.409
2017-02-22,203.792,,7.25,7.5,10.167,2.667,30.875,,211.042
2017-02-23,201.542,,6.917,7.042,9.292,2.25,18.25,,208.458
2017-02-24,201.917,,6.25,6.542,8.583,2.042,17.958,,208.167
2017-02-25,202.625,,5.167,4.25,4.833,0.583,25.708,,207.792
2017-02-26,200.19,,9.952,7.13,9.696,2.565,28.208,,210.143
2017-02-27,198.5,,13.917,7.75,10.708,2.958,24.292,,212.417
2017-02-28,198.75,,14.25,7.917,10.333,2.417,23.75,,213.0
2017-03-01,193.5,,8.417,1.917,1.917,0.0,20.708,,201.917
2017-03-02,197.25,,12.542,6.417,7.75,1.333,14.583,,209.792
2017-03-03,200.833,,12.125,7.292,9.083,1.792,14.792,,212.958
2017-03-04,197.042,,11.417,4.417,5.583,1.167,16.208,,208.458
2017-03-05,194.435,,1.13,5.696,9.391,3.696,13.375,,195.565
2017-03-06,195.2,,2.55,4.261,7.348,3.087,4.042,,197.75
2017-03-07,193.917,,6.917,6.917,10.917,4.0,12.417,,200.833
2017-03-08,190.083,,5.083,3.875,5.625,1.75,4.708,,195.167
2017-03-09,194.083,,5.792,3.708,5.5,1.792,6.875,,199.875
2017-03-10,196.375,,7.792,5.417,8.333,2.917,9.833,,204.167
2017-03-11,196.042,,6.792,4.125,5.583,1.458,13.5,,202.833
2017-03-12,197.136,,7.455,8.391,10.739,2.348,13.375,,204.591
2017-03-13,196.875,,5.833,8.75,10.917,2.167,16.833,,202.708
2017-03-14,196.083,,3.125,7.5,9.458,1.958,24.5,,199.208
2017-03-15,192.917,,4.0,6.125,7.958,1.833,13.792,,196.917
2017-03-16,193.125,,4.625,7.042,11.042,4.0,10.625,,197.75
2017-03-17,194.667,,3.833,5.917,9.167,3.25,7.0,,198.5
2017-03-18,195.25,,3.5,4.0,4.917,0.917,10.958,,198.75
2017-03-19,199.042,,6.167,10.826,13.87,3.043,11.333,,205.208
2017-03-20,193.167,,4.25,8.458,13.0,4.542,8.083,,197.417
2017-03-21,192.917,,2.25,3.625,4.75,1.125,5.286,,195.167
2017-03-22,194.25,,2.583,1.375,1.458,0.083,4.042,,196.833
2017-03-23,196.0,,4.045,5.0,7.217,2.217,5.5,,200.045
2017-03-24,195.125,,4.0,3.917,5.042,1.125,7.75,,199.125
2017-03-25,197.375,,4.042,4.292,5.125,0.833,22.625,,201.417
2017-03-26,197.318,,4.227,7.087,8.739,1.652,31.75,,201.545
2017-03-27,196.833,,5.042,7.625,8.917,1.292,28.125,,201.875
2017-03-28,195.042,,4.542,6.75,8.625,1.875,30.792,,199.583
2017-03-29,192.792,,4.375,7.542,9.875,2.333,23.0,,197.167
2017-03-30,193.792,,5.0,7.083,9.167,2.083,26.174,,198.792
2017-03-31,192.375,,4.708,6.583,8.625,2.042,19.208,,197.083
2017-04-01,199.333,4.0,7.958,6.75,10.042,3.292,10.417,,207.292
2017-04-02,199.042,3.0,5.5,2.333,2.375,0.042,13.292,,204.542
2017-04-03,198.609,3.13,7.435,5.087,6.13,1.043,11.958,,206.043
2017-04-04,196.5,3.625,5.333,7.208,9.042,1.833,17.125,,201.833
2017-04-05,194.542,3.708,5.708,8.083,10.375,2.292,14.333,,200.25
2017-04-06,194.417,3.833,7.0,7.458,8.625,1.167,15.957,,201.417
2017-04-07,196.87,4.958,10.826,14.5,19.333,4.833,7.083,,207.696
2017-04-08,193.958,4.583,8.375,9.833,14.458,4.625,11.708,,202.333
2017-04-09,195.0,4.417,3.708,3.125,3.5,0.375,14.125,,198.708
2017-04-10,195.333,4.208,4.583,5.208,7.375,2.167,13.917,,199.917
2017-04-11,192.727,3.13,3.5,2.913,3.304,0.391,3.208,,196.227
2017-04-12,193.417,3.417,4.208,5.25,6.667,1.417,13.333,,197.625
2017-04-13,195.583,3.042,4.333,6.0,6.958,0.958,10.333,,199.917
2017-04-14,197.042,3.042,5.167,6.25,7.708,1.458,11.5,,202.208
2017-04-15,194.583,3.0,4.875,3.292,3.542,0.25,14.75,,199.458
2017-04-16,192.333,3.208,5.542,2.792,3.333,0.542,13.542,,197.875
2017-04-17,189.542,3.458,6.333,5.75,7.708,1.958,11.708,,195.875
2017-04-18,192.958,3.292,5.458,2.125,2.125,0.0,14.625,,198.417
2017-04-19,194.208,3.167,5.417,4.875,5.125,0.25,17.75,,199.625
2017-04-20,197.565,2.826,5.739,5.913,6.609,0.696,13.125,,203.304
2017-04-21,193.792,3.5,4.583,5.708,7.583,1.875,10.833,,198.375
2017-04-22,196.208,4.083,5.625,6.542,8.583,2.042,16.958,,201.833
2017-04-23,198.792,3.167,4.333,4.167,5.167,1.0,10.25,,203.125
2017-04-24,197.083,2.875,4.875,6.25,8.458,2.208,7.75,,201.958
2017-04-25,195.0,2.708,4.542,6.167,8.417,2.25,9.583,,199.542
2017-04-26,192.409,3.435,4.045,7.435,9.783,2.348,8.0,,196.455
2017-04-27,193.25,3.792,3.333,6.708,9.042,2.333,11.25,,196.583
2017-04-28,194.917,3.625,3.042,5.417,6.542,1.125,12.083,,197.958
2017-04-29,196.75,4.417,3.625,3.833,3.833,0.0,22.75,,200.375
2017-04-30,196.958,4.042,3.458,2.958,2.958,0.0,23.833,,200.417
2017-05-01,191.917,3.458,3.0,4.167,4.583,0.417,13.375,,194.917
2017-05-02,196.217,4.696,4.217,6.391,7.783,1.391,18.125,,200.435
2017-05-03,193.042,6.292,4.167,5.125,6.542,1.417,14.208,,197.208
2017-05-04,190.167,6.167,3.625,4.667,6.292,1.625,8.333,,193.792
2017-05-05,190.75,6.042,3.625,5.125,6.583,1.458,4.042,,194.375
2017-05-06,193.458,6.542,5.083,2.708,3.167,0.458,9.542,,198.542
2017-05-07,194.333,6.042,4.792,3.25,3.417,0.167,17.0,,199.125
2017-05-08,193.667,6.042,4.625,6.292,7.208,0.917,18.958,,198.292
2017-05-09,196.333,6.292,6.125,7.5,8.708,1.208,16.292,,202.458
2017-05-10,196.227,5.174,4.318,2.087,2.13,0.043,10.125,,200.545
2017-05-11,194.583,3.958,5.167,1.917,1.917,0.0,15.125,,199.75
2017-05-12,195.458,4.792,5.792,7.208,8.458,1.25,20.417,,201.25
2017-05-13,194.417,4.833,5.792,7.875,10.375,2.5,4.25,,200.208
2017-05-14,194.208,4.083,5.958,4.125,4.708,0.583,15.5,,200.167
2017-05-15,193.261,3.391,5.043,5.217,6.13,0.913,9.667,,198.304
2017-05-16,196.208,3.208,4.958,9.167,11.208,2.042,10.792,,201.167
2017-05-17,196.042,3.583,3.792,6.958,9.042,2.083,17.25,,199.833
2017-05-18,194.75,3.375,4.042,7.5,9.583,2.083,16.542,,198.792
2017-05-19,195.042,3.25,4.0,6.583,8.333,1.75,20.826,,199.042
2017-05-20,196.542,3.167,4.625,5.958,7.292,1.333,20.5,,201.167
2017-05-21,193.417,2.75,3.292,3.667,4.417,0.75,10.625,,196.708
