date,CH4_mean,CO_mean,NMHC_mean,NO2_mean,NOX_mean,NO_mean,SO2_mean,THC_mean
2011-01-01,195.417,4.125,8.75,0.75,1.542,0.792,2.167,204.167
2011-01-02,190.958,4.208,7.125,1.208,1.667,0.458,2.0,198.083
2011-01-03,191.917,4.125,7.375,1.042,1.25,0.208,2.042,199.292
2011-01-04,191.375,3.583,6.667,0.917,1.417,0.5,2.25,198.042
2011-01-05,190.826,4.13,7.174,3.435,5.478,2.043,2.696,198.0
2011-01-06,191.667,3.875,7.167,3.958,6.375,2.417,2.5,198.833
2011-01-07,193.417,4.542,9.5,4.292,8.083,3.792,3.25,202.917
2011-01-08,193.75,4.458,8.0,2.792,5.333,2.542,2.333,201.75
2011-01-09,193.083,4.667,9.25,3.542,5.708,2.167,1.917,202.333
2011-01-10,198.25,6.0,10.583,3.125,6.042,2.917,4.542,208.833
2011-01-11,192.375,5.167,7.875,2.333,3.083,0.75,3.5,200.25
2011-01-12,193.913,4.522,8.304,4.261,7.913,3.652,5.13,202.217
2011-01-13,190.625,3.208,4.625,2.5,4.227,1.727,3.167,195.25
2011-01-14,195.083,4.708,7.0,4.583,7.333,2.75,4.667,202.083
2011-01-15,195.042,4.708,7.125,3.708,6.125,2.417,1.792,202.167
2011-01-16,187.682,3.609,7.091,4.087,7.478,3.391,0.13,194.773
2011-01-17,185.708,3.5,12.042,3.792,7.792,4.0,0.292,197.75
2011-01-18,189.5,4.0,13.833,4.0,9.75,5.75,3.083,203.333
2011-01-19,184.042,3.458,12.542,4.25,10.042,5.792,0.75,196.583
2011-01-20,186.792,4.25,14.5,4.25,10.417,6.167,0.292,201.292
2011-01-21,186.083,4.208,14.5,3.792,9.0,5.208,0.625,200.583
2011-01-22,186.667,3.708,13.167,2.458,5.083,2.625,0.833,199.833
2011-01-23,184.667,2.417,9.25,2.167,3.458,1.292,0.708,193.917
2011-01-24,185.917,2.833,8.167,2.625,4.042,1.417,1.458,194.083
2011-01-25,187.609,3.565,6.783,3.261,5.391,2.13,2.696,194.391
2011-01-26,188.625,3.125,5.958,4.292,7.208,2.917,2.792,194.583
2011-01-27,190.083,3.583,7.708,5.417,9.292,3.875,5.375,197.792
2011-01-28,190.125,3.833,7.792,4.333,7.333,3.0,3.292,197.917
2011-01-29,189.417,4.458,8.958,3.833,5.917,2.083,3.042,198.375
2011-01-30,189.458,3.958,8.75,4.125,7.792,3.667,2.125,198.208
2011-01-31,187.652,3.87,8.609,4.696,8.609,3.913,5.913,196.261
2011-02-01,189.417,3.792,7.083,2.708,3.667,0.958,4.375,196.5
2011-02-02,185.917,2.208,3.958,1.792,2.667,0.875,1.167,189.875
2011-02-03,187.333,2.458,5.042,2.625,3.958,1.333,1.542,192.375
2011-02-04,187.875,3.292,7.833,4.208,7.417,3.208,3.0,195.708
2011-02-05,192.042,4.333,7.958,3.5,5.75,2.25,2.542,200.0
