date,NO2_mean,NOX_mean,NO_mean,SO2_mean
2011-01-01,2.5,2.75,0.25,3.333
2011-01-02,2.542,2.75,0.208,2.917
2011-01-03,2.917,3.25,0.333,3.833
2011-01-04,2.375,2.542,0.167,4.375
2011-01-05,3.182,3.682,0.5,5.091
2011-01-06,3.917,4.875,0.958,6.792
2011-01-07,4.167,4.833,0.667,3.667
2011-01-08,3.333,4.208,0.875,4.25
2011-01-09,5.167,5.875,0.708,5.333
2011-01-10,7.636,8.864,1.227,10.273
2011-01-11,5.042,5.833,0.792,7.875
2011-01-12,5.167,6.042,0.875,4.875
2011-01-13,3.75,4.417,0.667,7.458
2011-01-14,5.167,6.25,1.083,8.625
2011-01-15,5.625,5.958,0.333,3.542
2011-01-16,5.833,6.333,0.5,1.542
2011-01-17,4.125,4.583,0.458,1.917
2011-01-18,5.458,6.417,0.958,3.458
2011-01-19,11.304,12.696,1.391,1.826
2011-01-20,5.5,5.75,0.25,1.5
2011-01-21,5.0,5.417,0.417,2.417
2011-01-22,3.25,3.708,0.458,1.833
2011-01-23,2.833,3.208,0.375,3.875
2011-01-24,2.458,2.875,0.417,5.625
2011-01-25,3.0,3.417,0.417,7.5
2011-01-26,3.708,4.333,0.625,6.042
2011-01-27,4.417,5.083,0.667,8.083
2011-01-28,5.583,6.25,0.667,5.792
2011-01-29,3.208,3.292,0.083,3.75
2011-01-30,5.958,6.917,0.958,5.583
2011-01-31,5.458,6.042,0.583,3.667
2011-02-01,4.5,5.25,0.75,3.375
2011-02-02,2.091,2.364,0.273,4.864
2011-02-03,2.75,3.292,0.542,4.958
2011-02-04,2.708,3.167,0.458,3.792
2011-02-05,4.292,5.208,0.917,2.75
2011-02-06,9.292,11.542,2.25,1.125
2011-02-07,4.857,5.0,0.143,1.818
2011-02-08,2.042,2.375,0.333,1.375
2011-02-09,2.792,3.208,0.417,5.167
2011-02-10,4.583,5.0,0.417,4.833
2011-02-11,4.875,5.458,0.583,3.167
2011-02-12,4.0,4.458,0.458,3.667
2011-02-13,7.667,8.524,0.857,1.409
2011-02-14,9.833,11.125,1.292,1.208
2011-02-15,4.625,4.792,0.167,1.042
2011-02-16,5.0,5.417,0.417,2.75
2011-02-17,2.25,2.583,0.333,2.375
2011-02-18,2.292,2.708,0.417,4.542
2011-02-19,2.042,2.25,0.208,5.208
2011-02-20,3.792,4.458,0.667,5.708
2011-02-21,8.417,9.5,1.083,7.875
2011-02-22,5.667,6.25,0.583,1.583
2011-02-23,4.625,5.208,0.583,1.625
2011-02-24,4.833,5.208,0.375,5.583
2011-02-25,3.542,3.792,0.25,1.792
2011-02-26,3.042,3.25,0.208,1.333
2011-02-27,5.292,6.125,0.833,2.208
2011-02-28,5.5,6.042,0.542,2.0
2011-03-01,6.5,7.227,0.727,1.0
2011-03-02,6.833,7.625,0.792,1.0
2011-03-03,2.875,3.083,0.208,1.417
2011-03-04,5.0,5.5,0.5,1.125
2011-03-05,12.083,14.042,1.958,2.25
2011-03-06,4.917,5.208,0.292,1.708
2011-03-07,5.238,5.524,0.286,3.381
2011-03-08,5.417,6.0,0.583,2.25
2011-03-09,4.0,4.125,0.125,1.625
2011-03-10,2.25,2.292,0.042,1.25
2011-03-11,2.5,2.5,0.0,5.792
2011-03-12,3.125,3.542,0.417,7.5
2011-03-13,4.5,5.083,0.583,3.958
2011-03-14,4.864,5.591,0.727,4.591
2011-03-15,6.0,6.792,0.792,7.0
2011-03-16,7.625,8.292,0.667,2.417
2011-03-17,3.5,3.75,0.25,1.0
2011-03-18,3.375,3.625,0.25,2.417
2011-03-19,3.25,3.708,0.458,2.458
2011-03-20,6.083,6.625,0.542,3.375
2011-03-21,4.958,5.5,0.542,4.417
2011-03-22,5.167,5.833,0.667,10.917
2011-03-23,4.125,4.667,0.542,2.0
2011-03-24,2.708,2.75,0.042,2.083
2011-03-25,2.0,2.0,0.0,2.083
2011-03-26,3.292,3.75,0.458,4.625
2011-03-27,3.5,3.792,0.292,3.875
2011-03-28,4.875,5.083,0.208,4.542
2011-03-29,5.333,5.75,0.417,4.042
2011-03-30,4.042,4.417,0.375,2.917
2011-03-31,2.208,2.208,0.0,2.542
2011-04-01,2.875,3.167,0.292,5.667
2011-04-02,2.208,2.25,0.042,4.083
2011-04-03,3.167,3.167,0.0,3.167
2011-04-04,1.875,1.875,0.0,1.625
2011-04-05,2.167,2.333,0.167,1.5
2011-04-06,1.864,1.864,0.0,1.227
2011-04-07,1.833,1.917,0.083,2.125
2011-04-08,2.833,3.0,0.167,1.375
2011-04-09,2.208,2.292,0.083,3.0
2011-04-10,2.417,2.417,0.0,4.042
2011-04-11,2.583,2.792,0.208,3.333
2011-04-12,2.208,2.333,0.125,1.667
2011-04-13,2.042,2.083,0.042,2.292
2011-04-14,2.083,2.083,0.0,3.542
2011-04-15,2.958,3.125,0.167,4.458
2011-04-16,2.708,2.833,0.125,2.583
2011-04-17,2.5,2.542,0.042,2.375
2011-04-18,1.792,1.917,0.125,1.208
2011-04-19,1.458,1.458,0.0,1.458
2011-04-20,2.0,2.0,0.0,2.333
2011-04-21,2.583,2.833,0.25,3.792
2011-04-22,1.958,2.0,0.042,2.083
2011-04-23,1.458,1.458,0.0,0.625
2011-04-24,1.625,1.667,0.042,1.5
2011-04-25,2.25,2.375,0.125,1.583
2011-04-26,2.458,2.667,0.208,4.917
2011-04-27,2.762,2.762,0.0,2.81
2011-04-28,1.958,1.958,0.0,0.75
2011-04-29,3.125,3.208,0.083,3.208
2011-04-30,3.208,3.25,0.042,3.0
2011-05-01,2.292,2.375,0.083,1.208
2011-05-02,4.227,4.455,0.227,3.818
2011-05-03,5.25,5.75,0.5,2.208
2011-05-04,4.25,5.167,0.917,4.208
2011-05-05,2.75,3.042,0.292,2.417
2011-05-06,4.542,5.125,0.583,0.625
2011-05-07,3.125,3.458,0.333,0.125
2011-05-08,3.083,3.708,0.625,1.708
2011-05-09,5.261,6.565,1.304,3.304
2011-05-10,4.083,8.125,4.042,1.833
2011-05-11,4.583,7.083,2.5,2.583
2011-05-12,3.208,4.542,1.333,2.208
2011-05-13,2.0,2.042,0.042,1.667
2011-05-14,2.792,2.958,0.167,7.75
2011-05-15,2.792,3.0,0.208,5.542
2011-05-16,3.5,4.0,0.5,4.25
2011-05-17,3.583,3.958,0.375,5.625
2011-05-18,3.333,3.708,0.375,8.25
2011-05-19,3.5,4.083,0.583,4.25
2011-05-20,4.083,4.708,0.625,1.667
2011-05-21,2.792,3.542,0.75,1.5
2011-05-22,2.542,3.292,0.75,1.5
2011-05-23,2.708,2.708,0.0,0.0
2011-05-24,2.542,2.792,0.25,0.042
2011-05-25,2.958,3.25,0.292,0.958
2011-05-26,3.875,4.25,0.375,0.708
2011-05-27,1.833,1.875,0.042,0.292
2011-05-28,3.458,3.75,0.292,0.0
2011-05-29,1.5,1.583,0.083,0.042
2011-05-30,3.0,3.136,0.136,4.182
2011-05-31,2.875,3.208,0.333,2.958
2011-06-01,3.375,3.542,0.167,1.792
2011-06-02,3.292,3.792,0.5,4.625
2011-06-03,2.5,2.708,0.208,2.208
2011-06-04,2.542,2.917,0.375,3.083
2011-06-05,2.25,2.292,0.042,0.208
2011-06-06,2.125,2.208,0.083,2.333
2011-06-07,2.083,2.083,0.0,0.0
2011-06-08,2.125,2.167,0.042,0.833
2011-06-09,1.467,1.467,0.0,2.364
2011-06-10,1.792,1.958,0.167,2.208
2011-06-11,2.542,2.75,0.208,0.208
2011-06-12,2.75,2.792,0.042,0.417
2011-06-13,2.917,3.333,0.417,2.792
2011-06-14,2.708,2.708,0.0,3.0
2011-06-15,1.583,1.583,0.0,0.458
2011-06-16,4.0,4.042,0.042,0.833
2011-06-17,2.833,2.958,0.125,1.958
2011-06-18,3.875,4.167,0.292,1.042
2011-06-19,2.417,2.417,0.0,0.667
2011-06-20,4.25,4.792,0.542,0.792
2011-06-21,3.833,4.875,1.042,3.833
2011-06-22,2.125,2.583,0.458,2.333
