date,CH4_mean,CO_mean,NMHC_mean,NO2_mean,NOX_mean,NO_mean,PM25_mean,THC_mean
2011-01-01,198.25,7.042,11.875,6.583,9.625,3.042,,210.125
2011-01-02,187.708,6.667,9.0,5.583,7.292,1.708,,196.708
2011-01-03,189.5,6.833,9.708,5.5,7.042,1.542,,199.208
2011-01-04,187.833,7.083,9.125,6.75,9.625,2.875,,196.958
2011-01-05,191.625,6.391,13.542,11.609,17.826,6.217,,205.167
2011-01-06,190.917,5.167,15.375,15.5,23.25,7.75,,206.292
2011-01-07,198.348,6.083,17.304,16.542,27.417,10.875,,215.652
2011-01-08,195.25,5.625,15.583,12.25,20.667,8.417,,210.833
2011-01-09,195.542,5.458,15.875,12.042,18.125,6.083,,211.417
2011-01-10,202.375,6.739,14.875,10.304,16.217,5.913,,217.25
2011-01-11,190.417,5.875,12.542,9.333,12.417,3.083,,202.958
2011-01-12,196.042,5.917,13.5,13.708,21.958,8.25,,209.542
2011-01-13,188.333,4.708,10.667,8.0,11.042,3.042,,199.0
2011-01-14,197.708,6.458,15.333,13.042,19.292,6.25,,213.042
2011-01-15,196.583,6.583,14.833,12.333,18.417,6.083,,211.417
2011-01-16,188.455,5.913,14.364,11.565,19.435,7.87,,202.818
2011-01-17,194.0,6.542,18.652,13.625,26.167,12.542,,212.652
2011-01-18,196.542,6.75,19.917,14.792,30.5,15.708,,216.458
2011-01-19,195.75,7.208,22.375,14.125,32.667,18.542,,218.125
2011-01-20,198.458,7.667,23.125,13.5,34.417,20.917,,221.583
2011-01-21,198.182,6.875,19.318,13.958,27.833,13.875,,217.5
2011-01-22,197.625,6.0,15.042,8.375,16.5,8.125,,212.667
2011-01-23,188.292,3.833,7.708,4.458,6.25,1.792,,196.0
2011-01-24,188.5,4.625,8.917,6.417,9.583,3.167,,197.417
2011-01-25,191.0,5.913,10.792,9.522,14.261,4.739,,201.792
2011-01-26,193.792,5.667,12.5,12.478,20.391,7.913,,206.292
2011-01-27,194.708,6.958,17.042,18.125,31.833,13.708,,211.75
