date,HUM_max,HUM_mean,HUM_min,PM25_mean,TEMP_max,TEMP_mean,TEMP_min
2011-01-01,,,,25.291666666666668,,,
2011-01-02,,,,12.708333333333334,,,
2011-01-03,,,,29.916666666666668,,,
2011-01-04,,,,20.416666666666668,,,
2011-01-05,,,,13.666666666666666,,,
2011-01-06,,,,13.045454545454545,,,
2011-01-07,,,,4.75,,,
2011-01-08,,,,4.666666666666667,,,
2011-01-09,,,,32.583333333333336,,,
2011-01-10,,,,42.458333333333336,,,
2011-01-11,,,,13.125,,,
2011-01-12,,,,7.791666666666667,,,
2011-01-13,,,,25.333333333333332,,,
2011-01-14,,,,23.5,,,
2011-01-15,,,,11.333333333333334,,,
2011-01-16,,,,11.666666666666666,,,
2011-01-17,,,,6.291666666666667,,,
2011-01-18,,,,9.583333333333334,,,
2011-01-19,,,,10.583333333333334,,,
2011-01-20,,,,3.7083333333333335,,,
2011-01-21,,,,5.625,,,
2011-01-22,,,,8.708333333333334,,,
2011-01-23,,,,7.25,,,
2011-01-24,,,,11.125,,,
2011-01-25,,,,12.375,,,
2011-01-26,,,,9.125,,,
2011-01-27,,,,22.958333333333332,,,
2011-01-28,,,,21.875,,,
2011-01-29,,,,11.541666666666666,,,
2011-01-30,,,,5.625,,,
2011-01-31,,,,20.916666666666668,,,
2011-02-01,,,,22.043478260869566,,,
2011-02-02,,,,8.0,,,
2011-02-03,,,,9.272727272727273,,,
2011-02-04,,,,23.0,,,
2011-02-05,,,,33.166666666666664,,,
2011-02-06,,,,21.041666666666668,,,
2011-02-07,,,,16.833333333333332,,,
2011-02-08,,,,6.083333333333333,,,
2011-02-09,,,,8.083333333333334,,,
2011-02-10,,,,7.166666666666667,,,
2011-02-11,,,,9.041666666666666,,,
2011-02-12,,,,12.208333333333334,,,
2011-02-13,,,,11.375,,,
2011-02-14,,,,4.583333333333333,,,
2011-02-15,,,,13.333333333333334,,,
2011-02-16,,,,8.083333333333334,,,
2011-02-17,,,,10.125,,,
2011-02-18,,,,9.625,,,
2011-02-19,,,,8.083333333333334,,,
2011-02-20,,,,9.75,,,
2011-02-21,,,,13.916666666666666,,,
2011-02-22,,,,12.375,,,
2011-02-23,,,,18.75,,,
2011-02-24,,,,31.458333333333332,,,
2011-02-25,,,,16.041666666666668,,,
2011-02-26,,,,9.041666666666666,,,
2011-02-27,,,,7.458333333333333,,,
2011-02-28,,,,9.416666666666666,,,
2011-03-01,,,,8.375,,,
2011-03-02,,,,4.2272727272727275,,,
2011-03-03,,,,14.916666666666666,,,
2011-03-04,,,,13.25,,,
2011-03-05,,,,2.25,,,
2011-03-06,,,,10.375,,,
2011-03-07,,,,41.666666666666664,,,
2011-03-08,,,,38.125,,,
2011-03-09,,,,21.833333333333332,,,
2011-03-10,,,,15.416666666666666,,,
2011-03-11,,,,19.333333333333332,,,
2011-03-12,,,,13.541666666666666,,,
2011-03-13,,,,10.333333333333334,,,
2011-03-14,,,,16.458333333333332,,,
2011-03-15,,,,26.791666666666668,,,
