date,CH4_mean,NMHC_mean,NO2_mean,NOX_mean,NO_mean,PM25_mean,SO2_mean,SPM_mean,THC_mean
2016-01-01,,,5.292,5.917,0.625,10.083,1.333,11.833,
2016-01-02,,,7.25,7.583,0.333,12.5,1.542,15.458,
2016-01-03,,,4.435,4.609,0.174,14.125,1.391,17.125,
2016-01-04,,,5.167,5.375,0.208,14.917,1.5,18.667,
2016-01-05,,,3.25,3.417,0.167,8.958,1.125,11.833,
2016-01-06,,,7.042,7.417,0.375,6.333,1.25,8.417,
2016-01-07,,,11.083,12.833,1.75,11.75,1.375,13.708,
2016-01-08,,,9.917,10.667,0.75,19.292,1.125,20.417,
2016-01-09,,,5.583,5.625,0.042,4.208,1.167,6.083,
2016-01-10,,,7.583,9.917,2.333,6.292,1.25,8.042,
2016-01-11,,,5.783,6.783,1.0,3.833,1.261,6.25,
2016-01-12,,,4.583,4.708,0.125,5.917,1.0,8.208,
2016-01-13,,,4.375,4.542,0.167,6.625,1.0,8.583,
2016-01-14,,,2.583,2.75,0.167,1.542,1.0,3.292,
2016-01-15,,,4.208,4.292,0.083,2.0,0.958,3.583,
2016-01-16,,,8.25,9.083,0.833,3.708,1.0,5.208,
2016-01-17,,,7.182,9.5,2.318,3.636,1.136,5.864,
2016-01-18,,,14.208,17.875,3.667,5.583,1.292,7.958,
2016-01-19,,,7.217,7.913,0.696,13.458,1.522,15.292,
2016-01-20,,,12.417,13.583,1.167,16.667,1.25,18.708,
2016-01-21,,,3.458,3.5,0.042,10.167,1.542,12.042,
2016-01-22,,,5.875,6.792,0.917,9.167,1.417,11.292,
2016-01-23,,,4.458,4.583,0.125,4.167,1.167,5.875,
2016-01-24,,,7.917,9.333,1.417,4.708,1.292,6.917,
2016-01-25,,,8.083,9.25,1.167,5.917,1.542,7.708,
2016-01-26,,,11.542,13.042,1.5,5.5,1.167,8.292,
2016-01-27,,,18.739,22.522,3.783,15.75,1.609,17.583,
2016-01-28,,,9.125,10.958,1.833,9.125,1.333,13.208,
2016-01-29,,,7.792,8.583,0.792,12.167,1.375,15.375,
2016-01-30,,,8.208,9.458,1.25,8.167,1.458,10.083,
2016-01-31,,,4.167,4.375,0.208,5.125,1.125,7.042,
2016-02-01,,,8.167,9.167,1.0,6.333,1.458,8.833,
2016-02-02,,,2.542,2.583,0.042,3.375,1.0,5.458,
2016-02-03,,,6.708,7.792,1.083,5.583,1.417,8.333,
2016-02-04,,,7.609,9.0,1.391,8.667,1.609,10.708,
2016-02-05,,,9.083,9.208,0.125,5.792,1.042,8.292,
2016-02-06,,,3.542,3.625,0.083,8.875,1.333,11.25,
2016-02-07,,,2.375,2.375,0.0,6.208,1.0,7.208,
2016-02-08,,,3.458,3.542,0.083,5.083,1.042,6.667,
2016-02-09,,,9.958,10.208,0.25,6.042,1.0,8.042,
2016-02-10,,,3.167,3.167,0.0,4.375,1.0,6.708,
2016-02-11,,,3.208,3.5,0.292,2.208,1.0,3.583,
2016-02-12,,,3.826,4.174,0.348,5.083,0.957,6.792,
2016-02-13,,,5.417,5.875,0.458,5.625,1.083,6.917,
2016-02-14,,,8.6,9.3,0.7,6.3,1.0,9.0,
2016-02-15,,,4.875,4.875,0.0,11.1,0.222,,
2016-02-16,,,13.083,14.208,1.125,18.958,1.25,29.1,
2016-02-17,,,17.333,19.375,2.042,17.792,0.083,20.708,
2016-02-18,,,8.042,9.042,1.0,9.208,0.333,13.0,
2016-02-19,,,5.833,7.292,1.458,6.0,0.042,8.0,
2016-02-20,,,13.739,17.043,3.304,9.583,0.304,12.583,
2016-02-21,,,2.833,2.917,0.083,5.583,0.042,7.917,
2016-02-22,,,12.917,14.0,1.083,11.042,1.375,14.542,
2016-02-23,,,5.875,6.375,0.5,4.75,0.125,6.083,
2016-02-24,,,3.208,3.417,0.208,6.458,0.042,9.292,
2016-02-25,,,5.792,6.25,0.458,7.417,0.5,9.958,
2016-02-26,,,5.0,5.292,0.292,10.833,0.5,13.25,
2016-02-27,,,5.083,5.583,0.5,7.292,0.25,8.792,
2016-02-28,,,7.957,8.957,1.0,8.458,0.565,11.917,
2016-03-01,,,13.5,14.875,1.375,13.792,0.75,17.042,
2016-03-02,,,9.542,10.417,0.875,8.375,0.375,9.667,
2016-03-03,,,3.458,3.583,0.125,6.333,0.083,9.375,
2016-03-04,,,7.292,7.75,0.458,10.208,0.667,13.792,
2016-03-05,,,9.542,9.875,0.333,16.167,1.167,20.25,
2016-03-06,,,13.542,16.333,2.792,17.0,1.375,21.417,
2016-03-07,,,7.083,7.583,0.5,5.875,0.25,8.375,
2016-03-08,,,5.348,5.739,0.391,6.083,0.261,8.417,
2016-03-09,,,8.583,9.292,0.708,11.25,0.417,13.5,
2016-03-10,,,5.417,5.667,0.25,10.5,0.333,13.917,
2016-03-11,,,3.75,3.917,0.167,11.083,0.125,13.958,
2016-03-12,,,6.083,6.208,0.125,14.083,0.708,16.958,
2016-03-13,,,14.417,17.25,2.833,14.375,1.208,18.583,
2016-03-14,,,3.591,3.591,0.0,13.909,0.364,18.045,
2016-03-15,,,3.083,3.25,0.167,1.958,0.0,3.625,
2016-03-16,,,2.609,2.696,0.087,6.042,0.087,8.75,
2016-03-17,,,4.625,4.833,0.208,8.25,0.167,10.875,
2016-03-18,,,8.833,9.625,0.792,14.833,0.792,18.417,
2016-03-19,,,5.875,6.083,0.208,30.917,1.542,38.125,
2016-03-20,,,8.0,8.208,0.208,36.083,1.458,42.833,
2016-03-21,,,5.458,5.625,0.167,6.0,0.083,10.125,
2016-03-22,,,4.167,4.167,0.0,13.833,0.083,18.417,
2016-03-23,,,8.667,9.292,0.625,13.417,0.917,18.75,
2016-03-24,,,2.739,2.739,0.0,8.625,0.174,10.625,
2016-03-25,,,6.833,7.083,0.25,12.0,0.958,14.375,
2016-03-26,,,5.875,6.083,0.208,11.5,0.917,15.333,
2016-03-27,,,2.75,2.75,0.0,6.208,0.0,8.417,
2016-03-28,,,4.958,5.375,0.417,11.167,0.5,14.417,
2016-03-29,,,8.083,8.75,0.667,20.125,0.708,23.5,
2016-03-30,,,9.583,10.333,0.75,24.292,1.25,29.667,
2016-03-31,,,7.708,8.042,0.333,16.833,0.75,20.25,
2016-04-01,,,16.667,21.708,5.042,23.25,1.792,29.917,
2016-04-02,,,7.917,9.083,1.167,15.583,1.833,21.333,
2016-04-03,,,8.292,9.333,1.042,11.625,1.417,19.583,
2016-04-04,,,5.208,5.5,0.292,4.042,0.875,6.292,
2016-04-05,,,5.583,5.958,0.375,3.417,1.167,7.0,
2016-04-06,,,11.435,12.478,1.043,13.042,2.391,17.333,
2016-04-07,,,10.958,11.042,0.083,9.125,1.125,12.917,
2016-04-08,,,3.458,3.458,0.0,9.75,1.042,14.583,
