date,PM25_mean,SO2_mean
2011-01-01,,4.583
2011-01-02,,3.708
2011-01-03,,6.083
2011-01-04,,5.542
2011-01-05,,4.478
2011-01-06,,4.833
2011-01-07,,4.542
2011-01-08,,6.167
2011-01-09,,5.625
2011-01-10,,7.167
2011-01-11,,5.042
2011-01-12,,5.583
2011-01-13,,8.167
2011-01-14,,9.042
2011-01-15,,4.708
2011-01-16,,3.5
2011-01-17,,2.708
2011-01-18,,3.043
2011-01-19,,1.583
2011-01-20,,1.708
2011-01-21,,1.5
2011-01-22,,3.167
2011-01-23,,2.833
2011-01-24,,3.667
2011-01-25,,4.875
2011-01-26,,3.792
2011-01-27,,6.333
2011-01-28,,6.292
2011-01-29,,5.542
2011-01-30,,4.542
2011-01-31,,4.958
2011-02-01,,5.913
2011-02-02,,3.083
2011-02-03,,5.292
2011-02-04,,7.792
2011-02-05,,5.75
2011-02-06,,1.083
2011-02-07,,2.417
2011-02-08,,2.583
2011-02-09,,3.958
2011-02-10,,4.5
2011-02-11,,4.25
2011-02-12,,5.792
2011-02-13,,2.583
2011-02-14,,1.917
2011-02-15,,1.609
2011-02-16,,3.25
2011-02-17,,4.0
2011-02-18,,3.25
2011-02-19,,3.833
2011-02-20,,4.292
2011-02-21,,5.5
2011-02-22,,2.083
2011-02-23,,2.042
2011-02-24,,6.083
2011-02-25,,2.917
2011-02-26,,4.667
2011-02-27,,5.333
2011-02-28,,3.625
2011-03-01,,2.167
2011-03-02,,2.708
2011-03-03,,3.167
2011-03-04,,2.625
2011-03-05,,2.0
2011-03-06,,2.875
2011-03-07,,5.667
2011-03-08,,3.958
2011-03-09,,2.375
2011-03-10,,3.667
2011-03-11,,7.0
2011-03-12,,4.542
2011-03-13,,6.0
2011-03-14,,8.696
2011-03-15,,8.375
2011-03-16,,5.292
2011-03-17,,1.208
2011-03-18,,2.292
2011-03-19,,4.25
2011-03-20,,4.417
2011-03-21,,5.792
2011-03-22,,10.917
2011-03-23,,2.583
2011-03-24,,4.375
2011-03-25,,4.333
2011-03-26,,4.458
2011-03-27,,6.5
2011-03-28,,6.391
2011-03-29,,6.458
2011-03-30,,4.5
2011-03-31,,3.792
2011-04-01,,5.667
2011-04-02,,5.458
2011-04-03,,5.083
2011-04-04,,3.833
2011-04-05,,5.458
2011-04-06,,4.125
2011-04-07,,3.417
2011-04-08,,2.208
2011-04-09,,3.0
2011-04-10,,5.167
2011-04-11,,6.083
2011-04-12,,5.083
2011-04-13,,7.625
2011-04-14,,6.391
2011-04-15,,4.5
2011-04-16,,3.583
2011-04-17,,4.042
2011-04-18,,3.125
2011-04-19,,3.792
2011-04-20,,3.125
2011-04-21,,4.042
2011-04-22,,2.667
2011-04-23,,2.208
2011-04-24,,4.917
2011-04-25,,4.458
2011-04-26,,5.0
2011-04-27,,2.826
