date,NO2_mean,NOX_mean,NO_mean,PM25_mean,SO2_mean
2014-01-01,4.333,5.083,0.75,4.875,1.667
2014-01-02,6.174,7.478,1.304,6.833,3.783
2014-01-03,6.75,7.917,1.167,5.583,4.5
2014-01-04,3.125,3.875,0.75,7.583,2.5
2014-01-05,4.375,5.5,1.125,14.875,2.917
2014-01-06,3.75,4.833,1.083,13.542,2.458
2014-01-07,5.25,6.458,1.208,8.25,3.583
2014-01-08,5.125,6.333,1.208,7.292,3.667
2014-01-09,9.909,12.727,2.818,11.25,4.957
2014-01-10,7.875,9.583,1.708,15.625,4.5
2014-01-11,5.167,6.25,1.083,14.417,3.333
2014-01-12,7.292,8.792,1.5,9.708,3.792
2014-01-13,4.042,5.292,1.25,4.333,2.375
2014-01-14,3.333,4.625,1.292,8.125,1.125
2014-01-15,3.792,4.75,0.958,2.174,0.25
2014-01-16,4.739,6.391,1.652,9.292,1.522
2014-01-17,4.125,5.042,0.917,28.083,2.833
2014-01-18,4.417,5.25,0.833,9.083,2.292
2014-01-19,5.583,7.083,1.5,16.083,3.125
2014-01-20,6.042,7.333,1.292,22.083,2.583
2014-01-21,3.833,4.875,1.042,18.542,1.042
2014-01-22,2.833,3.583,0.75,7.0,0.458
2014-01-23,2.043,2.87,0.826,3.958,0.391
2014-01-24,3.583,4.792,1.208,6.625,1.208
2014-01-25,3.75,4.667,0.917,11.458,1.5
2014-01-26,2.083,2.958,0.875,12.083,0.792
2014-01-27,6.417,9.167,2.75,12.083,1.083
2014-01-28,6.167,8.125,1.958,7.042,2.208
2014-01-29,5.333,6.625,1.292,5.583,2.125
2014-01-30,3.174,4.261,1.087,5.958,1.348
2014-01-31,2.5,3.25,0.75,9.917,1.333
2014-02-01,3.708,4.708,1.0,7.042,1.583
2014-02-02,5.667,6.875,1.208,6.917,2.333
2014-02-03,5.75,7.083,1.333,6.75,2.333
2014-02-04,3.458,4.458,1.0,6.292,1.917
2014-02-05,4.625,5.75,1.125,12.208,1.917
2014-02-06,2.478,3.217,0.739,7.5,0.87
2014-02-07,4.292,5.417,1.125,14.333,2.042
2014-02-08,2.708,3.25,0.542,15.333,1.542
2014-02-09,3.75,5.25,1.5,6.625,1.5
2014-02-10,7.583,9.458,1.875,10.75,3.125
2014-02-11,5.042,6.083,1.042,18.792,2.167
2014-02-12,5.25,6.125,0.875,21.292,2.667
2014-02-13,5.174,6.478,1.304,8.167,1.783
2014-02-14,8.5,10.458,1.958,9.708,3.125
2014-02-15,6.667,7.958,1.292,22.125,3.417
2014-02-16,6.0,7.167,1.167,35.125,2.042
2014-02-17,4.208,5.292,1.083,12.167,0.875
2014-02-18,5.208,6.208,1.0,9.917,1.792
2014-02-19,5.667,7.083,1.417,7.167,1.542
2014-02-20,3.261,4.261,1.0,7.217,0.652
2014-02-21,2.583,3.333,0.75,7.667,0.083
2014-02-22,2.125,2.542,0.417,4.25,-0.208
2014-02-23,3.333,4.417,1.083,7.833,-0.542
2014-02-24,3.083,3.833,0.75,9.208,-0.125
2014-02-25,3.167,3.75,0.583,13.542,-0.125
2014-02-26,2.958,4.0,1.042,8.333,-0.417
2014-02-27,5.478,6.957,1.478,10.875,1.0
2014-02-28,3.542,4.25,0.708,11.333,1.292
2014-03-01,1.875,2.208,0.333,6.5,0.5
2014-03-02,5.0,5.917,0.917,15.042,1.667
2014-03-03,2.792,3.458,0.667,10.875,0.5
2014-03-04,3.833,4.583,0.75,11.167,0.792
2014-03-05,2.792,3.333,0.542,9.333,1.917
2014-03-06,4.652,5.783,1.13,12.042,1.227
2014-03-07,3.167,4.375,1.208,5.583,0.25
2014-03-08,1.75,2.375,0.625,2.75,0.375
2014-03-09,2.125,2.625,0.5,6.542,0.333
2014-03-10,3.542,4.167,0.625,11.458,1.5
2014-03-11,4.917,6.0,1.083,6.708,2.542
2014-03-12,5.167,6.292,1.125,17.542,2.583
2014-03-13,3.818,4.636,0.818,8.13,2.217
2014-03-14,3.875,4.542,0.667,14.792,1.917
2014-03-15,1.75,2.125,0.375,13.208,0.583
2014-03-16,2.875,3.542,0.667,3.583,0.542
2014-03-17,2.25,2.542,0.292,7.75,0.625
2014-03-18,3.125,3.292,0.167,8.458,-0.167
2014-03-19,6.292,6.583,0.292,11.5,-0.227
2014-03-20,2.217,3.174,0.957,6.792,0.261
2014-03-21,2.125,2.917,0.792,14.25,1.208
