date,NO2_mean,NOX_mean,NO_mean,SO2_mean
2011-01-01,3.0,4.375,1.375,4.208
2011-01-02,4.25,5.708,1.458,4.208
2011-01-03,3.083,4.458,1.375,6.0
2011-01-04,5.125,6.333,1.208,7.455
2011-01-05,11.833,18.708,6.875,4.846
2011-01-06,13.826,19.739,5.913,4.435
2011-01-07,9.958,13.667,3.708,3.583
2011-01-08,7.458,9.167,1.708,3.792
2011-01-09,9.042,12.625,3.583,5.5
2011-01-10,12.167,15.708,3.542,5.792
2011-01-11,7.875,11.833,3.958,4.625
2011-01-12,9.583,12.833,3.25,4.625
2011-01-13,9.792,12.667,2.875,4.75
2011-01-14,9.083,11.375,2.292,6.125
2011-01-15,7.208,8.875,1.667,4.292
2011-01-16,8.708,11.083,2.375,3.5
2011-01-17,6.667,8.208,1.542,3.0
2011-01-18,11.875,16.125,4.25,3.417
2011-01-19,14.261,22.826,8.565,3.174
2011-01-20,8.5,13.458,4.958,2.958
2011-01-21,9.667,11.875,2.208,2.458
2011-01-22,3.958,5.625,1.667,2.625
2011-01-23,4.583,6.083,1.5,2.917
2011-01-24,6.917,10.042,3.125,3.909
2011-01-25,6.083,8.417,2.333,4.417
2011-01-26,9.083,12.125,3.042,3.667
2011-01-27,10.083,13.833,3.75,4.792
2011-01-28,9.542,12.5,2.958,5.333
2011-01-29,3.917,5.583,1.667,4.083
2011-01-30,13.917,19.25,5.333,4.833
2011-01-31,8.917,12.208,3.292,4.333
2011-02-01,6.583,9.625,3.042,5.042
2011-02-02,4.522,6.174,1.652,3.739
2011-02-03,7.458,10.75,3.292,4.333
2011-02-04,9.458,12.208,2.75,5.708
2011-02-05,7.042,8.875,1.833,5.0
2011-02-06,12.75,20.208,7.458,3.667
2011-02-07,9.292,15.375,6.083,3.667
2011-02-08,4.208,5.833,1.625,3.542
2011-02-09,8.0,11.958,3.958,3.667
2011-02-10,7.667,10.542,2.875,3.375
2011-02-11,5.917,8.083,2.167,3.792
2011-02-12,5.208,7.0,1.792,3.542
2011-02-13,11.792,15.5,3.708,2.833
2011-02-14,15.875,35.5,19.625,2.333
2011-02-15,17.833,25.667,7.833,2.625
2011-02-16,7.87,11.043,3.174,3.522
2011-02-17,4.292,6.042,1.75,3.667
2011-02-18,3.75,5.083,1.333,3.5
2011-02-19,2.458,3.792,1.333,3.333
2011-02-20,7.292,10.167,2.875,3.5
2011-02-21,14.083,18.708,4.625,5.583
2011-02-22,10.208,13.0,2.792,3.042
2011-02-23,7.875,12.625,4.75,3.0
2011-02-24,6.75,9.083,2.333,5.292
2011-02-25,10.708,13.292,2.583,2.75
2011-02-26,4.292,5.708,1.417,2.833
2011-02-27,7.833,11.292,3.458,3.833
2011-02-28,6.917,9.917,3.0,3.375
2011-03-01,14.0,21.261,7.261,2.957
2011-03-02,14.542,22.458,7.917,2.917
2011-03-03,2.75,4.417,1.667,3.042
2011-03-04,3.583,4.708,1.125,2.042
2011-03-05,20.375,30.708,10.333,2.042
2011-03-06,11.042,17.625,6.583,3.375
2011-03-07,8.208,10.833,2.625,4.083
2011-03-08,7.792,10.583,2.792,3.783
2011-03-09,7.167,9.167,2.0,2.667
2011-03-10,3.083,4.083,1.0,3.0
2011-03-11,1.833,2.833,1.0,4.875
2011-03-12,4.167,5.667,1.5,3.417
2011-03-13,6.958,9.292,2.333,4.292
2011-03-14,9.417,12.542,3.125,4.292
2011-03-15,10.217,15.826,5.609,5.478
2011-03-16,10.917,13.167,2.25,4.0
2011-03-17,13.958,18.083,4.125,2.5
2011-03-18,10.708,12.917,2.208,2.208
2011-03-19,8.0,10.333,2.333,2.625
2011-03-20,4.875,6.333,1.458,3.5
2011-03-21,10.0,13.875,3.875,4.5
2011-03-22,8.348,11.087,2.739,7.125
2011-03-23,11.917,15.25,3.333,2.583
2011-03-24,1.875,2.875,1.0,4.375
2011-03-25,1.417,2.417,1.0,3.208
2011-03-26,5.417,7.792,2.375,3.625
2011-03-27,7.0,9.5,2.5,4.042
2011-03-28,7.625,10.667,3.042,4.708
2011-03-29,9.087,11.913,2.826,4.348
2011-03-30,9.375,12.417,3.042,3.917
2011-03-31,5.542,6.833,1.292,2.833
2011-04-01,9.5,12.125,2.625,7.042
2011-04-02,7.625,10.0,2.375,6.667
2011-04-03,2.542,3.583,1.042,4.417
2011-04-04,2.292,3.542,1.25,3.417
2011-04-05,6.458,8.583,2.125,3.875
2011-04-06,7.333,9.583,2.25,4.625
2011-04-07,6.708,9.208,2.5,4.875
2011-04-08,10.708,13.542,2.833,2.708
2011-04-09,4.667,6.583,1.917,3.75
2011-04-10,4.625,6.167,1.542,5.583
2011-04-11,3.292,4.667,1.375,5.5
2011-04-12,5.292,7.167,1.875,4.042
2011-04-13,5.5,7.417,1.917,5.792
2011-04-14,5.304,7.0,1.696,5.087
2011-04-15,10.083,12.5,2.417,3.958
2011-04-16,7.375,10.5,3.125,4.458
2011-04-17,4.042,5.708,1.667,4.292
2011-04-18,10.208,19.542,9.333,2.208
2011-04-19,4.0,5.75,1.75,2.958
2011-04-20,5.375,7.542,2.167,3.125
2011-04-21,6.5,8.542,2.042,3.75
2011-04-22,12.792,15.625,2.833,2.167
2011-04-23,3.5,4.75,1.25,3.0
2011-04-24,2.583,3.75,1.167,3.042
2011-04-25,3.167,4.667,1.5,3.958
2011-04-26,7.292,10.125,2.833,5.583
2011-04-27,7.625,9.875,2.25,2.375
2011-04-28,3.043,4.217,1.174,3.261
2011-04-29,3.875,5.375,1.5,3.667
2011-04-30,5.292,6.833,1.542,3.292
2011-05-01,3.583,4.75,1.167,3.25
2011-05-02,10.375,14.667,4.292,5.333
2011-05-03,4.417,5.792,1.375,2.833
2011-05-04,3.875,5.417,1.542,2.833
2011-05-05,3.125,4.417,1.292,3.667
2011-05-06,4.5,6.208,1.708,2.958
2011-05-07,4.583,6.542,1.958,4.583
2011-05-08,3.833,5.542,1.708,3.75
2011-05-09,7.625,10.958,3.333,4.917
2011-05-10,5.208,7.958,2.75,3.167
2011-05-11,5.208,9.167,3.958,2.167
2011-05-12,5.435,9.087,3.652,2.478
2011-05-13,2.417,3.583,1.167,4.125
2011-05-14,3.5,4.75,1.25,5.083
2011-05-15,3.0,4.0,1.0,5.583
2011-05-16,5.375,6.75,1.375,5.292
2011-05-17,4.208,5.667,1.458,4.583
2011-05-18,7.542,9.333,1.792,5.125
2011-05-19,4.0,5.5,1.5,4.333
2011-05-20,3.375,4.875,1.5,3.667
2011-05-21,5.125,7.75,2.625,3.292
2011-05-22,2.958,4.75,1.792,3.375
2011-05-23,5.125,6.333,1.208,1.75
2011-05-24,4.875,6.333,1.458,2.25
2011-05-25,4.792,6.75,1.958,3.042
2011-05-26,5.391,35.783,30.391,2.261
2011-05-27,3.917,22.333,18.417,1.708
2011-05-28,8.958,21.875,12.917,1.708
2011-05-29,4.917,13.208,8.292,1.75
2011-05-30,3.292,8.792,5.5,4.083
2011-05-31,4.75,9.083,4.333,3.875
2011-06-01,7.208,11.5,4.292,3.292
2011-06-02,9.125,14.292,5.167,5.875
2011-06-03,8.542,13.458,4.917,4.042
2011-06-04,4.042,7.0,2.958,3.417
2011-06-05,3.167,5.0,1.833,2.208
2011-06-06,5.625,8.542,2.917,3.417
2011-06-07,6.6,8.8,2.2,2.042
2011-06-08,5.667,6.833,1.167,2.0
2011-06-09,10.083,13.708,3.625,3.957
2011-06-10,9.0,12.125,3.125,2.875
2011-06-11,9.458,14.208,4.75,2.125
2011-06-12,7.458,9.625,2.167,1.958
2011-06-13,11.292,17.542,6.25,3.083
2011-06-14,5.458,6.958,1.5,1.667
2011-06-15,9.75,12.625,2.875,4.0
2011-06-16,7.042,8.5,1.458,2.0
2011-06-17,7.375,13.75,6.375,2.708
2011-06-18,10.542,14.083,3.542,2.0
