date,CO_mean,NO2_mean,NOX_mean,NO_mean
2012-03-01,5.087,29.958,57.667,27.708
2012-03-02,3.5,8.25,13.667,5.417
2012-03-03,2.458,6.458,10.708,4.25
2012-03-04,3.042,21.042,40.792,19.75
2012-03-05,3.375,19.208,41.542,22.333
2012-03-06,3.917,26.75,62.917,36.167
2012-03-07,5.583,39.25,75.25,36.0
2012-03-08,5.0,30.5,61.375,30.875
2012-03-09,3.917,16.458,24.417,7.958
2012-03-10,3.5,10.583,16.792,6.208
2012-03-11,2.583,12.083,20.708,8.625
2012-03-12,4.083,33.083,66.75,33.667
2012-03-13,4.458,32.083,66.75,34.667
2012-03-14,2.708,9.0,13.792,4.792
2012-03-15,4.091,27.217,57.13,29.913
2012-03-16,4.208,17.625,39.292,21.667
2012-03-17,4.542,15.083,21.333,6.25
2012-03-18,5.375,31.875,60.542,28.667
2012-03-19,3.625,15.75,30.25,14.5
2012-03-20,4.667,20.167,36.75,16.583
2012-03-21,2.542,7.75,11.375,3.625
2012-03-22,3.913,29.833,58.667,28.833
2012-03-23,3.167,10.958,14.125,3.167
2012-03-24,4.042,14.875,27.5,12.625
2012-03-25,4.042,22.917,46.917,24.0
2012-03-26,3.083,13.833,27.583,13.75
2012-03-27,4.625,28.75,63.125,34.375
2012-03-28,4.583,27.5,54.292,26.792
2012-03-29,4.773,25.182,50.227,25.045
2012-03-30,4.417,19.375,34.917,15.542
2012-03-31,4.417,14.5,25.333,10.833
2012-04-01,3.292,8.958,13.25,4.292
2012-04-02,4.083,24.292,43.75,19.458
2012-04-03,4.708,26.875,61.458,34.583
2012-04-04,3.333,14.417,27.333,12.917
2012-04-05,4.0,19.208,39.708,20.5
2012-04-06,2.696,15.333,24.458,9.125
2012-04-07,2.708,11.917,21.5,9.583
2012-04-08,3.292,13.417,18.958,5.542
2012-04-09,3.458,22.583,39.458,16.875
2012-04-10,3.417,24.042,38.833,14.792
2012-04-11,5.167,32.458,67.458,35.0
2012-04-12,3.208,17.583,27.417,9.833
2012-04-13,3.909,15.826,24.783,8.957
2012-04-14,4.625,26.208,49.458,23.25
2012-04-15,3.583,12.625,19.708,7.083
2012-04-16,4.708,28.875,55.917,27.042
2012-04-17,4.583,29.75,64.917,35.167
2012-04-18,3.708,27.167,57.042,29.875
2012-04-19,3.542,24.958,50.167,25.208
2012-04-20,3.565,26.708,61.417,34.708
2012-04-21,3.208,21.0,37.833,16.833
2012-04-22,3.625,15.542,28.417,12.875
2012-04-23,4.583,29.417,69.333,39.917
2012-04-24,3.417,20.208,40.292,20.083
2012-04-25,4.458,27.333,45.25,17.917
2012-04-26,4.75,25.458,57.208,31.75
2012-04-27,4.409,25.174,47.435,22.261
2012-04-28,4.208,20.833,38.375,17.542
2012-04-29,5.042,16.333,25.042,8.708
2012-04-30,4.833,19.5,31.583,12.083
2012-05-01,3.667,24.625,45.333,20.708
2012-05-02,3.0,19.333,31.542,12.208
2012-05-03,3.167,14.792,25.25,10.458
2012-05-04,3.043,10.292,17.208,6.917
2012-05-05,3.333,10.0,15.625,5.625
2012-05-06,3.75,10.292,18.292,8.0
2012-05-07,4.042,23.667,41.958,18.292
2012-05-08,4.792,29.542,51.75,22.208
2012-05-09,5.75,35.125,73.542,38.417
2012-05-10,3.375,17.25,31.667,14.417
2012-05-11,2.409,9.217,15.174,5.957
2012-05-12,2.292,8.542,14.0,5.458
2012-05-13,3.042,11.917,19.042,7.125
2012-05-14,3.625,25.75,46.083,20.333
2012-05-15,4.208,29.125,68.583,39.458
2012-05-16,3.375,16.417,27.875,11.458
2012-05-17,5.542,35.667,59.083,23.417
2012-05-18,3.783,20.792,34.083,13.292
2012-05-19,3.458,17.083,26.667,9.583
2012-05-20,4.208,15.208,23.958,8.75
2012-05-21,3.875,26.917,49.167,22.25
2012-05-22,3.708,26.458,60.958,34.5
2012-05-23,3.042,20.333,43.042,22.708
2012-05-24,4.0,26.542,47.625,21.083
2012-05-25,4.682,29.739,54.136,25.478
2012-05-26,3.667,17.583,29.5,11.917
2012-05-27,4.0,13.458,23.083,9.625
2012-05-28,3.708,24.417,45.958,21.542
2012-05-29,3.833,24.625,49.333,24.708
2012-05-30,3.708,22.792,39.583,16.792
2012-05-31,4.208,25.958,44.792,18.833
2012-06-01,4.217,26.292,52.25,25.958
2012-06-02,4.292,21.708,38.333,16.625
2012-06-03,3.917,13.667,22.708,9.042
2012-06-04,3.917,15.9,36.4,20.5
2012-06-05,4.167,27.583,69.5,41.917
2012-06-06,3.708,26.958,71.333,44.375
2012-06-07,3.667,24.375,62.208,37.833
2012-06-08,4.273,28.409,62.364,33.955
2012-06-09,3.083,16.083,22.5,6.417
2012-06-10,3.375,12.417,22.25,9.833
2012-06-11,3.542,23.833,46.0,22.167
2012-06-12,3.833,27.25,64.167,36.917
2012-06-13,3.458,23.667,50.333,26.667
2012-06-14,3.25,22.625,45.417,22.792
2012-06-15,3.391,24.375,46.958,22.583
2012-06-16,4.417,22.542,54.417,31.875
2012-06-17,3.125,8.792,17.125,8.333
2012-06-18,4.0,27.125,45.375,18.25
2012-06-19,3.417,24.417,50.25,25.833
2012-06-20,3.458,21.833,49.458,27.625
2012-06-21,4.87,32.174,68.304,36.13
2012-06-22,3.636,20.273,40.0,19.727
2012-06-23,3.917,18.708,30.667,11.958
2012-06-24,3.542,12.875,20.542,7.667
2012-06-25,3.208,23.292,54.792,31.5
2012-06-26,3.125,24.917,54.542,29.625
2012-06-27,3.375,25.667,50.083,24.417
2012-06-28,4.333,31.917,60.25,28.333
2012-06-29,4.0,24.875,54.25,29.375
2012-06-30,3.167,19.083,39.167,20.083
2012-07-01,3.292,14.417,23.875,9.458
2012-07-02,4.333,25.042,55.25,30.208
2012-07-03,3.917,27.125,59.208,32.083
2012-07-04,3.917,29.417,53.458,24.042
2012-07-05,4.667,28.167,56.375,28.208
2012-07-06,4.762,26.273,60.682,34.409
2012-07-07,4.875,18.333,46.292,27.958
2012-07-08,3.583,10.667,19.458,8.792
2012-07-09,4.458,26.0,50.875,24.875
2012-07-10,4.917,30.792,57.75,26.958
2012-07-11,4.208,25.042,45.667,20.625
2012-07-12,3.167,14.958,41.458,26.5
2012-07-13,5.0,24.042,68.208,44.167
2012-07-14,5.625,20.917,51.542,30.625
2012-07-15,5.292,13.667,28.625,14.958
2012-07-16,4.208,15.208,34.375,19.167
2012-07-17,3.708,22.833,54.083,31.25
2012-07-18,4.125,26.542,50.25,23.708
2012-07-19,3.417,19.875,45.833,25.958
2012-07-20,3.857,21.318,56.318,35.0
2012-07-21,3.875,18.5,43.0,24.5
2012-07-22,4.5,15.167,28.333,13.167
2012-07-23,4.75,27.292,57.083,29.792
2012-07-24,6.0,32.417,71.75,39.333
2012-07-25,4.625,20.917,52.083,31.167
2012-07-26,4.417,23.583,49.458,25.875
2012-07-27,5.304,31.333,54.167,22.833
2012-07-28,4.696,22.913,36.391,13.478
2012-07-29,4.208,15.417,24.458,9.042
2012-07-30,3.75,22.708,46.375,23.667
2012-07-31,3.375,22.458,47.25,24.792
2012-08-01,3.708,21.167,46.917,25.75
2012-08-02,3.083,18.083,41.333,23.25
2012-08-03,3.955,24.909,50.682,25.773
2012-08-04,3.75,17.167,36.458,19.292
2012-08-05,3.292,12.375,23.125,10.75
2012-08-06,3.875,17.542,55.708,38.167
2012-08-07,2.792,13.625,30.208,16.583
2012-08-08,4.125,25.667,51.25,25.583
2012-08-09,3.75,24.25,47.333,23.083
2012-08-10,4.087,25.125,43.542,18.417
2012-08-11,4.75,21.042,39.792,18.75
2012-08-12,3.708,11.167,20.083,8.917
2012-08-13,3.667,13.417,26.958,13.542
2012-08-14,3.375,11.667,23.083,11.417
2012-08-15,4.125,13.75,25.625,11.875
2012-08-16,3.375,13.75,29.458,15.708
2012-08-17,3.409,18.348,39.304,20.957
2012-08-18,4.0,17.958,36.292,18.333
2012-08-19,3.708,11.917,22.667,10.75
2012-08-20,3.833,22.333,48.083,25.75
2012-08-21,4.375,28.25,55.417,27.167
2012-08-22,4.125,24.417,50.208,25.792
2012-08-23,4.292,25.875,61.167,35.292
2012-08-24,4.696,28.458,67.625,39.167
2012-08-25,4.375,21.375,42.292,20.917
2012-08-26,3.667,12.75,23.542,10.792
2012-08-27,3.875,21.542,49.167,27.625
2012-08-28,3.542,22.208,47.292,25.083
2012-08-29,4.0,24.5,46.667,22.167
