date,HUM_max,HUM_mean,HUM_min,NO2_mean,NOX_mean,NO_mean,PM25_mean,SO2_mean,SPM_mean,TEMP_max,TEMP_mean,TEMP_min
2011-01-01,79.0,60.708,38.0,16.583,20.5,3.917,,1.375,5.125,8.6,2.029,-1.7
2011-01-02,88.0,59.5,33.0,9.667,13.0,3.333,,1.125,5.208,10.9,3.233,-2.1
2011-01-03,60.0,43.542,26.0,7.125,8.625,1.5,,0.958,0.125,8.7,4.525,1.8
2011-01-04,75.0,56.167,33.0,12.0,16.609,4.609,,1.273,1.208,8.4,2.412,-2.7
2011-01-05,65.0,48.625,28.0,9.625,12.0,2.375,,1.0,0.0,6.6,2.683,-0.4
2011-01-06,58.0,42.5,22.0,18.083,24.083,6.0,,1.458,1.917,10.3,4.421,-1.0
2011-01-07,64.0,46.625,28.0,10.333,12.625,2.292,,1.125,0.083,7.3,3.396,0.3
2011-01-08,67.0,45.5,30.0,12.125,16.208,4.083,,1.375,0.0,7.8,3.129,-0.2
2011-01-09,76.0,55.333,33.0,22.917,34.875,11.958,,1.792,9.917,8.5,2.479,-2.8
2011-01-10,74.0,53.917,33.0,24.833,35.583,10.75,,1.583,8.375,9.6,4.442,-0.4
2011-01-11,75.0,51.625,25.0,17.0,35.042,18.042,,1.542,8.417,9.2,2.846,-0.1
2011-01-12,55.0,38.792,24.0,14.667,22.042,7.375,,1.208,0.167,6.2,1.562,-1.8
2011-01-13,62.0,45.583,25.0,21.917,33.5,11.583,,2.25,2.375,11.9,3.2,-4.3
2011-01-14,56.0,40.625,26.0,11.083,14.375,3.292,,1.625,0.917,6.9,3.042,-0.1
2011-01-15,68.0,49.917,33.0,14.5,18.375,3.875,,1.875,4.875,7.1,2.829,-1.8
2011-01-16,66.0,49.208,40.0,22.217,32.0,9.783,,2.217,9.917,4.2,2.242,-0.7
2011-01-17,71.0,51.625,32.0,27.333,46.917,19.583,,2.167,9.583,7.0,2.579,-1.1
2011-01-18,76.0,57.708,35.0,31.208,55.0,23.792,,2.25,19.125,7.6,1.696,-3.3
2011-01-19,88.0,62.667,41.0,23.833,43.833,20.0,,2.458,14.583,9.3,3.712,-2.2
2011-01-20,100.0,95.958,87.0,22.042,28.208,6.167,,0.875,16.208,2.6,1.621,0.5
2011-01-21,100.0,93.875,85.0,17.25,20.5,3.25,,0.958,5.0,3.8,2.746,1.9
2011-01-22,100.0,90.913,77.0,15.958,30.208,14.25,,1.042,3.375,8.1,4.788,2.0
2011-01-23,100.0,83.0,57.0,15.35,30.6,15.25,,1.292,4.417,8.6,4.008,0.7
2011-01-24,98.0,54.042,28.0,15.292,18.958,3.667,,1.042,1.5,6.7,1.962,-0.4
2011-01-25,79.0,55.458,22.0,22.25,35.5,13.25,,1.583,4.667,8.8,2.254,-2.4
2011-01-26,80.0,49.083,29.0,16.625,23.458,6.833,,1.333,0.458,4.7,0.858,-2.5
2011-01-27,73.0,55.083,29.0,24.625,44.042,19.417,,1.875,4.333,6.3,0.121,-5.1
2011-01-28,81.0,51.208,26.0,15.875,30.042,14.167,,1.625,5.333,4.0,0.179,-2.7
2011-01-29,59.0,46.417,29.0,6.5,7.875,1.375,,1.292,0.125,3.7,0.475,-1.5
2011-01-30,59.0,42.958,26.0,15.958,23.208,7.25,,1.5,0.792,5.0,0.804,-2.6
2011-01-31,72.0,49.042,22.0,21.727,32.455,10.727,,1.773,1.522,8.8,1.108,-4.0
2011-02-01,73.0,51.458,34.0,17.708,28.917,11.208,,2.167,2.125,8.7,1.162,-4.8
